Date,JHS
2013-01-01,30.45
2013-01-02,30.55
2013-01-03,30.5
2013-01-04,30.5
2013-01-07,30.6
2013-01-08,30.7
2013-01-09,30.05
2013-01-10,29.95
2013-01-11,29.9
2013-01-14,30.15
2013-01-15,29.85
2013-01-16,29.1
2013-01-17,29.9
2013-01-18,29.05
2013-01-21,30.1
2013-01-22,31.75
2013-01-23,30.3
2013-01-24,30.05
2013-01-25,30.0
2013-01-28,29.95
2013-01-29,30.0
2013-01-30,29.95
2013-01-31,30.05
2013-02-01,30.45
2013-02-04,30.0
2013-02-05,29.8
2013-02-06,29.6
2013-02-07,29.45
2013-02-08,29.15
2013-02-11,29.85
2013-02-12,30.15
2013-02-13,29.15
2013-02-14,27.0
2013-02-15,25.35
2013-02-18,21.4
2013-02-19,19.3
2013-02-20,18.55
2013-02-21,20.1
2013-02-22,20.5
2013-02-25,18.85
2013-02-26,17.5
2013-02-27,17.7
2013-02-28,16.6
2013-03-01,17.1
2013-03-04,16.45
2013-03-05,16.25
2013-03-06,16.45
2013-03-07,17.2
2013-03-08,17.05
2013-03-11,17.95
2013-03-12,18.2
2013-03-13,17.5
2013-03-14,17.35
2013-03-15,16.1
2013-03-18,16.65
2013-03-19,16.55
2013-03-20,16.2
2013-03-21,15.4
2013-03-22,15.0
2013-03-25,15.65
2013-03-26,15.0
2013-03-28,14.95
2013-04-01,15.0
2013-04-02,15.45
2013-04-03,15.0
2013-04-04,14.25
2013-04-05,14.2
2013-04-08,14.15
2013-04-09,14.2
2013-04-10,13.25
2013-04-11,12.95
2013-04-12,12.65
2013-04-15,12.65
2013-04-16,12.7
2013-04-17,13.0
2013-04-18,13.7
2013-04-22,14.1
2013-04-23,14.1
2013-04-25,14.1
2013-04-26,14.0
2013-04-29,13.8
2013-04-30,14.1
2013-05-02,14.5
2013-05-03,15.25
2013-05-06,16.15
2013-05-07,15.6
2013-05-08,15.85
2013-05-09,15.75
2013-05-10,16.05
2013-05-11,16.45
2013-05-13,15.8
2013-05-14,15.3
2013-05-15,16.15
2013-05-16,16.15
2013-05-17,19.35
2013-05-20,19.0
2013-05-21,17.0
2013-05-22,16.45
2013-05-23,16.65
2013-06-14,11.35
2013-06-17,11.0
2013-06-18,10.45
2013-06-19,10.0
2013-06-20,9.8
2013-06-21,9.35
2013-06-24,9.15
2013-06-25,8.9
2013-06-26,8.5
