Date,VHL
2013-01-01,541.8
2013-01-02,564.85
2013-01-03,550.2
2013-01-04,566.55
2013-01-07,570.0
2013-01-08,569.5
2013-01-09,564.6
2013-01-10,581.05
2013-01-11,575.0
2013-01-14,575.0
2013-01-15,575.2
2013-01-16,575.0
2013-01-17,575.0
2013-01-18,575.0
2013-01-21,575.0
2013-01-22,594.8
2013-01-23,580.05
2013-01-24,575.0
2013-01-25,575.0
2013-01-28,567.25
2013-01-29,580.0
2013-01-30,575.0
2013-01-31,575.0
2013-02-01,575.0
2013-02-04,575.0
2013-02-05,591.5
2013-02-06,575.0
2013-02-08,598.0
2013-02-11,576.25
2013-02-13,575.0
2013-02-14,575.0
2013-02-15,575.0
2013-02-18,595.0
2013-02-20,586.6
2013-02-22,575.0
2013-02-25,575.0
2013-02-26,575.0
2013-02-27,575.0
2013-02-28,574.05
2013-03-01,575.0
2013-03-04,580.0
2013-03-05,555.15
2013-03-07,573.25
2013-03-08,585.95
2013-03-11,566.5
2013-03-12,579.9
2013-03-13,552.45
2013-03-14,552.5
2013-03-15,550.0
2013-03-18,550.0
2013-03-20,517.4
2013-03-21,509.0
2013-03-25,469.65
2013-03-26,462.0
2013-04-01,496.25
2013-04-02,480.0
2013-04-03,460.1
2013-04-05,524.5
2013-04-08,470.0
2013-04-10,525.0
2013-04-12,437.0
2013-05-15,457.0
2013-05-16,479.85
2013-05-20,503.8
2013-05-21,500.0
2013-05-23,500.0
2013-05-24,525.0
2013-05-27,550.0
2013-05-28,575.0
2013-05-29,547.15
2013-05-30,519.8
2013-05-31,510.05
2013-06-14,511.0
2013-06-17,486.0
2013-06-20,495.0
2013-06-21,505.0
2013-07-05,485.2
2013-07-08,500.0
2013-07-18,476.0
2013-07-19,475.0
2013-07-23,486.0
2013-07-25,497.0
2013-07-26,495.0
2013-07-31,500.0
2013-08-01,500.0
2013-08-14,498.0
2013-08-26,490.0
2013-08-29,466.0
2013-08-30,460.05
2013-09-02,464.0
2013-09-03,464.0
2013-09-16,460.0
2013-09-17,450.1
2013-09-18,450.0
2013-09-19,450.0
2013-09-23,450.0
2013-09-24,450.0
2013-09-25,450.0
2013-09-26,450.0
2013-09-27,430.05
2013-09-30,451.0
2013-10-03,471.95
2013-10-04,490.0
2013-10-09,513.9
2013-10-14,537.0
2013-10-15,519.9
2013-10-17,530.0
2013-10-18,550.0
2013-10-22,522.5
2013-10-23,546.0
2013-11-03,518.7
2013-11-05,492.8
2013-11-11,517.4
2013-11-14,493.0
2013-11-19,470.0
2013-11-20,470.6
2013-11-21,494.1
2013-11-22,471.3
2013-11-25,493.95
2013-11-27,476.0
