Date,QGOLDHALF
2013-01-01,1466.5
2013-01-02,1469.45
2013-01-03,1473.85
2013-01-04,1451.8
2013-01-07,1462.0
2013-01-08,1447.55
2013-01-09,1455.1
2013-01-10,1450.8
2013-01-11,1452.45
2013-01-14,1450.6
2013-01-15,1454.8
2013-01-16,1454.15
2013-01-17,1452.0
2013-01-18,1452.35
2013-01-21,1446.95
2013-01-22,1459.9
2013-01-23,1458.35
2013-01-24,1455.15
2013-01-25,1454.5
2013-01-28,1445.6
2013-01-29,1443.7
2013-01-30,1441.2
2013-01-31,1447.0
2013-02-01,1438.5
2013-02-04,1431.35
2013-02-05,1439.05
2013-02-06,1436.25
2013-02-07,1447.2
2013-02-08,1440.4
2013-02-11,1444.8
2013-02-12,1439.35
2013-02-13,1433.5
2013-02-14,1433.75
2013-02-15,1421.05
2013-02-18,1415.45
2013-02-19,1413.6
2013-02-20,1403.15
2013-02-21,1376.35
2013-02-22,1389.45
2013-02-25,1388.75
2013-02-26,1397.65
2013-02-27,1401.35
2013-02-28,1396.35
2013-03-01,1404.1
2013-03-04,1399.95
2013-03-05,1398.1
2013-03-06,1394.7
2013-03-07,1396.05
2013-03-08,1389.05
2013-03-11,1388.9
2013-03-12,1392.25
2013-03-13,1392.95
2013-03-14,1386.35
2013-03-15,1397.55
2013-03-18,1398.1
2013-03-19,1406.0
2013-03-20,1409.6
2013-03-21,1403.95
2013-03-22,1406.2
2013-03-25,1400.15
2013-03-26,1402.2
2013-03-28,1406.5
2013-04-01,1405.35
2013-04-02,1399.0
2013-04-03,1386.05
2013-04-04,1377.5
2013-04-05,1378.15
2013-04-08,1399.45
2013-04-09,1384.95
2013-04-10,1386.5
2013-04-11,1368.7
2013-04-12,1364.85
2013-04-15,1272.2
2013-04-16,1228.05
2013-04-17,1225.15
2013-04-18,1232.9
2013-04-22,1274.3
2013-04-23,1271.25
2013-04-25,1279.55
2013-04-26,1291.3
2013-04-29,1297.1
2013-04-30,1289.75
2013-05-02,1280.95
2013-05-03,1291.95
2013-05-06,1290.75
2013-05-07,1287.25
2013-05-08,1281.05
2013-05-09,1299.75
2013-05-10,1290.8
2013-05-11,1295.0
2013-05-13,1286.1
2013-05-14,1280.1
2013-05-15,1287.05
2013-05-16,1251.3
2013-05-17,1247.2
2013-05-20,1222.2
2013-05-21,1232.95
2013-05-22,1247.8
2013-05-23,1246.5
2013-05-24,1246.7
2013-05-27,1243.55
2013-05-28,1243.85
2013-05-29,1251.7
2013-05-30,1268.9
2013-05-31,1275.55
2013-06-03,1278.85
2013-06-04,1278.3
2013-06-05,1280.25
2013-06-06,1290.85
2013-06-07,1334.05
2013-06-10,1296.95
2013-06-11,1303.0
2013-06-12,1291.65
2013-06-13,1304.25
2013-06-14,1295.15
2013-06-17,1311.8
2013-06-18,1324.65
2013-06-19,1314.85
2013-06-20,1281.1
2013-06-21,1267.35
2013-06-24,1264.95
2013-06-25,1264.3
2013-06-26,1226.75
2013-06-27,1228.75
2013-06-28,1191.1
2013-07-01,1229.75
2013-07-02,1242.15
2013-07-03,1242.2
2013-07-04,1245.85
2013-07-05,1235.65
2013-07-08,1241.5
2013-07-09,1250.3
2013-07-10,1248.15
2013-07-11,1260.15
2013-07-12,1261.95
2013-07-15,1272.6
2013-07-16,1254.15
