Date,ANDHRSUGAR
2013-01-01,144.35
2013-01-02,144.9
2013-01-03,146.0
2013-01-04,146.0
2013-01-07,145.7
2013-01-08,146.05
2013-01-09,145.45
2013-01-10,145.95
2013-01-11,145.15
2013-01-14,146.6
2013-01-15,145.75
2013-01-16,145.05
2013-01-17,146.85
2013-01-18,145.35
2013-01-21,145.0
2013-01-22,146.3
2013-01-23,145.8
2013-01-24,145.6
2013-01-25,145.05
2013-01-28,144.0
2013-01-29,143.3
2013-01-30,143.65
2013-01-31,143.25
2013-02-01,143.0
2013-02-04,144.0
2013-02-05,143.3
2013-02-06,143.6
2013-02-07,142.7
2013-02-08,139.75
2013-02-11,137.45
2013-02-12,137.75
2013-02-13,139.75
2013-02-14,138.05
2013-02-15,137.15
2013-02-18,141.9
2013-02-19,143.75
2013-02-20,143.35
2013-02-21,140.25
2013-02-22,141.0
2013-02-25,138.9
2013-02-26,138.75
2013-02-27,139.1
2013-02-28,137.85
2013-03-01,137.65
2013-03-04,133.6
2013-03-05,135.3
2013-03-06,136.35
2013-03-07,135.8
2013-03-08,138.9
2013-03-11,135.75
2013-03-12,136.0
2013-03-13,136.75
2013-03-14,136.15
2013-03-15,135.85
2013-03-18,134.95
2013-03-19,132.4
2013-03-20,131.7
2013-03-21,132.0
2013-03-22,135.8
2013-03-25,138.9
2013-03-26,137.3
2013-03-28,133.9
2013-04-01,134.2
2013-04-02,135.5
2013-04-03,133.65
2013-04-04,134.6
2013-04-05,138.2
2013-04-08,134.6
2013-04-09,132.75
2013-04-10,131.0
2013-04-11,131.9
2013-04-12,138.75
2013-04-15,139.45
2013-04-16,140.1
2013-04-17,135.9
2013-04-18,136.0
2013-04-22,134.1
2013-04-23,133.85
2013-04-25,135.0
2013-04-26,134.35
2013-04-29,132.7
2013-04-30,132.95
2013-05-02,133.0
2013-05-03,132.5
2013-05-06,132.4
2013-05-07,132.95
2013-05-08,132.65
2013-05-09,132.15
2013-05-10,132.75
2013-05-13,134.2
2013-05-14,133.0
2013-05-15,133.8
2013-05-16,134.0
2013-05-17,134.0
2013-05-20,133.0
2013-05-21,132.75
2013-05-22,133.75
2013-05-23,132.3
2013-05-24,132.7
2013-05-27,134.65
2013-05-28,133.0
2013-05-29,130.6
2013-05-30,131.25
2013-05-31,128.3
2013-06-03,127.35
2013-06-04,126.9
2013-06-05,124.65
2013-06-06,124.6
2013-06-07,127.0
2013-06-10,127.8
2013-06-11,129.2
2013-06-12,125.5
2013-06-13,125.2
2013-06-14,127.55
2013-06-17,124.6
2013-06-18,129.1
2013-06-19,129.95
2013-06-20,129.15
2013-06-21,129.65
2013-06-24,130.05
2013-06-25,126.05
2013-06-26,124.1
2013-06-27,123.55
2013-06-28,123.7
2013-07-01,124.5
2013-07-02,123.0
2013-07-03,121.85
2013-07-04,119.95
2013-07-05,117.95
2013-07-08,117.5
2013-07-09,118.5
2013-07-10,119.85
2013-07-11,119.9
2013-07-12,119.5
2013-07-15,119.0
2013-07-16,119.5
2013-07-17,120.05
2013-07-18,119.6
2013-07-19,119.55
2013-07-22,119.5
2013-07-23,118.45
2013-07-24,116.65
2013-07-25,114.05
2013-07-26,114.35
2013-07-29,112.65
2013-07-30,118.7
2013-07-31,112.75
2013-08-01,109.95
2013-08-02,108.85
2013-08-05,108.75
2013-08-06,108.4
2013-08-07,108.1
2013-08-08,107.0
2013-08-12,107.2
2013-08-13,109.55
2013-08-14,107.0
2013-08-16,104.5
2013-08-19,103.0
2013-08-20,103.0
2013-08-21,100.5
2013-08-22,98.85
2013-08-23,99.9
2013-08-26,99.85
2013-08-27,98.55
2013-08-28,98.75
2013-08-29,98.2
2013-08-30,98.85
2013-09-02,106.6
2013-09-03,101.8
2013-09-04,102.2
2013-09-05,102.65
2013-09-06,101.45
2013-09-10,101.6
2013-09-11,102.95
2013-09-12,102.5
2013-09-13,102.95
2013-09-16,103.05
2013-09-17,102.8
2013-09-18,101.75
2013-09-19,102.25
2013-09-20,100.2
2013-09-23,100.05
2013-09-24,101.15
2013-09-25,100.1
2013-09-26,100.75
2013-09-27,100.55
2013-09-30,100.05
2013-10-01,100.1
2013-10-03,99.95
2013-10-04,100.95
2013-10-07,99.95
2013-10-08,100.0
2013-10-09,100.05
2013-10-10,102.35
2013-10-11,100.1
2013-10-14,101.9
2013-10-15,101.1
2013-10-17,103.45
2013-10-18,103.1
2013-10-21,103.45
2013-10-22,107.2
2013-10-23,108.5
2013-10-24,106.3
2013-10-25,105.7
2013-10-28,107.85
2013-10-29,107.85
2013-10-30,107.65
2013-10-31,106.5
2013-11-01,106.85
2013-11-03,107.95
2013-11-05,106.55
2013-11-06,106.15
2013-11-07,104.4
2013-11-08,105.45
2013-11-11,103.55
2013-11-12,103.1
2013-11-13,103.1
2013-11-14,102.55
2013-11-18,102.65
2013-11-19,101.7
2013-11-20,107.1
2013-11-21,105.2
2013-11-22,104.45
2013-11-25,104.1
2013-11-26,103.7
2013-11-27,102.75
2013-11-28,103.75
2013-11-29,103.15
2013-12-02,103.9
2013-12-03,104.15
2013-12-04,103.95
2013-12-05,102.85
2013-12-06,105.4
2013-12-09,105.3
2013-12-10,105.3
2013-12-11,103.85
2013-12-12,103.5
2013-12-13,103.15
2013-12-16,102.15
2013-12-17,102.3
2013-12-18,102.15
2013-12-19,103.5
2013-12-20,104.3
2013-12-23,102.15
2013-12-24,102.3
2013-12-26,103.3
2013-12-27,103.85
2013-12-30,104.1
2013-12-31,103.4
2014-01-01,103.3
2014-01-02,102.6
2014-01-03,102.0
2014-01-06,102.25
2014-01-07,102.6
2014-01-08,102.5
2014-01-09,102.35
2014-01-10,101.6
2014-01-13,101.25
2014-01-14,102.0
2014-01-15,102.05
2014-01-16,100.55
2014-01-17,101.95
2014-01-20,100.45
2014-01-21,99.9
2014-01-22,101.25
2014-01-23,100.7
2014-01-24,99.9
2014-01-27,98.95
2014-01-28,95.85
2014-01-29,96.1
2014-01-30,94.35
2014-01-31,92.25
2014-02-03,90.25
2014-02-04,91.55
2014-02-05,90.0
2014-02-06,90.4
2014-02-07,88.95
2014-02-10,88.6
2014-02-11,88.1
2014-02-12,88.1
2014-02-13,87.5
2014-02-14,87.95
2014-02-17,87.25
2014-02-18,87.3
2014-02-19,87.0
2014-02-20,89.05
2014-02-21,88.05
2014-02-24,87.6
2014-02-25,87.2
2014-02-26,87.8
2014-02-28,87.7
2014-03-03,87.3
2014-03-04,88.0
2014-03-05,90.6
2014-03-06,93.1
2014-03-07,94.05
2014-03-10,97.6
2014-03-11,97.85
2014-03-12,95.2
2014-03-13,98.6
2014-03-14,97.7
2014-03-18,97.25
2014-03-19,99.0
2014-03-20,98.4
2014-03-21,97.4
2014-03-22,97.7
2014-03-24,97.6
2014-03-25,96.6
2014-03-26,94.55
2014-03-27,96.1
2014-03-28,96.6
2014-03-31,98.3
2014-04-01,105.0
2014-04-02,107.25
2014-04-03,110.85
2014-04-04,116.9
2014-04-07,113.7
2014-04-09,111.85
2014-04-10,113.1
2014-04-11,111.75
2014-04-15,115.7
2014-04-16,113.5
2014-04-17,114.6
2014-04-21,113.8
2014-04-22,114.5
2014-04-23,118.1
2014-04-25,116.2
2014-04-28,114.2
2014-04-29,114.5
2014-04-30,112.7
2014-05-02,113.1
2014-05-05,112.15
2014-05-06,111.35
2014-05-07,111.65
2014-05-08,109.2
2014-05-09,112.65
2014-05-12,112.9
2014-05-13,112.6
2014-05-14,114.9
2014-05-15,113.25
2014-05-16,113.2
2014-05-19,120.6
2014-05-20,125.3
2014-05-21,124.2
2014-05-22,129.2
2014-05-23,127.25
2014-05-26,124.0
2014-05-27,125.8
2014-05-28,128.55
2014-05-29,126.2
2014-05-30,126.45
2014-06-02,128.95
2014-06-03,140.1
2014-06-04,137.05
2014-06-05,141.3
2014-06-06,146.8
2014-06-09,148.2
2014-06-10,143.6
2014-06-11,141.15
2014-06-12,139.8
2014-06-13,138.3
2014-06-16,139.9
2014-06-17,141.1
2014-06-18,139.15
2014-06-19,136.9
2014-06-20,138.0
2014-06-23,147.15
2014-06-24,147.0
2014-06-25,143.55
2014-06-26,142.55
2014-06-27,142.65
2014-06-30,143.4
2014-07-01,145.15
2014-07-02,144.4
2014-07-03,144.35
2014-07-04,144.0
2014-07-07,145.8
2014-07-08,142.45
2014-07-09,137.5
2014-07-10,139.95
2014-07-11,134.5
2014-07-14,135.0
2014-07-15,142.95
2014-07-16,141.95
2014-07-17,141.3
2014-07-18,139.45
2014-07-21,144.5
2014-07-22,144.3
2014-07-23,144.35
2014-07-24,147.9
2014-07-25,146.9
2014-07-28,143.65
2014-07-30,143.05
2014-07-31,143.85
2014-08-01,144.2
2014-08-04,144.4
2014-08-05,143.65
2014-08-06,142.0
2014-08-07,141.75
2014-08-08,138.75
2014-08-11,140.45
2014-08-12,139.4
2014-08-13,136.85
2014-08-14,138.55
2014-08-18,142.2
2014-08-19,143.95
2014-08-20,140.8
2014-08-21,149.2
2014-08-22,154.35
2014-08-25,153.15
2014-08-26,149.8
2014-08-27,146.65
2014-08-28,143.75
2014-09-01,149.35
2014-09-02,149.75
2014-09-03,144.9
2014-09-04,144.8
2014-09-05,148.75
2014-09-08,145.2
2014-09-09,149.1
2014-09-10,148.55
2014-09-11,153.05
2014-09-12,151.2
2014-09-15,151.35
2014-09-16,143.85
2014-09-17,144.8
2014-09-18,145.5
2014-09-19,145.45
2014-09-22,146.75
2014-09-23,143.65
2014-09-24,143.65
2014-09-25,138.9
2014-09-26,140.25
2014-09-29,140.85
2014-09-30,137.0
2014-10-01,135.95
2014-10-07,141.95
2014-10-08,140.2
2014-10-09,142.2
2014-10-10,139.25
2014-10-13,136.8
2014-10-14,136.7
2014-10-16,135.0
2014-10-17,133.55
2014-10-20,135.25
2014-10-21,134.2
2014-10-22,134.45
2014-10-23,136.0
2014-10-27,135.65
2014-10-28,134.25
2014-10-29,134.9
2014-10-30,136.75
2014-10-31,136.75
