Date,GRUH
2013-01-01,239.95
2013-01-02,241.15
2013-01-03,243.0
2013-01-04,246.9
2013-01-07,240.55
2013-01-08,239.05
2013-01-09,239.15
2013-01-10,239.5
2013-01-11,235.9
2013-01-14,240.4
2013-01-15,235.8
2013-01-16,232.8
2013-01-17,233.05
2013-01-18,223.5
2013-01-21,221.3
2013-01-22,217.55
2013-01-23,219.8
2013-01-24,221.9
2013-01-25,219.45
2013-01-28,225.0
2013-01-29,219.0
2013-01-30,221.65
2013-01-31,223.85
2013-02-01,221.0
2013-02-04,222.85
2013-02-05,225.45
2013-02-06,226.9
2013-02-07,223.9
2013-02-08,224.05
2013-02-11,220.45
2013-02-12,219.65
2013-02-13,219.55
2013-02-14,218.9
2013-02-15,218.25
2013-02-18,217.9
2013-02-19,218.85
2013-02-20,217.05
2013-02-21,215.45
2013-02-22,215.65
2013-02-25,215.8
2013-02-26,214.8
2013-02-27,213.2
2013-02-28,213.7
2013-03-01,212.75
2013-03-04,207.85
2013-03-05,206.85
2013-03-06,206.85
2013-03-07,207.0
2013-03-08,208.6
2013-03-11,206.3
2013-03-12,205.7
2013-03-13,208.35
2013-03-14,212.3
2013-03-15,214.15
2013-03-18,213.5
2013-03-19,206.05
2013-03-20,203.95
2013-03-21,202.45
2013-03-22,196.55
2013-03-25,203.4
2013-03-26,212.1
2013-03-28,210.3
2013-04-01,210.2
2013-04-02,215.15
2013-04-03,212.65
2013-04-04,208.8
2013-04-05,207.45
2013-04-08,214.05
2013-04-09,208.1
2013-04-10,204.55
2013-04-11,204.85
2013-04-12,199.95
2013-04-15,196.05
2013-04-16,198.4
2013-04-17,196.0
2013-04-18,199.5
2013-04-22,197.3
2013-04-23,194.35
2013-04-25,192.3
2013-04-26,190.05
2013-04-29,190.2
2013-04-30,190.5
2013-05-02,192.5
2013-05-03,189.75
2013-05-06,211.35
2013-05-07,207.1
2013-05-08,216.5
2013-05-09,211.25
2013-05-10,211.3
2013-05-11,211.4
2013-05-13,209.75
2013-05-14,213.05
2013-05-15,223.4
2013-05-16,227.05
2013-05-17,229.75
2013-05-20,219.85
2013-05-21,227.15
2013-05-22,223.5
2013-05-23,225.85
2013-05-24,225.1
2013-05-27,224.1
2013-05-28,225.65
2013-05-29,229.65
2013-05-30,230.9
2013-05-31,225.2
2013-06-03,228.15
2013-06-04,225.0
2013-06-05,229.85
2013-06-06,228.55
2013-06-07,227.8
2013-06-10,226.8
2013-06-11,227.05
2013-06-12,230.35
2013-06-13,231.95
2013-06-14,235.0
2013-06-17,228.9
2013-06-18,228.2
2013-06-19,228.7
2013-06-20,224.1
2013-06-21,222.95
2013-06-24,217.65
2013-06-25,219.85
2013-06-26,217.6
2013-06-27,215.15
2013-06-28,228.7
2013-07-01,233.7
2013-07-02,230.65
2013-07-03,229.7
2013-07-04,229.9
2013-07-05,229.35
2013-07-08,234.0
2013-07-09,237.8
2013-07-10,232.05
2013-07-11,235.65
2013-07-12,234.95
2013-07-15,234.3
2013-07-16,230.25
2013-07-17,231.8
2013-07-18,237.05
2013-07-19,239.75
2013-07-22,231.9
2013-07-23,231.75
2013-07-24,231.05
2013-07-25,226.1
2013-07-26,221.65
2013-07-29,220.05
2013-07-30,215.3
2013-07-31,211.15
2013-08-01,206.45
2013-08-02,205.0
2013-08-05,209.3
2013-08-06,210.15
2013-08-07,208.05
2013-08-08,210.45
2013-08-12,206.75
2013-08-13,208.85
2013-08-14,215.5
2013-08-16,213.05
2013-08-19,203.6
2013-08-20,204.6
2013-08-21,202.95
2013-08-22,201.35
2013-08-23,202.2
2013-08-26,203.6
2013-08-27,198.65
2013-08-28,199.25
2013-08-29,200.0
2013-08-30,201.55
2013-09-02,206.85
2013-09-03,205.15
2013-09-04,208.05
2013-09-05,216.05
2013-09-06,216.35
2013-09-10,217.7
2013-09-11,223.85
2013-09-12,214.85
2013-09-13,217.4
2013-09-16,207.75
2013-09-17,213.1
2013-09-18,218.85
2013-09-19,221.5
2013-09-20,220.2
