Date,HERCULES
2013-01-01,136.65
2013-01-02,138.15
2013-01-03,141.15
2013-01-04,140.25
2013-01-07,139.05
2013-01-08,139.65
2013-01-09,138.85
2013-01-10,137.55
2013-01-11,136.25
2013-01-14,136.35
2013-01-15,136.7
2013-01-16,135.95
2013-01-17,135.9
2013-01-18,135.2
2013-01-21,134.55
2013-01-22,134.35
2013-01-23,132.55
2013-01-24,129.2
2013-01-25,128.75
2013-01-28,129.6
2013-01-29,131.65
2013-01-30,130.1
2013-01-31,129.15
2013-02-01,130.55
2013-02-04,128.9
2013-02-05,127.8
2013-02-06,125.55
2013-02-07,125.5
2013-02-08,127.35
2013-02-11,124.35
2013-02-12,123.15
2013-02-13,121.35
2013-02-14,119.8
2013-02-15,118.35
2013-02-18,135.0
2013-02-19,132.45
2013-02-20,129.35
2013-02-21,127.05
2013-02-22,126.2
2013-02-25,121.8
2013-02-26,118.6
2013-02-27,119.0
2013-02-28,121.45
2013-03-01,121.45
2013-03-04,118.75
2013-03-05,119.45
2013-03-06,122.85
2013-03-07,123.45
2013-03-08,123.3
2013-03-11,122.0
2013-03-12,120.45
2013-03-13,119.4
2013-03-14,120.1
2013-03-15,118.25
2013-03-18,117.8
2013-03-19,117.45
2013-03-20,115.6
2013-03-21,110.85
2013-03-22,106.6
2013-03-25,106.85
2013-03-26,103.95
2013-03-28,105.95
2013-04-01,109.05
2013-04-02,115.35
2013-04-03,115.3
2013-04-04,114.05
2013-04-05,114.6
2013-04-08,112.45
2013-04-09,111.55
2013-04-10,111.4
2013-04-11,111.45
2013-04-12,112.6
2013-04-15,113.6
2013-04-16,113.85
2013-04-17,112.95
2013-04-18,124.25
2013-04-22,121.7
2013-04-23,121.15
2013-04-25,120.55
2013-04-26,122.45
2013-04-29,122.05
2013-04-30,122.7
2013-05-02,121.7
2013-05-03,121.85
2013-05-06,121.95
2013-05-07,122.55
2013-05-08,122.2
2013-05-09,122.85
2013-05-10,122.9
2013-05-11,123.5
2013-05-13,121.7
2013-05-14,123.7
2013-05-15,124.35
2013-05-16,123.25
2013-05-17,123.55
2013-05-20,123.45
2013-05-21,121.9
2013-05-22,122.05
2013-05-23,117.9
2013-05-24,118.35
2013-05-27,120.55
2013-05-28,121.1
2013-05-29,120.4
2013-05-30,117.25
2013-05-31,114.2
2013-06-03,113.75
2013-06-04,114.55
2013-06-05,114.25
2013-06-06,114.75
2013-06-07,114.65
2013-06-10,114.55
2013-06-11,112.8
2013-06-12,111.3
2013-06-13,107.45
2013-06-14,109.25
2013-06-17,108.5
2013-06-18,109.5
2013-06-19,109.7
2013-06-20,107.1
2013-06-21,104.0
2013-06-24,99.85
2013-06-25,96.7
2013-06-26,94.85
2013-06-27,96.1
2013-06-28,98.65
2013-07-01,102.15
2013-07-02,102.15
2013-07-03,99.75
2013-07-04,99.75
2013-07-05,99.65
2013-07-08,100.8
2013-07-09,100.3
2013-07-10,100.75
2013-07-11,100.4
2013-07-12,99.8
2013-07-15,98.45
2013-07-16,98.0
2013-07-17,98.7
2013-07-18,100.4
2013-07-19,100.0
2013-07-22,99.75
2013-07-23,109.45
2013-07-24,103.25
2013-07-25,103.9
2013-07-26,102.05
2013-07-29,101.35
2013-07-30,97.45
2013-07-31,92.65
2013-08-01,86.05
2013-08-02,85.65
2013-08-05,84.05
2013-08-06,79.05
2013-08-07,80.05
2013-08-08,80.7
2013-08-12,86.45
2013-08-13,88.3
2013-08-14,90.25
2013-08-16,87.55
2013-08-19,86.25
2013-08-20,87.55
2013-08-21,86.35
2013-08-22,84.6
2013-08-23,85.55
2013-08-26,86.1
2013-08-27,83.45
2013-08-28,81.5
2013-08-29,83.7
2013-08-30,84.75
2013-09-02,85.1
2013-09-03,83.55
2013-09-04,81.3
2013-09-05,83.6
2013-09-06,85.1
2013-09-10,92.2
2013-09-11,89.8
2013-09-12,90.1
2013-09-13,95.85
2013-09-16,91.35
2013-09-17,92.25
2013-09-18,91.4
2013-09-19,92.35
2013-09-20,89.7
2013-09-23,89.05
2013-09-24,88.8
2013-09-25,88.6
2013-09-26,88.05
2013-09-27,88.45
2013-09-30,86.15
2013-10-01,85.0
2013-10-03,89.1
2013-10-04,88.25
2013-10-07,87.85
2013-10-08,87.5
2013-10-09,88.85
2013-10-10,89.1
2013-10-11,93.15
2013-10-14,92.1
2013-10-15,91.1
2013-10-17,91.15
2013-10-18,92.15
2013-10-21,91.75
2013-10-22,95.75
2013-10-23,95.95
2013-10-24,95.75
2013-10-25,95.9
2013-10-28,99.3
2013-10-29,101.25
2013-10-30,101.0
2013-10-31,99.2
2013-11-01,99.75
2013-11-03,98.95
2013-11-05,99.3
2013-11-06,100.15
2013-11-07,98.3
2013-11-08,97.25
2013-11-11,95.6
2013-11-12,94.25
2013-11-13,92.3
2013-11-14,93.0
2013-11-18,96.1
2013-11-19,95.15
2013-11-20,96.65
2013-11-21,96.05
2013-11-22,95.2
2013-11-25,96.3
2013-11-26,94.55
2013-11-27,94.05
2013-11-28,95.55
2013-11-29,95.95
2013-12-02,98.8
2013-12-03,99.55
2013-12-04,119.05
2013-12-05,109.9
2013-12-06,120.2
2013-12-09,119.75
2013-12-10,124.95
2013-12-11,127.9
2013-12-12,125.9
2013-12-13,124.6
2013-12-16,120.9
2013-12-17,120.45
2013-12-18,119.25
2013-12-19,117.15
2013-12-20,122.0
2013-12-23,122.35
2013-12-24,123.05
2013-12-26,121.8
2013-12-27,120.05
2013-12-30,121.15
2013-12-31,122.05
2014-01-01,122.75
2014-01-02,117.0
2014-01-03,119.1
2014-01-06,122.1
2014-01-07,119.3
2014-01-08,119.35
2014-01-09,118.15
2014-01-10,116.15
2014-01-13,116.5
2014-01-14,116.25
2014-01-15,121.45
2014-01-16,118.75
2014-01-17,117.6
2014-01-20,119.1
2014-01-21,119.15
2014-01-22,118.1
2014-01-23,118.0
2014-01-24,114.25
2014-01-27,108.05
2014-01-28,104.6
2014-01-29,106.35
2014-01-30,103.05
2014-01-31,103.35
2014-02-03,102.85
2014-02-04,100.95
2014-02-05,114.3
2014-02-06,110.5
2014-02-07,108.35
2014-02-10,105.4
2014-02-11,108.0
2014-02-12,108.45
2014-02-13,104.95
2014-02-14,105.45
2014-02-17,105.65
2014-02-18,105.8
2014-02-19,104.95
2014-02-20,103.5
2014-02-21,104.9
2014-02-24,104.5
2014-02-25,104.55
2014-02-26,109.3
2014-02-28,109.6
2014-03-03,108.55
2014-03-04,108.8
2014-03-05,111.3
2014-03-06,112.4
2014-03-07,112.05
2014-03-10,114.45
2014-03-11,116.5
2014-03-12,113.55
2014-03-13,111.15
2014-03-14,108.95
2014-03-18,109.15
2014-03-19,109.8
2014-03-20,109.1
2014-03-21,111.85
2014-03-22,113.95
2014-03-24,113.45
2014-03-25,116.05
2014-03-26,113.85
2014-03-27,114.5
2014-03-28,115.2
2014-03-31,115.45
2014-04-01,116.7
2014-04-02,119.5
2014-04-03,116.35
2014-04-04,116.65
2014-04-07,115.8
2014-04-09,118.5
2014-04-10,118.85
2014-04-11,119.35
2014-04-15,117.05
2014-04-16,116.55
2014-04-17,116.2
2014-04-21,120.35
2014-04-22,121.25
2014-04-23,119.8
2014-04-25,117.5
2014-04-28,120.0
2014-04-29,119.4
2014-04-30,118.25
2014-05-02,117.35
2014-05-05,116.75
2014-05-06,115.65
2014-05-07,114.65
2014-05-08,113.8
2014-05-09,114.7
2014-05-12,114.35
2014-05-13,117.9
2014-05-14,125.5
2014-05-15,120.2
2014-05-16,119.6
2014-05-19,129.35
2014-05-20,131.6
2014-05-21,132.95
2014-05-22,136.3
2014-05-23,136.45
2014-05-26,132.6
2014-05-27,130.5
2014-05-28,140.3
2014-05-29,132.65
2014-05-30,131.15
2014-06-02,134.35
2014-06-03,138.15
2014-06-04,138.05
2014-06-05,139.9
2014-06-06,141.95
2014-06-09,141.4
2014-06-10,142.45
2014-06-11,143.75
2014-06-12,143.25
2014-06-13,136.2
2014-06-16,134.0
2014-06-17,136.35
2014-06-18,134.0
2014-06-19,136.0
2014-06-20,144.75
2014-06-23,136.4
2014-06-24,136.35
2014-06-25,136.35
2014-06-26,134.75
2014-06-27,133.85
2014-06-30,136.0
2014-07-01,137.75
2014-07-02,141.85
2014-07-03,143.25
2014-07-04,142.4
2014-07-07,141.1
2014-07-08,135.55
2014-07-09,131.8
2014-07-10,133.1
2014-07-11,129.1
2014-07-14,127.55
2014-07-15,132.0
2014-07-16,141.65
2014-07-17,139.4
2014-07-18,143.15
2014-07-21,171.75
2014-07-22,183.45
2014-07-23,176.55
2014-07-24,173.0
2014-07-25,165.7
2014-07-28,178.6
2014-07-30,170.65
2014-07-31,170.35
2014-08-01,164.45
2014-08-04,167.2
2014-08-05,165.45
2014-08-06,166.0
2014-08-07,162.85
2014-08-08,156.5
2014-08-11,163.4
2014-08-12,162.05
2014-08-13,156.15
2014-08-14,154.9
2014-08-18,158.3
2014-08-19,158.55
2014-08-20,174.35
2014-08-21,204.35
2014-08-22,210.55
2014-08-25,206.85
2014-08-26,208.6
2014-08-27,205.3
2014-08-28,199.5
2014-09-01,201.35
2014-09-02,208.4
2014-09-03,202.65
2014-09-04,199.3
2014-09-05,204.6
2014-09-08,213.0
2014-09-09,209.8
2014-09-10,209.65
2014-09-11,208.7
2014-09-12,205.9
2014-09-15,212.25
2014-09-16,203.9
2014-09-17,203.45
2014-09-18,207.2
2014-09-19,206.15
2014-09-22,205.7
2014-09-23,204.95
2014-09-24,197.95
2014-09-25,191.9
2014-09-26,188.55
2014-09-29,192.5
2014-09-30,191.65
2014-10-01,187.5
2014-10-07,190.25
2014-10-08,187.0
2014-10-09,191.15
2014-10-10,185.75
2014-10-13,184.0
2014-10-14,184.7
2014-10-16,177.55
2014-10-17,173.15
2014-10-20,172.15
2014-10-21,171.9
2014-10-22,177.05
2014-10-23,180.15
2014-10-27,176.75
2014-10-28,193.65
2014-10-29,196.05
2014-10-30,188.85
2014-10-31,192.15
2014-11-03,191.65
2014-11-05,196.5
2014-11-07,193.6
2014-11-10,198.7
2014-11-11,197.65
2014-11-12,195.55
2014-11-13,188.4
2014-11-14,187.8
2014-11-17,191.1
2014-11-18,190.45
2014-11-19,192.35
2014-11-20,188.85
2014-11-21,191.7
2014-11-24,192.8
2014-11-25,189.45
2014-11-26,191.9
2014-11-27,194.05
2014-11-28,195.1
2014-12-01,195.8
2014-12-02,199.0
2014-12-03,208.3
2014-12-04,210.6
2014-12-05,209.55
2014-12-08,204.5
2014-12-09,205.75
2014-12-10,208.6
2014-12-11,224.85
2014-12-12,210.0
2014-12-15,210.3
2014-12-16,199.9
2014-12-17,199.7
2014-12-18,204.6
2014-12-19,207.45
2014-12-22,204.15
2014-12-23,199.05
2014-12-24,199.0
2014-12-26,199.1
2014-12-29,200.05
2014-12-30,200.9
2014-12-31,204.4
2015-01-01,206.9
2015-01-02,209.15
2015-01-05,207.9
2015-01-06,205.55
2015-01-07,208.3
2015-01-08,211.3
2015-01-09,210.55
