Date,ZYDUSWELL
2013-01-01,521.1
2013-01-02,509.75
2013-01-03,509.7
2013-01-04,506.1
2013-01-07,512.15
2013-01-08,511.2
2013-01-09,518.25
2013-01-10,512.1
2013-01-11,499.6
2013-01-14,497.05
2013-01-15,497.85
2013-01-16,493.4
2013-01-17,493.7
2013-01-18,494.95
2013-01-21,495.3
2013-01-22,495.05
2013-01-23,493.45
2013-01-24,494.1
2013-01-25,495.85
2013-01-28,500.4
2013-01-29,503.0
2013-01-30,494.5
2013-01-31,498.35
2013-02-01,496.4
2013-02-04,495.3
2013-02-05,496.35
2013-02-06,496.15
2013-02-07,494.25
2013-02-08,494.9
2013-02-11,493.45
2013-02-12,495.0
2013-02-13,494.3
2013-02-14,500.05
2013-02-15,494.55
2013-02-18,494.9
2013-02-19,494.9
2013-02-20,495.0
2013-02-21,494.75
2013-02-22,499.55
2013-02-25,499.4
2013-02-26,478.2
2013-02-27,478.2
2013-02-28,472.15
2013-03-01,473.05
2013-03-04,469.95
2013-03-05,469.35
2013-03-06,469.2
2013-03-07,465.9
2013-03-08,469.8
2013-03-11,470.9
2013-03-12,469.25
2013-03-13,463.25
2013-03-14,460.7
2013-03-15,461.9
2013-03-18,459.05
2013-03-19,460.0
2013-03-20,449.25
2013-03-21,439.0
2013-03-22,440.1
2013-03-25,429.65
2013-03-26,425.15
2013-03-28,428.4
2013-04-01,431.3
2013-04-02,454.3
2013-04-03,431.0
2013-04-04,426.2
2013-04-05,443.55
2013-04-08,442.55
2013-04-09,430.1
2013-04-10,429.75
2013-04-11,429.9
2013-04-12,428.1
2013-04-15,429.9
2013-04-16,430.15
2013-04-17,430.1
2013-04-18,437.85
2013-04-22,432.7
2013-04-23,432.8
2013-04-25,435.9
2013-04-26,436.75
2013-04-29,442.05
2013-04-30,444.0
2013-05-02,446.1
2013-05-03,447.1
2013-05-06,449.9
2013-05-07,453.05
2013-05-08,459.0
2013-05-09,462.0
2013-05-10,468.3
2013-05-11,469.7
2013-05-13,496.15
2013-05-14,556.75
2013-05-15,544.85
2013-05-16,551.2
2013-05-17,553.45
2013-05-20,555.1
2013-05-21,543.55
2013-05-22,552.3
2013-05-23,540.15
2013-05-24,552.5
2013-05-27,597.7
2013-05-28,599.6
2013-05-29,578.45
2013-05-30,608.5
2013-05-31,597.05
2013-06-03,607.25
2013-06-04,601.5
2013-06-05,617.05
2013-06-06,714.25
2013-06-07,665.4
2013-06-10,669.1
2013-06-11,650.5
2013-06-12,653.4
2013-06-13,641.25
2013-06-14,631.55
2013-06-17,641.95
2013-06-18,664.25
2013-06-19,668.4
2013-06-20,648.0
2013-06-21,638.05
2013-06-24,619.85
2013-06-25,607.75
2013-06-26,609.55
2013-06-27,636.0
2013-06-28,639.2
2013-07-01,642.0
2013-07-02,646.2
2013-07-03,632.25
2013-07-04,654.95
2013-07-05,658.8
2013-07-08,656.05
2013-07-09,669.5
2013-07-10,683.25
2013-07-11,691.7
2013-07-12,700.3
2013-07-15,711.35
2013-07-16,711.5
2013-07-17,715.65
2013-07-18,726.25
2013-07-19,718.1
2013-07-22,710.8
2013-07-23,691.5
2013-07-24,699.9
2013-07-25,681.4
2013-07-26,654.05
2013-07-29,622.65
2013-07-30,617.8
2013-07-31,609.5
2013-08-01,603.65
2013-08-02,602.15
2013-08-05,623.85
2013-08-06,612.6
2013-08-07,608.4
2013-08-08,568.45
2013-08-12,571.25
2013-08-13,575.35
2013-08-14,570.3
2013-08-16,551.65
2013-08-19,524.0
2013-08-20,515.55
2013-08-21,544.85
2013-08-22,535.45
2013-08-23,553.25
2013-08-26,535.35
2013-08-27,518.0
2013-08-28,505.15
2013-08-29,517.55
2013-08-30,530.2
2013-09-02,534.6
2013-09-03,521.65
2013-09-04,522.65
2013-09-05,528.65
2013-09-06,527.15
2013-09-10,538.85
2013-09-11,530.2
2013-09-12,567.45
2013-09-13,558.7
2013-09-16,555.35
2013-09-17,544.15
2013-09-18,548.7
2013-09-19,548.85
2013-09-20,551.25
2013-09-23,547.1
2013-09-24,544.35
2013-09-25,539.5
2013-09-26,530.6
2013-09-27,519.45
2013-09-30,533.2
2013-10-01,530.3
2013-10-03,531.5
2013-10-04,528.5
2013-10-07,528.6
2013-10-08,533.65
2013-10-09,547.2
2013-10-10,580.4
2013-10-11,564.35
2013-10-14,570.55
2013-10-15,569.3
2013-10-17,570.5
2013-10-18,579.4
2013-10-21,570.8
2013-10-22,572.65
2013-10-23,578.75
2013-10-24,590.3
2013-10-25,585.1
2013-10-28,585.2
2013-10-29,586.55
2013-10-30,597.0
2013-10-31,564.85
2013-11-01,565.6
2013-11-03,572.95
2013-11-05,561.2
2013-11-06,565.15
2013-11-07,565.25
2013-11-08,567.4
2013-11-11,565.05
2013-11-12,556.6
2013-11-13,562.25
2013-11-14,564.8
2013-11-18,558.65
2013-11-19,559.85
2013-11-20,559.0
2013-11-21,546.15
2013-11-22,538.25
2013-11-25,531.25
2013-11-26,545.85
2013-11-27,542.75
2013-11-28,541.3
2013-11-29,542.95
2013-12-02,556.45
2013-12-03,549.1
2013-12-04,551.9
2013-12-05,554.05
2013-12-06,541.05
2013-12-09,544.9
2013-12-10,534.9
2013-12-11,539.25
2013-12-12,534.75
2013-12-13,535.4
2013-12-16,545.6
2013-12-17,534.85
2013-12-18,533.5
2013-12-19,535.8
2013-12-20,537.4
2013-12-23,546.95
2013-12-24,544.6
2013-12-26,543.2
2013-12-27,545.95
2013-12-30,543.3
2013-12-31,545.55
2014-01-01,552.45
2014-01-02,535.25
2014-01-03,541.95
2014-01-06,538.95
2014-01-07,534.1
2014-01-08,542.55
2014-01-09,550.9
2014-01-10,541.1
2014-01-13,537.25
2014-01-14,539.3
2014-01-15,537.35
2014-01-16,534.7
2014-01-17,530.75
2014-01-20,531.45
2014-01-21,527.3
2014-01-22,529.8
2014-01-23,528.2
2014-01-24,520.1
2014-01-27,519.75
2014-01-28,515.5
2014-01-29,518.35
2014-01-30,510.7
2014-01-31,513.2
2014-02-03,515.15
2014-02-04,516.1
2014-02-05,512.05
2014-02-06,503.45
2014-02-07,491.8
2014-02-10,495.75
2014-02-11,491.15
2014-02-12,486.15
2014-02-13,481.3
2014-02-14,477.05
2014-02-17,472.9
2014-02-18,469.4
2014-02-19,465.85
2014-02-20,460.65
2014-02-21,454.9
2014-02-24,492.65
2014-02-25,485.6
2014-02-26,483.4
2014-02-28,487.3
2014-03-03,485.65
2014-03-04,476.85
2014-03-05,479.1
2014-03-06,483.45
2014-03-07,484.65
2014-03-10,487.3
2014-03-11,483.85
2014-03-12,488.2
2014-03-13,495.8
2014-03-14,495.55
2014-03-18,507.8
2014-03-19,499.2
2014-03-20,495.85
2014-03-21,504.75
2014-03-22,503.55
2014-03-24,493.2
2014-03-25,494.55
2014-03-26,494.85
2014-03-27,496.1
2014-03-28,497.4
2014-03-31,496.25
