Date,OMKARCHEM
2013-01-01,140.85
2013-01-02,139.5
2013-01-03,139.35
2013-01-04,142.1
2013-01-07,142.15
2013-01-08,141.65
2013-01-09,144.05
2013-01-10,143.6
2013-01-11,143.6
2013-01-14,143.6
2013-01-15,143.5
2013-01-16,142.0
2013-01-17,146.45
2013-01-18,145.25
2013-01-21,146.4
2013-01-22,144.5
2013-01-23,144.2
2013-01-24,141.7
2013-01-25,141.95
2013-01-28,142.85
2013-01-29,140.45
2013-01-30,141.35
2013-01-31,140.3
2013-02-01,139.95
2013-02-04,137.95
2013-02-05,134.5
2013-02-06,132.1
2013-02-07,131.45
2013-02-08,131.45
2013-02-11,127.95
2013-02-12,125.1
2013-02-13,129.05
2013-02-14,126.75
2013-02-15,125.6
2013-02-18,127.35
2013-02-19,128.5
2013-02-20,129.85
2013-02-21,130.0
2013-02-22,129.75
2013-02-25,130.2
2013-02-26,128.5
2013-02-27,128.85
2013-02-28,126.5
2013-03-01,125.75
2013-03-04,123.35
2013-03-05,123.95
2013-03-06,124.5
2013-03-07,124.25
2013-03-08,124.1
2013-03-11,123.85
2013-03-12,125.45
2013-03-13,123.6
2013-03-14,121.7
2013-03-15,122.6
2013-03-18,122.3
2013-03-19,120.85
2013-03-20,117.5
2013-03-21,109.55
2013-03-22,120.8
2013-03-25,116.05
2013-03-26,114.25
2013-03-28,113.4
2013-04-01,113.2
2013-04-02,113.4
2013-04-03,112.8
2013-04-04,111.05
2013-04-05,111.35
2013-04-08,111.75
2013-04-09,112.3
2013-04-10,112.0
2013-04-11,112.5
2013-04-12,112.15
2013-04-15,112.1
2013-04-16,111.35
2013-04-17,111.35
2013-04-18,110.4
2013-04-22,107.05
2013-04-23,106.3
2013-04-25,106.85
2013-04-26,107.35
2013-04-29,107.2
2013-04-30,107.9
2013-05-02,107.95
2013-05-03,107.4
2013-05-06,107.85
2013-05-07,116.55
2013-05-08,116.75
2013-05-09,116.95
2013-05-10,116.4
2013-05-11,116.75
2013-05-13,116.25
2013-05-14,116.75
2013-05-15,117.8
2013-05-16,123.4
2013-05-17,124.65
2013-05-20,121.15
2013-05-21,116.8
2013-05-22,116.05
2013-05-23,115.15
2013-05-24,112.55
2013-05-27,118.75
2013-05-28,116.9
2013-05-29,117.05
2013-05-30,116.7
2013-05-31,116.65
2013-06-03,115.7
2013-06-04,115.55
2013-06-05,114.25
2013-06-06,115.35
2013-06-07,115.3
2013-06-10,114.45
2013-06-11,112.85
2013-06-12,113.15
2013-06-13,112.45
2013-06-14,115.3
2013-06-17,115.9
2013-06-18,116.0
2013-06-19,116.85
2013-06-20,114.7
2013-06-21,113.4
2013-06-24,112.9
2013-06-25,112.15
2013-06-26,112.05
2013-06-27,112.15
2013-06-28,112.35
2013-07-01,112.65
2013-07-02,112.75
2013-07-03,111.6
2013-07-04,111.8
2013-07-05,113.35
2013-07-08,114.6
2013-07-09,118.3
2013-07-10,118.25
2013-07-11,121.45
2013-07-12,124.2
2013-07-15,124.1
2013-07-16,123.75
