Date,INDOSOLAR
2013-10-18,3.8
2013-10-21,3.65
2013-10-22,3.5
2013-10-23,3.35
2013-10-24,3.2
2013-11-29,2.5
2013-12-02,2.5
2013-12-03,2.5
2013-12-04,2.4
2013-12-05,2.5
2013-12-06,2.4
2013-12-09,2.3
2013-12-10,2.25
2013-12-11,2.25
2013-12-12,2.3
2013-12-13,2.35
2013-12-16,2.35
2013-12-17,2.4
2013-12-18,2.5
2013-12-19,2.6
2013-12-20,2.55
2013-12-23,2.45
2013-12-24,2.35
2013-12-26,2.3
2013-12-27,2.3
2013-12-30,2.2
2013-12-31,2.15
2014-01-01,2.15
2014-01-02,2.2
2014-01-03,2.25
2014-01-06,2.3
2014-01-07,2.3
2014-01-08,2.3
2014-01-09,2.25
2014-01-10,2.25
2014-01-13,2.1
2014-01-14,2.15
2014-01-15,2.0
2014-01-16,1.95
2014-01-17,2.0
2014-01-20,2.0
2014-01-21,1.95
2014-01-22,1.95
2014-01-23,1.9
2014-01-24,2.0
2014-01-27,1.95
2014-01-28,1.95
2014-01-29,1.9
2014-01-30,1.85
2014-01-31,1.75
2014-02-03,1.7
2014-02-04,1.6
2014-02-05,1.65
2014-02-06,1.65
2014-02-07,1.65
2014-02-10,1.8
2014-02-11,1.9
2014-02-12,1.75
2014-02-13,1.7
2014-02-14,1.6
2014-02-17,1.6
2014-02-18,1.6
2014-02-19,1.6
2014-02-20,1.6
2014-02-21,1.6
2014-02-24,1.6
2014-02-25,1.6
2014-02-26,1.55
2014-02-28,1.55
2014-03-03,1.55
2014-03-04,1.55
2014-03-05,1.55
2014-03-06,1.6
2014-03-07,1.55
2014-03-10,1.55
2014-03-11,1.55
2014-03-12,1.6
2014-03-13,1.6
2014-03-14,1.6
2014-03-18,1.5
2014-03-19,1.55
2014-03-20,1.5
2014-03-21,1.55
2014-03-22,1.5
2014-03-24,1.6
2014-03-25,1.6
2014-03-26,1.6
2014-03-27,1.55
2014-03-28,1.55
2014-03-31,1.85
2014-04-01,2.05
2014-04-02,1.9
2014-04-03,1.9
2014-04-04,2.0
2014-04-07,2.0
2014-04-09,2.0
2014-04-10,2.0
2014-04-11,2.0
2014-09-09,6.95
2014-09-10,6.95
2014-09-11,6.65
2014-09-12,6.35
2014-09-15,6.65
2014-09-16,6.35
2014-09-17,6.65
2014-09-18,6.95
2014-09-19,7.15
2014-09-22,6.9
2014-09-23,6.6
2014-09-24,6.3
2014-09-25,6.0
2014-09-26,6.0
2014-09-29,6.15
2014-09-30,6.0
2014-10-01,5.85
2014-10-07,5.8
2014-10-08,5.45
2014-10-09,5.95
2014-10-10,5.85
2014-10-13,6.1
2014-10-14,6.45
2014-10-16,6.35
2014-10-17,6.05
2014-10-20,6.4
2014-10-21,6.05
2014-10-22,6.1
2014-10-23,6.2
2014-10-27,6.0
2014-10-28,6.0
2014-10-29,5.9
2014-10-30,5.9
2014-10-31,5.85
2014-11-03,6.15
2014-11-05,6.65
2014-11-07,7.0
2014-11-10,6.7
2014-11-11,6.95
2014-11-12,6.75
2014-11-13,6.65
2014-11-14,6.5
2014-11-17,6.35
2014-11-18,6.35
2014-11-19,6.0
2014-11-20,6.05
2014-11-21,6.0
2014-11-24,5.9
2014-11-25,5.7
2014-11-26,5.4
2014-11-27,5.65
2014-11-28,5.75
2014-12-01,5.85
2014-12-02,5.95
2014-12-03,6.35
2014-12-04,6.5
2014-12-05,6.25
2014-12-08,6.1
2014-12-09,5.9
2014-12-10,5.95
2014-12-11,6.05
2014-12-12,6.25
2014-12-15,6.15
2014-12-16,5.8
2014-12-17,5.65
2014-12-18,5.85
2014-12-19,5.9
2014-12-22,5.9
2014-12-23,5.7
2014-12-24,5.7
2014-12-26,5.7
2014-12-29,5.7
2014-12-30,5.65
2014-12-31,6.05
2015-01-01,6.0
2015-01-02,7.2
2015-01-05,6.85
2015-01-06,7.0
2015-01-07,8.4
2015-01-08,9.2
2015-01-09,8.95
2015-01-12,9.8
2015-01-13,10.75
2015-01-14,11.25
2015-01-15,10.7
2015-01-16,10.2
2015-01-19,10.7
2015-01-20,11.2
2015-01-21,11.75
2015-01-22,12.3
2015-01-23,12.9
2015-01-27,13.5
2015-01-28,14.15
2015-01-29,14.85
2015-01-30,15.55
2015-02-02,16.3
2015-02-03,17.1
2015-02-04,17.95
2015-02-05,17.1
2015-02-06,16.25
2015-02-09,15.45
2015-02-10,14.9
2015-02-11,14.8
2015-02-12,14.2
2015-02-13,14.9
2015-02-16,15.6
2015-02-18,16.35
2015-02-19,17.15
2015-02-20,18.0
2015-02-23,18.9
2015-02-24,18.35
2015-02-25,17.9
2015-02-26,18.7
2015-02-27,19.6
2015-02-28,18.65
2015-03-02,17.75
2015-03-03,16.9
2015-03-04,16.1
2015-03-05,15.35
2015-03-09,16.85
2015-03-10,17.5
2015-03-11,16.45
2015-03-12,16.55
2015-03-13,15.6
2015-03-16,15.3
2015-03-17,14.75
2015-03-18,16.2
2015-03-19,15.55
2015-03-20,14.9
2015-03-23,15.0
2015-03-24,15.65
2015-03-25,15.1
2015-03-26,14.4
2015-03-27,13.7
2015-03-30,15.05
2015-03-31,14.9
2015-04-01,15.2
2015-04-06,15.65
2015-04-07,18.75
2015-04-08,17.7
2015-04-09,17.65
2015-04-10,17.4
2015-04-13,18.9
2015-04-15,18.55
2015-04-16,18.05
2015-04-17,17.95
2015-04-20,16.95
2015-04-21,16.75
2015-04-22,17.4
2015-04-23,17.3
2015-04-24,16.35
2015-04-27,15.25
2015-04-28,16.5
2015-04-29,16.9
2015-04-30,17.0
2015-05-04,17.8
2015-05-05,17.2
2015-05-06,15.95
2015-05-07,15.55
2015-05-08,15.55
2015-05-11,15.4
2015-05-12,14.75
2015-05-13,14.4
2015-05-14,14.45
2015-05-15,14.4
2015-05-18,14.65
2015-05-19,15.8
2015-05-20,15.6
2015-05-21,14.95
2015-05-22,15.35
2015-05-25,15.1
2015-05-26,14.95
2015-05-27,14.7
2015-05-28,14.9
2015-05-29,14.7
2015-06-01,14.6
2015-06-02,14.05
2015-06-03,12.9
2015-06-04,12.95
2015-06-05,12.7
2015-06-08,12.7
2015-06-09,12.75
2015-06-10,13.25
2015-06-11,12.95
2015-06-12,12.5
2015-06-15,12.2
2015-06-16,12.05
2015-06-17,13.9
2015-06-18,14.8
2015-06-19,14.35
2015-06-22,14.6
2015-06-23,14.95
2015-06-24,14.75
2015-06-25,14.85
2015-06-26,14.55
2015-06-29,13.8
2015-06-30,14.05
2015-07-01,14.4
2015-07-02,15.3
2015-07-03,14.95
2015-07-06,15.8
2015-07-07,15.55
2015-07-08,15.0
2015-07-09,14.9
2015-07-10,14.7
2015-07-13,14.85
2015-07-14,14.8
2015-07-15,15.1
2015-07-16,14.8
2015-07-17,14.6
2015-07-20,14.45
2015-07-21,13.8
2015-07-22,13.85
2015-07-23,13.4
2015-07-24,13.55
2015-07-27,12.9
2015-07-28,12.6
2015-07-29,13.05
2015-07-30,13.1
2015-07-31,13.1
2015-08-03,13.6
2015-08-04,13.3
2015-08-05,13.55
2015-08-06,13.4
2015-08-07,13.3
2015-08-10,13.0
2015-08-11,12.75
2015-08-12,10.65
2015-08-13,10.4
2015-08-14,10.3
2015-08-17,10.15
2015-08-18,9.55
2015-08-19,9.0
2015-08-20,8.2
2015-08-21,9.0
2015-08-24,8.6
2015-08-25,9.3
2015-08-26,9.05
2015-08-27,9.75
2015-08-28,9.85
2015-08-31,9.75
2015-09-01,8.85
2015-09-02,8.9
2015-09-03,9.2
2015-09-04,8.95
2015-09-07,8.5
2015-09-08,8.85
2015-09-09,9.3
2015-09-10,9.0
2015-09-11,8.9
2015-09-14,8.8
2015-09-15,8.4
2015-09-16,8.45
2015-09-18,8.4
2015-09-21,8.45
2015-09-22,8.5
2015-09-23,8.6
2015-09-24,8.55
2015-09-28,8.25
2015-09-29,8.05
2015-09-30,8.05
2015-10-01,9.65
2015-10-05,9.8
2015-10-06,9.55
2015-10-07,9.55
2015-10-08,9.3
2015-10-09,9.3
2015-10-12,9.1
2015-10-13,9.05
2015-10-14,9.2
2015-10-15,9.15
2015-10-16,9.1
2015-10-19,9.05
2015-10-20,9.7
2015-10-21,10.25
2015-10-23,9.6
2015-10-26,9.3
2015-10-27,9.2
2015-10-28,9.1
2015-10-29,9.1
2015-10-30,9.1
2015-11-02,8.85
2015-11-03,8.9
2015-11-04,8.25
2015-11-05,8.05
2015-11-06,7.8
2015-11-09,7.65
2015-11-10,7.9
2015-11-11,8.15
2015-11-13,8.0
2015-11-16,7.65
2015-11-17,7.95
2015-11-18,8.05
2015-11-19,8.2
2015-11-20,8.05
2015-11-23,8.1
2015-11-24,8.15
2015-11-26,9.65
2015-11-27,9.55
2015-11-30,9.7
2015-12-01,9.75
2015-12-02,9.6
2015-12-03,9.35
2015-12-04,9.35
2015-12-07,9.3
2015-12-08,8.85
2015-12-09,8.3
2015-12-10,8.4
2015-12-11,8.65
2015-12-14,8.95
2015-12-15,8.95
2015-12-16,8.5
2015-12-17,8.9
2015-12-18,9.0
2015-12-21,9.15
2015-12-22,8.95
2015-12-23,8.85
2015-12-24,8.8
2015-12-28,8.8
2015-12-29,8.9
2015-12-30,9.75
2015-12-31,9.85
2016-01-01,11.25
2016-01-04,13.35
2016-01-05,13.85
2016-01-06,12.85
2016-01-07,11.75
2016-01-08,12.9
2016-01-11,13.1
2016-01-12,12.6
2016-01-13,12.05
2016-01-14,11.35
2016-01-15,11.3
2016-01-18,10.2
2016-01-19,10.55
2016-01-20,10.7
2016-01-21,10.55
2016-01-22,10.9
2016-01-25,10.65
2016-01-27,10.15
2016-01-28,9.65
2016-01-29,9.2
2016-02-01,9.4
2016-02-02,9.55
2016-02-03,9.4
2016-02-04,9.15
2016-02-05,9.15
2016-02-08,8.85
2016-02-09,8.4
2016-02-10,8.05
2016-02-11,7.65
2016-02-12,7.15
2016-02-15,7.85
2016-02-16,7.9
2016-02-17,7.65
2016-02-18,7.75
2016-02-19,7.8
2016-02-22,7.95
2016-02-23,8.1
2016-02-24,8.6
2016-02-25,8.45
2016-02-26,8.05
2016-02-29,7.6
2016-03-01,7.8
2016-03-02,7.9
2016-03-03,8.2
2016-03-04,8.15
2016-03-08,8.0
2016-03-09,8.15
2016-03-10,7.9
2016-03-11,7.85
2016-03-14,7.75
2016-03-15,7.65
2016-03-16,7.55
2016-03-17,8.3
2016-03-18,8.1
2016-03-21,8.1
2016-03-22,8.15
2016-03-23,8.05
2016-03-28,7.7
2016-03-29,7.6
2016-03-30,8.35
2016-03-31,8.2
2016-04-01,8.3
2016-04-04,8.4
2016-04-05,8.1
2016-04-06,8.15
2016-04-07,8.1
2016-04-08,8.3
2016-04-11,8.1
2016-04-12,8.35
2016-04-13,8.2
2016-04-18,8.2
2016-04-20,8.35
2016-04-21,8.1
2016-04-22,8.1
2016-04-25,8.15
2016-04-26,8.1
2016-04-27,8.1
2016-04-28,8.15
2016-04-29,8.0
2016-05-02,8.05
2016-05-03,7.95
2016-05-04,7.8
2016-05-05,7.55
2016-05-06,7.7
2016-05-09,7.55
2016-05-10,7.9
2016-05-11,7.6
2016-05-12,7.75
2016-05-13,7.6
2016-05-16,7.4
2016-05-17,7.6
2016-05-18,7.5
2016-05-19,7.65
2016-05-20,8.15
2016-05-23,8.1
2016-05-24,7.75
2016-05-25,7.7
2016-05-26,7.65
2016-05-27,8.05
2016-05-30,7.85
2016-05-31,7.4
2016-06-01,7.5
2016-06-02,7.5
2016-06-03,7.4
2016-06-06,7.35
2016-06-07,7.4
2016-06-08,7.5
2016-06-09,7.4
2016-06-10,7.25
2016-06-13,7.15
2016-06-14,7.4
2016-06-15,7.4
2016-06-16,7.3
2016-06-17,7.2
2016-06-20,7.6
2016-06-21,7.45
2016-06-22,7.3
2016-06-23,7.3
2016-06-24,7.1
2016-06-27,7.15
2016-06-28,7.15
2016-06-29,8.55
2016-06-30,9.1
2016-07-01,9.0
2016-07-04,8.9
2016-07-05,8.65
2016-07-07,8.65
2016-07-08,8.95
2016-07-11,8.95
2016-07-12,8.8
2016-07-13,8.6
2016-07-14,8.85
2016-07-15,8.65
2016-07-18,8.6
2016-07-19,8.45
2016-07-20,8.55
2016-07-21,8.3
2016-07-22,8.25
2016-07-25,8.4
2016-07-26,8.75
2016-07-27,8.75
2016-07-28,8.65
2016-07-29,8.55
2016-08-01,8.55
2016-08-02,8.2
2016-08-03,8.05
2016-08-04,7.95
2016-08-05,8.15
2016-08-08,8.4
2016-08-09,7.9
2016-08-10,7.75
2016-08-11,7.5
2016-08-12,7.55
2016-08-16,7.3
2016-08-17,7.35
2016-08-18,7.35
2016-08-19,7.35
2016-08-22,7.35
2016-08-23,7.3
2016-08-24,7.25
2016-08-25,7.3
2016-08-26,7.2
2016-08-29,7.2
2016-08-30,7.3
2016-08-31,7.3
2016-09-01,7.4
2016-09-02,7.55
2016-09-06,7.8
2016-09-07,7.7
2016-09-08,7.8
2016-09-09,8.05
2016-09-12,7.6
2016-09-14,7.55
2016-09-15,7.55
2016-09-16,7.5
2016-09-19,7.4
2016-09-20,7.4
2016-09-21,7.35
2016-09-22,7.3
2016-09-23,7.55
2016-09-26,7.4
2016-09-27,7.5
2016-09-28,7.4
2016-09-29,7.05
2016-09-30,7.3
2016-10-03,7.4
2016-10-04,7.35
2016-10-05,7.25
2016-10-06,7.35
2016-10-07,7.45
2016-10-10,7.5
2016-10-13,7.35
2016-10-14,7.2
2016-10-17,7.2
2016-10-18,7.25
2016-10-19,7.3
2016-10-20,7.3
2016-10-21,7.35
2016-10-24,7.3
2016-10-25,7.4
2016-10-26,7.3
2016-10-27,7.2
2016-10-28,7.2
2016-10-30,7.45
2016-11-01,7.35
2016-11-02,7.2
2016-11-03,7.05
2016-11-04,6.85
2016-11-07,6.85
2016-11-08,6.9
2016-11-09,6.8
2016-11-10,6.85
2016-11-11,6.6
2016-11-15,6.3
2016-11-16,5.9
2016-11-17,6.1
2016-11-18,6.1
2016-11-21,5.9
2016-11-22,5.8
2016-11-23,5.95
2016-11-24,6.05
2016-11-25,6.2
2016-11-28,6.45
2016-11-29,6.6
2016-11-30,6.6
2016-12-01,6.55
2016-12-02,6.5
2016-12-05,6.55
2016-12-06,6.5
2016-12-07,6.45
2016-12-08,6.5
2016-12-09,6.5
2016-12-12,6.45
2016-12-13,6.5
2016-12-14,6.5
2016-12-15,6.4
2016-12-16,6.35
2016-12-19,6.25
2016-12-20,6.1
2016-12-21,6.15
2016-12-22,6.05
2016-12-23,5.95
2016-12-26,5.85
2016-12-27,6.0
2016-12-28,6.15
2016-12-29,6.05
2016-12-30,6.25
2017-01-02,7.05
2017-01-03,7.2
2017-01-04,7.3
2017-01-05,7.3
2017-01-06,7.1
2017-01-09,7.2
2017-01-10,7.75
2017-01-11,7.65
2017-01-12,7.65
2017-01-13,7.35
2017-01-16,7.35
2017-01-17,7.2
2017-01-18,7.3
2017-01-19,8.05
2017-01-20,7.9
2017-01-23,7.7
2017-01-24,7.7
2017-01-25,7.8
2017-01-27,7.8
2017-01-30,7.75
2017-01-31,7.7
2017-02-01,7.75
2017-02-02,7.55
2017-02-03,7.65
2017-02-06,7.6
2017-02-07,7.65
2017-02-08,7.55
2017-02-09,7.5
2017-02-10,7.35
2017-02-13,7.2
2017-02-14,7.05
2017-02-15,7.0
2017-02-16,6.95
2017-02-17,7.0
2017-02-20,7.0
2017-02-21,7.05
2017-02-22,7.4
2017-02-23,7.45
2017-02-27,7.3
2017-02-28,7.3
2017-03-01,7.3
2017-03-02,7.1
2017-03-03,7.15
2017-03-06,7.05
2017-03-07,7.05
2017-03-08,7.05
2017-03-09,7.0
2017-03-10,6.95
2017-03-14,7.0
2017-03-15,7.05
2017-03-16,7.05
2017-03-17,7.0
2017-03-20,7.0
2017-03-21,6.9
2017-03-22,6.85
2017-03-23,6.95
2017-03-24,6.95
2017-03-27,6.8
2017-03-28,6.7
2017-03-29,6.55
2017-03-30,6.6
2017-03-31,6.8
2017-04-03,6.85
2017-04-05,7.1
2017-04-06,6.9
2017-04-07,6.85
2017-04-10,6.75
2017-04-11,7.05
2017-04-12,7.0
2017-04-13,6.9
2017-04-17,6.9
2017-04-18,6.65
2017-04-19,6.5
2017-04-20,6.55
2017-04-21,6.45
2017-04-24,6.55
2017-04-25,6.55
2017-04-26,6.45
2017-04-27,6.3
2017-04-28,6.5
2017-05-02,6.3
2017-05-03,6.25
2017-05-04,6.25
2017-05-05,6.15
2017-05-08,6.2
2017-05-09,6.05
2017-05-10,5.95
2017-05-11,5.95
2017-05-12,7.1
2017-05-15,8.5
2017-05-16,10.2
2017-05-17,11.2
2017-05-18,10.95
2017-05-19,10.1
2017-05-22,9.1
2017-05-23,9.95
2017-05-24,9.65
2017-05-25,10.0
2017-05-26,9.65
2017-05-29,10.6
2017-08-23,6.55
2017-08-24,6.85
2017-08-28,7.15
2017-08-29,7.5
2017-08-30,7.3
2017-08-31,7.25
2017-09-01,7.0
2017-09-04,7.0
2017-09-05,6.85
2017-09-06,6.75
2017-09-07,6.8
2017-09-08,7.1
2017-09-11,7.1
2017-09-12,7.0
2017-09-13,6.85
2017-09-14,7.15
2017-09-15,6.95
2017-09-18,6.9
2017-09-19,7.0
2017-09-20,6.9
2017-09-21,7.0
2017-09-22,6.75
2017-09-25,6.6
2017-09-26,6.75
2017-09-27,6.8
2017-09-28,6.7
2017-09-29,6.85
2017-10-03,6.8
2017-10-04,6.65
2017-10-05,6.55
2017-10-06,6.45
2017-10-09,6.4
2017-10-10,6.9
2017-10-11,6.85
2017-10-12,6.75
2017-10-13,6.85
2017-10-16,7.1
2017-10-17,6.95
2017-10-18,6.8
2017-10-19,6.95
2017-10-23,7.15
2017-10-24,7.6
2017-10-25,7.2
2017-10-26,7.05
2017-10-27,7.15
2017-10-30,7.25
2017-10-31,7.2
2017-11-01,7.35
2017-11-02,7.3
2017-11-03,7.5
2017-11-06,7.4
2017-11-07,7.1
2017-11-08,6.95
2017-11-09,6.95
2017-11-10,6.85
2017-11-13,6.9
2017-11-14,6.85
2017-11-15,6.7
2017-11-16,6.55
2017-11-17,6.7
2017-11-20,6.7
2017-11-21,6.75
2017-11-22,6.75
2017-11-23,6.7
2017-11-24,7.35
2017-11-27,7.7
2017-11-28,7.3
2017-11-29,7.2
2017-11-30,7.25
2017-12-01,7.15
2017-12-04,7.6
2017-12-05,7.4
2017-12-06,7.3
2017-12-07,7.55
2017-12-08,7.6
2017-12-11,7.55
2017-12-12,7.4
2017-12-13,7.25
2017-12-14,7.45
2017-12-15,7.5
2017-12-18,7.55
2017-12-19,7.6
2017-12-20,7.65
2017-12-21,8.55
2017-12-22,8.65
2017-12-26,9.0
2017-12-27,8.45
2017-12-28,8.95
2017-12-29,9.0
