Date,KIRLOSBROS
2013-01-01,155.85
2013-01-02,156.95
2013-01-03,155.5
2013-01-04,160.75
2013-01-07,161.9
2013-01-08,167.0
2013-01-09,175.65
2013-01-10,175.9
2013-01-11,166.2
2013-01-14,170.35
2013-01-15,170.1
2013-01-16,167.25
2013-01-17,167.7
2013-01-18,170.0
2013-01-21,169.05
2013-01-22,170.15
2013-01-23,161.95
2013-01-24,158.05
2013-01-25,160.0
2013-01-28,161.2
2013-01-29,166.05
2013-01-30,164.85
2013-01-31,165.3
2013-02-01,160.2
2013-02-04,155.45
2013-02-05,152.2
2013-02-06,154.4
2013-02-07,157.5
2013-02-08,162.0
2013-02-11,160.05
2013-02-12,159.95
2013-02-13,161.75
2013-02-14,160.3
2013-02-15,159.7
2013-02-18,160.0
2013-02-19,160.05
2013-02-20,158.05
2013-02-21,158.65
2013-02-22,158.7
2013-02-25,153.2
2013-02-26,150.0
2013-02-27,149.45
2013-02-28,154.3
2013-03-01,150.6
2013-03-04,145.05
2013-03-05,144.6
2013-03-06,150.45
2013-03-07,155.25
2013-03-08,155.15
2013-03-11,155.35
2013-03-12,159.95
2013-03-13,156.0
2013-03-14,152.1
2013-03-15,147.0
2013-03-18,150.95
2013-03-19,152.0
2013-03-20,152.55
2013-03-21,146.4
2013-03-22,138.3
2013-03-25,138.2
2013-03-26,142.0
2013-03-28,148.55
2013-04-01,147.7
2013-04-02,145.95
2013-04-03,145.8
2013-04-04,144.0
2013-04-05,146.45
2013-04-08,150.5
2013-04-09,151.3
2013-04-10,153.0
2013-04-11,153.4
2013-04-12,152.95
2013-04-15,150.65
2013-04-16,151.7
2013-04-17,153.05
2013-04-18,154.35
2013-04-22,158.3
2013-04-23,155.8
2013-04-25,152.95
2013-04-26,151.3
2013-04-29,150.3
2013-04-30,149.85
2013-05-02,150.45
2013-05-03,149.75
2013-05-06,150.2
2013-05-07,154.1
2013-05-08,155.0
2013-05-09,150.55
2013-05-10,152.35
2013-05-11,151.7
2013-05-13,149.35
2013-05-14,151.85
2013-05-15,151.3
2013-05-16,152.8
2013-05-17,152.8
2013-05-20,152.3
2013-05-21,151.7
2013-05-22,151.0
2013-05-23,150.25
2013-05-24,149.05
2013-05-27,150.3
2013-05-28,157.45
2013-05-29,150.65
2013-05-30,149.6
2013-05-31,148.15
2013-06-03,150.45
2013-06-04,153.05
2013-06-05,152.5
2013-06-06,152.55
2013-06-07,152.15
2013-06-10,155.1
2013-06-11,150.35
2013-06-12,149.05
2013-06-13,151.6
2013-06-14,151.0
2013-06-17,154.5
2013-06-18,152.5
2013-06-19,152.45
2013-06-20,150.7
2013-06-21,151.8
2013-06-24,151.4
2013-06-25,150.45
2013-06-26,146.6
2013-06-27,150.0
2013-06-28,153.25
2013-07-01,153.85
2013-07-02,153.45
2013-07-03,153.3
2013-07-04,152.2
2013-07-05,154.0
2013-07-08,155.6
2013-07-09,155.15
2013-07-10,156.65
2013-07-11,156.1
2013-07-12,157.35
2013-07-15,154.9
2013-07-16,160.05
2013-07-17,155.35
2013-07-18,157.6
2013-07-19,157.05
2013-07-22,158.3
2013-07-23,161.75
2013-07-24,163.05
2013-07-25,160.75
2013-07-26,161.05
2013-07-29,160.0
2013-07-30,160.75
2013-07-31,151.2
2013-08-01,144.0
2013-08-02,148.35
2013-08-05,150.0
2013-08-06,155.0
2013-08-07,157.1
2013-08-08,156.05
2013-08-12,156.85
2013-08-13,161.0
2013-08-14,157.95
2013-08-16,157.95
2013-08-19,155.0
2013-08-20,152.6
2013-08-21,152.05
2013-08-22,152.6
2013-08-23,152.0
2013-08-26,152.95
2013-08-27,150.25
2013-08-28,155.25
2013-08-29,152.5
2013-08-30,150.0
2013-09-02,150.0
2013-09-03,150.1
2013-09-04,149.6
2013-09-05,148.6
2013-09-06,149.15
2013-09-10,148.45
2013-09-11,149.8
2013-09-12,150.75
2013-09-13,151.25
2013-09-16,151.0
2013-09-17,151.6
2013-09-18,152.1
2013-09-19,150.0
2013-09-20,148.05
2013-09-23,147.15
2013-09-24,147.4
2013-09-25,144.85
2013-09-26,146.95
2013-09-27,145.55
2013-09-30,147.0
2013-10-01,144.15
2013-10-03,143.55
2013-10-04,143.3
2013-10-07,144.0
2013-10-08,144.95
2013-10-09,137.45
2013-10-10,143.55
2013-10-11,142.55
2013-10-14,146.95
2013-10-15,146.05
2013-10-17,143.15
2013-10-18,145.8
2013-10-21,150.35
2013-10-22,151.1
2013-10-23,151.4
2013-10-24,156.9
2013-10-25,154.9
2013-10-28,150.8
2013-10-29,149.65
2013-10-30,155.6
2013-10-31,155.35
2013-11-01,155.0
2013-11-03,156.05
2013-11-05,160.05
2013-11-06,160.1
2013-11-07,167.15
2013-11-08,165.0
2013-11-11,158.15
2013-11-12,165.1
2013-11-13,165.4
2013-11-14,163.25
2013-11-18,165.0
2013-11-19,165.05
2013-11-20,163.9
2013-11-21,162.0
2013-11-22,161.0
2013-11-25,165.45
2013-11-26,167.25
2013-11-27,165.0
2013-11-28,165.05
2013-11-29,165.0
2013-12-02,170.15
2013-12-03,166.0
2013-12-04,160.25
2013-12-05,165.0
2013-12-06,162.5
2013-12-09,161.65
2013-12-10,158.05
2013-12-11,155.3
2013-12-12,159.75
2013-12-13,155.85
2013-12-16,156.05
2013-12-17,156.0
2013-12-18,160.1
2013-12-19,154.65
2013-12-20,155.6
2013-12-23,153.55
2013-12-24,152.35
2013-12-26,151.6
2013-12-27,154.05
2013-12-30,156.65
2013-12-31,157.75
2014-01-01,156.0
2014-01-02,156.8
2014-01-03,156.75
2014-01-06,155.85
2014-01-07,155.65
2014-01-08,157.5
2014-01-09,157.0
2014-01-10,153.9
2014-01-13,152.65
2014-01-14,151.75
2014-01-15,153.35
2014-01-16,152.45
2014-01-17,151.25
2014-01-20,152.05
2014-01-21,148.3
2014-01-22,148.85
2014-01-23,149.9
2014-01-24,146.95
2014-01-27,146.65
2014-01-28,146.9
2014-01-29,141.4
2014-01-30,142.05
2014-01-31,143.7
2014-02-03,144.3
2014-02-04,142.1
2014-02-05,144.45
2014-02-06,144.75
2014-02-07,143.9
2014-02-10,144.0
2014-02-11,142.65
2014-02-12,144.75
2014-02-13,140.2
2014-02-14,140.9
2014-02-17,141.55
2014-02-18,142.05
2014-02-19,142.05
2014-02-20,144.9
2014-02-21,144.55
2014-02-24,144.25
2014-02-25,145.5
2014-02-26,146.0
2014-02-28,144.7
2014-03-03,141.7
2014-03-04,145.0
2014-03-05,143.3
2014-03-06,148.45
2014-03-07,151.6
2014-03-10,150.75
2014-03-11,153.1
2014-03-12,155.5
2014-03-13,157.55
2014-03-14,153.3
2014-03-18,150.75
2014-03-19,152.2
2014-03-20,149.5
2014-03-21,155.7
2014-03-22,156.65
2014-03-24,165.3
2014-03-25,164.85
2014-03-26,162.5
2014-03-27,166.05
2014-03-28,163.65
2014-03-31,165.0
2014-04-01,168.95
2014-04-02,171.0
2014-04-03,167.25
2014-04-04,164.85
2014-04-07,166.9
2014-04-09,170.4
2014-04-10,174.6
2014-04-11,172.9
2014-04-15,173.7
2014-04-16,170.6
2014-04-17,178.2
2014-04-21,175.65
2014-04-22,173.8
2014-04-23,168.05
2014-04-25,168.0
2014-04-28,189.3
2014-04-29,186.2
2014-04-30,186.25
2014-05-02,189.85
2014-05-05,203.8
2014-05-06,205.35
2014-05-07,205.3
2014-05-08,206.3
2014-05-09,208.7
2014-05-12,215.8
2014-05-13,215.5
2014-05-14,213.35
2014-05-15,222.7
2014-05-16,221.2
2014-05-19,251.7
2014-05-20,250.15
2014-05-21,245.15
2014-05-22,254.85
2014-05-23,259.95
2014-05-26,257.45
2014-05-27,247.2
2014-05-28,240.8
2014-05-29,220.95
2014-05-30,230.0
2014-06-02,231.0
2014-06-03,228.3
2014-06-04,226.25
2014-06-05,232.85
2014-06-06,242.75
2014-06-09,245.1
2014-06-10,245.1
2014-06-11,245.75
2014-06-12,245.1
2014-06-13,245.85
2014-06-16,245.05
2014-06-17,247.95
2014-06-18,245.0
2014-06-19,245.3
2014-06-20,245.7
2014-06-23,245.35
2014-06-24,247.15
2014-06-25,245.1
2014-06-26,246.0
2014-06-27,254.95
2014-06-30,300.85
2014-07-01,290.05
2014-07-02,279.75
2014-07-03,282.05
2014-07-04,305.8
2014-07-07,294.9
2014-07-08,284.15
2014-07-09,281.15
2014-07-10,280.35
2014-07-11,269.1
2014-07-14,269.95
2014-07-15,274.35
2014-07-16,287.1
2014-07-17,304.95
2014-07-18,283.2
2014-07-21,288.3
2014-07-22,288.8
2014-07-23,290.25
2014-07-24,300.1
2014-07-25,300.8
2014-07-28,301.45
2014-07-30,300.2
2014-07-31,291.3
2014-08-01,281.95
2014-08-04,283.85
2014-08-05,276.7
2014-08-06,273.2
2014-08-07,277.55
2014-08-08,273.95
2014-08-11,276.25
2014-08-12,273.0
2014-08-13,272.55
2014-08-14,271.1
2014-08-18,280.05
2014-08-19,269.3
2014-08-20,272.6
2014-08-21,273.3
2014-08-22,276.35
2014-08-25,273.9
2014-08-26,275.15
2014-08-27,273.15
2014-08-28,301.65
2014-09-01,289.35
2014-09-02,285.9
2014-09-03,295.5
2014-09-04,311.05
2014-09-05,308.4
2014-09-08,303.0
2014-09-09,302.3
2014-09-10,301.85
2014-09-11,308.45
2014-09-12,306.85
2014-09-15,294.25
2014-09-16,281.05
2014-09-17,280.6
2014-09-18,280.75
2014-09-19,290.15
2014-09-22,284.25
2014-09-23,280.55
2014-09-24,268.25
2014-09-25,252.65
2014-09-26,253.65
2014-09-29,252.85
2014-09-30,258.75
2014-10-01,262.05
2014-10-07,254.65
2014-10-08,254.15
2014-10-09,267.85
2014-10-10,270.6
2014-10-13,265.2
2014-10-14,260.95
2014-10-16,271.55
2014-10-17,269.4
2014-10-20,264.3
2014-10-21,270.5
2014-10-22,272.75
2014-10-23,269.45
2014-10-27,266.1
2014-10-28,263.5
2014-10-29,266.35
2014-10-30,263.6
2014-10-31,260.55
2014-11-03,255.8
2014-11-05,253.0
2014-11-07,246.05
2014-11-10,242.8
2014-11-11,239.0
2014-11-12,241.65
2014-11-13,239.2
2014-11-14,235.3
2014-11-17,234.4
2014-11-18,233.4
2014-11-19,228.6
2014-11-20,223.4
2014-11-21,222.45
2014-11-24,221.15
2014-11-25,220.7
2014-11-26,222.15
2014-11-27,221.4
2014-11-28,219.45
2014-12-01,218.5
2014-12-02,217.85
2014-12-03,223.45
2014-12-04,220.15
2014-12-05,224.0
2014-12-08,224.75
2014-12-09,222.5
2014-12-10,228.7
2014-12-11,225.1
2014-12-12,221.35
2014-12-15,218.75
2014-12-16,207.85
2014-12-17,202.25
2014-12-18,208.15
2014-12-19,209.75
2014-12-22,225.05
2014-12-23,229.75
2014-12-24,233.8
2014-12-26,229.4
2014-12-29,236.4
2014-12-30,242.65
2014-12-31,240.6
2015-01-01,237.15
2015-01-02,236.0
2015-01-05,238.25
2015-01-06,232.35
2015-01-07,236.15
2015-01-08,232.05
2015-01-09,227.15
2015-01-12,223.5
2015-01-13,221.0
2015-01-14,218.75
2015-01-15,219.45
2015-01-16,218.35
2015-01-19,212.35
2015-01-20,215.65
2015-01-21,215.1
2015-01-22,214.6
2015-01-23,212.2
2015-01-27,211.4
2015-01-28,208.4
2015-01-29,207.5
2015-01-30,209.5
2015-02-02,208.85
2015-02-03,211.5
2015-02-04,231.05
2015-02-05,214.3
2015-02-06,205.8
2015-02-09,203.2
2015-02-10,199.75
2015-02-11,199.95
2015-02-12,201.7
2015-02-13,204.05
2015-02-16,201.7
2015-02-18,200.0
2015-02-19,200.1
2015-02-20,198.7
2015-02-23,199.6
2015-02-24,198.45
2015-02-25,198.0
2015-02-26,196.9
2015-02-27,196.85
2015-02-28,197.1
2015-03-02,194.45
2015-03-03,195.1
2015-03-04,193.9
2015-03-05,196.05
2015-03-09,191.8
2015-03-10,185.95
2015-03-11,185.0
2015-03-12,187.4
2015-03-13,186.3
2015-03-16,180.25
2015-03-17,178.65
2015-03-18,177.05
2015-03-19,178.35
2015-03-20,182.6
2015-03-23,184.65
2015-03-24,183.2
2015-03-25,184.0
2015-03-26,183.2
2015-03-27,183.05
2015-03-30,187.55
2015-03-31,190.15
2015-04-01,194.0
2015-04-06,193.3
2015-04-07,193.2
2015-04-08,195.2
2015-04-09,195.25
2015-04-10,200.75
2015-04-13,200.5
2015-04-15,218.8
2015-04-16,210.3
2015-04-17,202.95
2015-04-20,197.25
2015-04-21,198.8
2015-04-22,198.5
2015-04-23,205.05
2015-04-24,195.9
2015-04-27,186.35
2015-04-28,210.4
2015-04-29,200.7
2015-04-30,199.05
2015-05-04,199.9
2015-05-05,200.4
2015-05-06,195.4
2015-05-07,189.25
2015-05-08,189.15
2015-05-11,189.2
2015-05-12,193.35
2015-05-13,198.15
2015-05-14,195.95
2015-05-15,197.8
2015-05-18,196.6
2015-05-19,191.45
2015-05-20,192.25
2015-05-21,188.0
2015-05-22,187.25
2015-05-25,184.55
2015-05-26,184.65
2015-05-27,190.15
2015-05-28,188.4
2015-05-29,193.7
2015-06-01,186.85
2015-06-02,187.75
2015-06-03,182.7
2015-06-04,185.45
2015-06-05,184.55
2015-06-08,183.9
2015-06-09,184.85
2015-06-10,181.5
2015-06-11,183.2
2015-06-12,185.0
2015-06-15,183.25
2015-06-16,181.0
2015-06-17,187.55
2015-06-18,190.3
2015-06-19,192.0
2015-06-22,196.9
2015-06-23,199.55
2015-06-24,195.05
2015-06-25,196.0
2015-06-26,198.05
2015-06-29,194.85
2015-06-30,195.55
2015-07-01,197.8
2015-07-02,197.65
2015-07-03,199.0
2015-07-06,199.7
2015-07-07,200.45
2015-07-08,196.65
2015-07-09,197.0
2015-07-10,198.85
2015-07-13,207.65
2015-07-14,209.85
2015-07-15,208.85
2015-07-16,218.65
2015-07-17,222.45
2015-07-20,223.8
2015-07-21,222.4
2015-07-22,219.15
2015-07-23,218.2
2015-07-24,212.9
2015-07-27,213.35
2015-07-28,217.2
2015-07-29,220.1
2015-07-30,216.25
2015-07-31,217.7
2015-08-03,218.6
2015-08-04,223.5
2015-08-05,228.25
2015-08-06,228.4
2015-08-07,229.2
2015-08-10,231.6
2015-08-11,225.8
2015-08-12,224.25
2015-08-13,212.2
2015-08-14,209.2
2015-08-17,208.25
2015-08-18,206.95
2015-08-19,208.5
2015-08-20,205.95
2015-08-21,202.7
2015-08-24,193.45
2015-08-25,198.3
2015-08-26,201.65
2015-08-27,203.4
2015-08-28,204.5
2015-08-31,203.95
2015-09-01,199.85
2015-09-02,209.3
2015-09-03,206.5
2015-09-04,208.1
2015-09-07,210.0
2015-09-08,210.15
2015-09-09,215.4
2015-09-10,210.0
2015-09-11,203.3
2015-09-14,205.35
2015-09-15,204.05
2015-09-16,205.75
2015-09-18,205.55
2015-09-21,206.25
2015-09-22,202.25
2015-09-23,204.65
2015-09-24,203.7
2015-09-28,201.9
2015-09-29,204.45
2015-09-30,203.1
2015-10-01,199.75
2015-10-05,204.05
2015-10-06,204.75
2015-10-07,211.75
2015-10-08,212.6
2015-10-09,216.75
2015-10-12,218.1
2015-10-13,211.1
2015-10-14,205.25
2015-10-15,206.0
2015-10-16,200.3
2015-10-19,198.4
2015-10-20,195.4
2015-10-21,194.9
2015-10-23,185.75
2015-10-26,178.85
2015-10-27,176.75
2015-10-28,181.1
2015-10-29,182.65
2015-10-30,176.45
2015-11-02,170.55
2015-11-03,173.95
