Date,HATHWAY
2013-01-01,290.75
2013-01-02,290.3
2013-01-03,291.3
2013-01-04,288.0
2013-01-07,291.95
2013-01-08,288.0
2013-01-09,286.2
2013-01-10,289.55
2013-01-11,284.55
2013-01-14,278.1
2013-01-15,275.55
2013-01-16,274.9
2013-01-17,274.15
2013-01-18,276.55
2013-01-21,278.85
2013-01-22,284.2
2013-01-23,273.2
2013-01-24,272.1
2013-01-25,269.6
2013-01-28,261.2
2013-01-29,256.05
2013-01-30,254.2
2013-01-31,254.4
2013-02-01,255.4
2013-02-04,258.0
2013-02-05,250.45
2013-02-06,256.55
2013-02-07,258.75
2013-02-08,256.25
2013-02-11,253.55
2013-02-12,250.95
2013-02-13,249.15
2013-02-14,244.7
2013-02-15,237.45
2013-02-18,255.35
2013-02-19,257.4
2013-02-20,253.55
2013-02-21,250.05
2013-02-22,248.3
2013-02-25,253.7
2013-02-26,252.65
2013-02-27,250.25
2013-02-28,241.9
2013-03-01,239.35
2013-03-04,236.55
2013-03-05,239.85
2013-03-06,247.95
2013-03-07,247.05
2013-03-08,257.1
2013-03-11,260.95
2013-03-12,257.75
2013-03-13,252.9
2013-03-14,248.75
2013-03-15,259.85
2013-03-18,261.85
2013-03-19,258.0
2013-03-20,255.0
2013-03-21,260.05
2013-03-22,262.05
2013-03-25,257.25
2013-03-26,265.8
2013-03-28,268.9
2013-04-01,273.95
2013-04-02,277.35
2013-04-03,272.35
2013-04-04,265.75
2013-04-05,262.95
2013-04-08,257.8
2013-04-09,254.55
2013-04-10,258.2
2013-04-11,263.5
2013-04-12,265.85
2013-04-15,269.3
2013-04-16,267.25
2013-04-17,274.25
2013-04-18,268.35
2013-04-22,259.85
2013-04-23,254.1
2013-04-25,258.0
2013-04-26,252.25
2013-04-29,252.15
2013-04-30,253.0
2013-05-02,251.95
2013-05-03,253.15
2013-05-06,258.95
2013-05-07,274.95
2013-05-08,280.0
2013-05-09,284.3
2013-05-10,284.85
2013-05-11,289.95
2013-05-13,282.1
2013-05-14,289.3
2013-05-15,289.95
2013-05-16,291.15
2013-05-17,288.25
2013-05-20,285.4
2013-05-21,281.5
2013-05-22,282.15
2013-05-23,269.4
2013-05-24,270.5
2013-05-27,274.15
2013-05-28,274.05
2013-05-29,275.25
2013-05-30,280.35
2013-05-31,280.05
2013-06-03,275.75
2013-06-04,275.15
2013-06-05,276.85
2013-06-06,276.1
2013-06-07,274.25
2013-06-10,270.35
2013-06-11,275.8
2013-06-12,271.55
2013-06-13,269.25
2013-06-14,273.2
2013-06-17,268.05
2013-06-18,270.7
2013-06-19,269.3
2013-06-20,266.85
2013-06-21,264.25
2013-06-24,263.15
2013-06-25,271.5
2013-06-26,260.55
2013-06-27,266.3
2013-06-28,277.0
2013-07-01,286.2
2013-07-02,284.85
2013-07-03,275.6
2013-07-04,280.65
2013-07-05,281.4
2013-07-08,276.6
2013-07-09,276.85
2013-07-10,276.25
2013-07-11,277.4
2013-07-12,280.3
2013-07-15,293.25
2013-07-16,286.85
2013-07-17,284.7
2013-07-18,283.6
2013-07-19,282.15
2013-07-22,286.35
2013-07-23,284.75
2013-07-24,279.85
2013-07-25,277.05
2013-07-26,274.85
2013-07-29,265.35
2013-07-30,262.7
2013-07-31,272.8
2013-08-01,267.85
2013-08-02,254.5
2013-08-05,249.45
2013-08-06,245.0
2013-08-07,240.55
2013-08-08,242.9
2013-08-12,254.55
2013-08-13,266.2
2013-08-14,271.5
2013-08-16,268.8
2013-08-19,268.15
2013-08-20,267.65
2013-08-21,270.5
2013-08-22,264.9
2013-08-23,276.8
2013-08-26,272.25
2013-08-27,267.55
2013-08-28,260.3
2013-08-29,260.95
2013-08-30,264.5
2013-09-02,280.25
2013-09-03,269.55
2013-09-04,274.55
2013-09-05,274.15
2013-09-06,277.7
2013-09-10,272.15
2013-09-11,273.5
2013-09-12,270.7
2013-09-13,273.1
2013-09-16,266.2
