Date,SPLIL
2013-01-01,4.25
2013-01-02,4.45
2013-01-03,4.65
2013-01-04,4.55
2013-01-08,4.35
2013-01-09,4.15
2013-01-10,4.0
2013-01-11,4.05
2013-01-14,4.05
2013-01-15,3.9
2013-01-16,3.75
2013-01-17,3.7
2013-01-18,3.6
2013-01-21,3.75
2013-01-22,3.9
2013-01-23,3.9
2013-01-24,3.85
2013-01-25,3.85
2013-01-29,3.8
2013-01-30,3.7
2013-01-31,3.55
2013-02-01,3.55
2013-02-04,3.4
2013-02-05,3.55
2013-02-06,3.6
2013-02-08,3.55
2013-02-11,3.65
2013-02-12,3.65
2013-02-13,3.65
2013-02-14,3.65
2013-02-15,3.65
2013-02-18,3.7
2013-02-19,3.7
2013-02-20,3.7
2013-02-21,3.6
2013-02-22,3.6
2013-02-26,3.65
2013-02-27,3.7
2013-02-28,3.6
2013-03-01,3.55
2013-03-05,3.6
2013-03-06,3.55
2013-03-07,3.3
2013-03-11,3.5
2013-03-12,3.5
2013-03-13,3.85
2013-03-14,4.05
2013-03-15,3.75
2013-03-18,3.8
2013-03-19,3.65
2013-03-20,3.5
2013-03-21,3.4
2013-03-25,3.1
2013-03-26,3.4
2013-03-28,3.3
2013-04-01,3.6
2013-04-02,3.6
2013-04-03,3.65
2013-04-04,3.55
2013-04-05,3.5
2013-04-11,3.85
2013-04-17,4.2
2013-04-18,4.5
2013-04-23,4.4
2013-04-25,4.7
2013-04-26,4.25
2013-07-30,3.7
2013-08-12,3.85
2013-08-20,3.7
2013-08-23,3.6
2013-08-26,3.45
2013-08-27,3.6
2013-08-28,3.45
2013-08-29,3.3
2013-09-02,3.15
2013-09-03,3.15
2013-09-04,3.1
2013-09-10,3.25
2013-09-12,3.4
2013-09-13,3.25
2013-09-18,3.35
2013-09-19,3.5
2013-09-20,3.65
2013-09-23,3.8
2013-09-24,3.95
2013-09-25,4.1
2013-09-26,4.3
2013-09-27,4.5
2013-09-30,4.7
2013-10-01,4.9
2013-10-03,5.0
2013-10-04,5.2
2013-10-07,5.0
2013-10-08,5.15
2013-10-09,4.9
2013-10-10,5.1
2013-11-29,7.7
2013-12-02,7.75
2013-12-03,7.7
2013-12-05,7.4
2013-12-06,7.4
2013-12-09,7.4
2013-12-10,7.1
2013-12-11,6.8
2013-12-12,6.65
2013-12-13,6.4
2013-12-16,6.25
2013-12-17,6.25
2013-12-18,6.0
2013-12-19,6.0
2013-12-20,6.25
2013-12-23,6.0
2013-12-24,6.2
2013-12-26,6.5
2013-12-27,6.5
2013-12-30,6.5
2013-12-31,6.6
2014-01-01,6.9
2014-01-03,7.2
2014-01-06,7.4
2014-01-07,7.35
2014-01-08,7.85
2014-01-09,8.1
2014-01-10,7.75
2014-01-13,7.8
2014-01-14,7.5
2014-01-15,7.7
2014-01-16,7.75
2014-03-03,5.9
2014-03-04,6.15
2014-03-05,6.45
2014-03-06,6.4
2014-03-07,6.0
2014-03-10,6.6
2014-03-11,6.25
2014-03-12,6.15
2014-03-13,6.6
2014-03-14,6.65
2014-03-18,6.3
2014-03-19,6.5
2014-03-20,6.1
2014-03-21,6.7
2014-03-22,7.25
2014-03-24,6.6
2014-03-25,6.75
2014-03-26,7.0
2014-03-27,6.8
2014-03-28,6.45
2014-03-31,6.25
2014-04-01,6.45
2014-04-02,6.25
2014-04-03,6.0
2014-04-04,6.0
2014-04-07,6.3
2014-04-09,6.0
2014-04-10,6.3
2014-04-11,6.55
2014-04-15,6.45
2014-04-16,6.3
2014-04-17,6.6
2014-04-21,6.9
2014-04-22,7.2
2014-04-23,7.4
2014-04-25,7.6
2014-04-28,7.25
2014-04-29,7.6
2014-04-30,7.5
2014-05-02,7.8
2014-05-05,7.5
2014-05-07,7.2
2014-05-08,7.55
2014-05-09,7.55
2014-05-12,7.55
2014-05-13,7.85
2014-05-14,7.5
2014-05-15,7.65
2014-05-16,7.75
2014-05-19,7.7
2014-05-20,7.9
2014-05-21,8.0
2014-05-22,8.1
2014-05-23,8.15
2014-05-26,7.75
2014-05-27,7.45
2014-05-28,7.8
2014-05-29,7.5
2014-05-30,7.8
2014-06-02,7.9
2014-06-03,8.15
2014-06-04,8.25
2014-06-06,8.3
2014-06-09,8.35
2014-06-10,8.5
2014-06-11,8.8
2014-06-12,8.85
2014-06-13,8.6
2014-06-16,8.65
2014-06-17,8.6
2014-06-18,8.65
2014-06-19,8.65
2014-06-20,8.75
2014-06-23,8.6
2014-06-24,8.55
2014-06-25,8.65
2014-06-26,8.55
2014-06-27,8.55
2014-06-30,8.55
2014-07-01,8.55
2014-07-02,8.5
2014-07-03,8.45
2014-07-04,8.85
2014-07-07,9.2
2014-07-08,8.95
2014-07-09,9.4
2014-07-10,9.0
2014-07-11,8.65
2014-07-14,8.75
2014-07-15,9.05
2014-07-16,9.0
2014-07-17,9.35
2014-07-18,9.3
2014-07-21,9.5
2014-07-22,8.85
2014-07-23,8.6
2014-07-24,8.4
2014-07-25,8.45
2014-07-28,7.85
2014-07-30,8.05
2014-07-31,7.8
2014-08-01,8.55
2014-08-04,8.6
2014-08-05,9.05
2014-08-06,9.3
2014-08-07,9.6
2014-08-08,8.7
2014-08-11,9.6
2014-08-12,9.7
2014-08-13,10.15
2014-08-14,10.2
2014-08-18,10.25
2014-08-19,10.5
2014-08-20,11.35
2014-08-21,11.85
2014-08-22,11.9
2014-08-25,11.25
2014-08-26,10.45
2014-08-27,10.25
2014-08-28,11.0
2014-09-01,10.25
2014-09-02,10.4
2014-09-03,10.7
2014-09-04,10.55
2014-09-05,11.0
2014-09-08,11.45
2014-09-09,12.0
2014-09-10,13.3
2014-09-11,13.2
2014-09-12,13.35
2014-09-15,14.1
2014-09-16,12.5
2014-09-17,11.8
2014-09-18,12.4
2014-09-19,12.75
2014-09-22,11.9
2014-09-23,11.9
2014-09-24,11.9
2014-09-25,11.45
2014-09-26,9.75
2014-09-29,9.7
2014-09-30,10.0
2014-10-01,9.95
2014-10-07,10.45
2014-10-08,10.5
2014-10-09,10.7
2014-10-10,10.2
2014-10-13,10.65
2014-10-14,10.75
2014-10-16,10.3
2014-10-17,9.55
2014-10-20,10.15
2014-10-21,9.75
2014-10-22,10.3
2014-10-23,9.75
2014-10-27,10.35
2014-10-28,10.45
2014-10-29,10.4
2014-10-30,10.0
2014-10-31,9.9
2014-11-03,10.25
2014-11-05,9.9
2014-11-07,10.2
2014-11-10,10.45
2014-11-11,10.05
2014-11-12,10.3
2014-11-13,10.15
2014-11-14,10.1
2014-11-17,9.95
2014-11-18,9.65
2014-11-19,9.5
2014-11-20,9.4
2014-11-21,10.35
2014-11-24,10.15
2014-11-25,9.35
2014-11-26,9.2
2014-11-27,9.9
2014-11-28,9.3
2014-12-01,9.25
2014-12-02,9.4
2014-12-03,9.5
2014-12-04,9.7
2014-12-05,9.3
2014-12-08,9.45
2014-12-09,9.3
2014-12-10,9.8
2014-12-11,9.9
2014-12-12,9.4
2014-12-15,9.4
2014-12-16,8.9
2014-12-17,8.5
2014-12-18,9.9
2014-12-19,9.0
2014-12-22,8.9
2014-12-23,8.7
2014-12-24,8.35
2014-12-26,8.45
2014-12-29,8.8
2014-12-30,8.6
2014-12-31,8.6
2015-01-01,8.95
2015-01-02,10.7
2015-01-05,11.2
2015-01-06,11.4
2015-01-07,10.65
2015-01-08,10.6
2015-01-09,10.6
2015-01-12,10.9
2015-01-13,10.3
2015-01-14,10.2
2015-01-15,10.1
2015-01-16,10.0
2015-01-19,9.9
2015-01-20,10.15
2015-01-21,9.85
2015-01-22,9.65
2015-01-23,10.15
2015-01-27,10.65
2015-01-28,9.85
2015-01-29,10.1
2015-01-30,10.0
2015-02-03,9.8
2015-02-04,9.95
2015-02-05,10.05
2015-02-06,9.9
2015-02-09,10.65
2015-02-10,10.7
2015-02-11,10.0
2015-02-12,10.45
2015-02-13,10.55
2015-02-16,10.4
2015-02-18,11.15
2015-02-19,10.75
2015-02-20,10.35
2015-02-23,10.35
2015-02-24,10.6
2015-02-25,11.2
2015-02-26,10.85
2015-02-27,10.8
2015-02-28,10.6
2015-03-02,10.4
2015-03-03,11.2
2015-03-04,11.0
2015-03-05,10.7
2015-03-09,10.7
2015-03-10,10.3
2015-03-11,10.05
2015-03-12,9.85
2015-03-13,10.8
2015-03-16,10.6
2015-03-17,10.5
2015-03-18,10.05
2015-03-19,10.0
2015-03-20,9.9
2015-03-23,9.7
2015-03-24,9.9
2015-03-25,9.6
2015-03-26,9.85
2015-03-27,10.0
2015-03-31,9.5
2015-04-06,10.5
2015-04-07,10.45
2015-04-08,11.1
2015-04-09,10.4
2015-04-10,10.4
2015-04-13,10.05
2015-04-15,9.75
2015-04-16,10.15
