Date,RML
2013-01-01,140.0
2013-01-02,140.0
2013-01-03,138.3
2013-01-04,140.7
2013-01-07,142.5
2013-01-08,144.1
2013-01-09,150.45
2013-01-10,149.15
2013-01-11,150.6
2013-01-14,148.3
2013-01-15,149.25
2013-01-16,146.3
2013-01-17,145.7
2013-01-18,148.8
2013-01-21,151.3
2013-01-22,149.05
2013-01-23,139.9
2013-01-24,135.15
2013-01-25,137.9
2013-01-28,140.25
2013-01-29,140.1
2013-01-30,138.6
2013-01-31,137.65
2013-02-01,137.1
2013-02-04,134.4
2013-02-05,134.8
2013-02-06,131.05
2013-02-07,129.5
2013-02-08,128.0
2013-02-11,126.25
2013-02-12,126.0
2013-02-13,125.0
2013-02-14,125.5
2013-02-15,123.4
2013-02-18,126.2
2013-02-19,126.4
2013-02-20,126.0
2013-02-21,123.95
2013-02-22,125.55
2013-02-25,121.95
2013-02-26,121.0
2013-02-27,130.45
2013-02-28,121.3
2013-03-01,127.15
2013-03-04,129.5
2013-03-05,127.05
2013-03-06,128.1
2013-03-07,131.0
2013-03-08,129.85
2013-03-11,127.55
2013-03-12,122.55
2013-03-13,121.8
2013-03-14,119.3
2013-03-15,117.95
2013-03-18,114.6
2013-03-19,114.2
2013-03-20,114.6
2013-03-21,112.5
2013-03-22,112.3
2013-03-25,108.75
2013-03-26,109.6
2013-03-28,108.5
2013-04-01,117.5
2013-04-02,120.0
2013-04-03,118.65
2013-04-04,117.0
2013-04-05,116.5
2013-04-08,113.1
2013-04-09,116.3
2013-04-10,116.55
2013-04-12,112.95
2013-04-15,114.0
2013-04-16,115.05
2013-04-17,116.35
2013-04-18,117.75
2013-04-22,115.8
2013-04-23,116.1
2013-04-25,117.2
2013-04-26,119.8
2013-04-29,119.9
2013-04-30,117.0
2013-05-02,116.4
2013-05-03,116.8
2013-05-06,117.65
2013-05-07,117.05
2013-05-08,118.0
2013-05-09,119.5
2013-05-10,120.0
2013-05-11,121.0
2013-05-13,121.25
2013-05-14,117.15
2013-05-15,118.05
2013-05-16,129.8
2013-05-17,128.2
2013-05-20,128.55
2013-05-21,130.0
2013-05-22,132.1
2013-05-23,130.05
2013-05-24,130.0
2013-05-27,132.0
2013-05-28,127.55
2013-05-29,127.2
2013-05-30,128.05
2013-05-31,127.05
2013-06-03,128.1
2013-06-04,126.0
2013-06-05,125.75
2013-06-06,126.5
2013-06-07,126.2
2013-06-10,125.2
2013-06-11,125.75
2013-06-12,124.0
2013-06-13,122.35
2013-06-14,123.2
2013-06-17,123.0
2013-06-18,124.9
2013-06-19,127.0
2013-06-20,124.05
2013-06-21,126.45
2013-06-24,126.7
2013-06-25,125.6
2013-06-26,125.0
2013-06-27,124.8
2013-06-28,125.0
2013-07-01,125.9
2013-07-02,126.0
2013-07-03,125.25
2013-07-04,122.0
2013-07-05,122.0
2013-07-08,120.05
2013-07-12,116.5
2013-07-15,117.0
2013-07-16,109.0
2013-07-19,117.85
2013-07-22,115.0
2013-07-23,117.0
2013-07-24,118.9
2013-07-25,119.0
2013-07-26,121.0
2013-07-29,125.0
2013-07-31,115.0
2013-08-01,110.05
2013-08-02,110.25
2013-08-05,113.0
2013-08-06,115.0
2013-08-08,119.95
2013-08-12,109.0
2013-08-13,109.95
2013-08-14,121.95
2013-08-16,108.0
2013-08-19,109.05
2013-08-20,120.0
2013-08-21,105.5
2013-08-22,109.0
2013-08-26,111.0
2013-08-28,114.0
2013-08-29,112.6
2013-08-30,114.0
2013-09-02,110.0
2013-09-03,120.0
2013-09-05,112.1
2013-09-06,114.0
2013-09-10,118.8
2013-09-12,115.75
2013-09-13,117.0
2013-09-16,115.0
2013-09-17,119.5
2013-09-18,115.0
2013-09-19,116.25
2013-09-26,120.0
2013-10-01,115.1
2013-10-07,119.75
2013-10-09,125.0
2013-10-10,124.95
2013-10-11,124.0
2013-10-14,116.0
2013-10-15,117.05
2013-10-17,117.0
2013-10-22,117.95
2013-10-23,121.0
2013-10-24,130.0
2013-10-28,139.0
2013-10-29,132.0
2013-10-31,133.0
2013-11-03,139.0
2013-11-05,130.1
2013-11-06,137.8
2013-11-12,131.0
2013-11-13,127.0
2013-11-18,127.0
2013-11-19,132.5
2013-11-20,129.9
2013-11-21,130.0
2013-11-22,132.5
2013-11-27,126.05
2013-11-28,132.35
2013-12-02,130.0
2013-12-03,131.85
2013-12-04,130.5
2013-12-05,130.0
2013-12-10,130.0
2013-12-12,128.0
2013-12-16,125.0
2013-12-17,128.0
2013-12-19,128.8
2013-12-20,132.95
2013-12-23,128.9
2013-12-24,128.25
2013-12-26,129.1
2013-12-27,130.0
2013-12-30,127.55
2013-12-31,125.5
2014-01-01,128.0
2014-01-02,125.05
2014-01-03,125.25
2014-01-06,126.3
2014-01-07,126.0
2014-01-08,127.0
2014-01-09,127.0
2014-01-10,127.0
2014-01-13,128.0
2014-01-14,133.05
2014-01-15,134.85
2014-01-16,134.2
2014-01-17,131.4
2014-01-20,135.0
2014-01-21,133.7
2014-01-22,134.45
2014-01-23,128.5
2014-01-24,128.75
2014-01-27,124.9
2014-01-28,125.05
2014-01-29,131.0
2014-01-30,125.8
2014-01-31,128.6
2014-02-03,129.0
2014-02-04,130.95
2014-02-05,132.0
2014-02-06,133.1
2014-02-07,131.85
2014-02-10,130.0
2014-02-11,130.0
2014-02-12,130.0
2014-02-13,132.85
2014-02-17,130.1
2014-02-18,130.0
2014-02-19,130.0
2014-02-20,130.0
2014-02-21,131.05
2014-02-24,130.75
2014-02-25,132.7
2014-02-26,133.0
2014-02-28,130.55
2014-03-03,131.45
2014-03-04,133.75
2014-03-05,132.3
2014-03-06,136.45
2014-03-07,136.8
2014-03-10,135.0
2014-03-11,135.7
2014-03-12,134.6
2014-03-13,137.15
2014-03-14,133.1
2014-03-18,137.95
2014-03-19,138.75
2014-03-20,136.6
2014-03-21,140.55
2014-03-22,141.0
2014-03-24,145.45
2014-03-25,150.15
2014-03-26,180.1
2014-03-27,196.75
2014-03-28,188.4
2014-03-31,202.45
2014-04-01,205.25
2014-04-02,205.4
2014-04-03,205.7
2014-04-04,205.75
2014-04-07,204.6
2014-04-09,202.3
2014-04-10,206.7
2014-04-11,220.2
2014-04-15,210.1
2014-04-16,201.95
2014-04-17,221.75
2014-04-21,239.75
2014-04-22,234.75
2014-04-23,227.45
2014-04-25,224.15
2014-04-28,221.2
2014-04-29,216.65
2014-04-30,219.75
2014-05-02,222.0
2014-05-05,211.5
2014-05-06,206.6
2014-05-07,207.65
2014-05-08,207.5
2014-05-09,213.0
2014-05-12,208.0
2014-05-13,209.05
2014-05-14,212.5
2014-05-15,207.7
2014-05-16,201.5
2014-05-19,226.7
2014-05-20,231.8
2014-05-21,231.0
2014-05-22,259.55
2014-05-23,241.55
2014-05-26,243.0
2014-05-27,240.6
2014-05-28,254.1
2014-05-29,258.9
2014-05-30,255.5
2014-06-02,255.35
2014-06-03,277.6
2014-06-04,293.35
2014-06-05,295.35
2014-06-06,295.15
2014-06-09,322.75
2014-06-10,319.3
2014-06-11,321.55
