Date,MEGH
2013-01-01,7.1
2013-01-02,7.2
2013-01-03,7.3
2013-01-04,7.15
2013-01-07,7.15
2013-01-08,7.15
2013-01-09,7.15
2013-01-10,7.15
2013-01-11,7.15
2013-01-14,7.05
2013-01-15,7.1
2013-01-16,7.05
2013-01-17,7.2
2013-01-18,7.0
2013-01-21,7.0
2013-01-22,6.95
2013-01-23,6.95
2013-01-24,6.9
2013-01-25,7.0
2013-01-28,7.0
2013-01-29,6.95
2013-01-30,6.95
2013-01-31,6.95
2013-02-01,6.95
2013-02-04,6.9
2013-02-05,6.8
2013-02-06,6.9
2013-02-07,6.85
2013-02-08,6.95
2013-02-11,6.85
2013-02-12,6.75
2013-02-13,6.65
2013-02-14,6.45
2013-02-15,6.15
2013-02-18,6.1
2013-02-19,6.35
2013-02-20,6.4
2013-02-21,6.15
2013-02-22,6.15
2013-02-25,6.1
2013-02-26,6.05
2013-02-27,6.05
2013-02-28,6.0
2013-03-01,6.05
2013-03-04,5.85
2013-03-05,5.9
2013-03-06,6.2
2013-03-07,6.15
2013-03-08,6.1
2013-03-11,5.95
2013-03-12,5.9
2013-03-13,6.05
2013-03-14,6.0
2013-03-15,6.0
2013-03-18,5.95
2013-03-19,6.0
2013-03-20,5.9
2013-03-21,5.85
2013-03-22,5.75
2013-03-25,5.7
2013-03-26,5.75
2013-03-28,5.5
2013-04-01,5.65
2013-04-02,5.95
2013-04-03,5.8
2013-04-04,5.85
2013-04-05,5.95
2013-04-08,5.95
2013-04-09,5.95
2013-04-10,5.8
2013-04-11,5.85
2013-04-12,5.85
2013-04-15,5.85
2013-04-16,5.85
2013-04-17,5.85
2013-04-18,6.15
2013-04-22,5.95
2013-04-23,5.95
2013-04-25,6.1
2013-04-26,6.0
2013-04-29,6.0
2013-04-30,6.0
2013-05-02,6.0
2013-05-03,6.1
2013-05-06,6.1
2013-05-07,6.2
2013-05-08,6.35
2013-05-09,6.25
2013-05-10,6.2
2013-05-11,6.0
2013-05-13,6.0
2013-05-14,5.95
2013-05-15,5.95
2013-05-16,5.95
2013-05-17,5.95
2013-05-20,6.05
2013-05-21,5.95
2013-05-22,5.95
2013-05-23,5.85
2013-05-24,5.9
2013-05-27,5.9
2013-05-28,5.95
2013-05-29,5.95
2013-05-30,5.75
2013-05-31,5.8
2013-06-03,5.75
2013-06-04,5.7
2013-06-05,5.55
2013-06-06,5.4
2013-06-07,5.5
2013-06-10,5.35
2013-06-11,5.15
2013-06-12,5.25
2013-06-13,5.1
2013-06-14,5.1
2013-06-17,5.15
2013-06-18,5.3
2013-06-19,5.45
2013-06-20,5.35
2013-06-21,4.9
2013-06-24,4.7
2013-06-25,4.75
2013-06-26,4.35
2013-06-27,4.0
2013-06-28,4.0
2013-07-01,4.0
2013-07-02,4.0
2013-07-03,4.0
2013-07-04,4.0
2013-07-05,4.0
2013-07-08,4.0
2013-07-09,4.0
2013-07-10,4.0
2013-07-11,4.1
2013-07-12,4.05
2013-07-15,4.1
2013-07-16,4.15
2013-07-17,4.1
2013-07-18,4.05
2013-07-19,4.1
2013-07-22,4.0
2013-07-23,4.05
2013-07-24,3.95
2013-07-25,4.0
2013-07-26,3.95
2013-07-29,4.0
2013-07-30,3.85
2013-07-31,4.0
2013-08-01,3.95
2013-08-02,3.9
2013-08-05,3.95
2013-08-06,3.8
2013-08-07,3.95
2013-08-08,4.0
2013-08-12,4.25
2013-08-13,4.25
2013-08-14,4.25
2013-08-16,4.25
2013-08-19,4.25
2013-08-20,4.45
2013-08-21,4.15
2013-08-22,4.2
2013-08-23,4.2
2013-08-26,4.2
2013-08-27,4.2
2013-08-28,4.15
2013-08-29,4.1
2013-08-30,4.2
2013-09-02,4.45
2013-09-03,4.2
2013-09-04,4.25
2013-09-05,4.25
2013-09-06,4.25
2013-09-10,4.15
2013-09-11,4.35
2013-09-12,4.35
2013-09-13,4.35
2013-09-16,4.3
2013-09-17,4.3
2013-09-18,4.25
2013-09-19,4.1
2013-09-20,4.1
2013-09-23,4.1
2013-09-24,4.0
2013-09-25,4.1
2013-09-26,4.0
2013-09-27,4.0
2013-09-30,3.95
2013-10-01,4.0
2013-10-03,4.05
