Date,ARROWGREEN
2015-05-21,447.65
2015-05-22,457.75
2015-05-25,445.05
2015-05-26,446.55
2015-05-27,439.2
2015-05-28,421.35
2015-05-29,451.8
2015-06-01,472.9
2015-06-02,454.6
2015-06-03,434.7
2015-06-04,414.9
2015-06-05,410.1
2015-06-08,407.45
2015-06-09,389.25
2015-06-10,393.5
2015-06-11,395.7
2015-06-12,379.8
2015-06-15,362.05
2015-06-16,356.1
2015-06-17,385.45
2015-06-18,381.45
2015-06-19,385.7
2015-06-22,374.45
2015-06-23,379.1
2015-06-24,373.35
2015-06-25,364.6
2015-06-26,365.95
2015-06-29,394.4
2015-06-30,471.2
2015-07-01,474.95
2015-07-02,474.3
2015-07-03,469.75
2015-07-06,510.5
2015-07-07,491.35
2015-07-08,475.9
2015-07-09,467.75
2015-07-10,459.95
2015-07-13,463.75
2015-07-14,461.65
2015-07-15,499.75
2015-07-16,492.35
2015-07-17,485.35
2015-07-20,475.0
2015-07-21,493.1
2015-07-22,512.6
2015-07-23,524.7
2015-07-24,515.85
2015-07-27,492.7
2015-07-28,481.55
2015-07-29,501.65
2015-07-30,490.05
2015-07-31,488.95
2015-08-03,480.25
2015-08-04,483.95
2015-08-05,481.5
2015-08-06,470.1
2015-08-07,460.4
2015-08-10,461.7
2015-08-11,466.1
2015-08-12,449.85
2015-08-13,461.25
2015-08-14,473.0
2015-08-17,481.4
2015-08-18,489.4
2015-08-19,537.65
2015-08-20,524.4
2015-08-21,524.8
2015-08-24,457.0
2015-08-25,465.0
2015-08-26,463.0
2015-08-27,491.2
2015-08-28,487.65
2015-08-31,471.75
2015-09-01,446.35
2015-09-02,445.35
2015-09-03,464.7
2015-09-04,428.4
2015-09-07,399.35
2015-09-08,406.6
2015-09-09,438.75
2015-09-10,441.7
2015-09-11,435.8
2015-09-14,439.4
2015-09-15,435.2
2015-09-16,430.45
2015-09-18,432.95
2015-09-21,428.6
2015-09-22,435.45
2015-09-23,442.9
2015-09-24,519.1
2015-09-28,495.8
2015-09-29,490.0
2015-09-30,483.15
2015-10-01,471.15
2015-10-05,495.35
2015-10-06,557.4
2015-10-07,536.9
2015-10-08,548.45
2015-10-09,539.4
2015-10-12,531.65
2015-10-13,540.25
2015-10-14,556.3
2015-10-15,550.55
2015-10-16,545.15
2015-10-19,654.15
2015-10-20,641.95
2015-10-21,664.6
2015-10-23,622.55
2015-10-26,606.8
2015-10-27,598.45
2015-10-28,610.7
2015-10-29,657.2
2015-10-30,624.4
2015-11-02,615.85
2015-11-03,632.4
2015-11-04,635.5
2015-11-05,637.0
2015-11-06,616.25
2015-11-09,643.65
2015-11-10,660.0
2015-11-11,651.7
2015-11-13,671.65
2015-11-16,673.55
2015-11-17,682.65
2015-11-18,720.0
2015-11-19,737.65
2015-11-20,773.95
2015-11-23,732.2
2015-11-24,733.2
2015-11-26,727.35
2015-11-27,723.1
2015-11-30,751.5
2015-12-01,770.45
2015-12-02,744.75
2015-12-03,753.2
2015-12-04,727.5
2015-12-07,715.3
2015-12-08,690.9
2015-12-09,666.7
2015-12-10,673.75
2015-12-11,661.9
2015-12-14,651.65
2015-12-15,646.65
2015-12-16,683.3
2015-12-17,739.5
2015-12-18,723.3
2015-12-21,734.85
2015-12-22,828.35
2015-12-23,824.2
2015-12-24,831.85
2015-12-28,813.75
2015-12-29,797.3
2015-12-30,823.9
2015-12-31,814.8
2016-01-01,806.1
2016-01-04,802.05
2016-01-05,803.85
2016-01-06,801.8
2016-01-07,761.3
2016-01-08,812.7
2016-01-11,788.5
2016-01-12,769.25
2016-01-13,722.45
2016-01-14,709.35
2016-01-15,681.45
2016-01-18,599.4
2016-01-19,625.9
2016-01-20,632.8
2016-01-21,624.05
2016-01-22,645.0
2016-01-25,638.1
2016-01-27,696.25
2016-01-28,677.0
2016-01-29,682.75
2016-02-01,690.2
2016-02-02,665.3
2016-02-03,619.95
2016-02-04,622.55
2016-02-05,627.85
2016-02-08,589.0
2016-02-09,553.35
2016-02-10,535.9
2016-02-11,449.8
2016-02-12,436.15
2016-02-15,479.75
2016-02-16,494.3
2016-02-17,509.55
2016-02-18,487.8
2016-02-19,488.05
2016-02-22,487.05
2016-02-23,459.5
2016-02-24,446.45
2016-02-25,420.4
2016-02-26,410.45
2016-02-29,423.25
2016-03-01,465.55
2016-03-02,491.65
2016-03-03,494.65
