Date,AVANTIFEED
2015-04-15,1776.25
2015-04-16,1715.6
2015-04-17,1696.75
2015-04-20,1680.6
2015-04-21,1598.05
2015-04-22,1599.9
2015-04-23,1571.3
2015-04-24,1527.55
2015-04-27,1557.75
2015-04-28,1527.7
2015-04-29,1606.9
2015-04-30,1733.45
2015-05-04,1786.4
2015-05-05,1804.05
2015-05-06,1726.2
2015-05-07,1647.8
2015-05-08,1686.85
2015-05-11,1681.95
2015-05-12,1674.7
2015-05-13,1669.15
2015-05-14,1681.8
2015-05-15,1665.25
2015-05-18,1665.75
2015-05-19,1666.9
2015-05-20,1666.05
2015-05-21,1617.8
2015-05-22,1618.35
2015-05-25,1586.15
2015-05-26,1599.8
2015-05-27,1593.75
2015-05-28,1587.7
2015-05-29,1591.75
2015-06-01,1601.4
2015-06-02,1583.3
2015-06-03,1558.75
2015-06-04,1552.3
2015-06-05,1550.5
2015-06-08,1551.3
2015-06-09,1543.3
2015-06-10,1543.4
2015-06-11,1508.6
2015-06-12,1490.95
2015-06-15,1499.75
2015-06-16,1509.4
2015-06-17,1531.1
2015-06-18,1575.0
2015-06-19,1580.65
2015-06-22,1576.25
2015-06-23,1559.75
2015-06-24,1560.15
2015-06-25,1558.3
2015-06-26,1561.0
2015-06-29,1533.8
2015-06-30,1540.5
2015-07-01,1534.65
2015-07-02,1576.85
2015-07-03,1678.25
2015-07-06,1790.2
2015-07-07,1781.5
2015-07-08,1921.7
2015-07-09,2022.65
2015-07-10,2080.2
2015-07-13,2236.55
2015-07-14,2241.7
2015-07-15,2200.95
2015-07-16,2284.05
2015-07-17,2256.7
2015-07-20,2178.5
2015-07-21,2121.95
2015-07-22,2091.6
2015-07-23,2064.2
2015-07-24,2138.25
2015-07-27,2205.2
2015-07-28,2201.05
2015-07-29,2308.65
2015-07-30,2338.5
2015-07-31,2405.75
2015-08-03,2509.7
2015-08-04,2568.05
2015-08-05,2561.75
2015-08-06,2430.75
2015-08-07,2548.6
2015-08-10,2936.35
2015-08-11,2794.35
2015-08-12,2750.45
2015-08-13,2688.45
2015-08-14,2870.25
2015-08-17,3025.9
2015-08-18,3177.95
2015-08-19,3119.0
2015-08-20,3032.75
2015-08-21,3057.2
2015-08-24,2632.35
2015-08-25,2630.4
2015-08-26,2551.1
2015-08-27,2588.0
2015-08-28,2662.85
2015-08-31,2620.55
2015-09-01,2525.9
2015-09-02,2508.1
2015-09-03,2677.9
2015-09-04,2694.95
2015-09-07,2660.2
2015-09-08,2623.85
2015-09-09,2731.4
2015-09-10,2731.0
2015-09-11,2830.9
2015-09-14,2878.75
2015-09-15,2838.45
2015-09-16,2842.9
2015-09-18,2915.8
2015-09-21,2873.2
2015-09-22,2880.9
2015-09-23,2906.95
2015-09-24,2950.55
2015-09-28,3055.55
2015-09-29,3159.6
2015-09-30,3224.1
2015-10-01,3171.95
2015-10-05,3297.85
2015-10-06,3272.45
2015-10-07,3290.45
2015-10-08,3296.35
2015-10-09,3338.05
2015-10-12,3300.05
2015-10-13,3274.25
2015-10-14,3271.85
2015-10-15,3274.35
2015-10-16,3149.0
2015-10-19,2865.15
2015-10-20,2898.5
2015-10-21,2917.3
2015-10-23,3003.25
2015-10-26,3012.55
2015-10-27,2942.1
2015-10-28,2937.45
2015-10-29,2911.85
2015-10-30,2735.25
2015-11-02,2590.2
2015-11-03,2594.4
2015-11-04,2721.6
2015-11-05,2734.25
2015-11-06,2687.6
2015-11-09,2544.55
2015-11-10,2600.75
2015-11-11,2593.8
2015-11-13,2492.85
2015-11-16,2464.1
2015-11-17,2513.2
2015-11-18,2642.6
2015-11-19,2747.1
2015-11-20,2811.45
2015-11-23,2639.8
2015-11-24,2636.5
2015-11-26,521.4
2015-11-27,502.0
2015-11-30,484.65
2015-12-01,493.7
2015-12-02,497.8
2015-12-03,489.5
2015-12-04,488.25
2015-12-07,482.35
2015-12-08,495.3
2015-12-09,489.9
2015-12-10,486.7
2015-12-11,470.65
2015-12-14,460.5
2015-12-15,449.95
2015-12-16,442.35
2015-12-17,459.45
2015-12-18,476.35
2015-12-21,465.7
2015-12-22,452.95
2015-12-23,462.85
2015-12-24,452.75
2015-12-28,451.25
2015-12-29,446.8
2015-12-30,443.9
2015-12-31,439.7
2016-01-01,427.55
2016-01-04,413.9
2016-01-05,424.1
2016-01-06,429.25
2016-01-07,421.05
2016-01-08,425.25
2016-01-11,417.4
2016-01-12,400.25
2016-01-13,393.95
2016-01-14,396.95
2016-01-15,384.5
2016-01-18,347.05
2016-01-19,345.75
2016-01-20,350.7
2016-01-21,353.15
2016-01-22,375.55
2016-01-25,394.6
2016-01-27,381.25
2016-01-28,372.85
2016-01-29,393.55
2016-02-01,428.85
2016-02-02,416.6
2016-02-03,413.3
2016-02-04,410.2
2016-02-05,414.45
2016-02-08,420.45
2016-02-09,419.7
2016-02-10,407.85
2016-02-11,382.85
2016-02-12,381.0
2016-02-15,390.85
2016-02-16,387.45
2016-02-17,383.15
2016-02-18,388.25
2016-02-19,386.4
2016-02-22,385.7
2016-02-23,381.35
2016-02-24,383.8
2016-02-25,381.25
2016-02-26,367.2
2016-02-29,361.5
2016-03-01,379.3
2016-03-02,385.7
2016-03-03,382.2
2016-03-04,403.35
2016-03-08,404.15
2016-03-09,407.4
2016-03-10,414.1
2016-03-11,412.1
2016-03-14,414.0
2016-03-15,404.85
2016-03-16,405.75
2016-03-17,397.25
2016-03-18,401.75
2016-03-21,399.05
2016-03-22,404.3
2016-03-23,400.45
2016-03-28,391.85
2016-03-29,390.85
2016-03-30,398.75
2016-03-31,397.8
2016-04-01,400.55
2016-04-04,409.75
2016-04-05,399.85
2016-04-06,397.85
2016-04-07,399.6
2016-04-08,400.55
2016-04-11,413.75
2016-04-12,463.5
2016-04-13,468.25
2016-04-18,460.0
2016-04-20,460.95
2016-04-21,459.0
2016-04-22,458.0
2016-04-25,450.45
2016-04-26,453.6
2016-04-27,452.5
2016-04-28,441.7
2016-04-29,440.65
2016-05-02,437.7
2016-05-03,445.35
2016-05-04,445.55
2016-05-05,466.9
2016-05-06,456.6
2016-05-09,454.05
2016-05-10,450.15
2016-05-11,448.7
2016-05-12,459.45
2016-05-13,463.0
2016-05-16,466.35
2016-05-17,470.95
2016-05-18,465.5
2016-05-19,460.9
2016-05-20,463.4
2016-05-23,469.25
