Date,MANINFRA
2013-01-01,174.8
2013-01-02,172.5
2013-01-03,174.1
2013-01-04,176.7
2013-01-07,173.45
2013-01-08,172.85
2013-01-09,172.05
2013-01-10,169.75
2013-01-11,170.05
2013-01-14,171.9
2013-01-15,172.55
2013-01-16,174.35
2013-01-17,184.65
2013-01-18,183.7
2013-01-21,182.05
2013-01-22,182.55
2013-01-23,179.75
2013-01-24,177.0
2013-01-25,179.7
2013-01-28,182.0
2013-01-29,179.75
2013-01-30,180.75
2013-01-31,182.15
2013-02-01,180.7
2013-02-04,179.4
2013-02-05,177.35
2013-02-06,177.05
2013-02-07,174.85
2013-02-08,174.5
2013-02-11,177.0
2013-02-12,174.75
2013-02-13,171.65
2013-02-14,177.5
2013-02-15,178.45
2013-02-18,179.05
2013-02-19,180.3
2013-02-20,180.5
2013-02-21,178.95
2013-02-22,179.85
2013-02-25,179.95
2013-02-26,175.7
2013-02-27,174.6
2013-02-28,170.95
2013-03-01,175.8
2013-03-04,167.4
2013-03-05,160.35
2013-03-06,163.95
2013-03-07,164.8
2013-03-08,169.6
2013-03-11,165.4
2013-03-12,162.05
2013-03-13,163.15
2013-03-14,165.95
2013-03-15,162.1
2013-03-18,160.1
2013-03-19,157.55
2013-03-20,154.6
2013-03-21,154.9
2013-03-22,152.75
2013-03-25,150.5
2013-03-26,146.8
2013-03-28,145.1
2013-04-01,154.55
2013-04-02,159.0
2013-04-03,155.85
2013-04-04,154.55
2013-04-05,155.4
2013-04-08,153.5
2013-04-09,151.5
2013-04-10,150.8
2013-04-11,158.2
2013-04-12,154.1
2013-04-15,155.0
2013-04-16,153.0
2013-04-17,152.05
2013-04-18,151.9
2013-04-22,156.0
2013-04-23,153.35
2013-04-25,150.55
2013-04-26,150.3
2013-04-29,150.0
2013-04-30,148.95
2013-05-02,152.2
2013-05-03,149.8
2013-05-06,149.65
2013-05-07,149.75
2013-05-08,146.95
2013-05-09,147.95
2013-05-10,147.1
2013-05-11,150.0
2013-05-13,145.0
2013-05-14,146.4
2013-05-15,148.85
2013-05-16,147.55
2013-05-17,147.4
2013-05-20,145.9
2013-05-21,154.15
2013-05-22,152.85
2013-05-23,150.2
2013-05-24,151.9
2013-05-27,151.65
2013-05-28,150.5
2013-05-29,149.4
2013-05-30,150.0
2013-05-31,146.9
2013-06-03,149.35
2013-06-04,145.25
2013-06-05,143.05
2013-06-06,141.55
2013-06-07,141.3
2013-06-10,140.1
2013-06-11,136.6
2013-06-12,142.05
2013-06-13,136.65
2013-06-14,138.65
2013-06-17,137.55
2013-06-18,145.2
2013-06-19,148.0
2013-06-20,149.15
2013-06-21,149.3
2013-06-24,147.05
2013-06-25,147.95
2013-06-26,144.65
2013-06-27,142.25
2013-06-28,144.5
2013-07-01,144.35
2013-07-02,149.65
2013-07-03,150.15
2013-07-04,149.2
2013-07-05,149.65
2013-07-08,149.0
2013-07-09,149.9
2013-07-10,148.1
2013-07-11,149.2
2013-07-12,146.1
2013-07-15,148.45
2013-07-16,145.0
2013-07-17,144.65
2013-07-18,145.3
2013-07-19,145.2
2013-07-22,143.55
2013-07-23,144.35
2013-07-24,139.55
2013-07-25,134.35
2013-07-26,141.0
2013-07-29,134.9
2013-07-30,126.4
2013-07-31,121.55
2013-08-01,128.2
2013-08-02,124.45
2013-08-05,121.1
2013-08-06,122.85
2013-08-07,135.85
2013-08-08,146.65
2013-08-12,142.6
2013-08-13,142.4
2013-08-14,136.5
2013-08-16,133.25
2013-08-19,126.75
2013-08-20,123.45
2013-08-21,122.2
2013-08-22,131.65
2013-08-23,140.2
2013-08-26,141.55
2013-08-27,137.5
2013-08-28,141.8
2013-08-29,140.05
2013-08-30,138.9
2013-09-02,138.5
2013-09-03,127.2
2013-09-04,130.1
2013-09-05,128.9
2013-09-06,130.45
2013-09-10,130.7
2013-09-11,131.6
2013-09-12,128.45
2013-09-13,128.8
2013-09-16,125.4
2013-09-17,126.0
2013-09-18,125.25
2013-09-19,126.2
2013-09-20,124.55
2013-09-23,121.4
2013-09-24,118.85
2013-09-25,115.4
2013-09-26,118.15
2013-09-27,122.5
2013-09-30,121.7
2013-10-01,123.25
2013-10-03,123.95
2013-10-04,124.3
2013-10-07,122.05
2013-10-08,122.45
2013-10-09,121.95
2013-10-10,121.2
2013-10-11,121.25
2013-10-14,123.15
2013-10-15,120.45
2013-10-17,120.7
2013-10-18,120.0
2013-10-21,121.2
