Date,HSCL
2013-01-01,24.9
2013-01-02,25.15
2013-01-03,24.85
2013-01-04,24.4
2013-01-07,24.6
2013-01-08,24.35
2013-01-09,24.35
2013-01-10,23.75
2013-01-11,23.65
2013-01-14,23.5
2013-01-15,23.4
2013-01-16,22.85
2013-01-17,22.7
2013-01-18,22.65
2013-01-21,22.35
2013-01-22,22.25
2013-01-23,22.85
2013-01-24,22.75
2013-01-25,22.6
2013-01-28,22.6
2013-01-29,22.4
2013-01-30,22.15
2013-01-31,22.05
2013-02-01,22.0
2013-02-04,24.5
2013-02-05,23.6
2013-02-06,23.75
2013-02-07,22.85
2013-02-08,22.2
2013-02-11,22.25
2013-02-12,22.0
2013-02-13,21.65
2013-02-14,19.85
2013-02-15,19.3
2013-02-18,19.5
2013-02-19,19.0
2013-02-20,19.6
2013-02-21,19.15
2013-02-22,18.8
2013-02-25,18.4
2013-02-26,17.75
2013-02-27,17.7
2013-02-28,17.65
2013-03-01,16.55
2013-03-04,15.55
2013-03-05,15.8
2013-03-06,14.75
2013-03-07,14.95
2013-03-08,15.45
2013-03-11,15.05
2013-03-12,15.5
2013-03-13,16.0
2013-03-14,16.05
2013-03-15,15.85
2013-03-18,15.75
2013-03-19,15.35
2013-03-20,14.55
2013-03-21,14.05
2013-03-22,13.6
2013-03-25,13.35
2013-03-26,13.6
2013-03-28,12.95
2013-04-01,13.0
2013-04-02,13.1
2013-04-03,13.0
2013-04-04,13.0
2013-04-05,13.25
2013-04-08,13.35
2013-04-09,13.0
2013-04-10,13.0
2013-04-11,13.15
2013-04-12,13.1
2013-04-15,13.15
2013-04-16,13.05
2013-04-17,12.6
2013-04-18,12.9
2013-04-22,13.0
2013-04-23,13.0
2013-04-25,13.0
2013-04-26,12.7
2013-04-29,13.6
2013-04-30,13.55
2013-05-02,13.0
2013-05-03,13.6
2013-05-06,13.45
2013-05-07,13.65
2013-05-08,13.65
2013-05-09,13.55
2013-05-10,13.75
2013-05-11,13.8
2013-05-13,13.2
2013-05-14,13.7
2013-05-15,13.4
2013-05-16,15.7
2013-05-17,18.7
2013-05-20,22.4
2013-05-21,22.9
2013-05-22,20.8
2013-05-23,19.1
2013-05-24,18.6
2013-05-27,18.85
2013-05-28,18.7
2013-05-29,18.2
2013-05-30,17.85
2013-05-31,17.05
2013-06-03,16.35
2013-06-04,15.65
2013-06-05,16.4
2013-06-06,16.8
2013-06-07,16.8
2013-06-10,16.95
2013-06-11,16.6
2013-06-12,16.65
2013-06-13,16.45
2013-06-14,16.05
2013-06-17,16.6
2013-06-18,16.6
2013-06-19,16.95
2013-06-20,16.25
2013-06-21,16.4
2013-06-24,15.65
2013-06-25,14.9
2013-06-26,15.05
2013-06-27,14.75
2013-06-28,14.55
2013-07-01,15.25
2013-07-02,16.0
2013-07-03,15.7
2013-07-04,15.5
2013-07-05,15.6
2013-07-08,15.4
2013-07-09,15.2
2013-07-10,14.95
2013-07-11,14.9
2013-07-12,15.0
2013-07-15,14.85
2013-07-16,14.6
2013-07-17,14.55
2013-07-18,14.9
2013-07-19,14.35
2013-07-22,14.25
2013-07-23,14.25
2013-07-24,14.4
2013-07-25,14.15
2013-07-26,14.45
2013-07-29,13.95
2013-07-30,13.9
2013-07-31,13.75
2013-08-01,13.95
2013-08-02,13.95
2013-08-05,13.7
2013-08-06,13.5
2013-08-07,13.7
2013-08-08,13.95
2013-08-12,15.45
2013-08-13,15.2
2013-08-14,13.85
2013-08-16,13.3
2013-08-19,13.1
2013-08-20,13.0
2013-08-21,12.9
2013-08-22,12.9
2013-08-23,12.85
2013-08-26,13.25
