Date,XCHANGING
2013-01-01,14.1
2013-01-02,14.05
2013-01-03,14.0
2013-01-04,14.35
2013-01-07,14.85
2013-01-08,15.2
2013-01-09,15.45
2013-01-10,15.5
2013-01-11,15.0
2013-01-14,14.45
2013-01-15,14.8
2013-01-16,14.85
2013-01-17,14.15
2013-01-18,14.35
2013-01-21,13.95
2013-01-22,14.4
2013-01-23,14.5
2013-01-24,14.85
2013-01-25,14.05
2013-01-28,14.0
2013-01-29,14.0
2013-01-30,14.45
2013-01-31,13.4
2013-02-01,13.75
2013-02-04,13.6
2013-02-05,13.2
2013-02-06,13.45
2013-02-07,14.0
2013-02-08,16.1
2013-02-11,17.9
2013-02-12,15.55
2013-02-13,15.05
2013-02-14,14.1
2013-02-15,13.75
2013-02-18,13.95
2013-02-19,15.0
2013-02-20,15.0
2013-02-21,14.3
2013-02-22,13.9
2013-02-25,14.35
2013-02-26,13.75
2013-02-27,13.85
2013-02-28,13.9
2013-03-01,14.0
2013-03-04,13.25
2013-03-05,12.25
2013-03-06,12.3
2013-03-07,12.75
2013-03-08,12.75
2013-03-11,13.0
2013-03-12,13.15
2013-03-13,13.2
2013-03-14,12.85
2013-03-15,12.55
2013-03-18,12.15
2013-03-19,13.25
2013-03-20,12.35
2013-03-21,12.2
2013-03-22,11.15
2013-03-25,10.75
2013-03-26,10.65
2013-03-28,12.15
2013-04-01,12.2
2013-04-02,12.2
2013-04-03,12.55
2013-04-04,12.0
2013-04-05,12.25
2013-04-09,12.4
2013-04-10,11.5
2013-04-11,13.05
2013-04-12,12.25
2013-04-15,12.9
2013-04-16,12.0
2013-04-17,11.9
2013-04-18,11.75
2013-04-22,11.8
2013-04-23,12.2
2013-04-25,11.45
2013-04-26,11.05
2013-04-29,11.35
2013-04-30,11.2
2013-05-02,11.25
2013-05-03,11.35
2013-05-06,11.05
2013-05-07,12.05
2013-05-08,12.4
2013-05-09,12.0
2013-05-10,12.0
2013-05-11,12.0
2013-05-13,12.35
2013-05-14,11.95
2013-05-15,11.95
2013-05-16,11.85
2013-05-17,11.65
2013-05-20,11.5
2013-05-22,11.25
2013-05-23,11.05
2013-05-24,11.15
2013-05-27,10.95
2013-05-28,10.75
2013-05-29,10.55
2013-05-30,10.5
2013-05-31,10.6
2013-06-03,10.3
2013-06-04,10.35
2013-06-05,10.2
2013-06-06,10.05
2013-06-07,10.5
2013-06-10,10.0
2013-06-11,9.3
2013-06-12,9.05
2013-06-13,8.45
2013-06-14,8.6
2013-06-17,8.65
2013-06-18,8.65
2013-06-19,8.7
2013-06-20,8.5
2013-06-21,8.85
2013-06-24,8.05
2013-06-25,8.5
2013-06-26,8.4
2013-06-27,8.5
2013-06-28,8.85
2013-07-01,8.5
2013-07-02,9.0
2013-07-03,9.25
2013-07-04,9.35
2013-07-05,9.35
2013-07-08,9.4
2013-07-09,8.95
2013-07-10,9.3
2013-07-11,8.95
2013-07-12,9.15
2013-07-15,9.05
2013-07-16,8.95
2013-07-17,8.85
2013-07-18,8.8
2013-07-19,9.3
2013-07-22,8.85
2013-07-23,8.85
2013-07-24,8.95
2013-07-25,9.05
2013-07-26,9.1
2013-07-29,8.3
2013-07-30,8.3
2013-07-31,8.1
2013-08-01,8.0
2013-08-02,7.9
2013-08-05,7.2
2013-08-06,7.05
2013-08-07,7.25
2013-08-08,7.95
2013-08-12,8.1
2013-08-13,8.3
2013-08-14,8.05
2013-08-16,7.3
2013-08-19,7.1
2013-08-20,7.1
2013-08-21,6.9
2013-08-22,7.25
2013-08-23,7.55
2013-08-26,7.15
2013-08-27,7.5
2013-08-28,7.5
2013-08-29,8.15
2013-08-30,8.15
2013-09-02,8.85
2013-09-03,10.25
2013-09-04,12.3
2013-09-05,13.05
2013-09-06,12.55
2013-09-10,12.45
2013-09-11,12.4
2013-09-12,11.2
2013-09-13,10.15
2013-11-29,11.05
2013-12-02,11.25
2013-12-03,10.95
2013-12-04,11.05
2013-12-05,10.8
2013-12-06,10.7
2013-12-09,10.55
2013-12-10,10.6
2013-12-11,10.75
2013-12-12,10.65
2013-12-13,10.95
2013-12-16,11.45
2013-12-17,11.55
2013-12-18,11.15
2013-12-19,10.9
2013-12-20,11.4
2013-12-23,11.2
2013-12-24,11.2
2013-12-26,11.4
2013-12-27,11.25
2013-12-30,11.5
2013-12-31,12.05
2014-01-01,12.65
2014-01-02,13.0
2014-01-03,13.15
2014-01-06,13.8
2014-01-07,14.45
2014-01-08,15.15
2014-01-09,15.9
2014-01-10,16.65
2014-01-13,17.45
2014-01-14,16.85
2014-01-15,16.15
2014-01-16,16.05
2014-01-17,15.3
2014-01-20,14.9
2014-01-21,14.5
2014-01-22,15.2
2014-01-23,15.95
2014-01-24,15.2
2014-01-27,15.05
2014-01-28,14.4
2014-01-29,14.1
2014-01-30,13.75
2014-01-31,14.4
2014-02-03,14.8
2014-02-04,15.35
2014-02-05,14.75
2014-02-06,14.35
2014-02-07,14.4
2014-02-10,14.7
2014-02-11,14.35
2014-02-12,14.15
2014-02-13,13.65
2014-02-14,13.3
2014-02-17,12.65
2014-02-18,12.55
2014-02-19,13.15
2014-02-20,13.8
2014-02-21,14.45
2014-02-24,15.15
2014-02-25,15.9
2014-02-26,16.65
2014-02-28,16.2
2014-03-03,17.0
2014-03-04,17.85
2014-03-05,18.7
2014-03-06,19.6
2014-03-07,20.5
2014-03-10,21.25
2014-03-11,20.95
2014-03-12,19.95
2014-03-13,19.0
2014-03-14,18.05
2014-03-18,17.4
2014-03-19,17.4
2014-03-20,17.5
2014-03-21,18.1
2014-03-22,17.5
2014-03-24,17.5
2014-03-25,17.1
2014-03-26,17.45
2014-03-27,16.8
2014-03-28,17.5
2014-03-31,18.35
2014-04-01,19.25
2014-04-02,20.2
2014-04-03,19.95
2014-04-04,19.25
2014-04-07,19.0
2014-04-09,19.65
2014-04-10,18.9
2014-04-11,18.3
2014-04-15,18.6
2014-04-16,19.0
2014-04-17,18.55
2014-04-21,18.15
2014-04-22,18.0
2014-04-23,18.0
2014-04-25,17.85
2014-04-28,17.0
2014-04-29,16.9
2014-04-30,17.0
2014-05-02,16.85
2014-05-05,17.45
2014-05-06,16.9
2014-05-07,16.75
2014-05-08,15.8
2014-05-09,16.1
2014-05-12,15.85
2014-05-13,16.25
2014-05-14,16.55
2014-05-15,16.6
2014-05-16,15.95
2014-05-19,16.85
2014-05-20,17.8
2014-05-21,19.15
2014-05-22,20.65
2014-05-23,20.8
2014-05-26,20.9
2014-05-27,20.0
2014-05-28,19.85
2014-05-29,19.0
2014-05-30,18.05
2014-06-02,18.45
2014-06-03,18.35
2014-06-04,18.35
2014-06-05,18.4
2014-06-06,18.85
2014-06-09,19.6
2014-06-10,19.95
2014-06-11,20.85
2014-06-12,21.5
2014-06-13,20.5
2014-06-16,19.6
2014-06-17,19.5
2014-06-18,19.2
2014-06-19,19.5
2014-06-20,19.6
2014-06-23,19.25
2014-06-24,19.95
2014-06-25,19.7
2014-06-26,19.55
2014-06-27,19.45
2014-06-30,19.75
2014-07-01,19.55
2014-07-02,19.6
2014-07-03,19.4
2014-07-04,19.55
2014-07-07,19.25
2014-07-08,19.25
2014-07-09,19.0
2014-07-10,18.8
2014-07-11,18.75
2014-07-14,18.05
2014-07-15,19.25
2014-07-16,19.0
2014-07-17,19.0
2014-07-18,20.1
2014-07-21,22.1
2014-07-22,24.3
2014-07-23,24.1
2014-07-24,22.9
2014-07-25,21.8
2014-07-28,21.1
2014-07-30,20.75
2014-07-31,20.2
2014-08-01,19.9
2014-08-04,20.6
2014-08-05,21.6
2014-08-06,22.65
2014-08-07,23.7
2014-08-08,22.9
2014-08-11,22.75
2014-08-12,22.75
2014-08-13,21.7
2014-08-14,21.15
2014-08-18,21.95
2014-08-19,22.35
2014-08-20,23.45
2014-08-21,24.6
2014-08-22,25.8
2014-08-25,26.9
2014-08-26,26.7
2014-08-27,26.95
2014-08-28,28.25
2014-09-01,29.65
2014-09-02,31.1
2014-09-03,32.65
2014-09-04,34.25
2014-09-05,35.95
2014-09-08,37.7
2014-09-09,39.55
2014-09-10,41.5
2014-09-11,43.55
2014-09-12,45.7
2014-09-15,47.95
2014-09-16,45.6
2014-09-17,43.35
2014-09-18,41.6
2014-09-19,40.4
2014-09-22,42.4
2014-09-23,40.85
2014-09-24,38.85
2014-09-25,36.95
2014-09-26,35.95
2014-09-29,37.7
2014-09-30,39.55
2014-10-01,41.5
2014-10-07,42.85
2014-10-08,40.3
2014-10-09,39.6
2014-10-10,37.35
2014-10-13,39.3
2014-10-14,38.95
2014-10-16,36.7
2014-10-17,38.0
2014-10-20,36.85
2014-10-21,35.9
2014-10-22,35.9
2014-10-23,37.3
2014-10-27,38.25
2014-10-28,38.3
2014-10-29,42.1
2014-10-30,46.3
2014-10-31,48.5
2014-11-03,47.3
2014-11-05,48.65
2014-11-07,46.25
2014-11-10,44.15
2014-11-11,41.95
2014-11-12,42.2
2014-11-13,40.95
2014-11-14,41.45
2014-11-17,39.55
2014-11-18,41.5
2014-11-19,41.65
2014-11-20,41.75
2014-11-21,40.65
2014-11-24,40.55
2014-11-25,38.9
2014-11-26,39.05
2014-11-27,38.85
2014-11-28,38.95
2014-12-01,39.05
2014-12-02,38.35
2014-12-03,37.3
2014-12-04,37.6
2014-12-05,41.35
2014-12-08,43.6
2014-12-09,41.55
2014-12-10,39.55
2014-12-11,39.6
2014-12-12,37.15
2014-12-15,37.1
2014-12-16,36.35
2014-12-17,35.8
2014-12-18,36.7
2014-12-19,37.0
2014-12-22,37.3
2014-12-23,38.7
2014-12-24,37.75
2014-12-26,37.7
2014-12-29,39.05
2014-12-30,39.7
2014-12-31,39.25
2015-01-01,39.8
2015-01-02,40.3
2015-01-05,40.2
2015-01-06,39.45
2015-01-07,38.9
2015-01-08,40.95
2015-01-09,40.55
2015-01-12,42.25
2015-01-13,42.15
2015-01-14,42.0
2015-01-15,41.0
2015-01-16,40.2
2015-01-19,41.0
2015-01-20,40.8
2015-01-21,39.8
2015-01-22,38.9
2015-01-23,38.45
2015-01-27,38.65
2015-01-28,37.5
2015-01-29,37.6
2015-01-30,36.75
2015-02-02,36.15
2015-02-03,37.85
2015-02-04,38.5
2015-02-05,37.3
2015-02-06,35.95
2015-02-09,35.15
2015-02-10,34.45
2015-02-11,35.75
2015-02-12,39.35
2015-02-13,37.15
2015-02-16,34.8
2015-02-18,35.6
2015-02-19,35.5
2015-02-20,36.7
2015-02-23,35.95
2015-02-24,36.3
2015-02-25,36.3
2015-02-26,37.3
2015-02-27,36.3
2015-02-28,38.05
2015-03-02,37.3
2015-03-03,36.5
2015-03-04,36.35
2015-03-05,35.25
2015-03-09,34.8
2015-03-10,34.6
2015-03-11,35.1
2015-03-12,35.7
2015-03-13,34.9
2015-03-16,32.9
2015-03-17,32.9
2015-03-18,32.3
2015-03-19,32.25
2015-03-20,32.45
2015-03-23,32.35
2015-03-24,29.85
2015-03-25,29.3
2015-03-26,29.7
2015-03-27,28.2
2015-03-30,29.65
2015-03-31,29.95
2015-04-01,32.1
2015-04-06,31.5
2015-04-07,31.0
2015-04-08,32.25
2015-04-09,32.4
2015-04-10,33.4
2015-04-13,32.2
2015-04-15,34.85
2015-04-16,34.55
2015-04-17,34.1
2015-04-20,32.55
2015-04-21,32.9
2015-04-22,32.35
2015-04-23,32.1
2015-04-24,31.3
2015-04-27,29.6
2015-04-28,29.95
2015-04-29,29.55
2015-04-30,30.5
2015-05-04,31.45
2015-05-05,30.8
2015-05-06,31.15
2015-05-07,30.05
2015-05-08,30.15
2015-05-11,30.1
2015-05-12,29.0
2015-05-13,28.55
2015-05-14,30.1
2015-05-15,28.95
2015-05-18,28.75
2015-05-19,29.4
2015-05-20,29.15
2015-05-21,29.5
2015-05-22,29.35
2015-05-25,28.8
2015-05-26,28.75
2015-05-27,28.15
2015-05-28,28.1
2015-05-29,28.1
2015-06-01,28.8
2015-06-02,27.25
2015-06-03,26.2
2015-06-04,26.45
2015-06-05,27.3
2015-06-08,26.25
2015-06-09,25.45
2015-06-10,26.0
2015-06-11,25.3
2015-06-12,24.85
2015-06-15,25.7
2015-06-16,24.05
2015-06-17,25.1
2015-06-18,26.6
2015-06-19,27.0
2015-06-22,27.0
2015-06-23,27.7
2015-06-24,29.0
2015-06-25,28.55
2015-06-26,28.4
2015-06-29,26.8
2015-06-30,28.45
2015-07-01,28.8
2015-07-02,28.75
2015-07-03,29.6
2015-07-06,32.55
2015-07-07,33.95
2015-07-08,33.4
2015-07-09,33.65
2015-07-10,34.8
2015-07-13,34.5
2015-07-14,32.8
2015-07-15,33.4
2015-07-16,34.0
2015-07-17,33.35
2015-07-20,32.1
2015-07-21,31.8
2015-07-22,32.55
2015-07-23,31.7
2015-07-24,31.4
2015-07-27,30.5
2015-07-28,30.4
2015-07-29,30.15
2015-07-30,31.35
2015-07-31,31.15
2015-08-03,31.15
2015-08-04,31.2
2015-08-05,31.1
2015-08-06,31.05
2015-08-07,31.6
2015-08-10,30.75
2015-08-11,30.9
2015-08-12,29.55
2015-08-13,28.15
2015-08-14,28.95
2015-08-17,28.65
2015-08-18,28.9
2015-08-19,28.7
2015-08-20,27.1
2015-08-21,26.7
2015-08-24,23.1
2015-08-25,24.15
2015-08-26,24.6
2015-08-27,26.6
2015-08-28,26.4
2015-08-31,25.95
2015-09-01,25.55
2015-09-02,25.5
2015-09-03,25.1
2015-09-04,23.75
2015-09-07,24.5
2015-09-08,24.0
2015-09-09,24.1
2015-09-10,24.25
2015-09-11,24.9
2015-09-14,24.25
2015-09-15,24.15
2015-09-16,24.7
2015-09-18,25.1
2015-09-21,25.15
2015-09-22,24.9
2015-09-23,24.55
2015-09-24,25.35
2015-09-28,25.1
2015-09-29,24.2
2015-09-30,26.0
2015-10-01,27.95
2015-10-05,32.9
2015-10-06,34.8
2015-10-07,32.9
2015-10-08,31.95
2015-10-09,30.8
2015-10-12,31.5
2015-10-13,29.9
2015-10-14,29.9
2015-10-15,29.5
2015-10-16,28.95
2015-10-19,29.7
2015-10-20,31.6
2015-10-21,37.9
2015-10-23,39.9
2015-10-26,40.2
2015-10-27,39.75
2015-10-28,38.35
2015-10-29,38.85
2015-10-30,38.0
2015-11-02,37.55
2015-11-03,36.35
2015-11-04,35.75
2015-11-05,35.9
2015-11-06,35.45
2015-11-09,36.7
2015-11-10,36.05
2015-11-11,36.05
2015-11-13,35.9
2015-11-16,36.95
2015-11-17,36.85
2015-11-18,37.2
2015-11-19,37.3
2015-11-20,37.2
2015-11-23,37.25
2015-11-24,39.75
2015-11-26,40.05
2015-11-27,39.95
2015-11-30,38.75
2015-12-01,39.2
2015-12-02,38.25
2015-12-03,38.65
2015-12-04,37.85
2015-12-07,38.0
2015-12-08,37.75
2015-12-09,39.3
2015-12-10,41.1
2015-12-11,39.5
2015-12-14,40.75
2015-12-15,40.5
2015-12-16,40.2
2015-12-17,39.85
2015-12-18,41.0
2015-12-21,44.15
2015-12-22,52.9
2015-12-23,58.1
2015-12-24,59.15
2015-12-28,62.45
2015-12-29,59.55
2015-12-30,58.3
2015-12-31,57.45
2016-01-01,60.3
2016-01-04,59.1
2016-01-05,61.15
2016-01-06,62.15
2016-01-07,56.75
2016-01-08,57.4
2016-01-11,57.45
2016-01-12,56.25
2016-01-13,53.55
2016-01-14,49.9
2016-01-15,47.6
2016-01-18,42.95
2016-01-19,45.05
2016-01-20,45.6
2016-01-21,46.25
2016-01-22,47.0
2016-01-25,46.45
2016-01-27,45.85
2016-01-28,44.4
2016-01-29,44.3
2016-02-01,44.8
2016-02-02,42.95
2016-02-03,40.85
2016-02-04,40.25
2016-02-05,42.4
2016-02-08,42.25
2016-02-09,41.95
2016-02-10,40.35
2016-02-11,37.5
2016-02-12,36.1
2016-02-15,36.55
2016-02-16,35.5
2016-02-17,36.45
2016-02-18,36.25
2016-02-19,37.65
2016-02-22,37.95
2016-02-23,36.65
2016-02-24,35.5
2016-02-25,36.85
2016-02-26,37.65
2016-02-29,37.5
2016-03-01,37.1
2016-03-02,40.8
2016-03-03,41.85
2016-03-04,43.25
2016-03-08,44.85
2016-03-09,45.1
2016-03-10,44.15
2016-03-11,44.95
2016-03-14,44.8
2016-03-15,44.8
2016-03-16,44.65
2016-03-17,43.0
2016-03-18,41.7
2016-03-21,49.8
2016-03-22,48.85
2016-03-23,47.4
2016-03-28,44.9
2016-03-29,43.55
2016-03-30,46.85
2016-03-31,45.6
2016-04-01,46.65
2016-04-04,45.6
2016-04-05,45.45
2016-04-06,47.65
2016-04-07,49.15
2016-04-08,49.05
2016-04-11,52.5
2016-04-12,52.15
2016-04-13,52.15
2016-04-18,51.2
2016-04-20,53.05
2016-04-21,53.65
2016-04-22,53.5
2016-04-25,55.8
2016-04-26,55.35
2016-04-27,54.9
2016-04-28,53.45
2016-04-29,53.35
2016-05-02,52.05
2016-05-03,51.75
2016-05-04,50.9
2016-05-05,50.0
2016-05-06,60.0
2016-05-09,72.0
2016-05-10,76.9
2016-05-11,77.85
2016-05-12,79.75
2016-05-13,85.75
2016-05-16,81.55
2016-05-17,78.8
2016-05-18,78.6
2016-05-19,77.2
2016-05-20,75.4
2016-05-23,75.2
2016-05-24,75.25
2016-05-25,78.45
2016-05-26,76.0
2016-05-27,76.0
2016-05-30,76.1
2016-05-31,76.3
2016-06-01,75.95
2016-06-02,77.75
2016-06-03,77.9
2016-06-06,76.35
2016-06-07,77.2
2016-06-08,77.95
2016-06-09,77.95
2016-06-10,77.85
2016-06-13,78.65
2016-06-14,78.65
2016-06-15,78.8
2016-06-16,84.35
2016-06-17,80.75
2016-06-20,80.5
2016-06-21,81.15
2016-06-22,82.1
2016-06-23,81.85
2016-06-24,80.4
2016-06-27,84.6
2016-06-28,86.25
2016-06-29,83.2
2016-06-30,83.0
2016-07-01,84.6
2016-07-04,93.2
2016-07-05,94.9
2016-07-07,101.05
2016-07-08,98.7
2016-07-11,98.25
2016-07-12,96.3
2016-07-13,94.35
2016-07-14,94.1
2016-07-15,94.6
2016-07-18,95.0
2016-07-19,96.25
2016-07-20,94.5
2016-07-21,94.1
2016-07-22,95.0
2016-07-25,95.65
2016-07-26,95.9
2016-07-27,96.2
2016-07-28,94.8
2016-07-29,95.25
2016-08-01,95.2
2016-08-02,93.55
2016-08-03,92.05
2016-08-04,91.0
2016-08-05,91.5
2016-08-08,95.35
2016-08-09,95.8
2016-08-10,98.45
2016-08-11,100.15
2016-08-12,99.75
2016-08-16,100.05
2016-08-17,101.4
2016-08-18,100.3
2016-08-19,101.0
2016-08-22,101.0
2016-08-23,80.8
2016-08-24,95.75
2016-08-25,104.05
2016-08-26,104.45
2016-08-29,105.0
2016-08-30,105.0
2016-08-31,106.05
2016-09-01,84.85
2016-09-02,67.9
2016-09-06,61.15
2016-09-07,55.05
2016-09-08,56.65
2016-09-09,62.3
2016-09-12,62.65
2016-09-14,65.65
2016-09-15,63.75
2016-09-16,59.4
2016-09-19,60.05
2016-09-20,59.9
2016-09-21,59.9
2016-09-22,60.6
2016-09-23,60.0
