Date,SHIVAMAUTO
2013-01-01,100.5
2013-01-02,101.0
2013-01-03,100.25
2013-01-04,101.0
2013-01-07,100.4
2013-01-08,100.85
2013-01-09,100.15
2013-01-10,101.0
2013-01-11,99.55
2013-01-14,98.75
2013-01-15,98.85
2013-01-16,96.9
2013-01-17,95.25
2013-01-18,95.1
2013-01-21,91.05
2013-01-22,92.0
2013-01-23,95.5
2013-01-24,91.2
2013-01-29,91.7
2013-01-30,90.6
2013-01-31,90.0
2013-02-01,90.0
2013-02-04,88.35
2013-02-05,90.0
2013-02-06,88.1
2013-02-07,89.35
2013-02-08,90.65
2013-02-11,96.2
2013-02-12,94.0
2013-02-13,93.0
2013-02-14,90.0
2013-02-15,89.95
2013-02-18,88.65
2013-02-19,91.05
2013-02-20,92.5
2013-02-21,89.1
2013-02-22,92.95
2013-02-25,89.0
2013-02-26,93.8
2013-02-27,94.55
2013-03-01,95.0
2013-03-06,90.2
2013-03-07,88.25
2013-03-08,91.55
2013-03-11,88.75
2013-03-12,91.0
2013-03-13,90.0
2013-03-14,89.95
2013-03-15,89.0
2013-03-18,87.3
2013-03-19,88.95
2013-03-20,88.0
2013-03-21,86.0
2013-03-22,85.25
2013-03-25,85.2
2013-03-26,85.0
2013-03-28,81.9
2013-04-01,87.0
2013-04-02,86.9
2013-04-03,87.0
2013-04-04,81.85
2013-04-05,86.95
2013-04-09,86.9
2013-04-10,80.05
2013-04-12,81.0
2013-04-18,81.1
2013-04-22,80.05
2013-04-23,85.0
2013-04-25,81.0
2013-04-26,81.0
2013-05-02,82.5
2013-05-11,82.25
2013-05-16,82.5
2013-05-20,82.5
2013-05-23,80.1
2013-05-27,80.1
2013-05-28,82.0
2013-05-29,90.0
2013-05-30,95.0
2013-05-31,100.0
2013-06-03,100.0
2013-06-04,99.8
2013-06-07,92.0
2013-06-10,92.0
2013-06-11,90.0
2013-06-12,95.5
2013-06-13,90.0
2013-09-04,84.0
2013-09-10,88.2
2013-09-12,87.05
2013-09-23,91.4
2013-09-26,92.0
2013-09-27,92.0
2013-09-30,96.6
2013-10-04,98.0
2013-10-07,102.9
2013-10-09,108.0
2013-10-10,113.0
2013-10-11,113.0
2013-10-14,107.55
2013-10-21,109.0
2013-10-22,110.0
2013-10-24,110.0
2013-10-25,111.05
2013-10-28,111.0
2013-10-29,111.0
2013-10-30,110.0
2013-10-31,110.1
2013-11-03,113.7
2013-11-05,112.05
2013-11-06,111.1
2013-11-07,114.9
