Date,NILKAMAL
2013-01-01,234.75
2013-01-02,236.65
2013-01-03,238.8
2013-01-04,236.3
2013-01-07,236.1
2013-01-08,234.65
2013-01-09,229.7
2013-01-10,230.0
2013-01-11,228.9
2013-01-14,233.2
2013-01-15,232.35
2013-01-16,231.0
2013-01-17,231.15
2013-01-18,231.05
2013-01-21,228.15
2013-01-22,232.9
2013-01-23,227.0
2013-01-24,215.45
2013-01-25,212.45
2013-01-28,217.45
2013-01-29,213.95
2013-01-30,215.4
2013-01-31,212.85
2013-02-01,211.35
2013-02-04,206.75
2013-02-05,205.3
2013-02-06,204.45
2013-02-07,200.65
2013-02-08,200.2
2013-02-11,202.45
2013-02-12,199.05
2013-02-13,199.0
2013-02-14,201.55
2013-02-15,195.75
2013-02-18,199.6
2013-02-19,197.25
2013-02-20,197.1
2013-02-21,194.25
2013-02-22,194.5
2013-02-25,188.35
2013-02-26,184.95
2013-02-27,184.3
2013-02-28,183.65
2013-03-01,181.5
2013-03-04,177.75
2013-03-05,179.35
2013-03-06,179.45
2013-03-07,181.0
2013-03-08,179.15
2013-03-11,179.1
2013-03-12,178.7
2013-03-13,176.15
2013-03-14,176.85
2013-03-15,173.0
2013-03-18,171.65
2013-03-19,167.25
2013-03-20,161.8
2013-03-21,163.75
2013-03-22,160.55
2013-03-25,159.25
2013-03-26,170.9
2013-03-28,169.35
2013-04-01,173.1
2013-04-02,177.9
2013-04-03,180.9
2013-04-04,172.6
2013-04-05,176.15
2013-04-08,176.65
2013-04-09,176.35
2013-04-10,172.55
2013-04-11,171.85
2013-04-12,168.85
2013-04-15,166.8
2013-04-16,169.95
2013-04-17,169.55
2013-04-18,169.8
2013-04-22,169.95
2013-04-23,170.0
2013-04-25,169.0
2013-04-26,169.85
2013-04-29,169.5
2013-04-30,167.2
2013-05-02,161.15
2013-05-03,160.85
2013-05-06,158.4
2013-05-07,159.5
2013-05-08,159.9
2013-05-09,157.4
2013-05-10,155.1
2013-05-11,156.45
2013-05-13,155.1
2013-05-14,150.95
2013-05-15,150.3
2013-05-16,170.9
2013-05-17,164.45
2013-05-20,161.3
2013-05-21,157.2
2013-05-22,160.85
2013-05-23,158.0
2013-05-24,154.7
2013-05-27,157.45
2013-05-28,158.7
2013-05-29,156.6
2013-05-30,157.05
2013-05-31,155.35
2013-06-03,151.6
2013-06-04,154.65
2013-06-05,152.9
2013-06-06,152.0
2013-06-07,151.5
2013-06-10,151.5
2013-06-11,149.5
2013-06-12,147.2
2013-06-13,143.6
2013-06-14,145.05
2013-06-17,143.7
2013-06-18,143.9
2013-06-19,143.45
2013-06-20,141.25
2013-06-21,139.85
2013-06-24,134.5
2013-06-25,132.8
2013-06-26,132.45
2013-06-27,135.75
2013-06-28,137.4
2013-07-01,134.85
2013-07-02,134.35
2013-07-03,134.7
2013-07-04,130.15
2013-07-05,130.15
2013-07-08,130.7
2013-07-09,131.0
2013-07-10,128.35
2013-07-11,129.75
2013-07-12,128.4
2013-07-15,128.6
2013-07-16,129.35
2013-07-17,129.6
2013-07-18,129.8
2013-07-19,129.2
2013-07-22,126.05
2013-07-23,126.75
2013-07-24,125.3
2013-07-25,125.35
2013-07-26,121.4
2013-07-29,117.25
2013-07-30,109.25
2013-07-31,109.0
2013-08-01,106.2
2013-08-02,107.45
2013-08-05,105.65
2013-08-06,99.9
2013-08-07,98.5
2013-08-08,99.75
2013-08-12,101.0
2013-08-13,99.95
2013-08-14,100.0
2013-08-16,99.8
2013-08-19,99.25
2013-08-20,99.7
2013-08-21,102.1
2013-08-22,99.55
2013-08-23,100.0
2013-08-26,99.25
2013-08-27,100.3
2013-08-28,96.25
2013-08-29,98.1
2013-08-30,98.5
2013-09-02,98.25
2013-09-03,96.85
2013-09-04,96.8
2013-09-05,97.95
2013-09-06,98.4
2013-09-10,99.4
2013-09-11,99.15
2013-09-12,99.75
2013-09-13,99.35
2013-09-16,99.3
2013-09-17,98.1
2013-09-18,97.9
2013-09-19,99.0
2013-09-20,96.75
2013-09-23,97.3
2013-09-24,98.95
2013-09-25,97.5
2013-09-26,98.3
2013-09-27,97.55
2013-09-30,96.1
2013-10-01,96.25
2013-10-03,96.9
2013-10-04,96.35
2013-10-07,97.35
2013-10-08,96.7
2013-10-09,101.65
2013-10-10,105.85
2013-10-11,105.0
2013-10-14,106.45
2013-10-15,102.75
2013-10-17,103.25
2013-10-18,103.15
2013-10-21,103.2
2013-10-22,106.15
2013-10-23,107.4
2013-10-24,114.85
2013-10-25,117.9
2013-10-28,117.25
2013-10-29,118.6
2013-10-30,122.45
2013-10-31,120.85
2013-11-01,131.0
2013-11-03,136.75
2013-11-05,141.8
2013-11-06,142.4
2013-11-07,134.05
2013-11-08,131.85
2013-11-11,134.6
2013-11-12,133.05
2013-11-13,132.9
2013-11-14,138.4
2013-11-18,138.95
2013-11-19,140.65
2013-11-20,145.2
2013-11-21,141.2
2013-11-22,142.7
2013-11-25,149.55
2013-11-26,150.9
2013-11-27,151.5
2013-11-28,157.1
2013-11-29,155.7
2013-12-02,153.95
2013-12-03,152.5
2013-12-04,148.35
2013-12-05,145.65
2013-12-06,153.2
2013-12-09,152.7
2013-12-10,150.75
2013-12-11,148.8
2013-12-12,146.65
2013-12-13,144.7
2013-12-16,147.9
2013-12-17,149.6
2013-12-18,149.25
2013-12-19,151.35
2013-12-20,154.1
2013-12-23,154.65
2013-12-24,156.5
2013-12-26,155.9
2013-12-27,156.5
2013-12-30,157.0
2013-12-31,156.95
2014-01-01,159.55
2014-01-02,158.35
2014-01-03,157.8
2014-01-06,157.95
2014-01-07,159.45
2014-01-08,166.4
2014-01-09,159.45
2014-01-10,153.55
2014-01-13,152.65
2014-01-14,154.55
2014-01-15,158.85
2014-01-16,159.35
2014-01-17,153.45
2014-01-20,156.25
2014-01-21,157.8
2014-01-22,156.25
2014-01-23,153.85
2014-01-24,152.85
2014-01-27,149.15
2014-01-28,154.5
2014-01-29,151.8
2014-01-30,147.4
2014-01-31,142.9
2014-02-03,141.95
2014-02-04,135.4
2014-02-05,143.05
2014-02-06,141.25
2014-02-07,143.95
2014-02-10,143.55
2014-02-11,138.65
2014-02-12,140.6
2014-02-13,139.2
2014-02-14,138.3
2014-02-17,138.8
2014-02-18,138.55
2014-02-19,143.25
2014-02-20,142.45
2014-02-21,144.05
2014-02-24,143.45
2014-02-25,144.65
2014-02-26,144.1
2014-02-28,144.35
2014-03-03,144.1
2014-03-04,154.95
2014-03-05,153.0
2014-03-06,153.75
2014-03-07,152.75
2014-03-10,154.05
2014-03-11,155.9
2014-03-12,160.9
2014-03-13,159.4
2014-03-14,161.15
2014-03-18,161.7
2014-03-19,162.9
2014-03-20,170.3
2014-03-21,175.6
2014-03-22,172.15
2014-03-24,190.65
2014-03-25,191.0
2014-03-26,188.6
2014-03-27,200.35
2014-03-28,202.25
2014-03-31,198.25
2014-04-01,196.1
2014-04-02,201.6
2014-04-03,196.7
2014-04-04,192.95
2014-04-07,191.45
2014-04-09,197.2
2014-04-10,193.65
2014-04-11,195.4
2014-04-15,218.0
2014-04-16,210.5
2014-04-17,215.0
2014-04-21,220.35
2014-04-22,223.05
2014-04-23,219.95
2014-04-25,225.65
2014-04-28,224.45
2014-04-29,222.9
2014-04-30,220.1
2014-05-02,217.55
2014-05-05,221.1
2014-05-06,224.9
2014-05-07,220.85
2014-05-08,221.3
2014-05-09,218.45
2014-05-12,215.75
2014-05-13,213.3
2014-05-14,210.15
2014-05-15,236.15
2014-05-16,233.45
2014-05-19,255.2
2014-05-20,273.7
2014-05-21,275.85
2014-05-22,287.15
2014-05-23,287.8
2014-05-26,303.9
2014-05-27,298.8
2014-05-28,307.25
2014-05-29,307.55
2014-05-30,305.55
2014-06-02,316.65
2014-06-03,322.85
2014-06-04,318.65
2014-06-05,316.4
2014-06-06,338.85
2014-06-09,335.15
2014-06-10,327.8
2014-06-11,319.6
2014-06-12,317.6
2014-06-13,309.75
2014-06-16,302.15
2014-06-17,321.95
2014-06-18,310.45
2014-06-19,315.5
2014-06-20,311.0
2014-06-23,306.8
2014-06-24,329.45
2014-06-25,335.45
2014-06-26,333.05
2014-06-27,339.4
2014-06-30,349.0
2014-07-01,392.4
2014-07-02,386.8
2014-07-03,376.8
2014-07-04,377.95
2014-07-07,372.15
2014-07-08,358.55
2014-07-09,345.25
2014-07-10,341.75
2014-07-11,333.35
2014-07-14,344.45
2014-07-15,345.3
2014-07-16,356.5
2014-07-17,352.9
2014-07-18,346.4
2014-07-21,352.55
2014-07-22,366.8
2014-07-23,363.95
2014-07-24,365.9
2014-07-25,354.1
2014-07-28,360.25
2014-07-30,365.05
2014-07-31,365.8
2014-08-01,357.95
2014-08-04,311.75
2014-08-05,323.7
2014-08-06,315.6
2014-08-07,315.1
2014-08-08,306.35
2014-08-11,311.95
2014-08-12,310.45
2014-08-13,304.05
2014-08-14,306.55
2014-08-18,314.05
2014-08-19,313.15
2014-08-20,318.15
2014-08-21,316.55
2014-08-22,313.1
2014-08-25,313.5
2014-08-26,310.3
2014-08-27,309.8
2014-08-28,318.75
2014-09-01,343.3
2014-09-02,340.2
2014-09-03,342.45
2014-09-04,330.4
2014-09-05,328.45
2014-09-08,354.35
2014-09-09,361.6
2014-09-10,354.8
2014-09-11,354.35
2014-09-12,357.45
2014-09-15,370.6
2014-09-16,356.0
2014-09-17,372.1
2014-09-18,384.5
2014-09-19,372.8
2014-09-22,409.3
2014-09-23,390.15
2014-09-24,385.45
2014-09-25,370.95
2014-09-26,376.1
2014-09-29,381.05
2014-09-30,380.15
2014-10-01,368.75
2014-10-07,359.65
2014-10-08,355.3
2014-10-09,355.9
2014-10-10,352.45
2014-10-13,353.55
2014-10-14,349.5
2014-10-16,339.0
2014-10-17,331.85
2014-10-20,342.5
2014-10-21,354.4
2014-10-22,356.6
2014-10-23,360.0
2014-10-27,358.05
2014-10-28,351.45
2014-10-29,352.8
2014-10-30,353.1
2014-10-31,359.95
2014-11-03,359.95
2014-11-05,375.45
2014-11-07,327.65
2014-11-10,330.65
2014-11-11,324.25
2014-11-12,323.95
2014-11-13,318.3
2014-11-14,327.2
2014-11-17,323.35
2014-11-18,333.5
2014-11-19,332.15
2014-11-20,334.35
2014-11-21,337.25
2014-11-24,333.25
2014-11-25,330.25
2014-11-26,343.7
2014-11-27,346.35
2014-11-28,354.55
2014-12-01,400.4
2014-12-02,400.4
2014-12-03,407.5
2014-12-04,427.25
2014-12-05,454.65
2014-12-08,450.3
2014-12-09,428.75
2014-12-10,497.3
2014-12-11,491.35
2014-12-12,466.4
2014-12-15,461.65
2014-12-16,444.05
2014-12-17,453.05
2014-12-18,472.25
2014-12-19,463.7
2014-12-22,475.75
2014-12-23,468.3
2014-12-24,463.3
2014-12-26,479.45
2014-12-29,474.55
2014-12-30,467.05
2014-12-31,466.05
2015-01-01,469.35
2015-01-02,463.85
2015-01-05,477.3
2015-01-06,453.8
2015-01-07,452.35
2015-01-08,461.6
2015-01-09,460.35
2015-01-12,461.5
2015-01-13,472.8
2015-01-14,457.85
2015-01-15,451.45
2015-01-16,462.55
2015-01-19,464.5
2015-01-20,460.6
2015-01-21,454.35
2015-01-22,454.1
2015-01-23,444.8
2015-01-27,450.3
2015-01-28,456.25
2015-01-29,464.4
2015-01-30,461.5
2015-02-02,460.0
2015-02-03,457.1
2015-02-04,440.15
2015-02-05,438.3
2015-02-06,423.3
2015-02-09,411.65
2015-02-10,418.05
2015-02-11,419.3
2015-02-12,425.4
2015-02-13,446.8
2015-02-16,452.45
2015-02-18,446.6
2015-02-19,449.0
2015-02-20,442.7
2015-02-23,431.5
2015-02-24,438.05
2015-02-25,430.7
2015-02-26,425.05
2015-02-27,432.7
2015-02-28,419.65
2015-03-02,427.55
2015-03-03,428.8
2015-03-04,414.8
2015-03-05,415.3
2015-03-09,411.6
2015-03-10,424.75
2015-03-11,413.0
2015-03-12,419.3
2015-03-13,416.95
2015-03-16,424.3
2015-03-17,431.7
2015-03-18,423.8
2015-03-19,412.65
2015-03-20,409.4
2015-03-23,402.3
2015-03-24,406.2
2015-03-25,404.7
2015-03-26,392.0
2015-03-27,384.25
2015-03-30,396.45
2015-03-31,420.7
2015-04-01,427.2
2015-04-06,428.45
2015-04-07,427.95
2015-04-08,447.15
2015-04-09,434.8
2015-04-10,429.7
2015-04-13,427.25
2015-04-15,430.85
2015-04-16,432.55
2015-04-17,431.25
2015-04-20,417.5
2015-04-21,421.35
2015-04-22,457.8
2015-04-23,460.75
2015-04-24,437.7
2015-04-27,448.2
2015-04-28,467.35
2015-04-29,478.45
2015-04-30,469.95
2015-05-04,485.25
2015-05-05,477.35
2015-05-06,454.05
2015-05-07,441.65
2015-05-08,457.1
2015-05-11,461.85
2015-05-12,458.45
2015-05-13,481.0
2015-05-14,485.25
2015-05-15,520.25
2015-05-18,541.7
2015-05-19,532.2
2015-05-20,539.05
2015-05-21,542.75
2015-05-22,553.05
2015-05-25,541.4
2015-05-26,534.85
2015-05-27,540.9
2015-05-28,539.05
2015-05-29,542.7
2015-06-01,538.25
2015-06-02,517.5
2015-06-03,518.7
2015-06-04,521.0
2015-06-05,521.25
2015-06-08,501.75
2015-06-09,499.5
2015-06-10,565.7
2015-06-11,530.85
2015-06-12,534.95
2015-06-15,526.55
2015-06-16,515.65
2015-06-17,533.6
2015-06-18,530.0
2015-06-19,530.2
2015-06-22,534.4
2015-06-23,535.85
2015-06-24,532.2
2015-06-25,531.2
2015-06-26,580.55
2015-06-29,567.85
2015-06-30,591.85
2015-07-01,592.3
2015-07-02,582.05
2015-07-03,580.2
2015-07-06,614.4
2015-07-07,599.65
2015-07-08,582.25
2015-07-09,602.55
2015-07-10,609.75
2015-07-13,628.3
2015-07-14,629.0
2015-07-15,714.25
2015-07-16,709.35
2015-07-17,723.35
2015-07-20,742.6
2015-07-21,711.4
2015-07-22,742.8
2015-07-23,787.35
2015-07-24,817.85
2015-07-27,816.15
2015-07-28,783.0
2015-07-29,784.45
2015-07-30,815.3
2015-07-31,896.55
2015-08-03,920.05
2015-08-04,975.95
2015-08-05,1096.9
2015-08-06,1101.35
2015-08-07,1164.0
2015-08-10,1093.3
2015-08-11,1045.75
2015-08-12,1033.95
2015-08-13,1048.4
2015-08-14,1054.7
2015-08-17,1033.45
2015-08-18,1053.95
2015-08-19,1032.75
2015-08-20,1014.9
2015-08-21,988.75
2015-08-24,890.6
