Date,SWARAJENG
2013-01-01,492.0
2013-01-02,497.95
2013-01-03,502.95
2013-01-04,500.8
2013-01-07,489.9
2013-01-08,501.2
2013-01-09,506.1
2013-01-10,505.35
2013-01-11,499.0
2013-01-14,501.8
2013-01-15,499.75
2013-01-16,496.85
2013-01-17,502.2
2013-01-18,498.6
2013-01-21,492.5
2013-01-22,485.65
2013-01-23,481.65
2013-01-24,479.85
2013-01-25,481.4
2013-01-28,484.3
2013-01-29,481.05
2013-01-30,482.05
2013-01-31,477.35
2013-02-01,475.35
2013-02-04,472.25
2013-02-05,471.95
2013-02-06,476.7
2013-02-07,469.8
2013-02-08,468.0
2013-02-11,475.75
2013-02-12,472.05
2013-02-13,472.45
2013-02-14,465.45
2013-02-15,461.75
2013-02-18,469.65
2013-02-19,459.75
2013-02-20,458.55
2013-02-21,453.7
2013-02-22,453.0
2013-02-25,448.8
2013-02-26,445.5
2013-02-27,446.95
2013-02-28,435.35
2013-03-01,436.05
2013-03-04,430.3
2013-03-05,434.4
2013-03-06,430.6
2013-03-07,440.1
2013-03-08,442.95
2013-03-11,434.7
2013-03-12,431.9
2013-03-13,427.0
2013-03-14,440.75
2013-03-15,433.95
2013-03-18,424.95
2013-03-19,420.05
2013-03-20,404.35
2013-03-21,395.1
2013-03-22,396.65
2013-03-25,389.7
2013-03-26,395.3
2013-03-28,395.45
2013-04-01,398.4
2013-04-02,398.95
2013-04-03,394.7
2013-04-04,395.75
2013-04-05,398.95
2013-04-08,393.1
2013-04-09,389.75
2013-04-10,391.55
2013-04-11,384.3
2013-04-12,385.95
2013-04-15,391.8
2013-04-16,390.2
2013-04-17,402.1
2013-04-18,411.85
2013-04-22,446.6
2013-04-23,460.25
2013-04-25,460.15
2013-04-26,465.35
2013-04-29,461.5
2013-04-30,460.5
2013-05-02,475.95
2013-05-03,478.05
2013-05-06,481.2
2013-05-07,483.4
2013-05-08,486.35
2013-05-09,488.55
2013-05-10,485.0
2013-05-11,488.2
2013-05-13,489.75
2013-05-14,489.95
2013-05-15,489.9
2013-05-16,498.55
2013-05-17,497.25
2013-05-20,505.95
2013-05-21,502.0
2013-05-22,502.85
2013-05-23,500.05
2013-05-24,498.55
2013-05-27,500.35
2013-05-28,499.25
2013-05-29,496.95
2013-05-30,499.8
2013-05-31,493.2
2013-06-03,489.9
2013-06-04,496.9
2013-06-05,495.5
2013-06-06,495.05
2013-06-07,497.25
2013-06-10,497.8
2013-06-11,493.0
2013-06-12,498.9
2013-06-13,493.9
2013-06-14,490.5
2013-06-17,512.3
2013-06-18,515.9
2013-06-19,510.5
2013-06-20,510.45
2013-06-21,505.75
2013-06-24,502.45
2013-06-25,500.25
2013-06-26,489.8
2013-06-27,489.05
2013-06-28,494.45
2013-07-01,493.3
2013-07-02,501.2
2013-07-03,497.65
2013-07-04,502.9
2013-07-05,501.1
2013-07-08,504.35
2013-07-09,516.9
2013-07-10,532.85
2013-07-11,512.65
2013-07-12,507.2
2013-07-15,506.65
2013-07-16,500.35
2013-07-17,503.15
2013-07-18,500.35
2013-07-19,494.6
2013-07-22,498.25
2013-07-23,500.0
2013-07-24,499.7
2013-07-25,500.0
2013-07-26,489.9
2013-07-29,486.6
2013-07-30,489.95
2013-07-31,483.7
2013-08-01,484.2
2013-08-02,477.9
2013-08-05,461.05
2013-08-06,435.9
2013-08-07,438.65
2013-08-08,456.9
2013-08-12,476.6
2013-08-13,477.7
2013-08-14,472.4
2013-08-16,472.5
2013-08-19,456.2
2013-08-20,461.65
2013-08-21,454.45
2013-08-22,460.5
2013-08-23,456.85
2013-08-26,468.0
2013-08-27,460.95
2013-08-28,457.3
2013-08-29,452.35
2013-08-30,456.05
2013-09-02,454.85
2013-09-03,441.25
2013-09-04,445.15
2013-09-05,448.3
2013-09-06,448.0
2013-09-10,453.5
2013-09-11,455.25
2013-09-12,450.5
2013-09-13,463.65
2013-09-16,461.0
2013-09-17,459.35
2013-09-18,462.35
2013-09-19,458.7
2013-09-20,458.35
2013-09-23,460.0
2013-09-24,461.2
2013-09-25,451.3
2013-09-26,452.65
2013-09-27,451.6
2013-09-30,456.6
2013-10-01,460.55
2013-10-03,465.1
2013-10-04,469.7
2013-10-07,470.0
2013-10-08,467.5
2013-10-09,475.2
2013-10-10,479.7
2013-10-11,483.2
2013-10-14,494.15
2013-10-15,490.0
2013-10-17,496.05
2013-10-18,500.8
2013-10-21,494.9
2013-10-22,490.75
2013-10-23,496.15
2013-10-24,499.7
2013-10-25,499.15
2013-10-28,493.75
2013-10-29,494.3
2013-10-30,492.2
2013-10-31,494.95
2013-11-01,497.65
2013-11-03,507.2
2013-11-05,505.7
2013-11-06,503.6
2013-11-07,514.7
2013-11-08,513.9
2013-11-11,520.3
2013-11-12,527.4
2013-11-13,546.1
2013-11-14,543.05
2013-11-18,551.3
2013-11-19,553.65
2013-11-20,579.95
2013-11-21,586.75
2013-11-22,581.9
2013-11-25,609.35
2013-11-26,610.1
2013-11-27,601.85
2013-11-28,601.7
2013-11-29,613.0
2013-12-02,609.85
2013-12-03,591.35
2013-12-04,590.4
2013-12-05,593.95
2013-12-06,589.5
2013-12-09,599.75
2013-12-10,589.7
2013-12-11,593.7
2013-12-12,590.55
2013-12-13,585.35
2013-12-16,578.3
2013-12-17,568.6
2013-12-18,585.5
2013-12-19,587.55
2013-12-20,605.95
2013-12-23,606.1
2013-12-24,618.3
2013-12-26,608.0
2013-12-27,641.7
2013-12-30,633.65
2013-12-31,642.3
2014-01-01,646.1
2014-01-02,636.0
2014-01-03,640.45
2014-01-06,639.55
2014-01-07,634.25
2014-01-08,635.6
2014-01-09,621.6
2014-01-10,622.25
2014-01-13,619.95
2014-01-14,623.35
2014-01-15,620.4
2014-01-16,613.75
2014-01-17,609.15
2014-01-20,615.0
2014-01-21,613.6
2014-01-22,620.8
2014-01-23,618.05
2014-01-24,603.1
2014-01-27,591.8
2014-01-28,593.7
2014-01-29,615.65
2014-01-30,603.65
2014-01-31,609.75
2014-02-03,600.95
2014-02-04,612.65
2014-02-05,617.3
2014-02-06,620.0
2014-02-07,622.6
2014-02-10,623.55
2014-02-11,629.6
2014-02-12,631.6
2014-02-13,624.65
2014-02-14,618.0
2014-02-17,621.55
2014-02-18,619.05
2014-02-19,632.3
2014-02-20,639.75
2014-02-21,648.7
2014-02-24,648.5
2014-02-25,639.7
2014-02-26,627.35
2014-02-28,612.4
2014-03-03,623.35
2014-03-04,635.15
2014-03-05,646.0
2014-03-06,650.95
2014-03-07,651.5
2014-03-10,668.15
2014-03-11,654.15
2014-03-12,653.15
2014-03-13,651.4
2014-03-14,656.4
2014-03-18,669.45
2014-03-19,671.75
2014-03-20,670.4
2014-03-21,686.3
2014-03-22,690.55
2014-03-24,689.9
2014-03-25,690.85
2014-03-26,680.7
2014-03-27,698.6
2014-03-28,695.55
2014-03-31,690.9
2014-04-01,685.8
2014-04-02,682.65
2014-04-03,675.0
2014-04-04,674.95
2014-04-07,676.3
2014-04-09,680.95
2014-04-10,680.1
2014-04-11,681.65
2014-04-15,680.0
2014-04-16,698.9
2014-04-17,702.1
2014-04-21,715.5
2014-04-22,715.85
2014-04-23,684.95
2014-04-25,678.45
2014-04-28,692.75
2014-04-29,682.55
2014-04-30,720.65
2014-05-02,736.15
2014-05-05,736.55
2014-05-06,832.65
2014-05-07,798.85
2014-05-08,782.55
2014-05-09,781.95
2014-05-12,774.55
2014-05-13,779.95
2014-05-14,797.55
2014-05-15,788.55
2014-05-16,793.55
2014-05-19,801.85
2014-05-20,799.6
2014-05-21,810.65
2014-05-22,802.35
2014-05-23,813.25
2014-05-26,807.0
2014-05-27,808.15
2014-05-28,821.25
2014-05-29,816.3
2014-05-30,827.5
2014-06-02,862.05
2014-06-03,874.95
2014-06-04,886.35
2014-06-05,887.6
2014-06-06,889.6
2014-06-09,888.6
2014-06-10,878.25
2014-06-11,884.4
2014-06-12,881.2
2014-06-13,863.7
2014-06-16,860.1
2014-06-17,880.3
2014-06-18,871.3
2014-06-19,879.5
2014-06-20,875.3
2014-06-23,864.2
2014-06-24,873.8
2014-06-25,867.75
2014-06-26,867.6
2014-06-27,875.75
2014-06-30,945.3
2014-07-01,956.7
2014-07-02,966.0
2014-07-03,954.15
2014-07-04,979.7
2014-07-07,984.8
2014-07-08,942.65
2014-07-09,948.35
2014-07-10,923.9
2014-07-11,889.35
2014-07-14,874.2
2014-07-15,897.95
2014-07-16,918.0
2014-07-17,921.75
2014-07-18,911.05
2014-07-21,916.05
2014-07-22,907.0
2014-07-23,893.05
2014-07-24,905.9
2014-07-25,899.75
2014-07-28,899.65
2014-07-30,897.8
