Date,HDFC
2013-01-01,832.95
2013-01-02,846.6
2013-01-03,845.5
2013-01-04,837.7
2013-01-07,822.95
2013-01-08,840.3
2013-01-09,830.0
2013-01-10,825.5
2013-01-11,809.5
2013-01-14,827.05
2013-01-15,825.5
2013-01-16,818.85
2013-01-17,807.6
2013-01-18,822.7
2013-01-21,812.5
2013-01-22,813.35
2013-01-23,820.85
2013-01-24,807.65
2013-01-25,805.85
2013-01-28,801.7
2013-01-29,802.5
2013-01-30,797.15
2013-01-31,786.55
2013-02-01,777.95
2013-02-04,798.25
2013-02-05,797.4
2013-02-06,807.75
2013-02-07,810.65
2013-02-08,808.8
2013-02-11,800.2
2013-02-12,800.4
2013-02-13,815.0
2013-02-14,816.2
2013-02-15,812.1
2013-02-18,824.45
2013-02-19,823.45
2013-02-20,819.6
2013-02-21,815.05
2013-02-22,799.85
2013-02-25,802.05
2013-02-26,771.55
2013-02-27,779.35
2013-02-28,757.65
2013-03-01,777.5
2013-03-04,773.8
2013-03-05,773.1
2013-03-06,774.3
2013-03-07,782.05
2013-03-08,813.25
2013-03-11,831.65
2013-03-12,823.8
2013-03-13,809.2
2013-03-14,814.1
2013-03-15,817.3
2013-03-18,810.1
2013-03-19,784.55
2013-03-20,780.4
2013-03-21,797.9
2013-03-22,796.4
2013-03-25,806.2
2013-03-26,824.2
2013-03-28,826.25
2013-04-01,825.2
2013-04-02,817.25
2013-04-03,811.65
2013-04-04,792.35
2013-04-05,770.8
2013-04-08,758.2
2013-04-09,752.95
2013-04-10,783.15
2013-04-11,763.6
2013-04-12,764.8
2013-04-15,774.9
2013-04-16,803.7
2013-04-17,790.4
2013-04-18,818.25
2013-04-22,835.6
2013-04-23,838.1
2013-04-25,862.75
2013-04-26,872.6
2013-04-29,864.2
2013-04-30,847.6
2013-05-02,863.45
2013-05-03,854.9
2013-05-06,852.65
2013-05-07,853.75
2013-05-08,885.0
2013-05-09,880.35
2013-05-10,877.3
2013-05-11,874.5
2013-05-13,863.5
2013-05-14,870.85
2013-05-15,910.05
2013-05-16,908.35
2013-05-17,903.35
2013-05-20,898.4
2013-05-21,902.05
2013-05-22,899.85
2013-05-23,903.15
2013-05-24,906.05
2013-05-27,929.5
2013-05-28,919.8
2013-05-29,910.55
2013-05-30,926.25
2013-05-31,890.15
2013-06-03,869.05
2013-06-04,854.2
2013-06-05,843.95
2013-06-06,845.0
2013-06-07,839.35
2013-06-10,852.6
2013-06-11,831.15
2013-06-12,820.75
2013-06-13,812.2
2013-06-14,835.0
2013-06-17,844.4
2013-06-18,834.0
2013-06-19,842.75
2013-06-20,817.55
2013-06-21,820.7
2013-06-24,824.8
2013-06-25,817.45
2013-06-26,815.6
2013-06-27,837.15
2013-06-28,879.05
2013-07-01,889.65
2013-07-02,875.15
2013-07-03,853.6
2013-07-04,852.1
2013-07-05,850.1
2013-07-08,824.05
2013-07-09,830.05
2013-07-10,827.5
2013-07-11,854.8
2013-07-12,851.3
2013-07-15,848.5
2013-07-16,816.05
2013-07-17,817.1
2013-07-18,829.05
2013-07-19,803.2
2013-07-22,830.3
2013-07-23,826.85
2013-07-24,803.25
2013-07-25,800.8
2013-07-26,805.55
2013-07-29,806.6
2013-07-30,807.85
2013-07-31,800.45
2013-08-01,817.0
2013-08-02,808.35
2013-08-05,798.95
2013-08-06,751.85
2013-08-07,729.7
2013-08-08,746.95
2013-08-12,769.75
2013-08-13,791.95
2013-08-14,780.7
2013-08-16,737.9
2013-08-19,735.5
2013-08-20,726.25
2013-08-21,747.25
2013-08-22,735.9
2013-08-23,740.85
2013-08-26,744.0
2013-08-27,686.0
2013-08-28,652.75
2013-08-29,695.5
2013-08-30,718.65
2013-09-02,738.4
2013-09-03,702.35
2013-09-04,709.5
2013-09-05,750.4
2013-09-06,760.85
2013-09-10,809.15
2013-09-11,811.8
2013-09-12,814.45
2013-09-13,807.95
2013-09-16,814.25
2013-09-17,803.95
2013-09-18,799.2
2013-09-19,834.55
2013-09-20,810.4
2013-09-23,776.2
2013-09-24,788.25
2013-09-25,779.65
2013-09-26,792.85
2013-09-27,784.2
2013-09-30,764.25
2013-10-01,785.9
2013-10-03,802.4
2013-10-04,798.7
2013-10-07,797.8
2013-10-08,791.5
2013-10-09,802.2
2013-10-10,808.25
2013-10-11,810.5
2013-10-14,803.35
2013-10-15,801.95
2013-10-17,795.2
2013-10-18,819.45
2013-10-21,821.15
2013-10-22,810.7
2013-10-23,809.7
2013-10-24,812.15
2013-10-25,809.8
2013-10-28,820.85
2013-10-29,839.6
2013-10-30,849.45
2013-10-31,855.05
2013-11-01,855.4
2013-11-03,852.8
2013-11-05,859.45
2013-11-06,838.95
2013-11-07,841.75
2013-11-08,809.35
2013-11-11,805.35
2013-11-12,794.85
2013-11-13,791.4
2013-11-14,793.3
2013-11-18,814.45
2013-11-19,818.4
2013-11-20,807.75
2013-11-21,781.7
2013-11-22,793.35
2013-11-25,818.7
2013-11-26,807.35
2013-11-27,808.1
2013-11-28,814.1
2013-11-29,823.8
2013-12-02,827.65
2013-12-03,822.4
2013-12-04,812.15
2013-12-05,827.45
2013-12-06,813.75
2013-12-09,820.0
2013-12-10,808.95
2013-12-11,818.2
2013-12-12,826.95
2013-12-13,806.8
2013-12-16,798.55
2013-12-17,778.45
2013-12-18,798.25
2013-12-19,776.25
2013-12-20,801.85
2013-12-23,789.8
2013-12-24,779.9
2013-12-26,779.3
2013-12-27,788.4
2013-12-30,795.65
2013-12-31,794.65
2014-01-01,793.5
2014-01-02,791.1
2014-01-03,791.0
2014-01-06,795.85
2014-01-07,797.9
2014-01-08,804.3
2014-01-09,802.15
2014-01-10,801.45
2014-01-13,818.65
2014-01-14,824.35
2014-01-15,846.5
2014-01-16,857.6
2014-01-17,840.05
2014-01-20,834.8
2014-01-21,838.15
2014-01-22,841.05
2014-01-23,856.15
2014-01-24,844.7
2014-01-27,833.0
2014-01-28,831.15
2014-01-29,825.15
2014-01-30,829.15
2014-01-31,808.45
2014-02-03,788.85
2014-02-04,788.15
2014-02-05,784.8
2014-02-06,785.35
2014-02-07,783.45
2014-02-10,765.4
2014-02-11,774.8
2014-02-12,785.5
2014-02-13,766.05
2014-02-14,770.7
2014-02-17,779.3
2014-02-18,803.9
2014-02-19,805.8
2014-02-20,791.65
2014-02-21,800.6
2014-02-24,810.25
2014-02-25,811.4
2014-02-26,819.1
2014-02-28,819.3
2014-03-03,812.55
2014-03-04,821.85
2014-03-05,827.15
2014-03-06,837.85
2014-03-07,848.25
2014-03-10,850.2
2014-03-11,853.1
2014-03-12,854.65
2014-03-13,865.4
2014-03-14,856.65
2014-03-18,852.2
2014-03-19,867.7
2014-03-20,847.85
2014-03-21,843.25
2014-03-22,841.9
2014-03-24,860.25
2014-03-25,871.7
2014-03-26,866.4
2014-03-27,875.1
2014-03-28,875.8
2014-03-31,883.9
2014-04-01,888.8
2014-04-02,899.0
2014-04-03,904.15
2014-04-04,895.1
2014-04-07,895.85
2014-04-09,922.7
2014-04-10,927.25
2014-04-11,918.65
2014-04-15,887.5
2014-04-16,870.2
2014-04-17,879.8
2014-04-21,876.95
2014-04-22,874.85
2014-04-23,879.55
2014-04-25,894.1
2014-04-28,884.35
2014-04-29,887.4
2014-04-30,897.95
2014-05-02,910.95
2014-05-05,886.45
2014-05-06,877.55
2014-05-07,852.6
2014-05-08,850.45
2014-05-09,884.6
2014-05-12,895.55
2014-05-13,906.35
2014-05-14,888.85
2014-05-15,903.15
2014-05-16,885.8
