Date,KICL
2013-01-01,353.6
2013-01-02,365.1
2013-01-03,367.0
2013-01-04,359.4
2013-01-07,360.0
2013-01-08,356.45
2013-01-09,356.65
2013-01-10,357.0
2013-01-11,357.0
2013-01-14,357.95
2013-01-15,353.85
2013-01-16,349.5
2013-01-17,346.05
2013-01-18,344.15
2013-01-21,346.0
2013-01-22,345.0
2013-01-23,346.95
2013-01-24,333.5
2013-01-25,331.65
2013-01-28,326.35
2013-01-29,328.0
2013-01-30,316.35
2013-01-31,324.7
2013-02-01,326.55
2013-02-04,313.8
2013-02-05,308.0
2013-02-06,310.1
2013-02-07,306.3
2013-02-08,305.0
2013-02-11,306.55
2013-02-12,295.9
2013-02-13,289.5
2013-02-14,280.8
2013-02-15,282.95
2013-02-18,286.0
2013-02-19,280.7
2013-02-20,287.6
2013-02-21,289.45
2013-02-22,285.75
2013-02-25,274.75
2013-02-26,269.35
2013-02-27,271.1
2013-02-28,264.5
2013-03-01,266.95
2013-03-04,258.7
2013-03-05,253.2
2013-03-06,252.0
2013-03-07,264.65
2013-03-08,265.0
2013-03-11,278.85
2013-03-12,281.95
2013-03-13,289.45
2013-03-14,320.15
2013-03-15,318.85
2013-03-18,290.1
2013-03-19,279.35
2013-03-20,265.45
2013-03-21,264.2
2013-03-22,272.0
2013-03-25,289.85
2013-03-26,276.95
2013-03-28,272.0
2013-04-01,284.95
2013-04-02,305.0
2013-04-03,295.15
2013-04-04,265.75
2013-04-05,266.05
2013-04-08,272.9
2013-04-09,286.85
2013-04-10,272.05
2013-04-12,273.35
2013-04-15,274.55
2013-04-16,278.65
2013-04-17,276.05
2013-04-18,303.0
2013-04-22,318.1
2013-04-23,307.0
2013-04-25,321.05
2013-04-26,331.15
2013-04-29,330.05
2013-04-30,331.15
2013-05-02,334.3
2013-05-03,314.9
2013-05-06,325.0
2013-05-07,320.05
2013-05-08,337.0
2013-05-09,335.8
2013-05-10,332.0
2013-05-11,340.2
2013-05-13,335.0
2013-05-14,322.4
2013-05-15,312.9
2013-05-16,310.35
2013-05-17,309.8
2013-05-20,312.4
2013-05-21,290.0
2013-05-22,296.15
2013-05-23,298.0
2013-05-24,296.9
2013-05-27,288.6
2013-05-28,283.15
2013-05-29,284.75
2013-05-30,294.0
2013-05-31,285.2
2013-06-03,277.05
2013-06-04,288.0
2013-06-05,278.55
2013-06-06,296.35
2013-06-07,293.55
2013-06-10,289.0
2013-06-11,286.55
2013-06-12,285.5
2013-06-13,284.85
2013-06-14,284.9
2013-06-17,292.15
2013-06-18,288.6
2013-06-19,290.3
2013-06-20,296.0
2013-06-21,294.95
2013-06-24,298.25
2013-06-25,295.0
2013-06-26,290.0
2013-06-27,284.7
2013-06-28,287.95
2013-07-01,289.35
2013-07-02,295.85
2013-07-03,299.0
2013-07-04,292.0
2013-07-05,291.65
2013-07-08,291.0
2013-07-10,292.05
2013-07-11,290.0
2013-07-12,304.0
2013-07-16,300.0
2013-07-24,290.0
2013-07-26,266.0
2013-07-29,255.0
2013-07-30,275.0
2013-07-31,272.0
2013-08-01,280.0
2013-08-02,279.5
2013-08-05,255.05
2013-08-06,260.0
2013-08-20,230.0
2013-08-21,241.0
2013-08-22,243.0
2013-08-23,268.9
2013-08-27,255.25
2013-08-29,245.0
2013-08-30,260.0
2013-09-02,260.0
2013-09-03,251.3
2013-09-05,251.0
2013-09-06,252.0
2013-09-10,250.0
2013-09-11,250.5
2013-09-12,258.0
2013-09-13,270.0
2013-09-17,272.0
2013-09-19,275.0
2013-09-20,275.0
2013-09-24,256.0
2013-09-26,265.1
2013-09-27,261.2
2013-10-03,262.05
2013-10-07,270.0
2013-10-09,270.0
2013-10-10,250.0
2013-10-15,270.0
2013-10-17,265.35
2013-10-18,270.0
2013-10-21,280.0
2013-10-22,270.1
2013-10-23,275.2
2013-10-25,280.0
2013-10-28,285.0
2013-10-29,309.95
2013-10-30,295.0
2013-10-31,311.0
2013-11-01,300.05
2013-11-03,305.0
2013-11-05,320.0
2013-11-06,279.0
2013-11-08,270.2
2013-11-11,283.7
2013-11-13,296.0
2013-11-18,285.0
2013-11-19,282.0
2013-11-20,291.0
2013-11-21,285.35
2013-11-22,295.0
2013-11-25,284.0
2013-11-26,298.2
2013-11-28,290.0
2013-11-29,281.0
2013-12-02,280.0
2013-12-03,280.0
2013-12-04,275.5
2013-12-05,284.9
2013-12-06,275.35
2013-12-09,289.0
2013-12-10,288.05
2013-12-11,286.9
2013-12-12,298.0
2013-12-13,305.0
2013-12-16,312.0
2013-12-17,310.0
2013-12-18,325.0
2013-12-19,328.85
2013-12-20,340.0
2013-12-23,357.0
2013-12-24,364.0
2013-12-26,363.0
2013-12-27,357.0
2013-12-30,369.0
2013-12-31,368.0
2014-01-01,361.0
2014-01-02,365.0
2014-01-03,365.0
2014-01-06,360.0
2014-01-07,369.4
2014-01-08,387.85
2014-01-09,386.0
2014-01-10,390.0
2014-01-13,392.7
2014-01-14,384.2
2014-01-15,383.3
2014-01-16,384.6
2014-01-17,373.35
2014-01-20,368.9
2014-01-21,356.4
2014-01-22,357.6
2014-01-23,361.25
2014-01-24,358.1
2014-01-27,346.75
2014-01-28,340.0
2014-01-29,340.0
2014-01-30,330.0
2014-01-31,342.95
2014-02-03,326.05
2014-02-04,327.0
2014-02-05,325.05
2014-02-06,322.85
2014-02-07,327.1
2014-02-10,322.95
2014-02-11,339.05
2014-02-12,331.05
