Date,NATHBIOGEN
2015-02-23,142.7
2015-02-24,149.8
2015-02-25,142.6
2015-02-26,135.5
2015-02-27,130.0
2015-02-28,131.85
2015-03-02,128.35
2015-03-03,129.75
2015-03-04,129.2
2015-03-05,135.65
2015-03-09,144.0
2015-03-10,137.25
2015-03-11,134.85
2015-03-12,133.25
2015-03-13,129.6
2015-03-16,123.8
2015-03-17,124.3
2015-03-18,125.1
2015-03-19,125.5
2015-03-20,122.6
2015-03-23,117.75
2015-03-24,113.4
2015-03-25,115.45
2015-03-26,113.05
2015-03-27,110.9
2015-03-30,115.35
2015-03-31,116.35
2015-04-01,121.55
2015-04-06,133.7
2015-04-07,139.7
2015-04-08,146.25
2015-04-09,140.7
2015-04-10,143.4
2015-04-13,157.15
2015-04-15,157.8
2015-04-16,147.5
2015-04-17,140.85
2015-04-20,135.85
2015-04-21,130.75
2015-04-22,139.35
2015-04-23,137.8
2015-04-24,128.85
2015-04-27,124.8
2015-04-28,126.45
2015-04-29,129.15
2015-04-30,127.55
2015-05-04,127.9
2015-05-05,124.65
2015-05-06,119.95
2015-05-07,114.05
2015-05-08,120.7
2015-05-11,118.8
2015-05-12,115.1
2015-05-13,117.7
2015-05-14,117.75
2015-05-15,115.35
2015-05-18,114.2
2015-05-19,118.8
2015-05-20,116.8
2015-05-21,116.5
2015-05-22,114.25
2015-05-25,111.9
2015-05-26,112.1
2015-05-27,111.8
2015-05-28,117.75
2015-05-29,115.05
2015-06-01,109.55
2015-06-02,109.7
2015-06-03,98.95
2015-06-04,97.05
2015-06-05,97.0
2015-06-08,97.6
2015-06-09,94.85
2015-06-10,98.2
2015-06-11,95.55
2015-06-12,97.7
2015-06-15,99.85
2015-06-16,96.7
2015-06-17,99.8
2015-06-18,102.05
2015-06-19,99.85
2015-06-22,101.65
2015-06-23,101.05
2015-06-24,115.1
2015-06-25,114.5
2015-06-26,111.35
2015-06-29,108.9
2015-06-30,109.2
2015-07-01,109.1
2015-07-02,116.6
2015-07-03,113.65
2015-07-06,117.75
2015-07-07,117.5
2015-07-08,114.45
2015-07-09,114.85
2015-07-10,116.3
2015-07-13,113.6
2015-07-14,114.55
2015-07-15,114.3
2015-07-16,113.55
2015-07-17,116.3
2015-07-20,112.35
2015-07-21,107.75
2015-07-22,107.25
2015-07-23,106.9
2015-07-24,106.5
2015-07-27,106.4
2015-07-28,107.65
2015-07-29,102.8
2015-07-30,102.95
2015-07-31,110.15
2015-08-03,107.4
2015-08-04,108.0
2015-08-05,108.0
2015-08-06,105.45
2015-08-07,103.85
2015-08-10,103.65
2015-08-11,99.1
2015-08-12,96.3
2015-08-13,95.25
2015-08-14,100.5
2015-08-17,97.2
2015-08-18,96.45
2015-08-19,95.55
2015-08-20,94.1
2015-08-21,91.0
2015-08-24,83.25
2015-08-25,85.1
2015-08-26,79.2
2015-08-27,81.8
2015-08-28,81.55
2015-08-31,81.0
2015-09-01,77.1
2015-09-02,78.25
2015-09-03,80.85
2015-09-04,79.0
2015-09-07,76.8
2015-09-08,72.2
2015-09-09,71.4
2015-09-10,69.25
2015-09-11,71.15
2015-09-14,70.4
2015-09-15,72.9
2015-09-16,74.1
2015-09-18,74.1
2015-09-21,74.0
2015-09-22,74.0
