Date,VIVIDHA
2013-05-21,167.9
2013-05-22,169.35
2013-05-23,166.0
2013-05-24,174.3
2013-05-27,171.95
2013-05-28,163.0
2013-05-29,159.35
2013-05-30,165.8
2013-05-31,161.5
2013-06-03,156.95
2013-06-04,153.95
2013-06-05,152.2
2013-06-06,150.0
2013-06-07,146.9
2013-06-10,144.2
2013-06-11,139.0
2013-06-12,138.05
2013-06-13,135.05
2013-06-14,134.55
2013-06-17,136.0
2013-06-18,133.5
2013-06-19,131.25
2013-06-20,129.1
2013-06-21,129.45
2013-06-24,128.8
2013-06-25,128.9
2013-06-26,126.9
2013-06-27,130.3
2013-06-28,138.35
2013-07-01,132.2
2013-07-02,132.05
2013-07-03,131.0
2013-07-04,134.5
2013-07-05,137.05
2013-07-08,133.6
2013-07-09,128.2
2013-07-10,124.0
2013-07-11,124.0
2013-07-12,121.5
2013-07-15,121.4
2013-07-16,118.05
2013-07-17,118.85
2013-07-18,118.6
2013-07-19,118.6
2013-07-22,119.05
2013-07-23,114.7
2013-07-24,114.45
2013-07-25,113.05
2013-07-26,103.0
2013-07-29,103.1
2013-07-30,101.6
2013-07-31,97.75
2013-08-01,95.5
2013-08-02,94.1
2013-08-05,92.7
2013-08-06,88.05
2013-08-07,85.75
2013-08-08,85.8
2013-08-12,81.65
2013-08-13,77.35
2013-08-14,75.85
2013-08-16,68.95
2013-08-19,67.55
2013-08-20,67.0
2013-08-21,69.0
2013-08-22,68.1
2013-08-23,67.0
2013-08-26,66.0
2013-08-27,65.85
2013-08-28,66.0
2013-08-29,68.75
2013-08-30,68.55
2013-09-02,67.25
2013-09-03,69.15
2013-09-04,70.8
2013-09-05,70.5
2013-09-06,67.85
2013-09-10,67.0
2013-09-11,67.0
2013-09-12,66.5
2013-09-13,66.85
2013-09-16,66.65
2013-09-17,57.8
2013-09-18,58.05
2013-09-19,46.55
2013-09-20,41.9
2013-09-23,46.05
2013-09-24,48.8
2013-09-25,44.65
2013-09-26,44.75
2013-09-27,49.2
2013-09-30,54.0
2013-10-01,58.35
2013-10-03,64.15
2013-10-04,62.4
2013-10-07,59.4
2013-10-08,62.05
2013-10-09,65.1
2013-10-10,66.5
2013-11-29,48.8
2013-12-03,49.0
2013-12-04,51.45
2013-12-05,54.0
2013-12-06,56.55
2013-12-10,58.2
2013-12-11,61.1
2013-12-12,64.15
2013-12-13,67.35
2013-12-16,70.7
2013-12-17,74.2
2013-12-18,75.1
2013-12-19,78.85
2014-03-03,75.0
2014-03-05,78.0
2014-03-06,80.0
2014-03-07,84.0
2014-03-10,84.5
2014-03-11,87.0
2014-03-12,90.0
2014-03-13,91.0
2014-03-14,91.0
2014-03-18,88.0
2014-03-19,90.0
2014-03-20,90.0
2014-03-21,90.0
2014-03-22,91.0
2014-03-24,92.45
2014-03-25,90.0
2014-03-26,89.2
2014-03-27,88.0
2014-03-28,89.5
2014-04-01,89.0
2014-04-02,86.0
2014-04-03,86.55
2014-04-04,86.2
2014-04-07,89.95
2014-04-09,90.0
2014-04-10,88.5
2014-04-11,87.65
2014-04-15,88.0
2014-04-16,87.45
2014-04-17,89.0
2014-04-23,86.0
2014-04-25,86.0
2014-04-30,88.7
2014-05-05,87.0
2014-05-08,86.0
2014-05-12,90.0
2014-05-13,81.6
2014-05-20,90.0
2014-05-21,85.0
2014-05-23,76.0
2014-05-26,89.9
2014-05-29,72.0
2014-05-30,86.0
2014-06-02,103.2
2014-06-03,121.3
2014-06-04,109.75
2014-06-05,111.15
2014-06-06,108.55
2014-06-09,109.55
2014-06-10,104.55
2014-06-11,100.0
2014-06-12,100.0
2014-06-13,101.0
2014-06-16,102.0
2014-06-17,110.9
2014-06-18,114.0
2014-06-19,125.4
2014-08-06,150.2
2014-08-07,151.1
2014-08-08,155.5
2014-08-11,162.95
2014-08-13,155.05
2014-08-14,155.9
2014-08-18,162.0
2014-08-19,162.0
2014-08-20,161.35
2014-08-21,159.75
2014-08-22,159.0
2014-08-25,159.2
2014-08-26,159.25
2014-08-27,159.9
2014-08-28,162.0
2014-09-01,170.1
2014-09-02,178.6
2014-09-03,187.5
2014-09-04,196.85
2014-09-05,216.5
2014-09-08,238.15
2014-09-09,241.0
2014-09-10,242.2
2014-09-11,242.2
2014-09-12,242.05
2014-09-15,247.25
2014-09-16,271.95
2014-09-17,273.1
2014-09-18,273.1
2014-09-19,272.55
2014-09-22,272.6
2014-09-23,272.05
2014-09-24,272.05
2014-09-25,272.15
2014-09-26,299.35
2014-09-29,301.5
2014-09-30,306.2
2014-10-01,336.8
2014-10-07,337.55
2014-10-08,384.85
2014-10-09,456.55
2014-10-10,455.65
2014-10-13,457.4
2014-10-14,460.65
2014-10-16,534.7
2014-10-17,535.15
2014-10-20,536.7
2014-10-21,536.1
2014-10-22,536.25
2014-10-23,537.35
2014-10-27,537.85
2014-10-28,538.05
2014-10-29,537.35
2014-10-30,537.85
2014-10-31,542.25
2014-11-03,551.4
2014-11-05,551.35
2014-11-07,552.0
2014-11-10,610.5
2014-11-11,624.6
2014-11-12,640.4
2014-11-13,653.55
2014-11-14,664.45
2014-11-17,670.7
2014-11-18,675.3
2014-11-19,680.55
2014-11-20,685.25
2014-11-21,690.1
2014-11-24,700.2
2014-11-25,711.95
2014-11-26,722.2
2014-11-27,735.75
2014-11-28,800.9
2014-12-01,802.4
2014-12-02,805.4
2014-12-03,805.85
2014-12-04,801.15
2014-12-05,805.1
2014-12-08,811.0
2014-12-09,816.45
2014-12-10,829.85
2014-12-11,832.65
2014-12-12,835.1
2014-12-15,840.95
2014-12-16,845.1
2014-12-17,775.65
2014-12-18,804.4
2014-12-19,805.8
2014-12-22,810.45
2014-12-23,816.0
2014-12-24,808.3
2014-12-26,804.4
2014-12-29,778.55
2014-12-30,802.2
2014-12-31,800.15
2015-01-01,794.45
2015-01-02,800.1
2015-01-05,770.75
2015-01-06,724.7
2015-01-07,706.0
2015-01-08,626.8
2015-01-09,605.0
2015-01-12,619.35
