Date,BYKE
2015-04-15,164.35
2015-04-16,162.7
2015-04-17,161.55
2015-04-20,162.05
2015-04-21,161.1
2015-04-22,162.95
2015-04-23,162.95
2015-04-24,161.8
2015-04-27,159.6
2015-04-28,162.15
2015-04-29,161.7
2015-04-30,161.0
2015-05-04,165.1
2015-05-05,162.7
2015-05-06,157.7
2015-05-07,157.55
2015-05-08,165.6
2015-05-11,167.35
2015-05-12,162.45
2015-05-13,164.9
2015-05-14,163.75
2015-05-15,166.6
2015-05-18,171.15
2015-05-19,169.4
2015-05-20,173.3
2015-05-21,170.4
2015-05-22,172.75
2015-05-25,168.95
2015-05-26,165.5
2015-05-27,166.3
2015-05-28,167.65
2015-05-29,168.7
2015-06-01,163.35
2015-06-02,163.65
2015-06-03,162.1
2015-06-04,159.0
2015-06-05,158.0
2015-06-08,156.5
2015-06-09,156.55
2015-06-10,157.55
2015-06-11,160.85
2015-06-12,157.1
2015-06-15,159.25
2015-06-16,156.4
2015-06-17,160.7
2015-06-18,163.6
2015-06-19,166.1
2015-06-22,168.0
2015-06-23,166.2
2015-06-24,167.65
2015-06-25,170.3
2015-06-26,168.9
2015-06-29,170.75
2015-06-30,171.7
2015-07-01,174.0
2015-07-02,173.45
2015-07-03,174.05
2015-07-06,173.55
2015-07-07,170.1
2015-07-08,166.65
2015-07-09,166.45
2015-07-10,168.8
2015-07-13,172.7
2015-07-14,168.95
2015-07-15,167.35
2015-07-16,168.1
2015-07-17,168.55
2015-07-20,166.8
2015-07-21,167.6
2015-07-22,169.2
2015-07-23,170.8
2015-07-24,170.85
2015-07-27,170.35
2015-07-28,170.0
2015-07-29,176.5
2015-07-30,171.65
2015-07-31,173.6
2015-08-03,174.55
2015-08-04,172.8
2015-08-05,175.45
2015-08-06,174.9
2015-08-07,169.95
2015-08-10,167.35
2015-08-11,165.6
2015-08-12,162.55
2015-08-13,166.8
2015-08-14,168.35
2015-08-17,165.7
2015-08-18,169.35
2015-08-19,169.65
2015-08-20,170.7
2015-08-21,168.15
2015-08-24,165.05
2015-08-25,166.35
2015-08-26,162.15
2015-08-27,164.55
2015-08-28,163.65
2015-08-31,162.55
2015-09-01,155.6
2015-09-02,155.95
2015-09-03,157.8
2015-09-04,152.65
2015-09-07,150.1
2015-09-08,153.2
2015-09-09,155.55
2015-09-10,153.85
2015-09-11,156.15
2015-09-14,160.6
2015-09-15,159.05
2015-09-16,163.5
2015-09-18,167.4
2015-09-21,165.1
2015-09-22,159.4
2015-09-23,161.15
2015-09-24,159.05
