Date,GOLDTECH
2015-07-09,6.5
2015-07-10,6.5
2015-07-13,5.95
2015-07-14,5.85
2015-07-15,5.65
2015-07-16,5.8
2015-07-17,6.0
2015-07-20,5.8
2015-07-21,5.8
2015-07-22,5.65
2015-07-23,5.5
2015-07-24,5.8
2015-07-27,5.7
2015-07-29,5.7
2015-07-30,5.65
2015-07-31,5.9
2015-08-03,6.0
2015-08-04,6.0
2015-08-05,6.6
2015-08-06,6.55
2015-08-07,6.3
2015-08-10,5.85
2015-08-11,6.05
2015-08-12,5.7
2015-08-13,5.95
2015-08-18,5.75
2015-08-19,6.3
2015-08-20,5.6
2015-08-21,5.65
2015-08-24,5.25
2015-08-25,5.0
2015-08-26,5.0
2015-08-27,5.0
2015-08-28,4.75
2015-08-31,4.95
2015-09-01,5.0
2015-09-02,5.05
2015-09-03,5.05
2015-09-04,5.0
2015-09-07,5.0
2015-09-08,5.0
2015-09-09,5.0
2015-09-11,4.6
2015-09-16,5.45
2015-09-18,5.45
2015-09-23,4.65
2015-09-24,5.5
2015-09-28,4.6
2015-09-29,4.5
2015-10-05,4.5
2015-10-06,4.7
2015-10-07,4.75
2015-10-09,4.85
2015-10-12,4.85
2015-10-13,4.65
2015-10-14,4.5
2015-10-15,4.65
2015-10-16,4.75
2015-10-19,4.75
2015-10-20,4.75
2015-10-21,4.75
2015-10-23,4.85
2015-10-26,4.75
2015-10-30,4.55
2015-11-05,4.35
2015-11-10,4.35
2015-11-20,4.15
2015-11-23,4.0
2015-11-24,4.15
2015-11-26,4.35
2015-12-01,4.5
2015-12-02,4.3
2015-12-03,4.5
2015-12-10,4.3
2015-12-16,4.5
2015-12-17,4.3
2015-12-21,4.25
2015-12-22,4.45
2015-12-23,4.4
2015-12-24,4.55
2015-12-29,4.75
2015-12-30,4.55
2015-12-31,4.75
2016-01-01,4.95
2016-01-04,5.15
2016-01-05,5.4
2016-01-06,5.65
2016-01-07,5.9
2016-01-08,6.15
2016-01-11,6.45
2016-01-12,6.55
2016-01-13,6.3
2016-01-15,6.0
2016-01-20,5.7
2016-01-25,5.5
2016-01-27,5.25
2016-01-28,5.0
2016-01-29,4.75
2016-02-01,4.95
2016-02-02,4.75
2016-02-08,4.55
2016-02-09,4.35
2016-02-10,4.2
2016-02-11,4.2
2016-02-12,4.0
2016-02-15,4.0
2016-02-17,3.8
2016-02-18,3.95
2016-02-23,4.1
2016-02-24,4.25
2016-02-25,4.25
2016-02-26,4.3
2016-02-29,4.3
2016-03-01,4.3
2016-03-02,4.5
2016-03-03,4.35
2016-03-08,4.35
2016-03-09,4.35
2016-03-10,4.55
2016-03-15,4.75
2016-03-16,4.95
2016-03-17,5.15
2016-03-18,5.4
2016-03-21,5.15
2016-03-23,5.25
2016-03-28,5.25
2016-03-29,5.0
2016-04-04,5.25
2016-05-10,5.35
2016-05-11,5.6
2016-05-12,5.8
2016-05-13,5.6
2016-05-16,5.85
2016-05-17,6.1
2016-05-18,6.4
2016-05-19,6.7
2016-05-20,6.4
2016-05-23,6.1
2016-05-24,5.85
2016-05-25,6.0
2016-05-26,6.3
2016-05-27,6.6
2016-05-30,6.8
2016-05-31,7.1
2016-06-01,7.0
2016-06-02,7.25
2016-06-03,7.05
2016-06-06,7.1
2016-07-05,6.9
2016-07-07,6.6
2016-07-08,6.3
2016-07-11,6.6
2016-07-12,6.9
2016-07-13,7.2
2016-07-14,7.55
2016-07-15,7.9
2016-07-18,8.25
2016-07-19,8.65
2016-07-20,9.0
2016-07-21,8.95
2016-07-22,8.75
2016-07-25,8.95
2016-07-26,8.8
2016-07-27,8.4
2016-07-28,8.15
2016-07-29,8.5
2016-08-01,8.1
2016-08-02,8.5
2016-08-03,8.9
2016-08-04,9.3
2016-08-05,9.75
2016-08-08,10.2
2016-09-07,8.9
2016-09-08,8.8
2016-09-09,8.5
2016-09-12,8.1
2016-09-14,8.2
2016-09-15,8.6
2016-09-16,8.75
2016-09-19,8.65
2016-09-20,8.35
2016-09-21,8.55
2016-09-22,8.4
2016-09-23,8.45
2016-09-26,8.05
2016-09-27,7.65
2016-09-28,7.5
2016-09-29,7.15
2016-09-30,7.4
2016-10-03,7.15
2016-10-04,6.9
2016-10-05,7.2
2016-10-06,7.1
2016-10-07,7.0
2016-10-10,6.95
2016-10-13,6.65
2016-10-14,6.55
2016-10-17,6.95
2016-10-18,6.95
2016-10-19,6.75
2016-10-20,6.8
2016-10-21,6.65
2016-10-24,6.65
2016-10-25,6.65
2016-10-26,6.5
2016-10-27,6.9
2016-10-28,6.7
2016-10-30,6.8
2016-11-01,7.45
2016-11-02,8.15
2016-11-03,7.75
2016-11-04,7.4
2016-11-07,7.25
2016-11-08,7.5
2016-11-09,7.15
2016-11-10,7.3
2016-11-11,6.95
2016-11-15,6.95
2016-11-16,6.9
2016-11-17,6.6
2016-11-18,6.35
2016-11-21,6.2
2016-11-22,6.25
2016-11-23,6.5
2016-11-24,6.6
2016-11-25,6.65
2016-11-28,6.95
2016-11-29,6.65
2016-11-30,6.7
2016-12-02,6.9
2016-12-05,7.3
2016-12-06,7.65
2016-12-07,7.55
2016-12-08,7.05
2016-12-09,7.2
2016-12-12,7.45
2016-12-13,7.3
2016-12-14,7.3
2016-12-15,7.1
2016-12-16,7.3
2016-12-19,7.0
2016-12-20,6.55
2016-12-21,6.65
2016-12-22,6.75
2016-12-23,6.8
2016-12-26,6.15
2016-12-27,6.45
2016-12-28,6.25
2016-12-29,6.3
2016-12-30,6.3
2017-01-02,6.45
2017-01-03,6.7
2017-01-04,6.7
2017-01-05,6.95
2017-01-06,6.75
2017-01-09,6.95
2017-01-10,6.65
2017-01-11,7.0
2017-01-12,7.2
2017-01-13,7.2
2017-01-16,6.95
2017-01-17,7.0
2017-01-18,7.6
2017-01-19,7.05
2017-01-20,7.35
2017-01-23,7.05
2017-01-24,7.05
2017-01-25,7.05
2017-01-27,7.45
2017-01-30,7.0
2017-01-31,7.25
2017-02-01,7.35
2017-02-02,7.0
2017-02-03,7.15
2017-02-06,7.85
2017-02-07,9.4
2017-02-08,9.45
2017-02-09,8.75
2017-02-10,8.4
2017-02-13,7.9
2017-02-14,8.0
2017-02-15,7.9
2017-02-16,8.1
2017-02-17,8.15
2017-02-20,9.75
2017-02-21,10.45
2017-02-22,9.85
2017-02-23,9.9
2017-02-27,9.6
2017-02-28,9.65
2017-03-01,9.7
2017-03-02,9.55
2017-03-03,9.2
2017-03-06,9.0
2017-05-30,11.65
2017-05-31,11.1
2017-06-01,10.55
2017-06-02,10.05
2017-06-05,9.55
2017-06-06,9.1
2017-06-07,8.65
2017-06-08,8.25
2017-06-09,7.85
2017-06-12,7.5
2017-06-13,7.3
2017-06-14,7.65
2017-06-15,8.0
2017-06-16,8.4
2017-06-19,8.8
2017-06-20,9.1
2017-06-21,9.05
2017-06-22,9.15
2017-06-23,8.85
2017-06-27,9.15
2017-06-28,8.8
2017-06-29,8.4
2017-06-30,8.4
2017-07-03,8.45
2017-07-04,8.25
2017-07-05,8.3
2017-07-06,8.25
2017-07-07,8.4
2017-07-10,8.1
2017-07-11,8.05
2017-07-12,8.15
2017-07-13,8.0
2017-07-14,8.0
2017-07-17,7.7
2017-07-18,7.85
2017-07-19,8.2
2017-07-20,8.05
2017-07-21,8.15
2017-07-24,7.95
2017-07-25,7.85
2017-07-26,8.0
2017-07-27,7.65
2017-07-28,7.55
2017-07-31,7.6
2017-08-01,7.95
2017-08-02,8.3
2017-08-03,8.7
2017-08-04,9.1
2017-08-07,10.0
2017-08-08,11.0
2017-08-09,12.1
2017-08-10,11.5
2017-08-11,10.95
2017-08-14,10.45
2017-08-16,10.95
2017-08-17,11.45
2017-08-18,12.0
2017-08-21,11.95
2017-08-22,11.4
2017-11-14,9.1
2017-11-15,9.1
2017-11-16,8.95
2017-11-17,9.35
2017-11-20,9.6
2017-11-21,9.55
2017-11-22,9.35
2017-11-23,9.0
2017-11-24,9.05
2017-11-27,9.4
2017-11-28,9.15
2017-11-29,9.25
2017-11-30,9.3
2017-12-01,9.2
2017-12-04,9.3
2017-12-05,9.5
2017-12-06,9.4
2017-12-07,9.2
2017-12-08,9.4
2017-12-11,9.2
2017-12-12,9.35
2017-12-13,9.25
2017-12-14,10.15
2017-12-15,11.15
2017-12-18,12.25
2017-12-19,12.85
2017-12-20,13.45
2017-12-21,14.1
2017-12-22,14.8
2017-12-26,14.3
2017-12-27,14.8
2017-12-28,15.5
2017-12-29,16.25
