Date,HUBTOWN
2013-01-01,188.3
2013-01-02,191.3
2013-01-03,187.35
2013-01-04,188.5
2013-01-07,187.25
2013-01-08,186.05
2013-01-09,186.95
2013-01-10,185.25
2013-01-11,179.1
2013-01-14,180.3
2013-01-15,181.75
2013-01-16,178.4
2013-01-17,178.55
2013-01-18,177.55
2013-01-21,178.75
2013-01-22,175.45
2013-01-23,172.9
2013-01-24,166.3
2013-01-25,166.3
2013-01-28,167.75
2013-01-29,168.75
2013-01-30,171.35
2013-01-31,169.1
2013-02-01,171.75
2013-02-04,168.8
2013-02-05,171.15
2013-02-06,168.55
2013-02-07,166.65
2013-02-08,165.7
2013-02-11,166.8
2013-02-12,162.55
2013-02-13,161.75
2013-02-14,160.5
2013-02-15,158.65
2013-02-18,159.65
2013-02-19,160.2
2013-02-20,160.7
2013-02-21,158.15
2013-02-22,157.7
2013-02-25,156.0
2013-02-26,156.05
2013-02-27,156.6
2013-02-28,156.9
2013-03-01,156.9
2013-03-04,151.1
2013-03-05,156.6
2013-03-06,157.7
2013-03-07,156.25
2013-03-08,158.65
2013-03-11,157.1
2013-03-12,154.3
2013-03-13,154.45
2013-03-14,152.75
2013-03-15,154.9
2013-03-18,152.5
2013-03-19,151.35
2013-03-20,149.45
2013-03-21,148.45
2013-03-22,146.15
2013-03-25,141.6
2013-03-26,141.0
2013-03-28,139.95
2013-04-01,141.3
2013-04-02,140.1
2013-04-03,141.05
2013-04-04,140.1
2013-04-05,133.95
2013-04-08,138.2
2013-04-09,136.25
2013-04-10,135.0
2013-04-11,137.05
2013-04-12,132.9
2013-04-15,129.25
2013-04-16,130.25
2013-04-17,131.3
2013-04-18,131.95
2013-04-22,134.25
2013-04-23,131.85
2013-04-25,125.65
2013-04-26,137.6
2013-04-29,141.0
2013-04-30,141.25
2013-05-02,141.7
2013-05-03,146.0
2013-05-06,150.85
2013-05-07,147.2
2013-05-08,146.1
2013-05-09,150.0
2013-05-10,149.7
2013-05-11,151.45
2013-05-13,149.25
