Date,ULTRACEMCO
2013-01-01,2022.8
2013-01-02,2035.25
2013-01-03,2024.85
2013-01-04,2041.9
2013-01-07,2040.7
2013-01-08,2019.15
2013-01-09,1962.35
2013-01-10,1899.15
2013-01-11,1883.3
2013-01-14,1866.15
2013-01-15,1920.55
2013-01-16,1920.7
2013-01-17,1910.35
2013-01-18,1909.3
2013-01-21,1931.45
2013-01-22,1952.95
2013-01-23,1954.65
2013-01-24,1949.85
2013-01-25,1916.65
2013-01-28,1886.55
2013-01-29,1857.1
2013-01-30,1884.35
2013-01-31,1902.55
2013-02-01,1837.75
2013-02-04,1897.35
2013-02-05,1925.4
2013-02-06,1962.65
2013-02-07,1921.3
2013-02-08,1884.45
2013-02-11,1912.7
2013-02-12,1920.25
2013-02-13,1943.3
2013-02-14,1953.2
2013-02-15,1930.0
2013-02-18,1905.8
2013-02-19,1943.65
2013-02-20,1949.45
2013-02-21,1938.6
2013-02-22,1940.9
2013-02-25,1912.1
2013-02-26,1905.7
2013-02-27,1900.2
2013-02-28,1868.05
2013-03-01,1886.6
2013-03-04,1848.3
2013-03-05,1901.1
2013-03-06,1900.1
2013-03-07,1879.3
2013-03-08,1900.65
2013-03-11,1897.0
2013-03-12,1905.1
2013-03-13,1905.35
2013-03-14,1908.75
2013-03-15,1923.15
2013-03-18,1903.95
2013-03-19,1883.95
2013-03-20,1844.95
2013-03-21,1860.05
2013-03-22,1853.5
2013-03-25,1862.7
2013-03-26,1848.25
2013-03-28,1868.95
2013-04-01,1865.15
2013-04-02,1856.3
2013-04-03,1851.7
2013-04-04,1743.35
2013-04-05,1771.55
2013-04-08,1789.7
2013-04-09,1800.55
2013-04-10,1792.1
2013-04-11,1787.6
2013-04-12,1815.45
2013-04-15,1872.35
2013-04-16,1896.85
2013-04-17,1897.65
2013-04-18,1927.65
2013-04-22,1871.6
2013-04-23,1865.6
2013-04-25,1929.95
2013-04-26,1908.4
2013-04-29,1918.25
2013-04-30,1900.85
2013-05-02,1882.65
2013-05-03,1886.3
2013-05-06,1911.5
2013-05-07,1928.55
2013-05-08,1978.2
2013-05-09,2002.0
2013-05-10,1977.65
2013-05-11,1980.3
2013-05-13,1955.8
2013-05-14,1973.75
2013-05-15,1973.55
2013-05-16,2002.8
2013-05-17,2016.75
2013-05-20,2020.05
2013-05-21,1929.15
2013-05-22,1950.3
2013-05-23,1954.15
2013-05-24,1944.2
2013-05-27,2013.65
2013-05-28,1980.25
2013-05-29,1978.35
2013-05-30,1988.05
2013-05-31,1878.3
2013-06-03,1858.55
2013-06-04,1868.5
2013-06-05,1853.9
2013-06-06,1894.6
2013-06-07,1860.2
2013-06-10,1893.45
2013-06-11,1857.7
2013-06-12,1841.1
2013-06-13,1822.25
2013-06-14,1874.0
2013-06-17,1911.25
2013-06-18,1865.9
2013-06-19,1837.9
2013-06-20,1817.0
2013-06-21,1813.15
2013-06-24,1781.7
2013-06-25,1786.25
2013-06-26,1775.65
2013-06-27,1877.6
2013-06-28,1877.0
2013-07-01,1932.3
2013-07-02,1923.2
2013-07-03,1909.0
2013-07-04,1907.0
2013-07-05,1926.25
2013-07-08,1888.05
2013-07-09,1930.25
2013-07-10,1953.2
2013-07-11,1980.15
2013-07-12,1939.7
2013-07-15,1941.65
2013-07-16,1933.5
2013-07-17,1940.15
2013-07-18,1924.35
2013-07-19,1930.25
2013-07-22,1919.6
2013-07-23,1910.65
2013-07-24,1918.8
2013-07-25,1854.15
2013-07-26,1864.95
2013-07-29,1880.6
2013-07-30,1871.75
2013-07-31,1836.65
2013-08-01,1817.95
2013-08-02,1779.15
2013-08-05,1773.4
2013-08-06,1670.6
2013-08-07,1642.6
2013-08-08,1671.85
2013-08-12,1688.85
2013-08-13,1695.7
2013-08-14,1727.75
2013-08-16,1684.0
2013-08-19,1654.65
2013-08-20,1647.1
2013-08-21,1625.9
2013-08-22,1634.45
2013-08-23,1580.7
2013-08-26,1596.4
2013-08-27,1550.7
2013-08-28,1463.7
2013-08-29,1447.95
2013-08-30,1474.85
2013-09-02,1498.4
2013-09-03,1444.7
2013-09-04,1488.0
2013-09-05,1539.4
2013-09-06,1601.05
2013-09-10,1707.5
2013-09-11,1734.85
2013-09-12,1758.85
2013-09-13,1720.85
2013-09-16,1648.75
2013-09-17,1699.65
2013-09-18,1717.05
2013-09-19,1766.65
2013-09-20,1854.4
2013-09-23,1790.6
2013-09-24,1819.85
2013-09-25,1796.95
2013-09-26,1808.7
