Date,KTIL
2013-01-01,61.85
2013-01-02,64.3
2013-01-03,62.2
2013-01-04,63.15
2013-01-07,66.0
2013-01-08,67.5
2013-01-09,67.0
2013-01-10,67.9
2013-01-11,67.4
2013-01-14,65.5
2013-01-15,64.1
2013-01-16,63.1
2013-01-17,63.45
2013-01-18,61.0
2013-01-21,63.8
2013-01-22,61.2
2013-01-23,61.1
2013-01-24,64.15
2013-01-25,67.35
2013-01-28,68.0
2013-01-29,67.9
2013-01-30,66.6
2013-01-31,66.95
2013-02-01,66.7
2013-02-04,65.8
2013-02-05,64.05
2013-02-06,66.0
2013-02-07,64.8
2013-02-08,63.0
2013-02-11,61.05
2013-02-12,60.65
2013-02-13,60.0
2013-02-14,60.1
2013-02-15,58.7
2013-02-19,57.0
2013-02-20,57.0
2013-02-21,57.4
2013-02-25,56.8
2013-02-28,58.95
2013-03-01,56.1
2013-03-04,56.15
2013-03-05,55.7
2013-03-06,55.7
2013-03-07,57.45
2013-03-08,58.2
2013-03-12,57.0
2013-03-13,55.65
2013-03-15,53.15
2013-03-19,54.1
2013-03-20,53.0
2013-03-21,52.5
2013-03-22,52.6
2013-03-25,51.8
2013-04-02,52.7
2013-04-05,49.15
2013-04-12,45.15
2013-04-18,49.5
2013-05-02,49.95
2013-05-06,48.05
2013-05-10,50.45
2013-05-20,51.0
2013-05-21,49.0
2013-05-23,51.45
2013-05-24,51.0
2013-05-29,53.55
2013-05-30,56.2
2013-06-04,58.0
2013-06-17,56.0
2013-06-18,56.0
2013-07-05,55.5
2013-07-09,55.0
2013-07-10,52.25
2013-07-11,53.0
2013-07-15,51.0
2013-07-16,52.75
2013-07-23,52.7
2013-07-24,53.5
2013-07-25,52.9
2013-07-26,50.4
2013-07-31,47.95
2013-08-02,45.6
2013-08-06,44.95
2013-08-08,46.0
2013-08-12,46.0
2013-08-14,46.05
2013-08-16,46.05
2013-08-22,46.0
2013-08-28,48.25
2013-09-03,48.5
2013-09-04,48.5
2013-09-05,48.75
