Date,INDIANCARD
2013-01-01,127.55
2013-01-02,123.5
2013-01-03,122.65
2013-01-04,126.1
2013-01-07,124.3
2013-01-08,126.05
2013-01-09,124.5
2013-01-10,123.35
2013-01-11,124.8
2013-01-14,124.0
2013-01-15,123.15
2013-01-16,123.9
2013-01-17,122.6
2013-01-18,123.95
2013-01-21,122.15
2013-01-22,122.55
2013-01-23,117.35
2013-01-24,117.5
2013-01-25,119.75
2013-01-28,117.0
2013-01-29,117.95
2013-01-30,117.55
2013-01-31,116.25
2013-02-01,116.5
2013-02-04,116.0
2013-02-05,117.0
2013-02-06,118.95
2013-02-07,118.9
2013-02-08,115.05
2013-02-11,117.85
2013-02-12,110.25
2013-02-13,113.35
2013-02-14,110.05
2013-02-15,113.0
2013-02-18,108.1
2013-02-19,107.7
2013-02-20,109.0
2013-02-21,108.65
2013-02-22,107.25
2013-02-25,107.5
2013-02-26,105.45
2013-02-27,105.15
2013-02-28,104.25
2013-03-01,102.75
2013-03-06,101.85
2013-03-07,101.5
2013-03-08,106.05
2013-03-11,103.5
2013-03-12,104.0
2013-03-13,100.3
2013-03-14,101.0
2013-03-15,101.5
2013-03-18,99.95
2013-03-19,107.15
2013-03-20,101.05
2013-03-21,101.05
2013-03-22,100.0
2013-03-25,91.75
2013-03-26,92.1
2013-03-28,92.05
2013-04-01,98.95
2013-04-02,101.5
2013-04-03,100.0
2013-04-04,101.0
2013-04-05,96.2
2013-04-08,100.0
2013-04-09,96.6
2013-04-10,96.15
2013-04-11,99.7
2013-04-12,98.0
2013-04-15,96.1
2013-04-16,97.8
2013-04-17,102.75
2013-04-18,102.1
2013-04-22,100.5
2013-04-23,98.25
2013-04-25,101.3
2013-04-26,95.45
2013-04-29,95.0
2013-04-30,94.95
2013-05-02,94.85
2013-05-03,97.35
2013-05-06,99.15
2013-05-07,100.5
2013-05-08,101.7
2013-05-09,98.0
2013-05-10,96.25
2013-05-11,95.7
2013-05-13,100.0
2013-05-14,99.05
2013-05-15,101.8
2013-05-16,101.85
2013-05-17,101.2
2013-05-20,99.9
2013-05-21,98.55
2013-05-22,101.15
2013-05-23,98.6
2013-05-24,100.95
2013-05-27,103.55
2013-05-28,99.9
2013-05-29,102.45
2013-05-30,97.8
2013-05-31,93.6
2013-06-03,95.05
2013-06-04,94.4
2013-06-05,93.0
2013-06-06,91.3
2013-06-07,93.0
2013-06-11,94.0
2013-06-12,92.55
2013-06-13,91.95
2013-06-14,91.15
2013-06-17,92.55
2013-06-18,93.35
2013-06-19,91.4
2013-06-20,91.4
2013-06-21,90.1
2013-06-24,87.05
2013-06-25,87.6
2013-06-26,87.15
2013-06-27,88.0
2013-06-28,88.1
2013-07-01,89.2
2013-07-02,90.05
2013-07-03,86.8
2013-07-04,87.65
2013-07-05,88.15
2013-07-08,88.3
2013-07-09,89.25
2013-07-10,88.85
2013-07-11,90.0
2013-07-12,88.45
2013-07-15,90.0
2013-07-16,91.75
2013-07-17,90.2
2013-07-18,92.8
2013-07-19,93.8
2013-07-22,88.45
2013-07-23,89.45
2013-07-24,88.3
2013-07-25,88.5
2013-07-26,88.2
2013-07-29,87.3
2013-07-30,89.75
2013-07-31,80.45
2013-08-01,81.9
2013-08-02,84.0
2013-08-05,80.6
2013-08-06,77.3
2013-08-07,81.45
2013-08-08,77.65
2013-08-12,84.0
2013-08-13,84.55
2013-08-14,85.0
2013-08-16,88.55
2013-08-19,85.0
2013-08-20,85.0
2013-08-21,85.15
2013-08-22,87.1
2013-08-23,84.05
2013-08-26,84.0
2013-08-27,83.0
2013-08-28,84.0
2013-08-29,78.75
2013-08-30,79.95
2013-09-02,79.45
2013-09-03,79.0
2013-09-04,79.95
2013-09-05,79.95
2013-09-06,82.85
2013-09-10,79.35
2013-09-11,80.9
2013-09-12,84.65
2013-09-13,85.0
2013-09-16,82.9
2013-09-17,82.85
2013-09-18,81.35
2013-09-19,85.95
2013-09-20,83.9
2013-09-23,81.45
2013-09-24,86.0
2013-09-25,82.1
2013-09-26,81.65
2013-09-27,81.7
2013-09-30,81.0
2013-10-01,83.95
2013-10-03,82.0
2013-10-04,82.55
2013-10-08,81.4
2013-10-09,81.5
2013-10-10,82.35
2013-10-11,84.85
2013-10-17,83.15
2013-10-18,78.0
2013-10-21,81.05
2013-10-22,82.3
2013-10-24,83.25
2013-10-25,83.1
2013-10-29,77.0
2013-11-01,80.1
2013-11-06,95.95
2013-11-07,88.95
2013-11-12,90.1
2013-11-19,81.8
2013-11-20,84.9
2013-11-21,85.0
2013-11-26,94.9
2013-11-28,86.0
2013-11-29,84.0
2013-12-02,84.0
2013-12-03,85.0
2013-12-04,84.05
2013-12-05,81.1
2013-12-10,84.8
2013-12-17,81.55
2013-12-18,81.55
2013-12-19,87.0
2013-12-20,81.1
2013-12-23,81.65
2013-12-24,85.0
2013-12-26,84.0
2013-12-27,84.0
2013-12-30,83.05
2014-01-01,86.5
2014-01-03,90.0
2014-01-06,90.0
2014-01-08,91.5
2014-01-09,88.2
2014-01-10,88.0
2014-01-13,88.1
2014-01-14,89.7
2014-01-15,88.0
2014-01-16,85.0
2014-01-17,82.3
2014-01-20,83.4
2014-01-21,81.35
2014-01-22,82.7
2014-01-23,83.95
2014-01-24,81.35
2014-01-29,81.85
2014-01-30,81.85
2014-01-31,79.65
2014-02-03,83.35
2014-02-04,81.5
2014-02-05,82.1
2014-02-06,83.95
2014-02-07,83.05
2014-02-10,85.4
2014-02-12,86.15
2014-02-13,83.55
2014-02-14,85.0
2014-02-17,85.0
2014-02-18,84.35
2014-02-19,81.55
2014-02-20,81.5
2014-02-21,84.5
2014-02-24,83.1
2014-02-25,83.3
2014-02-26,84.0
2014-02-28,83.55
2014-03-03,83.35
2014-03-04,82.0
2014-03-05,85.9
2014-03-06,85.0
2014-03-07,88.5
2014-03-10,86.1
2014-03-11,88.6
2014-03-12,86.0
2014-03-13,85.1
2014-03-14,82.45
2014-03-18,85.1
2014-03-19,86.1
2014-03-20,87.8
2014-03-21,86.3
2014-03-24,90.75
2014-03-25,88.85
2014-03-26,87.15
2014-03-27,87.25
2014-03-28,90.3
2014-03-31,89.1
2014-04-01,95.55
2014-04-02,101.8
2014-04-03,102.2
2014-04-04,101.1
2014-04-07,101.1
2014-04-09,97.6
2014-04-10,98.1
2014-04-11,98.0
2014-04-15,103.0
2014-04-16,103.0
2014-04-17,105.7
2014-04-21,106.0
2014-04-22,106.4
2014-04-23,108.0
2014-04-25,105.3
2014-04-28,102.35
2014-04-29,102.35
2014-04-30,100.35
2014-05-02,99.1
2014-05-05,97.6
2014-05-06,98.0
2014-05-08,98.0
2014-05-09,97.6
2014-05-12,95.4
2014-05-13,95.85
2014-05-14,95.45
2014-05-15,97.9
2014-05-16,96.25
2014-05-19,102.0
2014-05-20,104.7
2014-05-21,113.85
2014-05-22,121.65
2014-05-23,117.0
2014-05-26,110.6
2014-05-27,106.95
2014-05-28,116.7
2014-05-29,113.9
2014-05-30,110.7
2014-06-02,114.4
2014-06-03,118.05
2014-06-04,120.0
2014-06-05,125.75
2014-06-06,125.25
2014-06-09,134.55
2014-06-10,129.8
2014-06-11,133.9
2014-06-12,140.8
2014-06-13,139.6
2014-06-16,139.5
2014-06-17,139.2
2014-06-18,139.05
2014-06-19,137.45
2014-06-20,136.45
2014-06-23,135.05
2014-06-24,135.5
2014-06-25,134.1
2014-06-26,134.5
2014-06-27,137.2
2014-06-30,136.0
2014-07-01,137.05
2014-07-02,146.65
2014-07-03,142.35
2014-07-04,147.35
2014-07-07,143.1
2014-07-08,136.3
2014-07-09,131.8
2014-07-10,135.0
2014-07-11,131.5
2014-07-14,128.45
2014-07-15,130.0
2014-07-16,130.65
2014-07-17,129.0
2014-07-18,128.6
2014-07-21,130.0
2014-07-22,130.2
2014-07-23,131.6
2014-07-24,130.0
2014-07-25,126.25
2014-07-28,126.0
2014-07-30,151.2
2014-07-31,148.65
2014-08-01,137.85
2014-08-04,133.8
2014-08-05,131.75
2014-08-06,129.4
2014-08-07,126.1
2014-08-08,122.25
2014-08-11,123.1
2014-08-12,121.55
2014-08-13,120.25
2014-08-14,118.3
2014-08-18,123.85
2014-08-19,123.65
2014-08-20,125.55
2014-08-21,126.45
2014-08-22,125.2
2014-08-25,122.05
2014-08-26,120.85
2014-08-27,119.75
2014-08-28,121.25
2014-09-01,123.1
2014-09-02,128.65
2014-09-03,132.0
2014-09-04,129.4
2014-09-05,133.05
2014-09-08,136.2
2014-09-09,142.75
2014-09-10,141.95
2014-09-11,145.95
2014-09-12,143.15
2014-09-15,141.15
2014-09-16,132.05
2014-09-17,127.25
2014-09-18,127.2
2014-09-19,130.5
2014-09-22,131.7
2014-09-23,130.15
2014-09-24,127.5
