Date,SKIPPER
2015-05-27,172.15
2015-05-28,174.15
2015-05-29,168.5
2015-06-01,170.65
2015-06-02,169.85
2015-06-03,166.15
2015-06-04,168.9
2015-06-05,171.5
2015-06-08,165.45
2015-06-09,165.0
2015-06-10,159.5
2015-06-11,156.8
2015-06-12,154.2
2015-06-15,158.7
2015-06-16,159.25
2015-06-17,158.5
2015-06-18,158.5
2015-06-19,158.8
2015-06-22,159.0
2015-06-23,159.05
2015-06-24,159.4
2015-06-25,159.65
2015-06-26,165.4
2015-06-29,161.75
2015-06-30,168.85
2015-07-01,166.85
2015-07-02,166.75
2015-07-03,166.95
2015-07-06,169.1
2015-07-07,174.85
2015-07-08,173.9
2015-07-09,169.4
2015-07-10,168.25
2015-07-13,169.25
2015-07-14,171.05
2015-07-15,170.3
2015-07-16,167.1
2015-07-17,170.65
2015-07-20,169.7
2015-07-21,173.4
2015-07-22,175.3
2015-07-23,176.5
2015-07-24,173.8
2015-07-27,172.35
2015-07-28,173.1
2015-07-29,171.95
2015-07-30,172.15
2015-07-31,168.2
2015-08-03,169.2
2015-08-04,166.45
2015-08-05,165.3
2015-08-06,161.7
2015-08-07,159.55
2015-08-10,162.05
2015-08-11,155.3
2015-08-12,154.95
2015-08-13,155.15
2015-08-14,157.4
2015-08-17,156.0
2015-08-18,153.55
2015-08-19,152.95
2015-08-20,150.0
2015-08-21,150.0
2015-08-24,135.7
2015-08-25,135.3
2015-08-26,135.5
2015-08-27,142.45
2015-08-28,142.75
2015-08-31,139.2
2015-09-01,135.25
2015-09-02,135.5
2015-09-03,135.1
2015-09-04,135.75
2015-09-07,130.5
2015-09-08,118.5
2015-09-09,135.9
2015-09-10,132.25
2015-09-11,134.45
2015-09-14,140.0
2015-09-15,142.15
2015-09-16,142.0
2015-09-18,143.35
2015-09-21,145.15
2015-09-22,151.9
2015-09-23,148.6
2015-09-24,147.1
2015-09-28,144.6
2015-09-29,144.5
2015-09-30,144.4
2015-10-01,145.25
2015-10-05,155.75
2015-10-06,165.85
2015-10-07,162.5
2015-10-08,163.05
2015-10-09,163.5
2015-10-12,159.35
2015-10-13,158.9
2015-10-14,161.7
2015-10-15,159.8
2015-10-16,159.45
2015-10-19,157.85
2015-10-20,154.2
2015-10-21,157.15
2015-10-23,153.5
2015-10-26,156.65
2015-10-27,156.85
2015-10-28,152.65
2015-10-29,149.1
2015-10-30,156.7
2015-11-02,157.9
2015-11-03,153.55
2015-11-04,156.0
2015-11-05,153.55
2015-11-06,154.6
2015-11-09,153.15
2015-11-10,155.95
2015-11-11,158.4
2015-11-13,154.4
2015-11-16,158.05
2015-11-17,157.0
2015-11-18,165.05
2015-11-19,168.0
2015-11-20,169.35
2015-11-23,166.05
2015-11-24,165.1
2015-11-26,171.0
2015-11-27,168.9
2015-11-30,167.45
2015-12-01,166.4
2015-12-02,165.95
2015-12-03,162.25
2015-12-04,159.75
2015-12-07,162.75
2015-12-08,158.5
2015-12-09,150.6
2015-12-10,168.0
2015-12-11,160.05
2015-12-14,161.1
2015-12-15,158.2
2015-12-16,157.7
2015-12-17,160.65
2015-12-18,164.45
2015-12-21,166.05
2015-12-22,166.95
2015-12-23,165.55
2015-12-24,161.35
2015-12-28,162.2
2015-12-29,163.15
2015-12-30,169.2
2015-12-31,166.45
2016-01-01,177.3
2016-01-04,191.8
2016-01-05,210.55
2016-01-06,208.2
2016-01-07,186.95
2016-01-08,201.7
2016-01-11,197.35
2016-01-12,192.35
2016-01-13,177.8
2016-01-14,177.4
2016-01-15,164.15
2016-01-18,148.85
2016-01-19,161.65
2016-01-20,150.45
2016-01-21,161.0
2016-01-22,168.9
2016-01-25,168.05
2016-01-27,167.0
2016-01-28,168.95
2016-01-29,169.75
2016-02-01,169.75
2016-02-02,163.6
2016-02-03,156.5
2016-02-04,153.65
2016-02-05,163.85
2016-02-08,157.85
2016-02-09,151.85
2016-02-10,152.85
2016-02-11,136.55
2016-02-12,136.6
2016-02-15,142.9
2016-02-16,135.75
2016-02-17,136.75
2016-02-18,140.85
2016-02-19,139.95
2016-02-22,139.25
2016-02-23,133.9
2016-02-24,134.1
2016-02-25,129.05
2016-02-26,127.95
2016-02-29,125.8
2016-03-01,140.25
2016-03-02,150.7
2016-03-03,148.8
2016-03-04,147.7
2016-03-08,139.3
2016-03-09,139.65
2016-03-10,139.05
2016-03-11,140.05
2016-03-14,139.05
2016-03-15,141.4
2016-03-16,141.3
2016-03-17,141.55
2016-03-18,140.65
2016-03-21,139.7
2016-03-22,135.2
2016-03-23,134.95
2016-03-28,130.15
2016-03-29,130.45
2016-03-30,135.7
2016-03-31,133.25
2016-04-01,135.0
2016-04-04,142.65
2016-04-05,139.9
2016-04-06,145.4
2016-04-07,145.05
2016-04-08,147.1
2016-04-11,148.25
2016-04-12,149.3
2016-04-13,155.95
2016-04-18,154.2
2016-04-20,156.6
2016-04-21,155.8
2016-04-22,152.95
2016-04-25,148.55
2016-04-26,148.85
2016-04-27,148.75
2016-04-28,145.15
2016-04-29,144.0
2016-05-02,147.1
2016-05-03,145.35
2016-05-04,144.65
2016-05-05,139.55
2016-05-06,139.45
2016-05-09,143.5
2016-05-10,143.9
2016-05-11,141.95
2016-05-12,140.35
2016-05-13,140.8
2016-05-16,144.0
2016-05-17,142.8
2016-05-18,141.65
2016-05-19,139.75
2016-05-20,138.55
2016-05-23,139.25
2016-05-24,137.7
2016-05-25,139.0
2016-05-26,139.8
2016-05-27,139.7
2016-05-30,147.05
2016-05-31,146.75
2016-06-01,146.6
2016-06-02,146.75
2016-06-03,145.8
2016-06-06,145.45
2016-06-07,143.05
2016-06-08,144.65
2016-06-09,148.45
2016-06-10,145.65
2016-06-13,144.0
2016-06-14,143.15
