Date,KIRLOSIND
2013-01-01,381.85
2013-01-02,384.0
2013-01-03,380.0
2013-01-04,384.8
2013-01-07,395.1
2013-01-08,393.25
2013-01-09,398.5
2013-01-10,393.0
2013-01-11,401.95
2013-01-14,395.35
2013-01-15,398.5
2013-01-16,399.0
2013-01-17,402.0
2013-01-18,400.25
2013-01-21,410.05
2013-01-22,401.05
2013-01-23,400.55
2013-01-24,398.7
2013-01-25,398.95
2013-01-28,389.9
2013-01-29,385.05
2013-01-30,385.05
2013-01-31,389.95
2013-02-01,399.25
2013-02-04,399.4
2013-02-05,400.15
2013-02-06,392.2
2013-02-07,393.5
2013-02-08,393.3
2013-02-11,391.3
2013-02-12,399.95
2013-02-13,395.3
2013-02-14,399.95
2013-02-15,396.5
2013-02-18,400.45
2013-02-19,400.0
2013-02-20,399.95
2013-02-21,395.05
2013-02-22,395.0
2013-02-25,380.95
2013-02-26,404.95
2013-02-27,398.5
2013-02-28,379.7
2013-03-01,372.25
2013-03-04,367.85
2013-03-05,379.4
2013-03-06,362.15
2013-03-07,349.6
2013-03-08,341.05
2013-03-11,356.2
2013-03-12,357.05
2013-03-13,350.5
2013-03-14,367.45
2013-03-15,374.0
2013-03-18,350.3
2013-03-19,374.25
2013-03-20,359.35
2013-03-21,350.0
2013-03-22,352.05
2013-03-25,352.0
2013-03-26,350.0
2013-03-28,351.0
2013-04-01,362.0
2013-04-02,361.0
2013-04-03,350.0
2013-04-04,352.0
2013-04-05,363.9
2013-04-08,365.0
2013-04-09,365.0
2013-04-10,370.1
2013-04-11,362.9
2013-04-12,373.0
2013-04-15,350.25
2013-04-16,356.25
2013-04-17,368.7
2013-04-18,351.0
2013-04-22,346.0
2013-04-23,345.05
2013-04-25,345.0
2013-04-26,351.05
2013-04-29,366.4
2013-04-30,350.95
2013-05-02,345.0
2013-05-03,347.6
2013-05-06,342.55
2013-05-07,342.8
2013-05-08,331.25
2013-05-09,332.05
2013-05-10,331.0
2013-05-11,330.0
2013-05-13,330.6
2013-05-14,338.25
2013-05-15,331.0
2013-05-16,330.0
2013-05-17,330.5
2013-05-20,330.6
2013-05-21,320.75
2013-05-22,313.6
2013-05-23,313.85
2013-05-24,333.4
2013-05-27,319.25
2013-05-28,314.45
2013-05-29,317.15
2013-05-30,321.0
2013-05-31,310.0
2013-06-03,305.0
2013-06-04,314.45
2013-06-05,318.05
2013-06-06,317.35
2013-06-07,319.95
2013-06-10,316.1
2013-06-11,291.45
2013-06-12,297.3
2013-06-13,298.9
2013-06-14,309.85
2013-06-17,303.55
2013-06-18,293.1
2013-06-19,290.1
2013-06-20,290.0
2013-06-21,290.3
2013-06-24,282.35
2013-06-25,295.0
2013-06-26,289.9
2013-06-27,273.15
2013-06-28,289.4
2013-07-01,278.0
2013-07-02,275.0
2013-07-03,274.9
2013-07-04,277.5
2013-07-05,268.7
2013-07-08,270.0
2013-07-09,256.0
2013-07-11,252.0
2013-07-12,285.0
2013-07-15,274.0
2013-07-18,249.1
2013-07-19,255.1
2013-07-22,270.0
2013-07-23,231.0
2013-07-24,230.0
2013-07-25,233.0
2013-07-26,250.0
2013-07-29,250.0
2013-07-30,268.0
2013-07-31,250.0
2013-08-01,255.0
2013-08-05,250.05
2013-08-06,250.0
2013-08-08,251.0
2013-08-12,255.0
2013-08-13,261.0
2013-08-14,259.0
2013-08-19,260.0
2013-08-20,250.0
2013-08-21,250.0
2013-08-22,250.0
2013-08-23,255.0
2013-08-29,255.0
2013-08-30,251.0
2013-09-02,251.0
2013-09-05,255.0
2013-09-06,255.0
2013-09-10,243.1
2013-09-11,288.0
2013-09-12,251.0
2013-09-13,251.5
2013-09-16,251.0
2013-09-17,256.0
2013-09-18,255.0
2013-09-19,255.0
2013-09-20,256.05
2013-09-23,255.0
2013-09-24,255.0
2013-09-25,255.0
2013-09-27,257.0
2013-10-03,253.0
2013-10-08,245.0
2013-10-09,251.0
2013-10-10,260.0
2013-10-11,255.0
2013-10-14,255.0
2013-10-15,255.0
2013-10-17,252.55
2013-10-18,240.0
2013-10-21,260.0
2013-10-22,261.0
2013-10-23,254.05
2013-10-24,258.0
2013-10-28,233.0
2013-10-29,250.0
2013-10-30,251.0
2013-10-31,257.0
2013-11-01,257.0
2013-11-03,237.0
2013-11-05,236.0
2013-11-06,280.0
2013-11-08,266.0
2013-11-11,255.0
2013-11-14,243.05
2013-11-18,242.0
2013-11-19,254.0
2013-11-20,255.0
2013-11-21,248.0
2013-11-22,246.0
2013-11-25,258.0
2013-11-26,247.0
2013-11-27,235.05
2013-11-28,226.0
2013-12-02,226.0
2013-12-03,237.0
2013-12-04,231.0
2013-12-05,232.0
2013-12-06,225.0
2013-12-09,231.0
2013-12-10,230.25
2013-12-11,230.1
2013-12-12,235.2
2013-12-13,235.0
2013-12-16,232.2
2013-12-17,225.0
2013-12-18,223.0
2013-12-19,223.0
2013-12-20,234.15
2013-12-23,234.0
2013-12-24,245.0
2013-12-26,250.0
2013-12-27,255.0
2013-12-30,260.0
2013-12-31,264.0
2014-01-01,275.0
2014-01-02,261.5
2014-01-06,274.55
2014-01-07,263.0
2014-01-09,265.0
2014-01-14,252.05
2014-01-15,256.05
2014-01-16,268.75
2014-01-17,264.35
2014-01-20,280.0
2014-01-21,262.35
2014-01-22,267.0
2014-01-23,256.3
2014-01-24,265.0
2014-01-27,253.05
2014-01-28,260.0
2014-01-29,249.55
2014-01-30,245.0
2014-01-31,245.0
2014-02-03,247.05
2014-02-04,252.0
2014-02-05,248.5
2014-02-06,251.6
2014-02-07,248.3
2014-02-10,242.3
2014-02-11,246.35
2014-02-12,241.95
2014-02-13,239.95
2014-02-14,236.05
2014-02-17,238.55
2014-02-18,237.35
2014-02-19,243.4
2014-02-20,242.55
2014-02-21,240.0
2014-02-24,234.85
2014-02-25,234.8
2014-02-26,235.2
2014-02-28,239.0
2014-03-03,233.25
2014-03-04,230.0
2014-03-05,228.95
2014-03-06,237.45
2014-03-07,236.0
2014-03-10,240.85
2014-03-11,240.85
2014-03-12,250.0
2014-03-13,251.25
2014-03-14,250.4
2014-03-18,250.0
2014-03-19,250.05
2014-03-20,262.4
2014-03-21,260.25
2014-03-22,274.9
2014-03-24,270.4
2014-03-25,307.0
2014-03-26,293.4
2014-03-27,290.0
2014-03-28,291.5
2014-03-31,300.05
2014-04-01,307.85
2014-04-02,317.1
2014-04-03,332.45
2014-04-04,331.7
2014-04-07,343.0
2014-04-09,349.5
2014-04-10,350.5
2014-04-11,337.25
2014-04-15,349.95
2014-04-16,348.25
2014-04-17,347.75
2014-04-21,348.0
2014-04-22,354.0
2014-04-23,348.55
2014-04-25,344.0
2014-04-28,348.0
2014-04-29,341.85
2014-04-30,332.4
2014-05-02,338.0
2014-05-05,342.5
2014-05-06,355.55
