Date,CRMFGETF
2013-01-02,3063.0
2013-01-03,3069.95
2013-01-04,3023.45
2013-01-07,3050.0
2013-01-08,3047.0
2013-01-09,3051.0
2013-01-10,3036.0
2013-01-11,3051.0
2013-01-15,3057.85
2013-01-16,3073.0
2013-01-17,3060.0
2013-01-18,3112.0
2013-01-21,3040.0
2013-01-22,3102.0
2013-01-23,3080.0
2013-01-24,3060.1
2013-01-25,3050.0
2013-01-28,3045.0
2013-01-29,3044.0
2013-01-30,3036.8
2013-01-31,3044.0
2013-02-04,3020.0
2013-02-05,3041.0
2013-02-06,3029.0
2013-02-07,3044.0
2013-02-08,3045.95
2013-02-11,3045.0
2013-02-12,3024.0
2013-02-15,3004.0
2013-02-18,2983.0
2013-02-19,2983.0
2013-02-20,2960.3
2013-02-21,2918.0
2013-02-22,2927.0
2013-02-25,2934.0
2013-02-26,2952.0
2013-02-27,2947.0
2013-03-01,2839.35
2013-03-04,2961.0
2013-03-05,2948.5
2013-03-06,2945.75
2013-03-07,2947.25
2013-03-08,2928.0
2013-03-11,2928.0
2013-03-14,2925.0
2013-03-15,2934.95
2013-03-18,2960.85
2013-03-19,2965.0
2013-03-20,2980.0
2013-03-21,2967.0
2013-03-22,2980.0
2013-03-25,2958.0
2013-03-26,2953.0
2013-03-28,2967.0
2013-04-03,2908.0
2013-04-04,2887.5
2013-04-05,2904.0
2013-04-08,2935.45
2013-04-09,2926.0
2013-04-10,2934.0
2013-04-15,2695.0
2013-04-16,2601.75
2013-04-17,2560.0
2013-04-18,2582.0
2013-04-22,2630.0
2013-04-23,2634.0
2013-04-25,2661.0
2013-04-26,2717.6
2013-04-29,2725.0
2013-04-30,2700.0
2013-05-02,2684.85
2013-05-03,2731.0
2013-05-06,2720.0
2013-05-07,2713.0
2013-05-08,2695.0
2013-05-09,2718.0
2013-05-10,2690.0
2013-05-13,2650.0
2013-05-14,2675.0
2013-05-15,2655.0
2013-05-16,2623.75
2013-05-17,2619.0
2013-05-20,2580.0
2013-05-21,2628.0
2013-05-22,2640.0
2013-05-23,2645.0
2013-05-24,2625.0
2013-05-28,2636.0
2013-05-29,2640.0
2013-05-31,2720.0
2013-06-03,2696.0
2013-06-04,2700.0
2013-06-05,2690.0
2013-06-06,2759.0
2013-06-07,2770.0
2013-06-10,2755.0
2013-06-12,2795.0
2013-06-13,2795.0
2013-06-14,2747.0
2013-06-17,2775.0
2013-06-18,2795.0
2013-06-19,2781.7
2013-06-20,2707.7
2013-06-21,2667.0
2013-06-24,2675.0
2013-06-25,2670.0
2013-06-26,2590.0
2013-06-27,2605.0
2013-06-28,2530.0
2013-07-02,2604.0
2013-07-03,2595.0
2013-07-04,2603.0
2013-07-05,2601.0
2013-07-08,2603.4
2013-07-09,2625.0
2013-07-10,2616.0
2013-07-11,2656.0
2013-07-12,2655.0
2013-07-16,2640.0
2013-07-17,2660.0
2013-07-18,2645.0
2013-07-23,2765.0
2013-07-25,2710.0
2013-07-26,2728.0
2013-07-30,2780.0
2013-07-31,2805.0
2013-08-01,2780.0
2013-08-05,2780.0
2013-08-06,2818.0
2013-08-07,2742.0
2013-08-08,2770.0
2013-08-13,2874.35
2013-08-14,2890.0
2013-08-16,2970.0
2013-08-19,3055.0
2013-08-20,3094.95
2013-08-22,3110.0
2013-08-26,3135.0
2013-08-27,3190.1
2013-08-28,3276.05
2013-08-29,3255.0
2013-08-30,3216.0
2013-09-03,3240.0
2013-09-04,3150.0
2013-09-05,3151.2
2013-09-06,3110.0
2013-09-12,3000.0
2013-09-13,2950.0
2013-09-17,2925.0
2013-09-20,3015.0
2013-09-24,2970.0
2013-09-26,2995.0
2013-10-03,2920.1
2013-10-04,2935.0
2013-10-14,2974.0
2013-10-15,2941.0
2013-10-18,3000.0
2013-10-25,3090.0
2013-10-28,3115.0
2013-10-29,3000.1
2013-11-01,3040.0
2013-11-03,3028.0
2013-11-06,2985.0
2013-11-07,2995.0
2013-11-12,3000.0
2013-11-13,3010.0
2013-11-18,3015.0
2013-11-22,3005.0
2013-12-02,3005.0
2013-12-06,2940.0
2013-12-10,2960.0
2013-12-12,2985.0
2013-12-13,2955.0
2013-12-18,2905.0
2013-12-20,2910.0
2013-12-23,2910.0
2013-12-26,2881.0
2013-12-30,2870.0
2014-01-01,2850.0
2014-01-02,2880.0
2014-01-03,2905.0
2014-01-14,2885.0
2014-01-15,2885.0
2014-01-22,2895.0
2014-02-03,2915.0
2014-02-10,2915.0
2014-02-17,2945.0
2014-02-18,2960.0
2014-02-19,2960.0
2014-02-28,2970.0
2014-03-03,3010.0
2014-03-04,3025.0
2014-03-14,2950.0
2014-03-24,2875.0
2014-03-25,2860.0
2014-03-28,2820.0
2014-04-01,2810.0
2014-04-02,2775.0
2014-04-09,2855.0
2014-04-10,2885.0
2014-04-16,2850.0
2014-04-17,2860.0
2014-04-21,2860.0
2014-04-22,2870.0
2014-04-23,2882.15
2014-04-25,2900.0
2014-04-28,2915.0
2014-04-30,2895.0
2014-05-02,2920.0
2014-05-05,2930.0
2014-05-07,2915.0
2014-05-22,2688.35
2014-05-23,2685.0
2014-05-26,2685.0
2014-05-27,2690.0
2014-05-28,2690.0
2014-05-29,2640.0
2014-05-30,2635.0
2014-06-03,2635.0
2014-06-04,2640.0
2014-06-05,2640.0
2014-06-06,2620.0
2014-06-10,2615.0
2014-06-11,2630.0
2014-06-13,2630.0
2014-06-17,2670.0
2014-06-18,2670.0
2014-06-23,2733.0
2014-06-24,2735.0
2014-06-25,2750.0
2014-06-27,2749.95
2014-07-01,2722.0
2014-07-02,2730.0
2014-07-03,2720.0
2014-07-10,2735.0
2014-07-11,2740.0
2014-07-16,2705.0
2014-08-06,2730.0
2014-08-07,2751.0
2014-08-08,2780.0
2014-08-11,2747.0
2014-08-14,2760.0
2014-08-18,2745.0
2014-08-26,2700.0
2014-08-28,2685.0
2014-09-03,2675.0
2014-09-04,2675.0
