Date,BINANIIND
2013-01-01,137.5
2013-01-02,136.4
2013-01-03,136.95
2013-01-04,140.65
2013-01-07,138.45
2013-01-08,138.55
2013-01-09,138.15
2013-01-10,135.9
2013-01-11,132.75
2013-01-14,132.35
2013-01-15,133.75
2013-01-16,130.65
2013-01-17,128.85
2013-01-18,128.55
2013-01-21,129.1
2013-01-22,128.95
2013-01-23,125.95
2013-01-24,122.0
2013-01-25,122.7
2013-01-28,123.65
2013-01-29,124.05
2013-01-30,121.95
2013-01-31,122.45
2013-02-01,122.6
2013-02-04,119.2
2013-02-05,117.75
2013-02-06,117.15
2013-02-07,116.35
2013-02-08,115.35
2013-02-11,113.1
2013-02-12,112.75
2013-02-13,112.45
2013-02-14,109.35
2013-02-15,108.65
2013-02-18,108.5
2013-02-19,110.1
2013-02-20,121.65
2013-02-21,116.85
2013-02-22,118.6
2013-02-25,113.15
2013-02-26,109.4
2013-02-27,110.6
2013-02-28,108.25
2013-03-01,108.45
2013-03-04,103.6
2013-03-05,106.1
2013-03-06,107.5
2013-03-07,110.5
2013-03-08,109.65
2013-03-11,108.5
2013-03-12,108.05
2013-03-13,107.7
2013-03-14,107.8
2013-03-15,106.65
2013-03-18,106.2
2013-03-19,103.2
2013-03-20,98.75
2013-03-21,97.65
2013-03-22,97.35
2013-03-25,96.3
2013-03-26,95.5
2013-03-28,98.75
2013-04-01,97.7
2013-04-02,95.5
2013-04-03,97.5
2013-04-04,94.7
2013-04-05,94.6
2013-04-08,94.75
2013-04-09,94.9
2013-04-10,95.0
2013-04-11,95.05
2013-04-12,93.8
2013-04-15,94.7
2013-04-16,94.75
2013-04-17,94.5
2013-04-18,94.95
2013-04-22,98.95
2013-04-23,97.25
2013-04-25,96.35
2013-04-26,94.75
2013-04-29,93.55
2013-04-30,94.25
2013-05-02,94.15
2013-05-03,93.15
2013-05-06,93.95
2013-05-07,95.45
2013-05-08,97.3
2013-05-09,97.0
2013-05-10,95.05
2013-05-11,95.1
2013-05-13,94.7
2013-05-14,94.35
2013-05-15,95.7
2013-05-16,95.25
2013-05-17,95.3
2013-05-20,95.3
2013-05-21,93.65
2013-05-22,92.9
2013-05-23,90.4
2013-05-24,90.0
2013-05-27,89.75
2013-05-28,89.6
2013-05-29,89.45
2013-05-30,88.3
2013-05-31,86.55
2013-06-03,87.45
2013-06-04,87.0
2013-06-05,85.55
2013-06-06,85.85
2013-06-07,85.9
2013-06-10,83.35
2013-06-11,79.95
2013-06-12,78.4
2013-06-13,75.85
2013-06-14,78.4
2013-06-17,77.2
2013-06-18,78.75
2013-06-19,78.7
2013-06-20,75.85
2013-06-21,74.55
2013-06-24,70.95
2013-06-25,71.5
2013-06-26,70.25
2013-06-27,70.85
2013-06-28,72.6
2013-07-01,75.95
2013-07-02,78.95
2013-07-03,76.05
2013-07-04,75.9
2013-07-05,75.15
2013-07-08,74.1
2013-07-09,76.9
2013-07-10,75.65
2013-07-11,76.05
2013-07-12,76.2
2013-07-15,76.25
2013-07-16,75.95
2013-07-17,75.65
2013-07-18,75.8
2013-07-19,75.1
2013-07-22,73.55
2013-07-23,74.0
2013-07-24,71.55
2013-07-25,70.9
2013-07-26,69.05
2013-07-29,66.25
2013-07-30,64.25
2013-07-31,63.0
2013-08-01,61.2
2013-08-02,58.7
2013-08-05,56.15
2013-08-06,56.05
2013-08-07,56.9
2013-08-08,56.85
2013-08-12,56.85
2013-08-13,57.5
2013-08-14,59.05
2013-08-16,56.65
2013-08-19,54.2
2013-08-20,53.85
2013-08-21,53.3
2013-08-22,54.7
2013-08-23,54.15
2013-08-26,54.6
2013-08-27,53.35
2013-08-28,54.1
2013-08-29,54.85
2013-08-30,60.3
2013-09-02,63.1
2013-09-03,61.45
2013-09-04,62.75
2013-09-05,63.35
2013-09-06,64.1
2013-09-10,66.35
2013-09-11,69.05
2013-09-12,70.4
2013-09-13,69.4
2013-09-16,68.45
2013-09-17,68.45
2013-09-18,70.65
2013-09-19,71.05
2013-09-20,68.9
2013-09-23,68.3
2013-09-24,67.25
2013-09-25,66.0
2013-09-26,64.5
2013-09-27,65.55
2013-09-30,64.9
2013-10-01,65.65
2013-10-03,66.85
2013-10-04,68.35
2013-10-07,67.45
2013-10-08,66.95
2013-10-09,67.05
2013-10-10,66.7
2013-10-11,66.75
2013-10-14,68.25
2013-10-15,68.4
2013-10-17,67.55
2013-10-18,68.3
2013-10-21,68.1
2013-10-22,68.1
2013-10-23,69.2
2013-10-24,69.05
2013-10-25,69.45
2013-10-28,67.65
2013-10-29,67.8
2013-10-30,67.8
2013-10-31,67.15
2013-11-01,67.55
2013-11-03,69.95
2013-11-05,71.7
2013-11-06,73.15
2013-11-07,70.65
2013-11-08,71.6
2013-11-11,74.45
2013-11-12,71.55
2013-11-13,71.15
2013-11-14,71.65
2013-11-18,73.1
2013-11-19,72.25
2013-11-20,72.2
2013-11-21,72.1
2013-11-22,71.75
2013-11-25,71.4
2013-11-26,70.8
2013-11-27,70.15
2013-11-28,70.5
2013-11-29,71.2
2013-12-02,73.1
2013-12-03,73.35
2013-12-04,72.15
2013-12-05,72.5
2013-12-06,72.2
2013-12-09,77.05
2013-12-10,87.85
2013-12-11,83.05
2013-12-12,85.2
2013-12-13,82.95
2013-12-16,82.55
2013-12-17,83.1
2013-12-18,87.35
2013-12-19,84.45
2013-12-20,85.0
2013-12-23,85.05
2013-12-24,86.05
2013-12-26,86.5
2013-12-27,85.7
2013-12-30,86.1
2013-12-31,87.15
2014-01-01,88.65
2014-01-02,86.05
2014-01-03,86.15
2014-01-06,86.35
2014-01-07,85.9
2014-01-08,84.6
2014-01-09,84.1
2014-01-10,82.8
2014-01-13,82.95
2014-01-14,81.15
2014-01-15,81.95
2014-01-16,82.15
2014-01-17,81.1
2014-01-20,81.75
2014-01-21,81.7
2014-01-22,81.65
2014-01-23,80.4
2014-01-24,78.55
2014-01-27,75.95
2014-01-28,76.3
2014-01-29,75.85
2014-01-30,74.85
2014-01-31,74.8
2014-02-03,74.15
2014-02-04,74.45
2014-02-05,75.6
2014-02-06,75.25
2014-02-07,75.0
2014-02-10,74.85
2014-02-11,75.4
2014-02-12,74.6
2014-02-13,73.2
2014-02-14,71.5
2014-02-17,69.5
2014-02-18,69.0
2014-02-19,69.7
2014-02-20,69.95
2014-02-21,72.25
2014-02-24,72.65
2014-02-25,72.2
2014-02-26,71.0
2014-02-28,71.1
2014-03-03,71.05
2014-03-04,71.05
2014-03-05,71.5
2014-03-06,74.5
2014-03-07,73.65
2014-03-10,72.85
2014-03-11,72.85
2014-03-12,72.6
2014-03-13,72.4
2014-03-14,71.45
2014-03-18,72.65
2014-03-19,72.5
2014-03-20,71.0
2014-03-21,71.35
2014-03-22,71.25
2014-03-24,70.8
2014-03-25,71.3
2014-03-26,71.0
2014-03-27,71.55
2014-03-28,75.5
2014-03-31,75.05
2014-04-01,73.7
2014-04-02,85.0
2014-04-03,90.75
2014-04-04,87.85
2014-04-07,87.85
2014-04-09,87.7
2014-04-10,86.4
2014-04-11,85.15
2014-06-13,107.9
2014-06-16,103.7
2014-06-17,106.45
2014-06-18,107.85
2014-06-19,106.3
2014-06-20,101.8
2014-06-23,103.5
2014-06-24,108.65
2014-06-25,114.05
2014-06-26,119.75
2014-06-27,124.55
2014-06-30,130.75
2014-07-01,137.25
2014-07-02,142.85
2014-07-03,145.2
2014-07-04,142.95
2014-07-07,150.05
2014-07-08,155.6
2014-07-09,147.85
