Date,MOIL
2013-01-01,263.1
2013-01-02,264.1
2013-01-03,264.9
2013-01-04,263.05
2013-01-07,268.4
2013-01-08,268.65
2013-01-09,264.0
2013-01-10,262.1
2013-01-11,261.55
2013-01-14,262.1
2013-01-15,261.3
2013-01-16,258.35
2013-01-17,258.2
2013-01-18,259.95
2013-01-21,255.7
2013-01-22,255.55
2013-01-23,254.6
2013-01-24,251.9
2013-01-25,254.8
2013-01-28,257.15
2013-01-29,256.05
2013-01-30,252.05
2013-01-31,252.4
2013-02-01,254.4
2013-02-04,252.4
2013-02-05,253.25
2013-02-06,252.85
2013-02-07,248.35
2013-02-08,249.95
2013-02-11,252.15
2013-02-12,251.95
2013-02-13,252.6
2013-02-14,250.8
2013-02-15,249.4
2013-02-18,250.05
2013-02-19,249.8
2013-02-20,251.1
2013-02-21,249.35
2013-02-22,250.45
2013-02-25,246.55
2013-02-26,241.65
2013-02-27,242.95
2013-02-28,242.95
2013-03-01,237.5
2013-03-04,230.3
2013-03-05,236.2
2013-03-06,240.15
2013-03-07,235.05
2013-03-08,241.15
2013-03-11,239.05
2013-03-12,236.8
2013-03-13,233.7
2013-03-14,231.15
2013-03-15,230.1
2013-03-18,228.25
2013-03-19,227.1
2013-03-20,221.4
2013-03-21,218.1
2013-03-22,220.6
2013-03-25,222.4
2013-03-26,222.85
2013-03-28,222.95
2013-04-01,230.1
2013-04-02,231.75
2013-04-03,238.15
2013-04-04,230.5
2013-04-05,229.05
2013-04-08,227.45
2013-04-09,225.05
2013-04-10,224.05
2013-04-11,222.5
2013-04-12,222.0
2013-04-15,217.85
2013-04-16,219.4
2013-04-17,220.7
2013-04-18,230.5
2013-04-22,230.0
2013-04-23,230.95
2013-04-25,230.75
2013-04-26,228.0
2013-04-29,224.95
2013-04-30,223.25
2013-05-02,221.8
2013-05-03,222.2
2013-05-06,225.65
2013-05-07,222.55
2013-05-08,222.3
2013-05-09,221.35
2013-05-10,221.1
2013-05-11,223.85
2013-05-13,219.7
2013-05-14,220.55
2013-05-15,220.4
2013-05-16,219.45
2013-05-17,219.1
2013-05-20,219.95
2013-05-21,217.55
2013-05-22,213.75
2013-05-23,205.45
2013-05-24,201.95
2013-05-27,202.9
2013-05-28,203.7
2013-05-29,202.25
2013-05-30,201.25
2013-05-31,197.85
2013-06-03,198.5
2013-06-04,203.0
2013-06-05,205.25
2013-06-06,202.65
2013-06-07,201.35
2013-06-10,202.2
2013-06-11,200.85
2013-06-12,206.35
2013-06-13,204.05
2013-06-14,207.15
2013-06-17,207.25
2013-06-18,203.2
2013-06-19,204.25
2013-06-20,200.35
2013-06-21,198.9
2013-06-24,191.2
2013-06-25,191.9
2013-06-26,188.2
2013-06-27,190.8
2013-06-28,199.7
2013-07-01,203.9
2013-07-02,199.25
2013-07-03,193.95
2013-07-04,194.7
2013-07-05,198.4
2013-07-08,195.3
2013-07-09,188.95
2013-07-10,190.8
2013-07-11,200.65
2013-07-12,196.2
2013-07-15,203.65
2013-07-16,199.0
2013-07-17,196.05
2013-07-18,197.7
2013-07-19,199.45
2013-07-22,201.4
2013-07-23,197.25
2013-07-24,196.9
2013-07-25,195.0
2013-07-26,195.05
2013-07-29,195.4
2013-07-30,191.0
2013-07-31,187.8
2013-08-01,186.55
2013-08-02,189.9
2013-08-05,190.85
2013-08-06,183.95
2013-08-07,185.05
2013-08-08,192.3
2013-08-12,197.95
2013-08-13,202.1
2013-08-14,201.35
2013-08-16,197.95
2013-08-19,198.3
2013-08-20,200.75
2013-08-21,202.9
2013-08-22,207.45
2013-08-23,209.95
2013-08-26,208.35
2013-08-27,205.15
2013-08-28,202.9
2013-08-29,212.3
2013-08-30,209.95
2013-09-02,212.95
2013-09-03,208.65
2013-09-04,209.7
2013-09-05,210.85
2013-09-06,214.1
2013-09-10,221.85
2013-09-11,218.9
2013-09-12,217.05
2013-09-13,219.35
2013-09-16,215.85
2013-09-17,213.55
2013-09-18,217.5
2013-09-19,218.9
2013-09-20,211.85
2013-09-23,208.05
2013-09-24,205.2
2013-09-25,203.85
2013-09-26,202.55
2013-09-27,196.85
2013-09-30,203.5
2013-10-01,204.4
2013-10-03,207.95
2013-10-04,204.5
2013-10-07,202.95
2013-10-08,205.55
2013-10-09,207.05
2013-10-10,210.9
2013-10-11,208.8
2013-10-14,214.1
2013-10-15,219.3
2013-10-17,222.05
2013-10-18,229.65
2013-10-21,230.75
2013-10-22,228.25
2013-10-23,232.9
2013-10-24,232.45
2013-10-25,230.25
2013-10-28,230.25
2013-10-29,230.25
2013-10-30,231.3
2013-10-31,234.4
2013-11-01,234.25
2013-11-03,235.45
2013-11-05,234.65
2013-11-06,229.3
2013-11-07,236.3
2013-11-08,229.55
2013-11-11,227.45
2013-11-12,231.95
2013-11-13,231.35
2013-11-14,230.1
2013-11-18,233.65
2013-11-19,230.5
2013-11-20,229.15
2013-11-21,224.8
2013-11-22,230.1
2013-11-25,229.6
2013-11-26,233.5
2013-11-27,228.35
2013-11-28,227.2
2013-11-29,229.2
2013-12-02,231.55
2013-12-03,233.45
2013-12-04,236.25
2013-12-05,236.25
2013-12-06,242.4
2013-12-09,238.95
2013-12-10,236.35
2013-12-11,234.7
2013-12-12,233.1
2013-12-13,231.9
2013-12-16,232.95
2013-12-17,234.25
2013-12-18,236.6
2013-12-19,238.0
2013-12-20,238.9
2013-12-23,240.25
2013-12-24,241.1
2013-12-26,246.0
2013-12-27,243.75
2013-12-30,241.6
2013-12-31,241.8
2014-01-01,239.15
2014-01-02,234.35
2014-01-03,234.5
2014-01-06,236.55
2014-01-07,232.4
2014-01-08,232.7
2014-01-09,236.3
2014-01-10,228.95
2014-01-13,230.15
2014-01-14,231.55
2014-01-15,233.35
2014-01-16,238.05
2014-01-17,235.15
2014-01-20,232.05
2014-01-21,230.3
2014-01-22,229.7
2014-01-23,229.05
2014-01-24,226.8
2014-01-27,227.65
2014-01-28,225.85
2014-01-29,224.85
2014-01-30,219.6
2014-01-31,220.05
2014-02-03,217.4
2014-02-04,214.95
2014-02-05,215.6
2014-02-06,215.3
2014-02-07,213.85
2014-02-10,210.8
2014-02-11,215.3
2014-02-12,223.45
2014-02-13,221.9
2014-02-14,218.8
2014-02-17,217.85
2014-02-18,220.15
2014-02-19,225.0
2014-02-20,225.0
2014-02-21,226.7
2014-02-24,228.65
2014-02-25,229.4
2014-02-26,232.2
2014-02-28,232.85
2014-03-03,233.05
2014-03-04,237.05
2014-03-05,239.1
2014-03-06,240.35
2014-03-07,239.3
2014-03-10,234.5
2014-03-11,232.95
2014-03-12,233.1
2014-03-13,234.25
2014-03-14,233.1
2014-03-18,235.0
2014-03-19,242.6
2014-03-20,240.1
2014-03-21,243.45
2014-03-22,241.1
2014-03-24,253.7
2014-03-25,247.55
2014-03-26,243.55
2014-03-27,242.25
2014-03-28,241.8
2014-03-31,251.45
2014-04-01,249.0
2014-04-02,249.25
2014-04-03,255.05
2014-04-04,256.8
2014-04-07,252.2
2014-04-09,251.55
2014-04-10,252.15
2014-04-11,256.15
2014-04-15,251.8
2014-04-16,248.55
2014-04-17,251.25
2014-04-21,257.95
2014-04-22,262.15
2014-04-23,268.0
2014-04-25,264.15
2014-04-28,259.2
2014-04-29,255.9
2014-04-30,255.0
2014-05-02,252.7
2014-05-05,253.25
2014-05-06,258.0
2014-05-07,258.0
2014-05-08,264.45
2014-05-09,268.8
2014-05-12,268.45
2014-05-13,264.35
2014-05-14,266.7
2014-05-15,262.1
2014-05-16,267.0
2014-05-19,297.7
2014-05-20,299.4
2014-05-21,305.65
2014-05-22,326.4
2014-05-23,320.6
2014-05-26,319.1
2014-05-27,317.05
2014-05-28,317.4
2014-05-29,310.15
2014-05-30,310.05
2014-06-02,317.2
2014-06-03,327.2
2014-06-04,325.0
2014-06-05,325.75
2014-06-06,329.55
2014-06-09,332.8
2014-06-10,326.95
2014-06-11,321.9
2014-06-12,322.45
2014-06-13,314.1
2014-06-16,316.75
2014-06-17,318.7
2014-06-18,319.8
2014-06-19,322.0
2014-06-20,317.05
2014-06-23,317.95
2014-06-24,319.4
2014-06-25,323.9
2014-06-26,321.5
2014-06-27,322.8
2014-06-30,324.45
2014-07-01,327.3
2014-07-02,332.2
2014-07-03,327.35
2014-07-04,326.75
2014-07-07,325.95
2014-07-08,313.6
2014-07-09,302.7
2014-07-10,304.5
2014-07-11,288.3
2014-07-14,289.15
2014-07-15,309.15
2014-07-16,307.15
2014-07-17,312.65
2014-07-18,307.4
2014-07-21,310.0
2014-07-22,310.0
2014-07-23,305.25
2014-07-24,299.85
2014-07-25,296.6
2014-07-28,296.5
2014-07-30,297.9
2014-07-31,298.15
2014-08-01,288.4
2014-08-04,292.85
2014-08-05,296.3
2014-08-06,297.9
2014-08-07,296.95
2014-08-08,288.2
2014-08-11,285.45
2014-08-12,284.8
2014-08-13,277.55
2014-08-14,276.45
2014-08-18,285.6
2014-08-19,291.8
2014-08-20,296.2
2014-08-21,294.25
2014-08-22,294.25
2014-08-25,292.8
2014-08-26,289.95
2014-08-27,291.6
2014-08-28,295.3
2014-09-01,299.0
2014-09-02,305.9
2014-09-03,307.75
2014-09-04,302.75
2014-09-05,310.7
2014-09-08,316.3
2014-09-09,314.1
2014-09-10,312.55
2014-09-11,309.35
2014-09-12,308.3
2014-09-15,309.45
2014-09-16,298.95
2014-09-17,296.9
2014-09-18,299.9
2014-09-19,302.4
2014-09-22,297.45
2014-09-23,294.65
2014-09-24,289.6
2014-09-25,276.95
2014-09-26,276.9
2014-09-29,282.85
2014-09-30,286.2
2014-10-01,288.2
2014-10-07,292.0
2014-10-08,288.0
2014-10-09,285.8
2014-10-10,283.0
2014-10-13,287.15
2014-10-14,290.55
2014-10-16,291.0
2014-10-17,287.7
2014-10-20,287.45
2014-10-21,289.4
2014-10-22,291.45
2014-10-23,292.45
2014-10-27,299.35
2014-10-28,293.9
2014-10-29,295.65
2014-10-30,305.3
2014-10-31,311.1
2014-11-03,307.35
2014-11-05,309.7
2014-11-07,309.65
2014-11-10,310.35
2014-11-11,311.65
2014-11-12,309.5
2014-11-13,311.5
2014-11-14,310.05
2014-11-17,310.65
2014-11-18,314.45
2014-11-19,310.35
2014-11-20,313.3
2014-11-21,311.25
2014-11-24,316.75
2014-11-25,321.25
2014-11-26,319.9
2014-11-27,318.0
2014-11-28,316.85
2014-12-01,310.55
2014-12-02,314.7
2014-12-03,316.65
2014-12-04,311.95
2014-12-05,309.4
2014-12-08,305.45
2014-12-09,301.6
2014-12-10,302.8
2014-12-11,299.55
2014-12-12,297.15
2014-12-15,298.85
2014-12-16,295.05
2014-12-17,290.0
2014-12-18,299.25
2014-12-19,295.6
2014-12-22,298.85
2014-12-23,299.9
2014-12-24,299.55
2014-12-26,301.8
2014-12-29,293.2
2014-12-30,304.9
2014-12-31,316.45
2015-01-01,316.0
2015-01-02,313.55
2015-01-05,308.55
2015-01-06,310.25
2015-01-07,310.05
2015-01-08,310.95
2015-01-09,310.05
2015-01-12,308.2
2015-01-13,308.8
2015-01-14,306.4
2015-01-15,303.95
2015-01-16,300.1
2015-01-19,299.85
2015-01-20,299.1
2015-01-21,297.3
2015-01-22,299.8
2015-01-23,299.15
2015-01-27,295.35
2015-01-28,295.2
2015-01-29,292.4
2015-01-30,292.8
2015-02-02,291.05
2015-02-03,292.3
2015-02-04,290.95
2015-02-05,290.0
2015-02-06,289.95
2015-02-09,288.95
2015-02-10,290.1
2015-02-11,291.1
2015-02-12,290.0
2015-02-13,289.8
2015-02-16,287.9
2015-02-18,284.4
2015-02-19,287.45
2015-02-20,287.5
2015-02-23,287.6
2015-02-24,287.35
2015-02-25,284.75
2015-02-26,279.7
2015-02-27,283.6
2015-02-28,279.6
2015-03-02,280.25
2015-03-03,282.35
2015-03-04,278.35
2015-03-05,278.1
2015-03-09,275.4
2015-03-10,278.55
