Date,MENONBE
2015-03-09,141.85
2015-03-10,142.9
2015-03-11,137.05
2015-03-12,137.4
2015-03-13,138.85
2015-03-16,136.5
2015-03-17,132.6
2015-03-18,133.15
2015-03-19,134.0
2015-03-20,134.8
2015-03-23,136.55
2015-03-24,134.15
2015-03-25,138.45
2015-03-26,138.0
2015-03-27,142.0
2015-03-30,138.8
2015-03-31,134.4
2015-04-01,137.45
2015-04-06,148.15
2015-04-07,149.45
2015-04-08,152.4
2015-04-09,31.7
2015-04-10,38.0
2015-04-13,44.05
2015-04-15,43.1
2015-04-16,41.8
2015-04-17,40.75
2015-04-20,39.7
2015-04-21,38.7
2015-04-22,37.9
2015-04-23,38.05
2015-04-24,35.9
2015-04-27,33.85
2015-04-28,34.35
2015-04-29,36.85
2015-04-30,37.0
2015-05-04,41.2
2015-05-05,44.6
2015-05-06,44.6
2015-05-07,42.05
2015-05-08,40.75
2015-05-11,41.7
2015-05-12,39.05
2015-05-13,41.8
2015-05-14,42.05
2015-05-15,41.55
2015-05-18,40.95
2015-05-19,40.65
2015-05-20,40.25
2015-05-21,40.15
2015-05-22,39.75
2015-05-25,39.5
2015-05-26,38.15
2015-05-27,38.5
2015-05-28,38.6
2015-05-29,38.5
2015-06-01,37.75
2015-06-02,38.35
2015-06-03,37.6
2015-06-04,37.0
2015-06-05,37.2
2015-06-08,37.1
2015-06-09,38.2
2015-06-10,39.1
2015-06-11,38.4
2015-06-12,37.6
2015-06-15,37.55
2015-06-16,37.65
2015-06-17,38.8
2015-06-18,42.45
2015-06-19,43.0
2015-06-22,43.45
2015-06-23,43.85
2015-06-24,42.8
2015-06-25,42.0
2015-06-26,41.45
2015-06-29,40.55
2015-06-30,40.9
2015-07-01,43.1
2015-07-02,42.05
2015-07-03,40.95
2015-07-06,42.0
2015-07-07,41.25
2015-07-08,41.9
2015-07-09,42.0
2015-07-10,40.0
2015-07-13,41.75
2015-07-14,42.1
2015-07-15,41.1
2015-07-16,40.15
2015-07-17,40.75
2015-07-20,43.3
2015-07-21,41.8
2015-07-22,41.5
2015-07-23,41.7
2015-07-24,42.0
2015-07-27,41.85
2015-07-28,42.1
2015-07-29,42.4
2015-07-30,42.5
2015-07-31,42.9
2015-08-03,43.35
2015-08-04,43.35
2015-08-05,44.0
2015-08-06,44.65
2015-08-07,53.55
2015-08-10,58.3
2015-08-11,55.95
2015-08-12,52.3
2015-08-13,51.65
