Date,SIMPLEX
2013-01-01,41.6
2013-01-02,40.0
2013-01-03,40.5
2013-01-04,42.45
2013-01-07,43.8
2013-01-08,43.4
2013-01-09,43.6
2013-01-10,43.75
2013-01-11,43.3
2013-01-14,43.9
2013-01-15,43.4
2013-01-16,42.4
2013-01-17,43.05
2013-01-18,42.6
2013-01-21,41.7
2013-01-22,42.6
2013-01-23,40.6
2013-01-24,40.05
2013-01-25,39.6
2013-01-28,40.5
2013-01-29,40.2
2013-01-30,39.25
2013-01-31,40.25
2013-02-01,39.7
2013-02-04,40.05
2013-02-05,37.95
2013-02-06,38.95
2013-02-07,36.75
2013-02-08,37.4
2013-02-11,37.35
2013-02-12,37.0
2013-02-13,36.75
2013-02-14,35.25
2013-02-15,33.9
2013-02-18,33.25
2013-02-19,34.0
2013-02-20,33.05
2013-02-21,32.65
2013-02-22,32.0
2013-02-25,30.85
2013-02-26,29.95
2013-02-27,29.8
2013-02-28,28.4
2013-03-01,29.05
2013-03-04,27.35
2013-03-05,28.5
2013-03-06,30.0
2013-03-07,30.0
2013-03-08,29.15
2013-03-11,29.4
2013-03-12,29.1
2013-03-13,29.05
2013-03-14,28.0
2013-03-15,27.05
2013-03-18,27.95
2013-03-19,27.45
2013-03-20,27.4
2013-03-21,27.15
2013-03-22,26.5
2013-03-25,27.9
2013-03-26,25.55
2013-03-28,23.55
2013-04-01,26.85
2013-04-02,27.45
2013-04-03,26.8
2013-04-04,27.0
2013-04-05,26.3
2013-04-08,26.15
2013-04-09,26.2
2013-04-10,27.7
2013-04-11,27.0
2013-04-12,27.0
2013-04-15,28.0
2013-04-16,27.2
2013-04-17,26.8
2013-04-18,26.5
2013-04-22,27.95
2013-04-23,27.25
2013-04-25,26.35
2013-04-26,26.0
2013-04-29,25.0
2013-04-30,25.0
2013-05-02,24.75
2013-05-03,24.55
2013-05-06,25.9
2013-05-07,25.4
2013-05-08,24.5
2013-05-09,23.95
2013-05-10,23.95
2013-05-11,26.9
2013-05-13,25.2
2013-05-14,25.5
2013-05-15,25.0
2013-05-16,24.7
2013-05-17,26.8
2013-05-20,26.7
2013-05-21,26.65
2013-05-22,25.15
2013-05-23,25.0
2013-05-24,23.4
2013-05-27,24.15
2013-05-28,24.55
2013-05-29,23.85
2013-05-30,24.35
2013-05-31,22.85
2013-06-03,23.05
2013-06-04,23.05
2013-06-05,24.25
2013-06-06,23.2
2013-06-07,23.0
2013-06-10,22.35
2013-06-11,22.7
2013-06-12,23.4
2013-06-13,23.0
2013-06-14,22.4
2013-06-17,20.5
2013-06-18,21.7
2013-06-19,21.85
2013-06-20,19.55
2013-06-21,18.55
2013-06-24,17.55
2013-06-25,18.45
2013-06-26,18.45
2013-06-27,17.7
2013-06-28,19.15
2013-07-01,19.75
2013-07-02,19.9
2013-07-03,20.0
2013-07-04,19.3
2013-07-05,19.55
2013-07-10,18.5
2013-07-11,19.3
2013-07-12,20.0
2013-07-16,19.5
2013-07-17,18.5
2013-07-18,18.0
2013-07-23,18.6
2013-07-24,16.35
2013-07-25,15.25
2013-07-26,16.1
2013-07-29,16.5
2013-07-30,16.0
2013-08-01,14.95
2013-08-06,14.8
2013-08-14,13.8
2013-08-16,12.3
2013-08-19,12.35
2013-08-21,12.5
2013-08-22,11.25
2013-08-23,10.15
2013-08-26,9.15
2013-08-27,9.0
2013-08-28,8.9
2013-08-29,8.5
2013-08-30,8.25
2013-09-02,7.85
2013-09-03,7.7
2013-09-04,7.5
2013-09-06,7.85
2013-09-10,7.85
2013-09-12,8.2
2013-09-16,8.6
2013-09-17,8.95
2013-09-18,8.6
2013-09-19,8.35
2013-09-20,8.5
2013-09-24,8.4
2013-09-25,8.05
2013-09-26,7.65
2013-09-27,8.0
2013-09-30,7.6
2013-10-01,7.25
2013-10-03,7.5
2013-10-04,7.8
2013-10-07,8.0
2013-10-08,7.65
2013-10-09,7.8
2013-10-10,7.45
2013-10-11,7.65
2013-10-14,7.8
2013-10-15,8.15
2013-10-17,8.55
2013-10-18,8.95
2013-10-21,9.35
2013-10-22,9.4
2013-10-23,9.55
2013-10-24,9.1
2013-10-25,9.0
2013-10-29,9.0
2013-10-30,9.0
2013-10-31,9.0
2013-11-01,8.95
2013-11-05,9.0
2013-11-06,9.2
2013-11-07,9.25
2013-11-08,9.0
2013-11-11,8.8
2013-11-12,8.55
2013-11-13,8.0
2013-11-14,8.5
2013-11-18,8.25
2013-11-19,8.95
2013-11-20,8.9
2013-11-22,8.95
2013-11-25,9.0
2013-11-26,9.0
2013-11-27,8.2
2013-11-28,9.0
2013-11-29,8.7
2013-12-02,8.95
2013-12-03,9.0
2013-12-04,9.0
2013-12-05,8.95
2013-12-06,9.0
2013-12-09,9.0
2013-12-10,9.0
2013-12-11,9.0
2013-12-12,8.7
2013-12-13,8.85
2013-12-16,8.9
2013-12-17,8.9
2013-12-18,8.8
2013-12-19,8.9
2013-12-20,9.0
2013-12-23,9.0
2013-12-24,9.0
2013-12-26,9.0
2013-12-27,9.85
2013-12-30,9.5
2013-12-31,9.3
2014-01-01,10.2
2014-01-02,11.2
2014-01-03,11.75
2014-01-06,12.3
2014-01-07,12.9
2014-01-08,13.5
2014-01-09,14.15
2014-01-10,14.85
2014-01-13,15.55
2014-01-14,15.05
2014-01-15,15.45
2014-01-16,14.95
2014-01-17,14.25
2014-01-20,13.55
2014-01-21,12.9
2014-01-22,13.5
2014-01-23,14.15
2014-01-24,14.4
2014-01-27,14.0
2014-01-28,13.9
2014-01-29,13.9
2014-01-30,13.25
2014-01-31,12.6
2014-02-03,12.55
2014-02-04,12.0
2014-02-05,12.25
2014-02-06,12.0
2014-02-07,12.3
2014-02-10,11.8
2014-02-12,12.35
2014-02-13,12.25
2014-02-14,12.4
2014-02-17,12.0
2014-02-18,11.9
2014-02-19,12.0
2014-02-20,12.35
2014-02-21,12.0
2014-02-24,12.3
2014-02-25,12.35
2014-02-26,12.7
2014-02-28,12.5
2014-03-03,12.7
2014-03-04,12.5
2014-03-05,12.65
2014-03-06,12.1
2014-03-07,13.25
2014-03-10,14.1
2014-03-11,14.85
2014-03-12,15.5
2014-03-13,14.95
2014-03-14,14.25
2014-03-18,14.0
2014-03-19,14.3
2014-03-20,14.4
2014-03-21,14.7
2014-03-22,14.25
2014-03-24,14.95
2014-03-25,15.1
2014-03-26,14.7
2014-03-27,14.7
2014-03-28,14.65
2014-03-31,15.35
2014-04-01,16.05
2014-04-02,16.85
2014-04-03,17.65
2014-04-04,18.5
2014-04-07,19.4
2014-04-09,20.35
2014-04-10,21.35
2014-04-11,22.4
2014-04-15,23.5
