Date,SYNGENE
2015-08-11,310.55
2015-08-12,309.5
2015-08-13,316.3
2015-08-14,320.05
2015-08-17,347.1
2015-08-18,367.1
2015-08-19,354.3
2015-08-20,338.85
2015-08-21,344.25
2015-08-24,311.95
2015-08-25,310.2
2015-08-26,318.6
2015-08-27,322.35
2015-08-28,327.15
2015-08-31,327.95
2015-09-01,320.35
2015-09-02,320.8
2015-09-03,335.7
2015-09-04,325.8
2015-09-07,320.9
2015-09-08,334.25
2015-09-09,340.0
2015-09-10,329.8
2015-09-11,329.5
2015-09-14,329.25
2015-09-15,324.0
2015-09-16,322.55
2015-09-18,324.65
2015-09-21,322.0
2015-09-22,320.05
2015-09-23,322.8
2015-09-24,321.5
2015-09-28,321.15
2015-09-29,320.1
2015-09-30,321.95
2015-10-01,329.25
2015-10-05,327.0
2015-10-06,325.55
2015-10-07,324.9
2015-10-08,328.15
2015-10-09,344.4
2015-10-12,339.4
2015-10-13,347.5
2015-10-14,356.9
2015-10-15,360.05
2015-10-16,364.15
2015-10-19,374.0
2015-10-20,358.55
2015-10-21,375.3
2015-10-23,375.6
2015-10-26,373.0
2015-10-27,365.8
2015-10-28,367.55
2015-10-29,372.1
2015-10-30,364.0
2015-11-02,359.9
2015-11-03,358.35
2015-11-04,354.65
2015-11-05,351.35
2015-11-06,354.0
2015-11-09,362.25
2015-11-10,358.95
2015-11-11,364.85
2015-11-13,364.0
2015-11-16,363.8
2015-11-17,364.15
2015-11-18,361.45
2015-11-19,367.1
2015-11-20,373.5
2015-11-23,365.7
2015-11-24,364.8
2015-11-26,362.1
2015-11-27,360.5
2015-11-30,356.05
2015-12-01,357.35
2015-12-02,361.1
2015-12-03,364.8
2015-12-04,365.5
2015-12-07,370.25
2015-12-08,364.3
2015-12-09,355.1
2015-12-10,363.8
2015-12-11,358.25
2015-12-14,358.65
2015-12-15,360.2
2015-12-16,376.25
2015-12-17,380.15
2015-12-18,385.95
2015-12-21,388.85
2015-12-22,389.7
2015-12-23,390.1
2015-12-24,394.9
2015-12-28,396.4
2015-12-29,405.4
2015-12-30,409.25
2015-12-31,416.55
2016-01-01,417.7
2016-01-04,414.6
2016-01-05,422.0
2016-01-06,419.25
2016-01-07,409.35
2016-01-08,406.05
2016-01-11,407.85
2016-01-12,403.75
2016-01-13,405.05
2016-01-14,394.15
2016-01-15,383.3
2016-01-18,369.6
2016-01-19,374.75
2016-01-20,359.8
2016-01-21,368.75
2016-01-22,394.9
2016-01-25,396.9
2016-01-27,386.5
2016-01-28,403.05
2016-01-29,402.2
2016-02-01,399.65
2016-02-02,402.0
2016-02-03,387.05
2016-02-04,379.35
2016-02-05,400.0
2016-02-08,393.0
2016-02-09,384.25
2016-02-10,374.65
2016-02-11,375.8
2016-02-12,375.8
2016-02-15,382.05
2016-02-16,375.6
2016-02-17,381.0
2016-02-18,381.5
2016-02-19,382.8
2016-02-22,396.7
2016-02-23,381.6
2016-02-24,370.2
2016-02-25,382.45
2016-02-26,403.15
2016-02-29,395.5
2016-03-01,402.0
2016-03-02,392.6
2016-03-03,392.15
2016-03-04,386.35
2016-03-08,392.8
2016-03-09,394.9
2016-03-10,396.8
2016-03-11,399.9
2016-03-14,401.75
2016-03-15,397.0
2016-03-16,393.9
2016-03-17,391.45
2016-03-18,404.85
2016-03-21,398.25
2016-03-22,388.75
2016-03-23,382.3
2016-03-28,378.8
2016-03-29,376.85
2016-03-30,385.45
2016-03-31,385.25
2016-04-01,379.45
2016-04-04,368.95
2016-04-05,350.35
