Date,JMA
2015-03-30,156.25
2015-03-31,179.4
2015-04-01,181.7
2015-04-06,180.1
2015-04-07,184.85
2015-04-08,193.5
2015-04-09,197.65
2015-04-10,194.7
2015-04-13,197.75
2015-04-15,195.9
2015-04-16,201.25
2015-04-17,192.05
2015-04-20,192.6
2015-04-21,190.2
2015-04-22,190.6
2015-04-23,190.5
2015-04-24,193.6
2015-04-27,189.75
2015-04-28,192.75
2015-04-29,193.05
2015-04-30,183.6
2015-05-04,190.8
2015-05-05,186.3
2015-05-06,185.0
2015-05-07,181.1
2015-05-08,182.0
2015-05-11,179.35
2015-05-12,177.0
2015-05-13,178.8
2015-05-14,174.1
2015-05-15,170.55
2015-05-18,175.35
2015-05-19,172.55
2015-05-20,174.05
2015-05-21,161.5
2015-05-22,160.2
2015-05-25,159.0
2015-05-26,155.2
2015-05-27,153.6
2015-05-28,152.2
2015-05-29,151.35
2015-06-01,160.9
2015-06-02,152.55
2015-06-03,152.0
2015-06-04,149.5
2015-06-05,158.25
2015-06-08,146.75
2015-06-09,145.75
2015-06-10,154.1
2015-06-11,147.2
2015-06-12,152.5
2015-06-15,144.45
2015-06-16,148.5
2015-06-17,151.3
2015-06-18,151.15
2015-06-19,147.8
2015-06-22,156.05
2015-06-23,152.0
2015-06-24,156.4
2015-06-25,160.5
2015-06-26,171.65
2015-06-29,173.0
2015-06-30,186.85
2015-07-01,185.05
2015-07-02,184.85
2015-07-03,180.0
2015-07-06,179.8
2015-07-07,182.4
2015-07-08,176.55
2015-07-09,182.8
2015-07-10,190.25
2015-07-13,186.55
2015-07-14,192.65
2015-07-15,201.5
2015-07-16,209.5
2015-07-17,251.4
2015-07-20,274.95
2015-07-21,275.55
2015-07-22,303.1
2015-07-23,283.85
2015-07-24,286.8
2015-07-27,279.3
2015-07-28,270.75
2015-07-29,265.15
2015-07-30,249.15
2015-07-31,253.15
2015-08-03,241.45
2015-08-04,242.55
2015-08-05,233.15
2015-08-06,229.0
2015-08-07,219.85
2015-08-10,238.8
2015-08-11,241.0
2015-08-12,231.4
2015-08-13,209.45
2015-08-14,217.45
2015-08-17,218.75
2015-08-18,214.5
2015-08-19,208.35
2015-08-20,202.0
2015-08-21,209.95
2015-08-24,186.65
2015-08-25,190.85
2015-08-26,192.6
2015-08-27,204.25
2015-08-28,204.0
2015-08-31,210.55
