Date,BFUTILITIE
2013-01-01,344.6
2013-01-02,366.3
2013-01-03,369.75
2013-01-04,364.95
2013-01-07,381.35
2013-01-08,374.8
2013-01-09,369.1
2013-01-10,360.6
2013-01-11,353.85
2013-01-14,359.9
2013-01-15,356.8
2013-01-16,351.25
2013-01-17,357.55
2013-01-18,352.5
2013-01-21,351.15
2013-01-22,345.25
2013-01-23,343.3
2013-01-24,324.65
2013-01-25,330.85
2013-01-28,329.25
2013-01-29,327.6
2013-01-30,322.75
2013-01-31,322.3
2013-02-01,323.05
2013-02-04,317.0
2013-02-05,313.1
2013-02-06,312.95
2013-02-07,306.7
2013-02-08,293.85
2013-02-11,291.65
2013-02-12,279.3
2013-02-13,279.5
2013-02-14,268.65
2013-02-15,265.0
2013-02-18,267.95
2013-02-19,276.4
2013-02-20,277.35
2013-02-21,266.45
2013-02-22,266.65
2013-02-25,260.3
2013-02-26,246.4
2013-02-27,236.45
2013-02-28,226.35
2013-03-01,222.6
2013-03-04,210.25
2013-03-05,216.75
2013-03-06,223.65
2013-03-07,229.1
2013-03-08,254.35
2013-03-11,263.95
2013-03-12,262.25
2013-03-13,248.75
2013-03-14,251.3
2013-03-15,247.2
2013-03-18,236.65
2013-03-19,226.35
2013-03-20,216.0
2013-03-21,190.55
2013-03-22,200.4
2013-03-25,197.55
2013-03-26,193.5
2013-03-28,192.3
2013-04-01,230.75
2013-04-02,273.6
2013-04-03,283.6
2013-04-04,268.85
2013-04-05,258.8
2013-04-08,268.15
2013-04-09,262.9
2013-04-10,258.15
2013-04-11,258.9
2013-04-12,247.2
2013-04-15,251.15
2013-04-16,252.45
2013-04-17,255.45
2013-04-18,259.2
2013-04-22,265.7
2013-04-23,279.8
2013-04-25,276.8
2013-04-26,268.05
2013-04-29,268.6
2013-04-30,265.75
2013-05-02,269.4
2013-05-03,263.7
2013-05-06,266.8
2013-05-07,275.8
2013-05-08,290.5
2013-05-09,287.5
2013-05-10,290.85
2013-05-11,292.5
2013-05-13,278.75
2013-05-14,278.45
2013-05-15,282.65
2013-05-16,282.5
2013-05-17,281.4
2013-05-20,277.75
2013-05-21,295.8
2013-05-22,285.9
2013-05-23,261.2
2013-05-24,263.45
2013-05-27,268.65
2013-05-28,269.85
2013-05-29,263.55
2013-05-30,257.6
2013-05-31,231.1
2013-06-03,218.45
2013-06-04,226.35
2013-06-05,226.85
2013-06-06,226.15
2013-06-07,221.75
2013-06-10,219.55
2013-06-11,201.5
2013-06-12,189.9
2013-06-13,189.4
2013-06-14,195.4
2013-06-17,197.7
2013-06-18,201.4
2013-06-19,203.4
2013-06-20,190.1
2013-06-21,177.65
2013-06-24,166.5
2013-06-25,168.95
2013-06-26,168.1
2013-06-27,177.9
2013-06-28,195.1
2013-07-01,209.0
2013-07-02,209.55
2013-07-03,193.2
2013-07-04,195.45
2013-07-05,197.4
2013-07-08,197.8
2013-07-09,199.4
2013-07-10,194.5
2013-07-11,197.55
2013-07-12,194.25
2013-07-15,197.05
2013-07-16,189.2
2013-07-17,186.75
2013-07-18,189.3
2013-07-19,186.7
2013-07-22,184.2
2013-07-23,188.55
2013-07-24,180.65
2013-07-25,179.15
2013-07-26,173.55
2013-07-29,166.95
2013-07-30,155.5
2013-07-31,151.05
2013-08-01,149.7
2013-08-02,138.55
2013-08-05,133.95
2013-08-06,123.65
2013-08-07,129.95
2013-08-08,137.4
2013-08-12,142.55
2013-08-13,144.75
2013-08-14,146.65
2013-08-16,130.95
2013-08-19,126.05
2013-08-20,128.1
2013-08-21,124.75
2013-08-22,128.6
2013-08-23,132.25
2013-08-26,133.95
2013-08-27,127.85
2013-08-28,124.15
2013-08-29,129.45
2013-08-30,131.3
2013-09-02,132.55
2013-09-03,129.6
2013-09-04,131.8
2013-09-05,135.95
2013-09-06,136.0
2013-09-10,138.65
2013-09-11,141.4
2013-09-12,138.9
2013-09-13,138.7
2013-09-16,138.95
2013-09-17,134.45
2013-09-18,135.0
2013-09-19,140.8
2013-09-20,148.7
2013-09-23,144.3
2013-09-24,138.1
2013-09-25,141.35
2013-09-26,140.15
2013-09-27,137.2
2013-09-30,132.5
2013-10-01,136.4
2013-10-03,140.15
2013-10-04,151.85
2013-10-07,157.25
2013-10-08,168.55
2013-10-09,170.8
2013-10-10,164.0
2013-10-11,166.8
2013-10-14,177.4
2013-10-15,182.9
2013-10-17,175.35
2013-10-18,179.45
2013-10-21,182.1
2013-10-22,181.45
2013-10-23,178.15
2013-10-24,194.3
2013-10-25,192.25
2013-10-28,230.7
2013-10-29,276.8
2013-10-30,300.45
2013-10-31,321.1
2013-11-01,349.4
2013-11-03,366.85
2013-11-05,355.2
2013-11-06,337.45
2013-11-07,327.65
2013-11-08,344.0
2013-11-11,361.2
2013-11-12,357.4
2013-11-13,356.9
2013-11-14,359.5
2013-11-18,377.45
2013-11-19,379.5
2013-11-20,379.05
2013-11-21,360.2
2013-11-22,354.15
2013-11-25,355.45
2013-11-26,339.05
2013-11-27,329.95
2013-11-28,325.0
2014-03-03,537.05
2014-03-04,542.15
2014-03-05,569.25
2014-03-06,563.7
2014-03-07,546.75
2014-03-10,530.45
2014-03-11,539.8
2014-03-12,533.05
2014-03-13,514.35
2014-03-14,465.5
2014-03-18,449.25
2014-03-19,461.6
2014-03-20,463.9
2014-03-21,487.3
2014-03-22,536.0
2014-03-24,512.55
2014-03-25,563.8
2014-03-26,583.95
2014-03-27,642.3
2014-03-28,651.2
2014-03-31,665.65
2014-04-01,651.85
2014-04-02,645.6
2014-04-03,623.75
2014-04-04,618.5
2014-04-07,618.7
2014-04-09,649.6
2014-04-10,655.2
2014-04-11,654.8
2014-04-15,624.6
2014-04-16,594.75
2014-04-17,624.45
2014-04-21,613.35
2014-04-22,615.3
2014-04-23,606.9
2014-04-25,598.75
2014-04-28,588.0
2014-04-29,617.4
2014-04-30,589.25
2014-05-02,560.2
2014-05-05,576.95
2014-05-06,570.55
2014-05-07,555.15
2014-05-08,547.85
2014-05-09,556.75
2014-05-12,560.8
2014-05-13,616.85
2014-05-14,657.15
2014-05-15,661.6
2014-05-16,700.8
2014-05-19,725.85
2014-05-20,709.75
2014-05-21,730.45
2014-05-22,730.95
2014-05-23,720.6
2014-05-26,688.1
2014-05-27,708.8
2014-05-28,694.7
2014-05-29,686.9
2014-05-30,681.8
2014-06-02,715.85
2014-06-03,699.0
2014-06-04,711.0
2014-06-05,694.4
2014-06-06,708.5
2014-06-09,743.9
2014-06-10,781.05
2014-06-11,771.65
2014-06-12,765.7
2014-06-13,730.7
2014-06-16,744.2
2014-06-17,735.05
2014-06-18,714.65
2014-06-19,708.8
2014-06-20,701.7
2014-06-23,695.3
2014-06-24,717.6
2014-06-25,691.7
2014-06-26,687.25
2014-06-27,679.95
2014-06-30,681.95
2014-07-01,716.0
2014-07-02,721.1
2014-07-03,705.5
2014-07-04,706.85
2014-07-07,701.0
2014-07-08,648.7
2014-07-09,612.1
2014-07-10,626.65
2014-07-11,601.05
2014-07-14,650.5
2014-07-15,715.55
2014-07-16,753.6
2014-07-17,777.05
2014-07-18,769.8
2014-07-21,807.05
2014-07-22,780.45
2014-07-23,772.1
2014-07-24,750.7
2014-07-25,713.2
2014-07-28,677.55
2014-07-30,679.1
2014-07-31,679.75
2014-08-01,662.15
2014-08-04,670.35
2014-08-05,676.85
2014-08-06,658.4
2014-08-07,661.1
2014-08-08,629.35
2014-08-11,629.8
2014-08-12,661.25
2014-08-13,633.4
2014-08-14,633.0
2014-08-18,653.55
2014-08-19,667.35
2014-08-20,673.35
2014-08-21,639.7
2014-08-22,630.1
2014-08-25,599.9
2014-08-26,596.7
2014-08-27,626.5
2014-08-28,615.75
2014-09-01,629.3
2014-09-02,626.55
2014-09-03,609.7
2014-09-04,607.0
2014-09-05,609.0
2014-09-08,638.2
2014-09-09,622.25
2014-09-10,626.85
2014-09-11,660.25
2014-09-12,643.0
2014-09-15,657.5
2014-09-16,623.05
2014-09-17,627.25
2014-09-18,657.35
2014-09-19,634.55
2014-09-22,642.3
2014-09-23,607.05
2014-09-24,596.7
2014-09-25,574.55
2014-09-26,569.0
2014-09-29,577.35
2014-09-30,554.95
2014-10-01,527.0
2014-10-07,509.9
2014-10-08,558.0
2014-10-09,567.9
2014-10-10,547.25
2014-10-13,648.2
2014-10-14,679.25
2014-10-16,636.3
2014-10-17,645.05
2014-10-20,649.7
2014-10-21,651.7
2014-10-22,649.4
2014-10-23,655.5
2014-10-27,637.95
2014-10-28,625.4
2014-10-29,676.0
2014-10-30,670.2
2014-10-31,668.0
2014-11-03,674.45
2014-11-05,672.6
2014-11-07,663.75
2014-11-10,663.4
2014-11-11,640.4
2014-11-12,645.7
2014-11-13,627.55
2014-11-14,628.75
2014-11-17,629.2
2014-11-18,640.25
2014-11-19,628.9
2014-11-20,623.6
2014-11-21,619.0
2014-11-24,620.3
2014-11-25,602.15
2014-11-26,609.85
2014-11-27,609.55
2014-11-28,608.85
2014-12-01,589.45
2014-12-02,591.0
2014-12-03,601.5
2014-12-04,652.7
2014-12-05,629.55
2014-12-08,617.4
2014-12-09,600.15
2014-12-10,603.3
2014-12-11,595.1
2014-12-12,579.5
2014-12-15,593.5
2014-12-16,536.5
2014-12-17,487.3
2014-12-18,509.6
2014-12-19,524.65
2014-12-22,629.55
2014-12-23,660.4
2014-12-24,666.45
2014-12-26,657.55
2014-12-29,645.95
2014-12-30,654.1
2014-12-31,644.65
2015-01-01,673.1
2015-01-02,667.75
2015-01-05,662.0
2015-01-06,618.05
2015-01-07,610.8
2015-01-08,623.95
2015-01-09,612.8
2015-01-12,615.1
2015-01-13,611.15
2015-01-14,597.85
2015-01-15,600.8
2015-01-16,605.7
