Date,CAPF
2017-11-23,702.5
2017-11-24,706.85
2017-11-27,698.25
2017-11-28,697.95
2017-11-29,698.1
2017-11-30,701.75
2017-12-01,696.5
2017-12-04,689.1
2017-12-05,695.55
2017-12-06,682.1
2017-12-07,691.7
2017-12-08,691.05
2017-12-11,688.0
2017-12-12,675.2
2017-12-13,667.8
2017-12-14,665.1
2017-12-15,678.9
2017-12-18,680.35
2017-12-19,682.4
2017-12-20,691.45
2017-12-21,701.55
2017-12-22,702.65
2017-12-26,707.45
2017-12-27,700.0
2017-12-28,689.35
2017-12-29,692.95
