Date,TRIDENT
2013-01-01,9.05
2013-01-02,9.05
2013-01-03,9.05
2013-01-04,9.1
2013-01-07,9.15
2013-01-08,9.3
2013-01-09,9.35
2013-01-10,9.2
2013-01-11,9.05
2013-01-14,9.05
2013-01-15,9.25
2013-01-16,9.05
2013-01-17,9.05
2013-01-18,9.0
2013-01-21,9.0
2013-01-22,9.05
2013-01-23,8.95
2013-01-24,8.8
2013-01-25,8.85
2013-01-28,9.0
2013-01-29,9.05
2013-01-30,9.05
2013-01-31,9.15
2013-02-01,9.15
2013-02-04,9.25
2013-02-05,9.55
2013-02-06,9.55
2013-02-07,9.25
2013-02-08,9.05
2013-02-11,8.8
2013-02-12,8.95
2013-02-13,8.85
2013-02-14,8.85
2013-02-15,8.65
2013-02-18,8.7
2013-02-19,8.65
2013-02-20,8.55
2013-02-21,8.5
2013-02-22,8.5
2013-02-25,8.4
2013-02-26,8.2
2013-02-27,8.0
2013-02-28,8.15
2013-03-01,8.1
2013-03-04,8.0
2013-03-05,8.1
2013-03-06,8.15
2013-03-07,8.25
2013-03-08,8.3
2013-03-11,8.35
2013-03-12,8.3
2013-03-13,8.3
2013-03-14,8.4
2013-03-15,8.25
2013-03-18,8.3
2013-03-19,8.2
2013-03-20,7.45
2013-03-21,7.7
2013-03-22,7.75
2013-03-25,7.35
2013-03-26,7.5
2013-03-28,7.65
2013-04-01,8.25
2013-04-02,8.55
2013-04-03,8.9
2013-04-04,8.65
2013-04-05,8.85
2013-04-08,8.85
2013-04-09,8.75
2013-04-10,8.65
2013-04-11,8.75
2013-04-12,8.75
2013-04-15,9.05
2013-04-16,8.85
2013-04-17,8.9
2013-04-18,8.8
2013-04-22,9.05
2013-04-23,9.05
2013-04-25,9.2
2013-04-26,9.05
2013-04-29,9.0
2013-04-30,9.1
2013-05-02,9.0
2013-05-03,8.95
2013-05-06,8.85
2013-05-07,8.65
2013-05-08,8.7
2013-05-09,8.75
2013-05-10,8.8
2013-05-11,8.95
2013-05-13,8.55
2013-05-14,8.7
2013-05-15,9.0
2013-05-16,9.65
2013-05-17,10.05
2013-05-20,10.0
2013-05-21,9.45
2013-05-22,9.05
2013-05-23,8.75
2013-05-24,8.9
2013-05-27,9.1
2013-05-28,9.05
2013-05-29,8.75
2013-05-30,8.65
2013-05-31,8.6
2013-06-03,8.55
2013-06-04,8.45
2013-06-05,8.55
2013-06-06,8.55
2013-06-07,8.6
2013-06-10,8.35
2013-06-11,7.9
2013-06-12,7.75
2013-06-13,7.55
2013-06-14,7.65
2013-06-17,7.8
2013-06-18,7.75
2013-06-19,7.65
2013-06-20,7.75
2013-06-21,7.85
2013-06-24,7.4
2013-06-25,7.4
2013-06-26,7.45
2013-06-27,7.45
2013-06-28,7.6
2013-07-01,7.7
2013-07-02,7.65
2013-07-03,7.6
2013-07-04,7.4
2013-07-05,7.6
2013-07-08,7.5
2013-07-09,7.5
2013-07-10,7.6
2013-07-11,7.55
2013-07-12,8.0
2013-07-15,8.35
2013-07-16,8.5
2013-07-17,8.45
2013-07-18,8.4
2013-07-19,8.15
2013-07-22,7.9
2013-07-23,7.95
2013-07-24,7.85
2013-07-25,8.15
2013-07-26,7.7
2013-07-29,7.7
2013-07-30,7.7
2013-07-31,7.5
2013-08-01,6.7
2013-08-02,6.95
2013-08-05,7.05
2013-08-06,6.95
2013-08-07,6.7
2013-08-08,6.75
2013-08-12,8.1
2013-08-13,9.35
2013-08-14,9.1
2013-08-16,9.1
2013-08-19,9.25
2013-08-20,9.6
2013-08-21,9.95
2013-08-22,9.8
2013-08-23,10.1
2013-08-26,10.7
2013-08-27,10.3
2013-08-28,10.1
2013-08-29,9.55
2013-08-30,9.6
2013-09-02,9.95
2013-09-03,9.35
2013-09-04,9.2
2013-09-05,9.25
2013-09-06,9.2
2013-09-10,9.35
2013-09-11,8.95
2013-09-12,8.9
2013-09-13,8.9
2013-09-16,9.05
2013-09-17,9.0
2013-09-18,8.9
2013-09-19,9.0
2013-09-20,8.95
2013-09-23,9.05
2013-09-24,8.9
2013-09-25,9.05
2013-09-26,9.05
2013-09-27,8.95
2013-09-30,8.9
2013-10-01,8.9
2013-10-03,9.0
2013-10-04,9.05
2013-10-07,8.95
2013-10-08,9.1
2013-10-09,10.45
2013-10-10,12.5
2013-10-11,12.1
2013-10-14,12.1
2013-10-15,11.6
2013-10-17,11.5
2013-10-18,11.25
2013-10-21,11.45
2013-10-22,11.6
2013-10-23,11.4
2013-10-24,11.15
2013-10-25,11.05
2013-10-28,10.75
2013-10-29,11.15
2013-10-30,10.95
2013-10-31,11.2
2013-11-01,11.6
2013-11-03,12.0
2013-11-05,12.45
2013-11-06,12.45
2013-11-07,12.1
2013-11-08,12.2
2013-11-11,12.25
2013-11-12,12.95
2013-11-13,13.7
2013-11-14,13.85
2013-11-18,14.25
2013-11-19,14.35
2013-11-20,13.9
2013-11-21,13.35
2013-11-22,13.55
2013-11-25,15.0
2013-11-26,15.65
2013-11-27,15.5
2013-11-28,18.0
2013-11-29,18.2
2013-12-02,18.25
2013-12-03,17.65
2013-12-04,17.3
2013-12-05,16.45
2013-12-06,16.15
2013-12-09,16.25
2013-12-10,16.0
2013-12-11,17.25
2013-12-12,16.55
2013-12-13,16.75
2013-12-16,16.7
2013-12-17,16.5
2013-12-18,17.2
2013-12-19,17.25
2013-12-20,17.05
2013-12-23,16.7
2013-12-24,16.3
2013-12-26,16.25
2013-12-27,16.9
2013-12-30,17.1
2013-12-31,18.15
2014-01-01,18.45
2014-01-02,17.35
2014-01-03,17.8
2014-01-06,17.7
2014-01-07,17.75
2014-01-08,16.75
2014-01-09,15.6
2014-01-10,15.75
2014-01-13,16.2
2014-01-14,15.95
2014-01-15,15.8
2014-01-16,16.45
2014-01-17,16.0
2014-01-20,15.9
2014-01-21,16.0
2014-01-22,16.3
2014-01-23,16.2
2014-01-24,15.85
2014-01-27,15.1
2014-01-28,15.05
2014-01-29,14.75
2014-01-30,14.15
2014-01-31,14.8
2014-02-03,14.85
2014-02-04,15.2
2014-02-05,15.3
2014-02-06,16.3
2014-02-07,16.2
2014-02-10,15.8
2014-02-11,15.95
2014-02-12,15.1
2014-02-13,14.9
2014-02-14,14.4
2014-02-17,14.15
2014-02-18,14.4
2014-02-19,13.95
2014-02-20,13.8
2014-02-21,13.95
2014-02-24,14.0
2014-02-25,14.45
2014-02-26,14.75
2014-02-28,14.6
2014-03-03,14.75
2014-03-04,15.05
2014-03-05,15.0
2014-03-06,15.1
2014-03-07,14.95
2014-03-10,15.35
2014-03-11,15.25
2014-03-12,15.05
2014-03-13,14.7
2014-03-14,14.5
2014-03-18,14.4
2014-03-19,14.3
2014-03-20,14.15
2014-03-21,14.1
2014-03-22,14.2
2014-03-24,14.25
2014-03-25,14.05
2014-03-26,14.05
2014-03-27,14.1
2014-03-28,14.2
2014-03-31,14.7
2014-04-01,14.8
2014-04-02,15.15
2014-04-03,15.1
2014-04-04,15.7
2014-04-07,15.65
2014-04-09,14.65
2014-04-10,15.85
2014-04-11,16.05
2014-04-15,16.4
2014-04-16,16.0
2014-04-17,16.1
2014-04-21,16.15
2014-04-22,16.1
2014-04-23,16.1
2014-04-25,16.05
2014-04-28,18.25
2014-04-29,18.3
2014-04-30,17.95
2014-05-02,17.95
2014-05-05,18.35
2014-05-06,18.95
2014-05-07,18.4
2014-05-08,18.55
2014-05-09,18.95
