Date,TGBHOTELS
2013-01-01,94.75
2013-01-02,93.1
2013-01-03,93.9
2013-01-04,91.95
2013-01-07,92.05
2013-01-08,91.2
2013-01-09,87.15
2013-01-10,91.1
2013-01-11,89.85
2013-01-14,89.0
2013-01-15,88.1
2013-01-16,86.55
2013-01-17,88.35
2013-01-18,95.65
2013-01-21,96.55
2013-01-22,94.55
2013-01-23,94.95
2013-01-24,87.0
2013-01-25,87.7
2013-01-28,89.75
2013-01-29,89.5
2013-01-30,88.15
2013-01-31,85.2
2013-02-01,85.65
2013-02-04,83.65
2013-02-05,78.7
2013-02-06,80.5
2013-02-07,78.65
2013-02-08,76.65
2013-02-11,78.4
2013-02-12,77.1
2013-02-13,76.2
2013-02-14,73.0
2013-02-15,72.9
2013-02-18,74.7
2013-02-19,76.85
2013-02-20,74.5
2013-02-21,72.9
2013-02-22,72.1
2013-02-25,63.0
2013-02-26,50.4
2013-02-27,45.4
2013-02-28,41.0
2013-03-01,44.85
2013-03-04,47.25
2013-03-05,46.75
2013-03-06,49.4
2013-03-07,53.7
2013-03-08,55.95
2013-03-11,55.6
2013-03-12,55.55
2013-03-13,55.6
2013-03-14,58.3
2013-03-15,58.8
2013-03-18,58.4
2013-03-19,58.4
2013-03-20,56.1
2013-03-21,55.6
2013-03-22,54.0
2013-03-25,51.8
2013-03-26,49.35
2013-03-28,49.5
2013-04-01,49.95
2013-04-02,50.0
2013-04-03,49.95
2013-04-04,48.25
2013-04-05,47.4
2013-04-08,45.7
2013-04-09,46.15
2013-04-10,46.3
2013-04-11,46.0
2013-04-12,44.7
2013-04-15,46.05
2013-04-16,48.35
2013-04-17,49.15
2013-04-18,50.9
2013-04-22,51.0
2013-04-23,50.0
2013-04-25,48.55
2013-04-26,47.4
2013-04-29,48.4
2013-04-30,47.15
2013-05-02,48.05
2013-05-03,47.5
2013-05-06,48.5
2013-05-07,47.8
2013-05-08,48.4
2013-05-09,47.8
2013-05-10,48.5
2013-05-13,49.55
2013-05-14,49.45
2013-05-15,48.5
2013-05-16,47.55
2013-05-17,48.0
2013-05-20,47.0
2013-05-21,47.8
2013-05-22,47.8
2013-05-23,44.95
2013-05-24,45.45
2013-05-27,45.5
2013-05-28,44.75
2013-05-29,45.45
2013-05-30,44.75
2013-05-31,48.65
2013-06-03,49.35
2013-06-04,47.9
2013-06-05,49.0
2013-06-06,49.0
2013-06-07,48.5
2013-06-10,47.5
2013-06-11,46.25
2013-06-12,48.5
2013-06-13,48.1
2013-06-14,49.5
2013-06-17,48.65
2013-06-18,49.2
2013-06-19,48.45
2013-06-20,48.1
2013-06-21,48.85
2013-06-24,48.4
2013-06-25,48.65
2013-06-26,47.25
2013-06-27,46.25
2013-06-28,47.5
2013-07-01,48.05
2013-07-02,48.7
2013-07-03,47.8
2013-07-04,47.15
2013-07-05,46.6
2013-07-08,47.9
2013-07-09,46.25
2013-07-10,48.0
2013-07-11,47.9
2013-07-12,48.25
2013-07-15,47.1
2013-07-16,47.95
2013-07-17,45.4
2013-07-18,46.5
2013-07-19,45.9
2013-07-22,46.4
2013-07-23,46.45
2013-07-24,40.2
2013-07-25,42.7
2013-07-26,44.5
2013-07-29,44.8
2013-07-30,43.2
2013-07-31,44.15
2013-08-01,42.2
2013-08-02,44.95
2013-08-05,45.2
2013-08-06,43.7
2013-08-07,44.05
2013-08-08,44.7
2013-08-12,44.45
2013-08-13,44.15
2013-08-14,43.05
2013-08-16,42.95
2013-08-19,43.75
2013-08-20,42.15
2013-08-21,42.7
2013-08-22,43.15
2013-08-23,46.25
2013-08-26,46.7
2013-08-27,45.2
2013-08-28,45.9
2013-08-29,43.3
2013-08-30,43.25
2013-09-02,43.55
2013-09-03,43.6
2013-09-04,43.75
2013-09-05,44.15
2013-09-06,43.75
2013-09-10,44.1
2013-09-11,45.05
2013-09-12,45.15
2013-09-13,45.65
2013-09-16,45.0
2013-09-17,54.0
2013-09-18,52.1
2013-09-19,54.15
2013-09-20,52.95
2013-09-23,53.9
2013-09-24,54.1
