Date,APLLTD
2013-01-01,72.6
2013-01-02,72.0
2013-01-03,70.25
2013-01-04,71.35
2013-01-07,72.7
2013-01-08,71.8
2013-01-09,70.5
2013-01-10,70.9
2013-01-11,71.55
2013-01-14,71.15
2013-01-15,70.15
2013-01-16,69.0
2013-01-17,70.5
2013-01-18,71.35
2013-01-21,70.2
2013-01-22,69.4
2013-01-23,69.45
2013-01-24,70.0
2013-01-25,70.9
2013-01-28,74.95
2013-01-29,76.3
2013-01-30,78.3
2013-01-31,77.45
2013-02-01,76.3
2013-02-04,75.45
2013-02-05,75.7
2013-02-06,75.95
2013-02-07,75.4
2013-02-08,74.05
2013-02-11,73.85
2013-02-12,73.65
2013-02-13,74.05
2013-02-14,73.15
2013-02-15,76.45
2013-02-18,76.05
2013-02-19,76.15
2013-02-20,76.85
2013-02-21,77.05
2013-02-22,77.15
2013-02-25,80.2
2013-02-26,80.1
2013-02-27,83.15
2013-02-28,83.3
2013-03-01,82.3
2013-03-04,80.2
2013-03-05,92.15
2013-03-06,95.75
2013-03-07,98.15
2013-03-08,99.25
2013-03-11,109.05
2013-03-12,104.0
2013-03-13,103.8
2013-03-14,102.4
2013-03-15,98.95
2013-03-18,100.8
2013-03-19,97.2
2013-03-20,94.75
2013-03-21,100.6
2013-03-22,105.3
2013-03-25,103.8
2013-03-26,104.15
2013-03-28,105.0
2013-04-01,111.3
2013-04-02,112.8
2013-04-03,114.6
2013-04-04,114.35
2013-04-05,115.1
2013-04-08,114.1
2013-04-09,109.7
2013-04-10,104.65
2013-04-11,107.65
2013-04-12,107.8
2013-04-15,116.25
2013-04-16,115.95
2013-04-17,118.25
2013-04-18,118.1
2013-04-22,115.1
2013-04-23,111.3
2013-04-25,110.95
2013-04-26,111.25
2013-04-29,113.25
2013-04-30,113.75
2013-05-02,117.6
2013-05-03,122.55
2013-05-06,125.65
2013-05-07,126.8
2013-05-08,124.05
2013-05-09,121.1
2013-05-10,122.2
2013-05-11,123.45
2013-05-13,121.45
2013-05-14,122.2
2013-05-15,128.4
2013-05-16,137.6
2013-05-17,131.4
2013-05-20,130.4
2013-05-21,127.55
2013-05-22,123.75
2013-05-23,119.75
2013-05-24,118.0
2013-05-27,116.6
2013-05-28,135.1
2013-05-29,138.4
2013-05-30,136.9
2013-05-31,136.4
2013-06-03,136.9
2013-06-04,140.3
2013-06-05,138.45
2013-06-06,141.5
2013-06-07,144.0
2013-06-10,146.9
2013-06-11,134.55
2013-06-12,129.9
2013-06-13,128.95
2013-06-14,132.0
2013-06-17,130.0
2013-06-18,132.4
2013-06-19,145.4
2013-06-20,137.55
2013-06-21,132.9
2013-06-24,127.85
2013-06-25,124.35
2013-06-26,125.15
2013-06-27,126.85
2013-06-28,132.65
2013-07-01,139.25
2013-07-02,139.3
2013-07-03,142.2
2013-07-04,140.6
2013-07-05,147.75
2013-07-08,161.9
2013-07-09,163.7
2013-07-10,158.2
2013-07-11,154.6
2013-07-12,159.45
2013-07-15,155.7
2013-07-16,155.95
2013-07-17,153.25
2013-07-18,160.65
2013-07-19,163.5
2013-07-22,157.9
2013-07-23,159.6
2013-07-24,154.65
2013-07-25,153.5
2013-07-26,151.15
2013-07-29,161.6
2013-07-30,159.1
2013-07-31,154.7
2013-08-01,151.6
2013-08-02,141.2
2013-08-05,155.8
2013-08-06,153.45
2013-08-07,155.3
2013-08-08,155.9
2013-08-12,160.6
2013-08-13,160.15
2013-08-14,157.3
2013-08-16,145.75
2013-08-19,138.25
2013-08-20,137.15
2013-08-21,128.2
2013-08-22,134.9
2013-08-23,141.25
2013-08-26,139.15
2013-08-27,135.0
2013-08-28,130.2
2013-08-29,132.1
2013-08-30,134.4
2013-09-02,137.2
2013-09-03,130.95
2013-09-04,134.95
2013-09-05,135.9
2013-09-06,135.1
2013-09-10,135.45
2013-09-11,141.9
2013-09-12,135.55
2013-09-13,140.2
2013-09-16,138.65
2013-09-17,137.95
2013-09-18,138.45
2013-09-19,140.3
2013-09-20,137.0
2013-09-23,141.45
2013-09-24,148.2
2013-09-25,148.1
2013-09-26,143.85
2013-09-27,140.55
2013-09-30,139.05
2013-10-01,142.1
2013-10-03,141.6
2013-10-04,148.45
2013-10-07,153.1
2013-10-08,148.0
2013-10-09,159.8
2013-10-10,174.65
2013-10-11,175.25
2013-10-14,172.5
2013-10-15,174.25
2013-10-17,170.85
2013-10-18,168.25
2013-10-21,168.55
2013-10-22,176.25
2013-10-23,181.75
2013-10-24,179.3
2013-10-25,180.85
2013-10-28,197.0
2013-10-29,192.6
2013-10-30,185.9
2013-10-31,199.4
2013-11-01,194.5
2013-11-03,198.15
2013-11-05,195.45
2013-11-06,203.85
2013-11-07,205.15
2013-11-08,204.45
2013-11-11,214.45
2013-11-12,213.65
2013-11-13,214.65
2013-11-14,215.6
2013-11-18,213.25
2013-11-19,211.65
2013-11-20,208.1
2013-11-21,202.65
2013-11-22,199.8
2013-11-25,202.45
2013-11-26,212.25
2013-11-27,205.7
2013-11-28,202.55
2013-11-29,204.6
2013-12-02,203.0
2013-12-03,206.9
2013-12-04,207.45
2013-12-05,206.55
2013-12-06,204.65
2013-12-09,197.55
2013-12-10,195.25
2013-12-11,193.25
2013-12-12,194.7
2013-12-13,192.1
2013-12-16,196.9
2013-12-17,198.7
2013-12-18,214.7
2013-12-19,209.65
2013-12-20,211.85
2013-12-23,217.85
2013-12-24,217.6
2013-12-26,216.8
2013-12-27,211.8
2013-12-30,213.05
2013-12-31,211.1
2014-01-01,214.2
2014-01-02,210.15
2014-01-03,210.9
2014-01-06,217.35
2014-01-07,212.95
2014-01-08,229.55
2014-01-09,232.45
2014-01-10,221.15
2014-01-13,228.9
2014-01-14,222.05
2014-01-15,222.95
2014-01-16,227.15
2014-01-17,220.15
2014-01-20,227.35
2014-01-21,236.35
2014-01-22,228.4
2014-01-23,227.55
2014-01-24,222.4
2014-01-27,217.05
2014-01-28,226.45
2014-01-29,225.55
2014-01-30,222.05
2014-01-31,222.5
2014-02-03,220.45
2014-02-04,221.0
2014-02-05,221.6
2014-02-06,231.95
2014-02-07,231.2
2014-02-10,228.3
2014-02-11,233.1
2014-02-12,232.85
2014-02-13,232.3
2014-02-14,232.5
2014-02-17,227.4
2014-02-18,232.6
2014-02-19,235.8
2014-02-20,246.25
2014-02-21,246.75
2014-02-24,247.35
2014-02-25,256.65
2014-02-26,258.0
2014-02-28,267.8
2014-03-03,268.85
2014-03-04,275.25
2014-03-05,291.75
2014-03-06,284.6
2014-03-07,280.95
2014-03-10,263.45
2014-03-11,250.3
2014-03-12,256.65
2014-03-13,264.05
2014-03-14,276.5
2014-03-18,284.65
2014-03-19,283.8
2014-03-20,290.4
2014-03-21,296.65
2014-03-22,295.45
2014-03-24,278.3
2014-03-25,288.25
2014-03-26,286.45
2014-03-27,285.55
2014-03-28,279.7
2014-03-31,285.05
2014-04-01,280.5
2014-04-02,287.15
2014-04-03,281.0
2014-04-04,281.4
2014-04-07,270.75
2014-04-09,277.0
2014-04-10,269.95
2014-04-11,275.65
2014-04-15,272.2
2014-04-16,268.7
2014-04-17,269.65
2014-04-21,284.3
2014-04-22,284.8
2014-04-23,304.9
2014-04-25,306.1
2014-04-28,297.25
2014-04-29,286.1
2014-04-30,298.0
2014-05-02,296.25
2014-05-05,287.2
2014-05-06,283.2
2014-05-07,283.55
2014-05-08,278.45
2014-05-09,272.9
2014-05-12,264.95
2014-05-13,265.85
2014-05-14,272.65
2014-05-15,270.9
2014-05-16,256.55
2014-05-19,233.7
2014-05-20,248.1
2014-05-21,253.15
2014-05-22,248.0
2014-05-23,238.85
2014-05-26,248.4
2014-05-27,248.4
2014-05-28,247.4
2014-05-29,247.8
2014-05-30,246.5
2014-06-02,250.15
2014-06-03,247.6
2014-06-04,246.5
2014-06-05,239.65
2014-06-06,241.25
2014-06-09,244.3
2014-06-10,259.3
2014-06-11,265.9
2014-06-12,275.35
2014-06-13,271.45
2014-06-16,276.5
2014-06-17,283.5
2014-06-18,272.1
2014-06-19,269.55
2014-06-20,276.7
2014-06-23,279.85
2014-06-24,277.2
2014-06-25,270.25
2014-06-26,272.65
2014-06-27,269.85
2014-06-30,266.25
2014-07-01,285.95
2014-07-02,295.05
2014-07-03,305.2
2014-07-04,309.9
2014-07-07,306.15
2014-07-08,303.05
2014-07-09,305.9
2014-07-10,307.45
2014-07-11,306.45
2014-07-14,304.8
2014-07-15,309.2
2014-07-16,324.45
2014-07-17,335.85
2014-07-18,336.75
2014-07-21,348.75
2014-07-22,353.7
2014-07-23,344.25
2014-07-24,329.3
2014-07-25,331.8
2014-07-28,339.5
2014-07-30,342.9
2014-07-31,348.05
2014-08-01,334.85
2014-08-04,356.65
2014-08-05,368.45
2014-08-06,362.0
2014-08-07,352.3
2014-08-08,339.85
2014-08-11,343.2
2014-08-12,349.35
2014-08-13,342.1
2014-08-14,350.15
2014-08-18,357.3
2014-08-19,358.4
2014-08-20,378.35
2014-08-21,400.35
2014-08-22,387.0
2014-08-25,367.6
2014-08-26,374.5
2014-08-27,375.85
2014-08-28,371.15
2014-09-01,375.25
2014-09-02,381.45
2014-09-03,414.75
2014-09-04,403.7
2014-09-05,397.75
2014-09-08,403.75
2014-09-09,403.35
2014-09-10,403.35
2014-09-11,416.2
2014-09-12,430.5
2014-09-15,438.15
2014-09-16,415.9
2014-09-17,404.45
2014-09-18,413.65
2014-09-19,425.15
2014-09-22,436.0
2014-09-23,417.3
2014-09-24,408.0
2014-09-25,402.95
2014-09-26,413.85
2014-09-29,420.25
2014-09-30,414.5
2014-10-01,416.3
2014-10-07,405.2
2014-10-08,403.05
2014-10-09,403.5
2014-10-10,386.25
2014-10-13,412.2
2014-10-14,399.55
2014-10-16,382.8
2014-10-17,387.35
2014-10-20,399.65
2014-10-21,403.95
2014-10-22,417.05
2014-10-23,422.95
2014-10-27,405.9
2014-10-28,407.3
2014-10-29,406.7
2014-10-30,404.8
2014-10-31,409.4
2014-11-03,403.85
2014-11-05,408.95
2014-11-07,406.6
2014-11-10,406.65
2014-11-11,423.0
2014-11-12,435.45
2014-11-13,448.35
2014-11-14,447.35
2014-11-17,455.5
2014-11-18,455.75
2014-11-19,451.35
2014-11-20,450.65
2014-11-21,434.75
2014-11-24,439.85
2014-11-25,424.15
2014-11-26,419.75
2014-11-27,417.95
2014-11-28,420.8
2014-12-01,416.7
2014-12-02,430.8
2014-12-03,455.55
2014-12-04,461.8
2014-12-05,443.65
2014-12-08,435.45
2014-12-09,428.4
2014-12-10,443.3
2014-12-11,434.25
2014-12-12,433.75
2014-12-15,430.95
2014-12-16,422.7
2014-12-17,422.95
2014-12-18,429.0
2014-12-19,423.3
2014-12-22,429.4
2014-12-23,429.1
2014-12-24,426.8
2014-12-26,427.2
2014-12-29,437.95
2014-12-30,440.7
2014-12-31,445.15
2015-01-01,445.2
2015-01-02,457.1
2015-01-05,454.6
2015-01-06,449.65
2015-01-07,450.95
2015-01-08,450.45
2015-01-09,473.4
2015-01-12,467.45
2015-01-13,463.0
2015-01-14,459.1
2015-01-15,465.3
2015-01-16,460.95
2015-01-19,469.25
2015-01-20,470.25
2015-01-21,470.25
2015-01-22,483.35
2015-01-23,477.85
2015-01-27,481.4
2015-01-28,488.85
2015-01-29,478.75
2015-01-30,470.1
2015-02-02,473.1
2015-02-03,483.3
2015-02-04,430.25
2015-02-05,434.85
2015-02-06,421.65
2015-02-09,404.5
2015-02-10,406.35
2015-02-11,420.55
2015-02-12,426.0
2015-02-13,424.05
2015-02-16,427.4
2015-02-18,434.45
2015-02-19,433.05
2015-02-20,425.15
2015-02-23,413.2
2015-02-24,409.3
2015-02-25,399.9
2015-02-26,390.0
2015-02-27,410.75
2015-02-28,404.35
2015-03-02,408.25
2015-03-03,422.25
2015-03-04,422.05
2015-03-05,431.3
2015-03-09,430.95
2015-03-10,440.45
2015-03-11,439.6
2015-03-12,440.25
2015-03-13,445.05
2015-03-16,448.3
2015-03-17,450.55
2015-03-18,448.65
2015-03-19,448.7
2015-03-20,448.0
2015-03-23,443.1
2015-03-24,449.2
2015-03-25,449.5
