Date,THANGAMAYL
2013-03-01,253.5
2013-03-04,249.85
2013-03-05,251.85
2013-03-06,249.15
2013-03-07,245.15
2013-03-08,246.0
2013-03-11,249.85
2013-03-12,249.25
2013-03-13,247.05
2013-03-14,240.65
2013-03-15,235.05
2013-03-18,231.2
2013-03-19,229.65
2013-03-20,217.75
2013-03-21,213.7
2013-03-22,204.7
2013-03-25,205.0
2013-03-26,201.0
2013-03-28,207.8
2013-04-01,219.65
2013-04-02,222.95
2013-04-03,228.0
2013-04-04,210.55
2013-04-05,212.35
2013-04-08,215.65
2013-04-09,209.9
2013-04-10,210.95
2013-04-11,210.0
2013-04-12,210.0
2013-04-15,197.7
2013-04-16,189.85
2013-04-17,186.95
2013-04-18,191.45
2013-04-22,189.45
2013-04-23,189.8
2013-04-25,189.75
2013-04-26,189.9
2013-04-29,189.85
2013-04-30,188.0
2013-05-02,186.1
2013-05-03,187.8
2013-05-06,185.0
2013-05-07,184.5
2013-05-08,185.7
2013-05-09,189.65
2013-05-10,189.75
2013-05-11,192.7
2013-05-13,190.55
2013-05-14,189.95
2013-05-15,189.9
2013-05-16,188.25
2013-05-17,189.45
2013-05-20,189.0
2013-05-21,188.8
2013-05-22,188.7
2013-05-23,188.55
2013-05-24,187.55
2013-05-27,186.0
2013-05-28,185.45
2013-05-29,186.95
2013-05-30,184.45
2013-05-31,186.0
2013-06-03,177.85
2013-06-04,189.4
2013-06-05,189.0
2013-06-06,194.0
2013-06-07,197.65
2013-06-10,201.8
2013-06-11,200.7
2013-06-12,200.3
2013-06-13,200.7
2013-06-14,205.2
2013-06-17,205.0
2013-06-18,204.0
2013-06-19,203.05
2013-06-20,203.65
2013-06-21,202.05
2013-06-24,203.25
2013-06-25,201.0
2013-06-26,200.05
2013-06-27,198.25
2013-06-28,195.85
2013-07-01,193.0
2013-07-02,200.2
2013-07-03,205.55
2013-07-04,202.85
2013-07-05,205.0
2013-07-08,200.0
2013-07-09,202.35
2013-07-10,199.95
2013-07-11,202.05
2013-07-12,204.95
2013-07-15,200.15
2013-07-16,200.3
2013-07-17,197.35
2013-07-18,195.2
2013-07-19,195.05
2013-07-22,199.3
2013-07-23,192.8
2013-07-24,193.35
2013-07-25,190.05
2013-07-26,190.0
2013-07-29,190.0
2013-07-30,192.0
2013-07-31,190.2
2013-08-01,189.95
2013-08-02,189.0
2013-08-05,190.05
2013-08-06,185.65
2013-08-07,182.3
2013-08-08,183.15
2013-08-12,183.0
2013-08-13,184.0
2013-08-14,184.05
2013-08-16,180.7
2013-08-19,177.45
2013-08-20,176.2
2013-08-21,174.5
2013-08-22,173.3
2013-08-23,170.85
2013-08-26,172.95
2013-08-27,165.0
2013-08-28,161.1
2013-08-29,165.95
2013-08-30,163.95
2013-09-02,161.9
2013-09-03,161.25
2013-09-04,160.05
2013-09-05,163.0
2013-09-06,162.0
2013-09-10,161.05
2013-09-11,162.9
2013-09-12,163.95
2013-09-13,165.15
2013-09-16,165.65
2013-09-17,166.95
2013-09-18,165.0
2013-09-19,162.35
2013-09-20,162.25
2013-09-23,165.65
2013-09-24,167.25
2013-09-25,166.1
2013-09-26,165.0
2013-09-27,166.0
2013-09-30,164.95
2013-10-01,165.1
2013-10-03,165.2
2013-10-04,168.35
2013-10-07,172.6
2013-10-08,168.75
2013-10-09,168.65
2013-10-10,181.4
2013-10-11,184.2
2013-10-14,183.15
2013-10-15,183.7
2013-10-17,180.15
2013-10-18,184.4
2013-10-21,186.35
2013-10-22,185.05
2013-10-23,185.0
2013-10-24,185.05
2013-10-25,187.1
2013-10-28,176.7
2013-10-29,173.8
2013-10-30,166.1
2013-10-31,170.3
2013-11-01,172.2
2013-11-03,169.15
2013-11-05,166.45
2013-11-06,169.45
2013-11-07,167.7
2013-11-08,168.75
2013-11-11,165.6
2013-11-12,165.5
2013-11-13,165.5
2013-11-14,165.5
2013-11-18,167.9
2013-11-19,170.15
2013-11-20,170.0
2013-11-21,171.55
2013-11-22,169.95
2013-11-25,166.7
2013-11-26,167.0
2013-11-27,168.4
2013-11-28,165.5
2013-11-29,165.45
2013-12-02,161.0
2013-12-03,163.95
2013-12-04,160.95
2013-12-05,154.8
2013-12-06,156.55
2013-12-09,158.35
2013-12-10,157.95
2013-12-11,159.1
2013-12-12,156.25
2013-12-13,159.0
2013-12-16,155.1
2013-12-17,158.05
2013-12-18,157.4
2013-12-19,154.3
2013-12-20,151.0
2013-12-23,152.4
2013-12-24,150.9
2013-12-26,151.45
2013-12-27,154.85
2013-12-30,153.4
2013-12-31,153.4
2014-01-01,154.85
2014-01-02,153.45
2014-01-03,151.35
2014-01-06,151.35
2014-01-07,150.8
2014-01-08,154.0
2014-01-09,154.9
2014-01-10,154.25
2014-01-13,153.7
2014-01-14,154.65
2014-01-15,154.9
2014-01-16,153.6
2014-01-17,154.1
2014-01-20,150.35
2014-01-21,154.4
2014-01-22,151.15
2014-01-23,156.9
2014-01-24,151.9
2014-01-27,151.65
2014-01-28,150.4
2014-01-29,155.0
2014-01-30,150.6
2014-01-31,150.65
2014-02-03,148.95
2014-02-04,147.25
2014-02-05,150.8
2014-02-06,149.9
2014-02-07,149.85
2014-02-10,150.05
2014-02-11,149.8
2014-02-12,151.55
2014-02-13,149.7
2014-02-14,150.85
2014-02-17,150.7
2014-02-18,149.0
2014-02-19,149.85
2014-02-20,149.45
2014-02-21,150.2
2014-02-24,149.8
2014-02-25,149.1
2014-02-26,148.15
2014-02-28,147.4
2014-03-03,147.35
2014-03-04,150.4
2014-03-05,147.75
2014-03-06,148.0
2014-03-07,145.25
2014-03-10,148.0
2014-03-11,148.0
2014-03-12,147.05
2014-03-13,150.05
2014-03-14,151.25
2014-03-18,150.1
2014-03-19,146.85
2014-03-20,147.35
2014-03-21,145.55
2014-03-22,149.0
2014-03-24,142.9
2014-03-25,142.4
2014-03-26,139.7
2014-03-27,136.95
2014-03-28,138.0
2014-03-31,138.4
2014-04-01,139.35
2014-04-02,139.0
2014-04-03,137.5
2014-04-04,139.5
2014-04-07,137.9
2014-04-09,137.45
2014-04-10,138.0
2014-04-11,137.6
2014-04-15,137.1
2014-04-16,132.8
2014-04-17,136.0
2014-04-21,135.3
2014-04-22,136.35
2014-04-23,141.2
2014-04-25,135.6
2014-04-28,135.0
2014-04-29,134.5
2014-04-30,131.3
2014-05-02,134.2
2014-05-05,135.0
2014-05-06,131.0
2014-05-07,129.6
2014-05-08,127.4
2014-05-09,127.95
2014-05-12,128.2
2014-05-13,125.1
2014-05-14,119.9
2014-05-15,122.0
2014-05-16,121.25
2014-05-19,115.85
2014-05-20,116.95
2014-05-21,131.15
2014-05-22,157.35
2014-05-23,155.85
2014-05-26,141.65
2014-05-27,146.65
2014-05-28,147.0
2014-05-29,140.1
2014-05-30,140.2
2014-06-02,139.45
2014-06-03,140.1
2014-06-04,141.25
2014-06-05,155.35
2014-06-06,170.5
2014-06-09,170.2
2014-06-10,179.75
2014-06-11,187.35
2014-06-12,183.85
2014-06-13,171.65
2014-06-16,183.65
2014-06-17,187.15
2014-06-18,184.05
2014-06-19,182.1
2014-08-06,189.4
2014-08-07,186.5
2014-08-08,189.5
2014-08-11,188.35
2014-08-12,187.55
2014-08-13,187.5
2014-08-14,187.4
2014-08-18,185.4
2014-08-19,188.75
2014-08-20,183.35
2014-08-21,184.05
2014-08-22,184.1
2014-08-25,182.3
2014-08-26,176.65
2014-08-27,182.65
2014-08-28,184.75
2014-09-01,181.5
2014-09-02,179.85
2014-09-03,178.4
2014-09-04,179.35
2014-09-05,179.0
2014-09-08,179.95
2014-09-09,183.55
2014-09-10,184.25
2014-09-11,180.4
2014-09-12,181.7
2014-09-15,181.35
2014-09-16,180.0
2014-09-17,176.75
2014-09-18,178.95
2014-09-19,180.2
2014-09-22,192.0
2014-09-23,200.0
2014-09-24,188.35
2014-09-25,181.05
2014-09-26,179.25
2014-09-29,179.05
2014-09-30,179.8
2014-10-01,178.55
2014-10-07,178.55
2014-10-08,173.5
2014-10-09,176.95
2014-10-10,172.85
2014-10-13,176.3
2014-10-14,175.15
2014-10-16,170.5
2014-10-17,180.0
2014-10-20,178.85
2014-10-21,178.35
2014-10-22,181.0
2014-10-23,178.05
2014-10-27,181.3
2014-10-28,180.4
2014-10-29,180.4
2014-10-30,179.3
2014-10-31,176.6
2014-11-03,174.1
2014-11-05,171.0
2014-11-07,169.2
2014-11-10,171.7
2014-11-11,171.75
2014-11-12,181.1
2014-11-13,180.0
2014-11-14,185.1
2014-11-17,189.75
2014-11-18,189.0
2014-11-19,197.35
2014-11-20,186.9
2014-11-21,184.6
2014-11-24,184.7
2014-11-25,190.65
2014-11-26,184.85
2014-11-27,185.0
2014-11-28,179.2
2014-12-01,190.9
2014-12-02,186.45
2014-12-03,182.15
2014-12-04,181.1
2014-12-05,190.6
2014-12-08,224.3
2014-12-09,204.9
2014-12-10,199.0
2014-12-11,204.2
2014-12-12,201.4
2014-12-15,200.45
2014-12-16,198.7
2014-12-17,193.1
2014-12-18,202.6
2014-12-19,203.4
2014-12-22,210.0
2014-12-23,209.25
2014-12-24,210.05
2014-12-26,210.0
2014-12-29,215.75
2014-12-30,227.0
2014-12-31,237.4
2015-01-01,233.85
2015-01-02,231.45
2015-01-05,230.25
2015-01-06,224.2
2015-01-07,222.9
2015-01-08,224.0
2015-01-09,209.85
2015-01-12,214.05
2015-01-13,219.55
2015-01-14,218.75
2015-01-15,220.15
2015-01-16,223.6
2015-01-19,225.1
2015-01-20,235.65
2015-01-21,237.05
2015-01-22,233.5
2015-01-23,227.55
2015-01-27,223.7
2015-01-28,225.0
2015-01-29,225.0
2015-01-30,220.55
2015-02-02,220.0
2015-02-03,218.0
2015-02-04,217.95
2015-02-05,211.05
2015-02-06,210.25
2015-02-09,207.75
2015-02-10,205.8
2015-02-11,207.9
2015-02-12,211.9
2015-02-13,204.2
2015-02-16,206.4
2015-02-18,208.9
2015-02-19,210.0
2015-02-20,210.0
2015-02-23,214.0
2015-02-24,210.05
2015-02-25,210.0
2015-02-26,210.3
2015-02-27,210.0
2015-02-28,218.2
2015-03-02,210.95
2015-03-03,213.8
2015-03-04,212.0
2015-03-05,210.0
2015-03-09,213.0
2015-03-10,206.25
2015-03-11,207.8
2015-03-12,202.9
2015-03-13,201.7
2015-03-16,200.15
2015-03-17,200.6
2015-03-18,200.15
2015-03-19,201.25
2015-03-20,200.1
2015-03-23,200.0
2015-03-24,200.0
2015-03-25,200.35
2015-03-26,196.5
2015-03-27,198.75
2015-03-30,200.8
2015-03-31,194.8
2015-04-01,193.15
2015-04-06,185.55
2015-04-07,195.0
2015-04-08,190.25
2015-04-09,195.2
2015-04-10,205.0
2015-04-13,202.95
2015-04-15,203.85
2015-04-16,203.85
2015-04-17,199.0
2015-04-20,195.6
2015-04-21,197.65
2015-04-22,194.8
2015-04-23,198.1
2015-04-24,193.95
2015-04-27,189.95
2015-04-28,192.5
2015-04-29,185.15
2015-04-30,186.2
2015-05-05,185.5
2015-05-06,189.35
2015-05-07,187.8
2015-05-08,190.1
2015-05-11,189.0
2015-05-12,191.7
2015-05-13,182.75
2015-05-14,195.0
2015-05-15,185.55
2015-05-18,206.9
2015-05-19,190.55
2015-05-20,189.35
2015-05-21,189.1
2015-05-22,188.1
2015-05-25,190.0
2015-05-26,189.6
2015-05-27,188.6
2015-05-28,192.1
2015-05-29,190.1
2015-06-01,186.7
2015-06-02,183.6
2015-06-03,186.2
2015-06-04,180.1
2015-06-05,187.9
2015-06-08,185.65
2015-06-09,180.05
2015-06-10,180.0
2015-06-11,180.0
2015-06-12,178.25
2015-06-15,181.0
2015-06-16,185.75
2015-06-17,176.55
2015-06-18,187.0
2015-06-19,179.8
2015-06-22,179.6
2015-06-23,180.1
2015-06-24,180.0
2015-06-25,181.55
2015-06-26,180.7
2015-06-29,180.2
2015-06-30,180.15
2015-07-01,180.2
2015-07-02,183.05
2015-07-03,182.5
2015-07-06,196.85
2015-07-07,190.3
2015-07-08,184.45
2015-07-09,196.05
2015-07-10,192.6
2015-07-13,181.1
2015-07-14,183.4
2015-07-15,185.45
2015-07-16,180.5
2015-07-17,182.35
2015-07-20,183.6
2015-07-21,178.75
2015-07-22,177.45
2015-07-23,176.95
2015-07-24,173.45
2015-07-27,172.15
2015-07-28,170.05
2015-07-29,172.6
2015-07-30,174.7
2015-07-31,173.0
2015-08-03,173.85
2015-08-04,176.2
2015-08-05,179.85
2015-08-06,175.3
2015-08-07,184.7
2015-08-10,185.35
2015-08-11,188.8
2015-08-12,179.5
2015-08-13,180.0
2015-08-14,180.5
2015-08-17,180.15
2015-08-18,180.05
2015-08-19,180.05
2015-08-20,180.0
2015-08-21,182.8
2015-08-24,165.75
2015-08-25,165.55
2015-08-26,173.7
2015-08-27,182.15
2015-08-28,184.6
2015-08-31,181.85
2015-09-01,173.15
2015-09-02,179.95
2015-09-03,176.05
2015-09-04,173.0
2015-09-07,172.4
2015-09-08,170.15
2015-09-09,170.25
2015-09-10,173.0
2015-09-11,171.05
2015-09-14,171.0
2015-09-15,170.65
2015-09-16,166.75
2015-09-18,163.6
2015-09-21,170.35
2015-09-22,169.95
2015-09-23,163.35
2015-09-24,164.3
2015-09-28,169.5
2015-09-29,163.4
2015-09-30,164.0
2015-10-01,162.0
2015-10-05,160.65
2015-10-06,165.4
2015-10-07,166.2
2015-10-08,181.0
2015-10-09,178.55
2015-10-12,172.95
2015-10-13,178.5
2015-10-14,179.6
2015-10-15,180.1
2015-10-16,182.2
2015-10-19,194.1
2015-10-20,189.55
2015-10-21,181.55
2015-10-23,180.75
2015-10-26,191.35
2015-10-27,191.6
2015-10-28,194.75
2015-10-29,196.65
2015-10-30,189.65
2015-11-02,195.9
2015-11-03,190.25
2015-11-04,192.0
2015-11-05,192.05
2015-11-06,193.0
2015-11-09,193.0
2015-11-10,193.0
2015-11-11,198.45
2015-11-13,200.4
2015-11-16,200.4
2015-11-17,210.3
2015-11-18,210.25
2015-11-19,211.95
2015-11-20,210.0
2015-11-23,211.6
2015-11-24,213.75
2015-11-26,214.95
2015-11-27,210.0
2015-11-30,217.65
2015-12-01,218.0
2015-12-02,210.2
2015-12-03,223.45
2015-12-04,224.2
2015-12-07,220.7
2015-12-08,220.75
2015-12-09,210.25
2015-12-10,222.05
2015-12-11,213.0
2015-12-14,219.95
2015-12-15,227.35
2015-12-16,228.05
2015-12-17,226.45
2015-12-18,225.3
2015-12-21,229.9
2015-12-22,220.0
2015-12-23,224.0
2015-12-24,230.0
2015-12-28,225.8
2015-12-29,229.5
2015-12-30,227.0
2015-12-31,221.6
2016-01-01,221.65
2016-01-04,226.2
2016-01-05,219.05
2016-01-06,218.5
2016-01-07,207.15
2016-01-08,214.9
2016-01-11,214.65
