Date,ESTER
2013-01-01,16.75
2013-01-02,16.9
2013-01-03,17.0
2013-01-04,17.1
2013-01-07,16.95
2013-01-08,17.0
2013-01-09,17.0
2013-01-10,18.85
2013-01-11,17.75
2013-01-14,18.1
2013-01-15,17.95
2013-01-16,18.05
2013-01-17,17.45
2013-01-18,17.45
2013-01-21,16.95
2013-01-22,16.85
2013-01-23,16.45
2013-01-24,16.35
2013-01-25,16.35
2013-01-28,16.7
2013-01-29,16.4
2013-01-30,16.3
2013-01-31,16.25
2013-02-01,16.2
2013-02-04,16.15
2013-02-05,15.95
2013-02-06,15.8
2013-02-07,16.15
2013-02-08,15.5
2013-02-11,15.3
2013-02-12,14.55
2013-02-13,14.35
2013-02-14,14.45
2013-02-15,14.15
2013-02-18,13.7
2013-02-19,13.15
2013-02-20,13.7
2013-02-21,12.85
2013-02-22,13.4
2013-02-25,13.45
2013-02-26,12.6
2013-02-27,12.65
2013-02-28,12.4
2013-03-01,12.5
2013-03-04,12.25
2013-03-05,12.2
2013-03-06,12.6
2013-03-07,12.55
2013-03-08,12.45
2013-03-11,12.45
2013-03-12,12.75
2013-03-13,12.25
2013-03-14,12.1
2013-03-15,12.05
2013-03-18,12.0
2013-03-19,11.9
2013-03-20,11.6
2013-03-21,11.45
2013-03-22,10.05
2013-03-25,9.85
2013-03-26,9.9
2013-03-28,10.4
2013-04-01,11.1
2013-04-02,11.0
2013-04-03,11.05
2013-04-04,10.35
2013-04-05,10.0
2013-04-08,9.9
2013-04-09,9.5
2013-04-10,9.95
2013-04-11,10.05
2013-04-12,9.85
2013-04-15,10.0
2013-04-16,10.0
2013-04-17,9.95
2013-04-18,10.1
2013-04-22,10.0
2013-04-23,10.0
2013-04-25,10.15
2013-04-26,9.95
2013-04-29,10.0
2013-04-30,10.0
2013-05-02,10.1
2013-05-03,10.0
2013-05-06,10.05
2013-05-07,10.2
2013-05-08,10.0
2013-05-09,10.15
2013-05-10,10.0
2013-05-11,9.9
2013-05-13,10.0
2013-05-14,10.15
2013-05-15,10.15
2013-05-16,10.15
2013-05-17,10.2
2013-05-20,10.25
2013-05-21,10.05
2013-05-22,10.05
2013-05-23,10.05
2013-05-24,9.95
2013-05-27,9.9
2013-05-28,9.8
2013-05-29,9.7
2013-05-30,9.6
2013-05-31,9.35
2013-06-03,9.5
2013-06-04,9.2
2013-06-05,9.15
2013-06-06,9.2
2013-06-07,9.1
2013-06-10,9.05
2013-06-11,9.1
2013-06-12,9.05
2013-06-13,9.0
2013-06-14,8.95
2013-06-17,8.55
2013-06-18,8.65
2013-06-19,8.7
2013-06-20,8.45
2013-06-21,8.45
2013-06-24,7.9
2013-06-25,7.9
2013-06-26,7.9
2013-06-27,7.85
2013-06-28,8.05
2013-07-01,8.35
2013-07-02,8.25
2013-07-03,7.95
2013-07-04,7.9
2013-07-05,7.95
2013-07-08,7.9
2013-07-09,8.15
2013-07-10,8.0
2013-07-11,8.05
2013-07-12,8.15
2013-07-15,8.4
2013-07-16,8.5
2013-07-17,8.95
2013-07-18,9.3
2013-07-19,10.05
2013-07-22,10.0
2013-07-23,9.55
2013-07-24,9.05
2013-07-25,8.9
2013-07-26,8.5
2013-07-29,7.9
2013-07-30,7.75
2013-07-31,7.75
2013-08-01,7.4
2013-08-02,7.5
2013-08-05,7.6
2013-08-06,7.75
2013-08-07,7.9
2013-08-08,8.5
2013-08-12,9.05
2013-08-13,9.05
2013-08-14,8.9
2013-08-16,8.5
2013-08-19,8.3
2013-08-20,9.05
2013-08-21,9.0
2013-08-22,9.1
2013-08-23,8.95
2013-08-26,9.0
2013-08-27,9.0
2013-08-28,8.8
2013-08-29,8.65
2013-08-30,8.85
2013-09-02,9.0
2013-09-03,9.2
2013-09-04,9.1
2013-09-05,8.95
2013-09-06,9.05
2013-09-10,10.1
2013-09-11,9.3
2013-09-12,9.75
2013-09-13,9.95
2013-09-16,9.95
2013-09-17,9.8
2013-09-18,10.1
2013-09-19,10.0
2013-09-20,10.2
2013-09-23,10.0
2013-09-24,10.0
2013-09-25,9.85
2013-09-26,9.95
2013-09-27,10.0
2013-09-30,10.2
2013-10-01,10.25
2013-10-03,10.75
2013-10-04,10.95
2013-10-07,11.85
2013-10-08,12.6
2013-10-09,13.8
2013-10-10,14.85
2013-10-11,13.3
2013-10-14,12.85
2013-10-15,12.85
2013-10-17,13.05
2013-10-18,12.95
2013-10-21,12.7
2013-10-22,13.15
2013-10-23,13.05
2013-10-24,12.7
2013-10-25,12.75
2013-10-28,13.0
2013-10-29,14.0
2013-10-30,13.75
2013-10-31,13.9
2013-11-01,15.8
2013-11-03,16.65
