Date,MRO-TEK
2013-01-01,8.0
2013-01-02,7.8
2013-01-03,7.6
2013-01-04,7.6
2013-01-07,7.7
2013-01-08,7.45
2013-01-09,7.3
2013-01-10,7.25
2013-01-11,6.95
2013-01-14,7.0
2013-01-15,7.15
2013-01-16,7.0
2013-01-17,6.9
2013-01-18,6.8
2013-01-21,6.8
2013-01-22,6.85
2013-01-23,6.4
2013-01-24,6.0
2013-01-25,6.4
2013-01-28,6.2
2013-01-29,6.1
2013-01-30,6.0
2013-01-31,5.95
2013-02-01,6.0
2013-02-04,5.8
2013-02-05,5.95
2013-02-06,5.8
2013-02-07,5.95
2013-02-08,5.55
2013-02-11,5.55
2013-02-12,5.3
2013-02-13,5.3
2013-02-14,5.45
2013-02-15,5.8
2013-02-18,5.5
2013-02-19,5.5
2013-02-20,5.5
2013-02-21,5.5
2013-02-22,5.5
2013-02-25,5.55
2013-02-26,5.55
2013-02-27,5.5
2013-02-28,5.5
2013-03-01,5.8
2013-03-04,5.85
2013-03-05,6.0
2013-03-06,5.75
2013-03-07,5.7
2013-03-08,5.55
2013-03-11,5.65
2013-03-12,5.6
2013-03-13,5.2
2013-03-14,5.2
2013-03-15,5.3
2013-03-18,5.5
2013-03-19,5.5
2013-03-20,5.85
2013-03-21,5.5
2013-03-22,5.45
2013-03-25,5.4
2013-03-26,5.65
2013-03-28,5.85
2013-04-01,7.0
2013-04-02,7.6
2013-04-03,7.8
2013-04-04,7.7
2013-04-05,8.0
2013-04-08,7.5
2013-04-09,7.75
2013-04-10,8.25
2013-04-11,8.0
2013-06-14,6.95
2013-06-17,7.05
2013-06-18,6.75
2013-06-19,6.8
2013-06-20,6.5
2013-06-21,6.5
2013-06-24,6.35
2013-06-25,6.55
2013-06-26,6.55
2013-06-27,6.3
2013-06-28,6.05
2013-07-01,5.8
2013-07-02,5.9
2013-07-03,5.65
2013-07-04,5.9
2013-07-05,5.9
2013-07-08,5.7
2013-07-11,5.8
2013-07-19,5.55
2013-07-22,5.3
2013-07-23,5.4
2013-07-24,5.3
2013-07-25,5.4
2013-07-26,5.3
2013-07-29,5.55
2013-07-30,5.55
2013-07-31,5.3
2013-08-01,5.55
2013-08-06,5.5
2013-08-07,5.5
2013-08-08,5.5
2013-08-12,5.75
2013-08-14,5.9
2013-08-23,5.65
2013-08-27,5.6
2013-08-28,5.85
2013-08-30,5.7
2013-09-03,5.9
2013-09-04,5.9
2013-09-05,5.65
2013-09-10,5.85
2013-09-11,5.9
2013-09-12,5.9
2013-09-13,5.9
2013-09-16,5.55
2013-09-17,5.55
2013-09-18,5.05
2013-09-19,5.2
2013-09-20,5.55
2013-09-24,5.55
2013-09-25,5.55
2013-09-26,5.55
2013-09-30,5.0
2013-10-03,5.0
2013-10-08,4.9
2013-10-09,5.3
2013-10-15,5.4
2013-10-17,5.4
2013-10-21,4.9
2013-10-22,4.8
2013-10-23,5.0
2013-10-24,4.7
2013-10-25,4.7
2013-10-29,4.65
2013-11-05,4.6
2013-11-06,4.7
2013-11-07,4.55
2013-11-08,4.5
2013-11-18,4.5
2013-11-19,4.65
2013-11-20,4.5
2013-11-25,4.55
2013-11-28,4.6
2013-11-29,4.5
2013-12-02,4.5
2013-12-03,4.4
2013-12-04,4.45
2013-12-05,4.4
2013-12-06,4.3
2013-12-09,4.5
2013-12-11,4.55
2013-12-18,4.35
