Date,ADHUNIK
2013-01-01,45.3
2013-01-02,44.9
2013-01-03,45.5
2013-01-04,44.8
2013-01-07,46.7
2013-01-08,46.7
2013-01-09,45.45
2013-01-10,44.6
2013-01-11,43.15
2013-01-14,43.1
2013-01-15,42.5
2013-01-16,43.35
2013-01-17,42.05
2013-01-18,40.35
2013-01-21,40.55
2013-01-22,41.8
2013-01-23,40.5
2013-01-24,37.95
2013-01-25,39.45
2013-01-28,39.35
2013-01-29,38.35
2013-01-30,37.55
2013-01-31,37.45
2013-02-01,37.75
2013-02-04,38.7
2013-02-05,40.5
2013-02-06,40.95
2013-02-07,39.05
2013-02-08,36.95
2013-02-11,38.95
2013-02-12,37.3
2013-02-13,37.55
2013-02-14,36.1
2013-02-15,35.7
2013-02-18,35.65
2013-02-19,37.6
2013-02-20,38.25
2013-02-21,36.65
2013-02-22,36.95
2013-02-25,35.8
2013-02-26,34.45
2013-02-27,34.5
2013-02-28,33.85
2013-03-01,34.4
2013-03-04,32.55
2013-03-05,32.6
2013-03-06,33.75
2013-03-07,33.65
2013-03-08,35.25
2013-03-11,35.95
2013-03-12,35.85
2013-03-13,34.15
2013-03-14,34.55
2013-03-15,34.55
2013-03-18,34.5
2013-03-19,32.5
2013-03-20,30.95
2013-03-21,30.25
2013-03-22,29.25
2013-03-25,27.75
2013-03-26,28.4
2013-03-28,29.2
2013-04-01,30.95
2013-04-02,32.3
2013-04-03,32.65
2013-04-04,30.9
2013-04-05,30.9
2013-04-08,30.85
2013-04-09,29.7
2013-04-10,28.8
2013-04-11,28.5
2013-04-12,28.75
2013-04-15,28.75
2013-04-16,29.65
2013-04-17,29.6
2013-04-18,29.75
2013-04-22,29.0
2013-04-23,29.35
2013-04-25,29.9
2013-04-26,29.4
2013-04-29,28.9
2013-04-30,29.15
2013-05-02,29.15
2013-05-03,29.65
2013-05-06,30.5
2013-05-07,30.4
2013-05-08,30.4
2013-05-09,30.05
2013-05-10,29.4
2013-05-11,29.65
2013-05-13,28.75
2013-05-14,28.9
2013-05-15,29.1
2013-05-16,28.85
2013-05-17,28.3
2013-05-20,28.15
2013-05-21,27.5
2013-05-22,26.9
2013-05-23,26.6
2013-05-24,26.3
2013-05-27,26.2
2013-05-28,25.75
2013-05-29,25.15
2013-05-30,26.5
2013-05-31,25.95
2013-06-03,25.7
2013-06-04,25.5
2013-06-05,25.0
2013-06-06,24.4
2013-06-07,24.2
2013-06-10,23.6
2013-06-11,23.45
2013-06-12,23.25
2013-06-13,23.3
2013-06-14,23.35
2013-06-17,22.95
2013-06-18,24.3
2013-06-19,24.05
2013-06-20,23.25
2013-06-21,24.05
2013-06-24,23.55
2013-06-25,23.75
2013-06-26,23.3
2013-06-27,23.1
2013-06-28,23.7
2013-07-01,23.55
2013-07-02,23.35
2013-07-03,23.25
2013-07-04,23.15
2013-07-05,23.4
2013-07-08,23.55
2013-07-09,23.5
2013-07-10,23.55
2013-07-11,23.45
2013-07-12,23.1
2013-07-15,22.75
2013-07-16,22.65
2013-07-17,22.25
2013-07-18,22.6
2013-07-19,22.25
2013-07-22,22.9
2013-07-23,22.95
2013-07-24,22.95
2013-07-25,22.6
2013-07-26,22.5
2013-07-29,22.5
2013-07-30,22.15
2013-07-31,20.15
2013-08-01,19.75
2013-08-02,19.25
2013-08-05,19.9
2013-08-06,20.35
2013-08-07,20.9
2013-08-08,21.3
2013-08-12,21.9
2013-08-13,21.35
2013-08-14,21.55
2013-08-16,21.45
2013-08-19,21.2
2013-08-20,20.65
2013-08-21,20.85
2013-08-22,20.85
2013-08-23,21.1
2013-08-26,20.85
2013-08-27,21.6
2013-08-28,21.05
2013-08-29,20.05
2013-08-30,20.25
2013-09-02,20.15
2013-09-03,20.15
2013-09-04,20.75
2013-09-05,20.35
2013-09-06,20.3
2013-09-10,20.85
2013-09-11,22.15
2013-09-12,23.5
2013-09-13,25.35
2013-09-16,25.8
2013-09-17,29.35
2013-09-18,28.75
2013-09-19,28.55
2013-09-20,28.25
2013-09-23,29.0
2013-09-24,28.85
2013-09-25,28.7
2013-09-26,29.65
2013-11-29,26.3
2013-12-02,26.55
2013-12-03,26.6
2013-12-04,27.7
2013-12-05,28.05
2013-12-06,28.05
2013-12-09,28.15
2013-12-10,28.85
2013-12-11,29.6
2013-12-12,28.85
2013-12-13,29.0
2013-12-16,29.4
2013-12-17,29.9
2013-12-18,30.05
2013-12-19,30.0
2013-12-20,30.0
2013-12-23,30.95
2013-12-24,31.95
2013-12-26,33.5
2013-12-27,33.8
2013-12-30,33.75
2013-12-31,34.75
2014-01-01,34.35
2014-01-02,32.65
2014-01-03,32.5
2014-01-06,30.9
2014-01-07,31.0
2014-01-08,31.1
2014-01-09,30.4
2014-01-10,30.4
2014-01-13,30.6
2014-01-14,31.7
2014-01-15,31.8
2014-01-16,30.9
2014-01-17,30.55
2014-01-20,30.1
2014-01-21,29.4
2014-01-22,29.55
2014-01-23,29.5
2014-01-24,29.3
2014-01-27,28.55
2014-01-28,29.6
2014-01-29,29.9
2014-01-30,29.35
2014-01-31,28.75
2014-02-03,28.6
2014-02-04,28.25
2014-02-05,29.0
2014-02-06,28.95
2014-02-07,28.9
2014-02-10,29.1
2014-02-11,29.95
2014-02-12,29.4
2014-02-13,28.9
2014-02-14,28.6
2014-02-17,28.7
2014-02-18,28.95
2014-02-19,29.0
2014-02-20,29.0
2014-02-21,28.7
2014-02-24,28.95
2014-02-25,29.4
2014-02-26,29.1
2014-02-28,29.25
2014-03-03,29.25
2014-03-04,31.45
2014-03-05,32.35
2014-03-06,32.75
2014-03-07,33.3
2014-03-10,34.35
2014-03-11,37.05
2014-03-12,37.6
2014-03-13,38.35
2014-03-14,40.2
2014-03-18,41.75
2014-03-19,40.3
2014-03-20,40.9
2014-03-21,41.6
2014-03-22,45.0
2014-03-24,44.6
2014-03-25,45.4
2014-03-26,44.5
2014-03-27,43.75
2014-03-28,44.5
2014-03-31,44.35
2014-04-01,44.35
2014-04-02,44.2
2014-04-03,43.35
2014-04-04,45.75
2014-04-07,45.9
2014-04-09,46.1
2014-04-10,46.4
2014-04-11,44.8
2014-04-15,47.25
2014-04-16,45.6
2014-04-17,47.5
2014-04-21,46.6
2014-04-22,46.15
2014-04-23,45.7
2014-04-25,44.35
2014-04-28,44.3
2014-04-29,43.55
2014-04-30,43.0
2014-05-02,43.9
2014-05-05,44.65
2014-05-06,43.6
2014-05-07,42.55
2014-05-08,42.0
2014-05-09,43.95
2014-05-12,44.15
2014-05-13,45.95
2014-05-14,46.15
2014-05-15,45.35
2014-05-16,46.1
2014-05-19,49.95
2014-05-20,53.1
2014-05-21,50.25
2014-05-22,51.1
2014-05-23,54.3
2014-05-26,52.1
2014-05-27,51.6
2014-05-28,54.6
2014-05-29,53.4
2014-05-30,52.6
2014-06-02,52.9
2014-06-03,53.15
2014-06-04,55.0
2014-06-05,56.45
2014-06-06,56.05
2014-06-09,56.2
2014-06-10,55.55
2014-06-11,55.0
2014-06-12,55.4
2014-06-13,51.35
2014-06-16,50.8
2014-06-17,53.1
2014-06-18,51.85
2014-06-19,51.35
2014-06-20,50.5
2014-06-23,50.55
2014-06-24,51.05
2014-06-25,51.6
2014-06-26,52.45
2014-06-27,51.4
2014-06-30,52.6
2014-07-01,52.35
2014-07-02,52.9
2014-07-03,53.1
2014-07-04,52.4
2014-07-07,52.15
2014-07-08,50.25
2014-07-09,50.7
2014-07-10,50.45
2014-07-11,48.15
2014-07-14,47.15
2014-07-15,47.85
2014-07-16,48.4
2014-07-17,50.25
2014-07-18,49.35
2014-07-21,49.7
2014-07-22,48.35
2014-07-23,47.6
2014-07-24,47.35
2014-07-25,45.9
2014-07-28,45.15
2014-07-30,44.45
2014-07-31,45.1
2014-08-01,44.6
2014-08-04,44.9
2014-08-05,46.1
2014-08-06,45.4
2014-08-07,46.6
2014-08-08,45.55
2014-08-11,45.2
2014-08-12,45.5
2014-08-13,45.1
2014-08-14,47.3
2014-08-18,47.65
2014-08-19,47.75
2014-08-20,47.5
2014-08-21,47.3
2014-08-22,46.7
2014-08-25,44.45
2014-08-26,44.05
2014-08-27,43.0
2014-08-28,42.95
2014-09-01,41.9
2014-09-02,41.45
2014-09-03,44.3
2014-09-04,42.8
2014-09-05,42.3
2014-09-08,42.05
2014-09-09,43.35
2014-09-10,42.25
2014-09-11,42.65
2014-09-12,43.3
2014-09-15,42.05
2014-09-16,40.3
2014-09-17,40.8
2014-09-18,42.35
2014-09-19,42.8
2014-09-22,43.0
2014-09-23,41.2
2014-09-24,39.35
2014-09-25,37.6
2014-09-26,39.15
2014-09-29,38.75
2014-09-30,38.35
2014-10-01,38.55
2014-10-07,37.45
2014-10-08,36.95
2014-10-09,39.3
2014-10-10,39.6
2014-10-13,40.2
2014-10-14,40.3
2014-10-16,38.65
2014-10-17,38.2
2014-10-20,39.1
2014-10-21,39.95
2014-10-22,39.95
2014-10-23,40.55
2014-10-27,39.35
2014-10-28,39.55
2014-10-29,39.2
2014-10-30,39.2
2014-10-31,40.05
2014-11-03,39.85
