Date,SUBEX
2013-01-01,13.85
2013-01-02,14.5
2013-01-03,14.35
2013-01-04,14.25
2013-01-07,14.35
2013-01-08,14.35
2013-01-09,14.15
2013-01-10,13.8
2013-01-11,13.3
2013-01-14,13.45
2013-01-15,13.55
2013-01-16,13.35
2013-01-17,13.3
2013-01-18,13.25
2013-01-21,13.15
2013-01-22,13.1
2013-01-23,12.85
2013-01-24,11.85
2013-01-25,12.35
2013-01-28,12.4
2013-01-29,12.1
2013-01-30,11.95
2013-01-31,11.85
2013-02-01,11.8
2013-02-04,11.9
2013-02-05,11.7
2013-02-06,11.7
2013-02-07,11.4
2013-02-08,12.5
2013-02-11,13.75
2013-02-12,12.7
2013-02-13,12.25
2013-02-14,11.7
2013-02-15,11.35
2013-02-18,12.1
2013-02-19,12.3
2013-02-20,12.1
2013-02-21,11.7
2013-02-22,11.65
2013-02-25,11.2
2013-02-26,10.8
2013-02-27,10.85
2013-02-28,10.4
2013-03-01,10.2
2013-03-04,9.95
2013-03-05,9.9
2013-03-06,10.45
2013-03-07,10.45
2013-03-08,10.75
2013-03-11,11.8
2013-03-12,12.95
2013-03-13,12.35
2013-03-14,11.85
2013-03-15,11.8
2013-03-18,11.6
2013-03-19,11.65
2013-03-20,11.1
2013-03-21,10.6
2013-03-22,10.15
2013-03-25,10.1
2013-03-26,10.6
2013-03-28,10.7
2013-04-01,10.9
2013-04-02,11.35
2013-04-03,11.05
2013-04-04,10.5
2013-04-05,10.0
2013-04-08,9.5
2013-04-09,9.2
2013-04-10,9.45
2013-04-11,9.5
2013-04-12,9.55
2013-04-15,9.45
2013-04-16,9.45
2013-04-17,9.45
2013-04-18,9.5
2013-04-22,9.5
2013-04-23,9.5
2013-04-25,9.3
2013-04-26,9.2
2013-04-29,9.15
2013-04-30,9.05
2013-05-02,9.1
2013-05-03,9.1
2013-05-06,9.35
2013-05-07,9.3
2013-05-08,9.4
2013-05-09,9.25
2013-05-10,9.25
2013-05-11,9.4
2013-05-13,9.15
2013-05-14,9.1
2013-05-15,9.2
2013-05-16,9.15
2013-05-17,9.15
2013-05-20,9.75
2013-05-21,9.35
2013-05-22,8.45
2013-05-23,7.65
2013-05-24,7.6
2013-05-27,7.2
2013-05-28,7.55
2013-05-29,7.25
2013-05-30,7.15
2013-05-31,7.05
2013-06-03,6.7
2013-06-04,6.9
2013-06-05,6.95
2013-06-06,7.0
2013-06-07,7.15
2013-06-10,7.2
2013-06-11,6.9
2013-06-12,6.95
2013-06-13,6.65
2013-06-14,6.9
2013-06-17,6.7
2013-06-18,6.6
2013-06-19,6.65
2013-06-20,6.55
2013-06-21,6.55
2013-06-24,6.25
2013-06-25,5.95
2013-06-26,5.8
2013-06-27,5.9
2013-06-28,6.0
2013-07-01,6.3
2013-07-02,6.1
2013-07-03,5.95
2013-07-04,5.9
2013-07-05,5.95
2013-07-08,5.9
2013-07-09,6.0
2013-07-10,5.95
2013-07-11,5.9
2013-07-12,5.9
2013-07-15,5.95
2013-07-16,5.95
2013-07-17,5.9
2013-07-18,5.85
2013-07-19,5.9
2013-07-22,5.75
2013-07-23,5.85
2013-07-24,5.7
2013-07-25,5.75
2013-07-26,5.6
2013-07-29,5.25
2013-07-30,5.1
2013-07-31,4.85
2013-08-01,4.6
2013-08-02,4.4
2013-08-05,4.6
2013-08-06,4.8
2013-08-07,5.0
2013-08-08,5.25
2013-08-12,5.5
2013-08-13,5.6
2013-08-14,5.8
2013-08-16,5.95
2013-08-19,5.7
2013-08-20,5.45
2013-08-21,5.2
2013-08-22,5.05
2013-08-23,5.0
2013-08-26,4.75
2013-08-27,4.9
2013-08-28,4.7
2013-08-29,4.55
2013-08-30,4.65
2013-09-02,4.65
2013-09-03,4.45
2013-09-04,4.45
2013-09-05,4.5
2013-09-06,4.55
2013-09-10,4.55
2013-09-11,4.7
2013-09-12,4.9
2013-09-13,5.1
2013-09-16,4.85
2013-09-17,4.7
2013-09-18,4.75
2013-09-19,4.85
2013-09-20,4.8
2013-09-23,4.75
2013-09-24,4.75
2013-09-25,4.95
2013-09-26,4.9
2013-09-27,4.85
2013-09-30,4.85
2013-10-01,5.05
2013-10-03,5.3
2013-10-04,5.55
2013-10-07,5.8
2013-10-08,6.05
2013-10-09,6.35
2013-10-10,6.65
2013-10-11,6.95
2013-10-14,7.25
2013-10-15,7.6
2013-10-17,7.95
2013-10-18,7.6
2013-10-21,7.95
2013-10-22,8.3
2013-10-23,8.4
2013-10-24,8.1
2013-11-29,6.95
2013-12-02,6.65
2013-12-03,6.75
2013-12-04,6.95
2013-12-05,6.9
2013-12-06,6.8
2013-12-09,6.9
2013-12-10,6.8
2013-12-11,6.85
2013-12-12,6.8
2013-12-13,7.1
2013-12-16,7.45
2013-12-17,7.8
2013-12-18,8.15
2013-12-19,8.55
2013-12-20,8.95
2013-12-23,8.6
2013-12-24,9.0
2013-12-26,9.45
2013-12-27,9.55
2013-12-30,10.0
2013-12-31,10.15
2014-01-01,9.8
2014-01-02,9.35
2014-01-03,9.05
2014-01-06,9.2
2014-01-07,9.65
2014-01-08,10.1
2014-01-09,9.65
2014-01-10,9.45
2014-01-13,9.6
2014-01-14,9.45
2014-01-15,9.35
2014-01-16,9.3
2014-01-17,8.85
2014-01-20,9.25
2014-01-21,9.7
2014-01-22,10.15
2014-01-23,10.65
2014-01-24,10.4
2014-01-27,9.9
2014-01-28,9.45
2014-01-29,9.3
2014-01-30,9.0
2014-01-31,9.45
2014-02-03,9.9
2014-02-04,10.35
2014-02-05,9.85
2014-02-06,9.9
2014-02-07,10.35
2014-02-10,9.85
2014-02-11,10.3
2014-02-12,10.0
2014-02-13,9.5
2014-02-14,9.05
2014-02-17,8.8
2014-02-18,9.2
2014-02-19,9.3
2014-02-20,9.05
2014-02-21,9.15
2014-02-24,9.05
2014-02-25,8.9
2014-02-26,9.0
2014-02-28,8.95
2014-03-03,8.8
2014-03-04,8.8
2014-03-05,8.8
2014-03-06,8.95
2014-03-07,8.85
2014-03-10,8.85
2014-03-11,8.95
2014-03-12,8.9
2014-03-13,8.75
2014-03-14,8.65
2014-03-18,8.5
2014-03-19,8.2
2014-03-20,8.2
2014-03-21,8.55
2014-03-22,8.55
2014-03-24,8.4
2014-03-25,8.3
2014-03-26,8.15
2014-03-27,8.95
2014-03-28,9.3
2014-03-31,9.15
2014-04-01,9.25
2014-04-02,9.3
2014-04-03,9.3
2014-04-04,9.65
2014-04-07,9.55
2014-04-09,10.2
2014-04-10,9.9
2014-04-11,9.65
2014-04-15,9.35
2014-04-16,9.05
2014-04-17,9.15
2014-04-21,9.15
2014-04-22,9.15
2014-04-23,9.0
2014-04-25,8.9
2014-04-28,8.9
2014-04-29,8.8
2014-04-30,8.4
2014-05-02,8.85
2014-05-05,8.75
2014-05-06,8.75
2014-05-07,8.5
2014-05-08,8.55
2014-05-09,8.55
2014-05-12,8.25
2014-05-13,8.5
2014-05-14,8.5
2014-05-15,8.4
2014-05-16,8.25
2014-05-19,8.85
2014-05-20,9.25
2014-05-21,11.1
2014-05-22,12.7
2014-05-23,12.55
2014-05-26,11.3
2014-05-27,10.75
2014-05-28,11.8
2014-05-29,11.1
2014-05-30,10.4
2014-06-02,11.15
2014-06-03,11.45
2014-06-04,11.95
2014-06-05,12.6
2014-06-30,9.3
2014-07-01,9.75
2014-07-02,10.2
2014-07-03,9.85
2014-07-04,10.2
2014-07-07,10.6
2014-07-08,10.1
2014-07-09,9.6
2014-07-10,10.05
2014-07-11,10.55
2014-07-14,10.2
2014-07-15,10.3
2014-07-16,10.55
2014-07-17,11.05
2014-07-18,11.6
2014-07-21,12.15
2014-07-22,11.6
2014-07-23,11.35
2014-07-24,11.75
2014-07-25,11.25
2014-07-28,10.9
2014-07-30,10.85
2014-07-31,10.95
2014-08-01,10.65
2014-08-04,10.95
2014-08-05,10.8
2014-08-06,10.9
2014-08-07,10.6
2014-08-08,10.55
2014-08-11,10.45
2014-08-12,10.5
2014-08-13,10.1
2014-08-14,10.0
2014-08-18,9.1
2014-08-19,8.85
2014-08-20,9.1
2014-08-21,9.1
2014-08-22,8.75
2014-08-25,8.65
2014-08-26,8.5
2014-08-27,8.3
2014-08-28,8.1
2014-09-01,8.9
2014-09-02,9.05
2014-09-03,8.7
2014-09-04,8.6
2014-09-05,8.4
2014-09-08,8.65
2014-09-09,9.05
2014-09-10,10.85
2014-09-11,10.2
2014-09-12,10.05
2014-09-15,9.5
2014-09-16,9.25
2014-09-17,10.05
2014-09-18,10.05
2014-09-19,9.8
2014-09-22,11.5
2014-09-23,10.45
2014-09-24,10.1
2014-09-25,9.0
2014-09-26,9.6
2014-09-29,9.3
2014-09-30,9.2
2014-10-01,8.65
2014-10-07,8.45
2014-10-08,8.5
2014-10-09,9.0
2014-10-10,8.95
2014-10-13,8.75
2014-10-14,8.85
2014-10-16,8.4
2014-10-17,8.5
2014-10-20,8.5
2014-10-21,8.6
2014-10-22,8.85
2014-10-23,9.0
2014-10-27,8.6
2014-10-28,8.65
2014-10-29,8.95
2014-10-30,8.8
2014-10-31,8.95
2014-11-03,9.5
2014-11-05,9.7
2014-11-07,9.55
2014-11-10,9.55
2014-11-11,9.4
2014-11-12,11.25
2014-11-13,13.5
2014-11-14,14.85
2014-11-17,13.95
2014-11-18,14.6
2014-11-19,14.05
2014-11-20,13.85
2014-11-21,13.05
2014-11-24,12.4
2014-11-25,11.9
2014-11-26,13.05
2014-11-27,13.4
2014-11-28,12.75
2014-12-01,12.6
2014-12-02,13.05
2014-12-03,12.45
2014-12-04,11.95
2014-12-05,12.4
2014-12-08,12.15
2014-12-09,11.85
2014-12-10,11.7
2014-12-11,11.45
2014-12-12,10.8
2014-12-15,11.0
2014-12-16,10.0
2014-12-17,9.95
2014-12-18,10.5
2014-12-19,10.3
2014-12-22,9.95
2014-12-23,9.85
2014-12-24,10.0
2014-12-26,10.2
2014-12-29,10.1
2014-12-30,10.5
2014-12-31,10.85
2015-01-01,11.05
2015-01-02,11.1
2015-01-05,11.5
2015-01-06,10.7
2015-01-07,10.95
2015-01-08,11.25
2015-01-09,11.15
2015-01-12,11.35
2015-01-13,11.35
2015-01-14,12.75
2015-01-15,12.55
2015-01-16,12.35
2015-01-19,12.55
2015-01-20,12.15
2015-01-21,11.95
2015-01-22,11.6
2015-01-23,11.2
2015-01-27,11.05
2015-01-28,11.05
2015-01-29,13.25
2015-01-30,13.0
2015-02-02,14.5
2015-02-03,13.7
2015-02-04,12.8
2015-02-05,11.85
2015-02-06,11.2
2015-02-09,10.7
2015-02-10,10.25
2015-02-11,9.8
2015-02-12,11.0
2015-02-13,10.35
2015-02-16,10.35
2015-02-18,10.7
2015-02-19,10.65
2015-02-20,10.5
2015-02-23,10.3
2015-02-24,10.45
2015-02-25,9.95
2015-02-26,10.0
2015-02-27,10.4
2015-02-28,10.25
2015-03-02,10.35
2015-03-03,10.4
2015-03-04,10.15
2015-03-05,10.2
2015-03-09,10.05
2015-03-10,10.15
2015-03-11,10.1
2015-03-12,10.85
2015-03-13,10.95
2015-03-16,10.75
2015-03-17,10.6
2015-03-18,10.5
2015-03-19,10.4
2015-03-20,10.0
2015-03-23,10.0
2015-03-24,9.9
2015-03-25,9.75
2015-03-26,9.55
2015-03-27,9.45
2015-03-30,9.8
2015-03-31,10.15
2015-04-01,10.9
2015-04-06,10.95
2015-04-07,13.1
2015-04-08,13.2
2015-04-09,13.0
2015-04-10,14.1
2015-04-13,13.6
2015-04-15,13.5
2015-04-16,13.2
2015-04-17,12.85
2015-04-20,12.35
2015-04-21,12.25
2015-04-22,12.9
2015-04-23,12.85
2015-04-24,11.65
2015-04-27,11.0
2015-04-28,10.8
2015-04-29,11.1
2015-04-30,11.2
2015-05-04,11.65
2015-05-05,11.5
2015-05-06,11.05
2015-05-07,11.55
2015-05-08,12.0
2015-05-11,11.85
2015-05-12,11.45
2015-05-13,11.65
2015-05-14,11.0
2015-05-15,13.2
2015-05-18,13.55
2015-05-19,13.0
2015-05-20,12.55
2015-05-21,12.0
2015-05-22,11.95
2015-05-25,11.65
2015-05-26,11.5
2015-05-27,12.4
2015-05-28,12.7
2015-05-29,12.3
2015-06-01,12.0
2015-06-02,11.85
2015-06-03,11.4
2015-06-04,11.15
2015-06-05,10.7
2015-06-08,10.25
2015-06-09,10.45
2015-06-10,10.9
2015-06-11,10.6
2015-06-12,10.75
2015-06-15,11.3
2015-06-16,11.35
2015-06-17,11.35
2015-06-18,11.25
2015-06-19,11.45
2015-06-22,11.25
2015-06-23,11.45
2015-06-24,11.2
2015-06-25,11.3
2015-06-26,12.25
2015-06-29,13.05
2015-06-30,13.3
2015-07-01,13.35
2015-07-02,12.75
2015-07-03,12.9
2015-07-06,13.9
2015-07-07,13.8
2015-07-08,14.05
2015-07-09,15.75
2015-07-10,15.0
2015-07-13,15.55
2015-07-14,16.75
2015-07-15,17.2
2015-07-16,16.6
2015-07-17,16.25
2015-07-20,16.85
2015-07-21,15.95
2015-07-22,16.1
2015-07-23,16.1
2015-07-24,15.45
2015-07-27,14.9
2015-07-28,14.9
2015-07-29,15.0
2015-07-30,14.85
2015-07-31,14.8
2015-08-03,14.95
2015-08-04,15.4
2015-08-05,15.9
2015-08-06,15.05
2015-08-07,14.95
2015-08-10,17.35
2015-08-11,17.4
2015-08-12,15.95
2015-08-13,13.9
2015-08-14,14.55
2015-08-17,15.25
2015-08-18,15.0
2015-08-19,15.1
2015-08-20,14.35
2015-08-21,14.15
2015-08-24,11.6
2015-08-25,11.85
2015-08-26,11.9
2015-08-27,12.35
2015-08-28,12.15
2015-08-31,11.7
2015-09-01,11.45
2015-09-02,11.6
2015-09-03,11.75
2015-09-04,11.05
2015-09-07,10.8
2015-09-08,11.05
2015-09-09,11.55
2015-09-10,12.35
2015-09-11,12.1
2015-09-14,12.3
2015-09-15,12.0
2015-09-16,11.8
2015-09-18,12.0
2015-09-21,12.25
2015-09-22,11.9
2015-09-23,12.05
2015-09-24,11.8
2015-09-28,11.55
2015-09-29,11.25
2015-09-30,11.15
2015-10-01,11.1
2015-10-05,11.2
2015-10-06,11.3
2015-10-07,11.45
2015-10-08,11.45
2015-10-09,11.35
2015-10-12,11.15
2015-10-13,11.2
2015-10-14,11.1
2015-10-15,11.1
2015-10-16,11.05
2015-10-19,11.05
2015-10-20,11.0
2015-10-21,10.95
2015-10-23,10.8
2015-10-26,10.65
2015-10-27,10.6
2015-10-28,10.75
2015-10-29,10.6
2015-10-30,10.75
2015-11-02,10.7
2015-11-03,10.7
2015-11-04,10.1
2015-11-05,9.6
2015-11-06,9.75
2015-11-09,9.7
2015-11-10,9.4
2015-11-11,9.7
2015-11-13,9.35
2015-11-16,10.2
2015-11-17,10.15
2015-11-18,11.05
2015-11-19,11.15
2015-11-20,12.15
2015-11-23,13.0
2015-11-24,13.2
2015-11-26,13.0
2015-11-27,15.35
2015-11-30,15.75
2015-12-01,14.8
2015-12-02,15.45
2015-12-03,14.5
2015-12-04,13.85
2015-12-07,13.7
2015-12-08,13.05
2015-12-09,12.55
2015-12-10,12.0
2015-12-11,12.35
2015-12-14,12.2
2015-12-15,12.05
2015-12-16,11.7
2015-12-17,12.0
2015-12-18,11.75
2015-12-21,12.15
2015-12-22,11.85
2015-12-23,11.8
2015-12-24,11.85
2015-12-28,11.85
2015-12-29,11.4
2015-12-30,11.75
2015-12-31,11.6
2016-01-01,12.45
2016-01-04,12.8
2016-01-05,13.55
2016-01-06,12.95
2016-01-07,12.15
2016-01-08,12.7
2016-01-11,13.2
2016-01-12,12.55
2016-01-13,11.95
2016-01-14,11.35
2016-01-15,10.35
2016-01-18,9.7
2016-01-19,10.05
2016-01-20,8.8
2016-01-21,8.75
2016-01-22,9.05
2016-01-25,9.35
2016-01-27,9.4
2016-01-28,9.3
2016-01-29,9.4
2016-02-01,10.25
2016-02-02,10.05
2016-02-03,9.7
2016-02-04,9.4
2016-02-05,9.8
2016-02-08,9.85
2016-02-09,9.95
2016-02-10,10.3
2016-02-11,9.6
2016-02-12,9.4
2016-02-15,9.75
