Date,MANAKSTEEL
2015-04-16,16.6
2015-04-17,18.2
2015-04-20,16.4
2015-04-21,14.9
2015-04-22,14.2
2015-04-23,13.15
2015-04-24,12.25
2015-04-27,11.65
2015-04-28,11.25
2015-04-29,11.8
2015-04-30,12.0
2015-05-04,11.9
2015-05-05,12.45
2015-05-06,11.85
2015-05-07,11.3
2015-05-08,11.5
2015-05-11,10.95
2015-05-12,10.45
2015-05-13,9.95
2015-05-14,10.3
2015-05-15,9.9
2015-05-18,9.45
2015-05-19,9.5
2015-05-20,9.95
2015-05-21,9.6
2015-05-22,9.15
2015-05-25,9.35
2015-05-26,8.9
2015-05-27,9.25
2015-05-28,8.8
2015-05-29,9.05
2015-06-01,9.0
2015-06-02,9.0
2015-06-03,8.55
2015-06-04,8.15
2015-06-05,8.5
2015-06-08,8.1
2015-06-10,8.45
2015-06-11,8.35
2015-06-12,7.95
2015-06-15,7.95
2015-06-16,7.6
2015-06-17,7.9
2015-06-18,7.55
2015-06-19,7.2
2015-06-22,6.85
2015-06-23,6.55
2015-06-24,6.25
2015-06-25,6.05
2015-06-26,5.75
2015-06-29,5.5
2015-06-30,5.6
2015-07-01,5.7
2015-07-02,5.95
2015-07-03,5.7
2015-07-06,5.85
2015-07-07,6.1
2015-07-08,6.4
2015-07-09,6.7
2015-07-10,7.0
2015-07-13,7.35
2015-07-14,7.7
2015-07-15,8.05
2015-07-16,8.45
2015-07-17,8.85
2015-07-20,9.0
2015-07-21,9.35
2015-07-22,9.55
2015-07-23,9.2
2015-07-24,8.75
2015-07-27,8.35
2015-07-28,8.6
2015-07-29,8.7
2015-07-30,8.3
2015-07-31,7.9
2015-08-03,7.85
2015-08-04,8.05
2015-08-05,7.75
2015-08-06,7.85
2015-08-07,8.1
2015-08-10,7.7
2015-09-08,7.25
2015-09-09,7.6
2015-09-10,7.95
2015-09-11,8.3
2015-09-14,8.7
2015-09-15,9.1
2015-09-16,9.55
2015-09-18,9.1
2015-09-21,8.75
2015-09-22,8.4
2015-09-23,8.1
2015-09-24,8.25
2015-09-28,7.85
2015-09-29,7.5
2015-09-30,7.7
2015-10-01,7.65
2015-10-05,7.8
2015-10-06,7.9
2015-10-07,7.65
2015-10-08,7.95
2015-10-09,8.15
2015-10-12,8.0
2015-10-13,7.7
2015-10-14,8.05
2015-10-15,8.4
2015-10-16,8.0
2015-10-19,8.4
2015-10-20,8.3
2015-10-21,7.95
2015-10-23,7.7
2015-10-26,7.4
2015-10-27,7.75
2015-10-28,7.85
2015-10-29,7.55
2015-10-30,7.45
2015-11-02,7.2
2015-11-03,7.3
2015-11-04,7.6
2015-11-05,7.85
2015-11-06,7.25
2015-11-09,7.8
2015-11-10,7.2
2015-11-13,7.0
2015-11-16,7.5
2015-11-17,8.2
2015-11-18,9.0
2015-11-19,9.45
2015-11-20,9.9
2015-11-23,10.15
2015-11-24,10.65
2015-11-26,10.2
2015-11-27,9.9
2015-11-30,10.0
2015-12-01,9.7
2015-12-02,10.15
2015-12-03,10.1
2015-12-04,10.0
2015-12-07,11.0
2015-12-08,11.65
2015-12-09,12.8
2015-12-10,13.25
2015-12-11,12.85
2015-12-14,13.2
2015-12-15,12.55
2015-12-16,12.0
2015-12-17,11.8
2015-12-18,12.25
2015-12-21,12.85
2015-12-22,13.0
2015-12-23,12.35
2015-12-24,12.15
2015-12-28,12.7
2015-12-29,12.45
2015-12-30,12.4
2015-12-31,12.0
2016-01-01,11.75
2016-01-04,11.45
2016-01-05,12.2
2016-01-06,11.8
2016-01-07,11.95
2016-01-08,11.5
2016-01-11,12.0
2016-01-12,12.0
2016-01-13,11.65
2016-01-14,11.25
2016-01-15,10.4
2016-01-18,9.4
2016-01-19,9.85
2016-01-20,9.65
2016-01-21,9.8
2016-01-22,9.5
2016-01-25,9.9
2016-01-27,10.2
2016-01-28,9.7
2016-01-29,9.75
2016-02-01,9.9
2016-02-02,9.5
2016-02-03,9.05
2016-02-04,9.2
2016-02-05,9.95
2016-02-08,10.2
2016-02-09,9.5
2016-02-10,8.6
2016-02-11,7.75
2016-02-12,7.0
2016-02-15,6.65
2016-02-16,6.7
2016-02-17,6.45
2016-02-18,6.45
2016-02-19,6.75
2016-02-22,6.65
2016-02-23,6.65
2016-02-24,6.65
2016-02-25,6.35
2016-02-26,6.15
2016-02-29,6.45
2016-03-01,6.5
2016-03-02,6.35
2016-03-03,6.2
2016-03-04,6.45
2016-03-08,6.25
2016-03-09,6.5
2016-03-10,6.25
2016-03-11,6.15
2016-03-14,6.25
2016-03-15,6.2
2016-03-16,6.25
2016-03-17,6.1
2016-03-18,5.95
2016-03-21,5.75
2016-03-22,6.0
2016-03-23,5.95
2016-03-28,5.5
2016-03-29,5.75
2016-03-30,5.9
2016-03-31,6.25
2016-04-01,6.5
2016-04-04,6.85
2016-04-05,6.65
2016-04-06,6.8
2016-04-07,6.6
2016-04-08,6.4
2016-04-11,6.5
2016-04-12,7.8
2016-04-13,8.65
2016-04-18,8.75
2016-04-20,8.65
2016-04-21,8.55
2016-04-22,8.65
2016-04-25,8.4
2016-04-26,8.75
2016-04-27,8.6
2016-04-28,9.0
2016-04-29,8.7
2016-05-02,8.35
2016-05-03,9.3
2016-05-04,8.75
2016-05-05,8.45
2016-05-06,8.6
2016-05-09,8.6
2016-05-10,8.25
2016-05-11,8.1
2016-05-12,7.85
2016-05-13,7.65
2016-05-16,7.5
2016-05-17,7.85
2016-05-18,8.0
2016-05-19,8.55
2016-05-20,8.95
2016-05-23,8.95
2016-05-24,8.4
2016-05-25,8.1
2016-05-26,8.35
2016-05-27,8.15
2016-05-30,8.3
2016-05-31,7.85
2016-06-01,8.3
2016-06-02,7.7
2016-06-03,7.65
2016-06-06,7.65
2016-06-07,7.5
2016-06-08,7.15
2016-06-09,7.75
2016-06-10,7.65
2016-06-13,8.0
2016-06-14,7.65
2016-06-15,7.25
2016-06-16,7.9
2016-06-17,7.7
2016-06-20,7.7
2016-06-21,9.2
2016-06-22,9.75
2016-06-23,8.6
2016-06-24,8.45
2016-06-27,8.65
2016-06-28,8.8
2016-06-29,8.7
2016-06-30,9.05
2016-07-01,8.7
2016-07-04,8.5
2016-07-05,8.9
2016-07-07,8.75
2016-07-08,8.6
2016-07-11,8.9
2016-07-12,8.5
2016-07-13,10.2
2016-07-14,12.2
2016-07-15,13.5
2016-07-18,12.15
2016-07-19,10.95
2016-07-20,10.05
2016-07-21,9.95
2016-07-22,10.4
2016-07-25,10.9
2016-07-26,11.4
2016-07-27,11.85
2016-07-28,11.8
2016-07-29,11.5
2016-08-01,11.0
2016-08-02,10.6
2016-08-03,10.25
2016-08-04,10.25
2016-08-05,11.25
2016-08-08,10.95
2016-08-09,10.75
2016-08-10,11.3
2016-08-11,10.5
2016-08-12,10.95
2016-08-16,9.9
2016-08-17,9.75
