Date,BAGFILMS
2013-03-01,3.65
2013-03-04,3.5
2013-03-05,3.55
2013-03-06,3.7
2013-03-07,4.0
2013-03-08,4.25
2013-03-11,4.05
2013-03-12,4.0
2013-03-13,3.85
2013-03-14,3.95
2013-03-15,3.85
2013-03-18,3.85
2013-03-19,3.8
2013-03-20,3.65
2013-03-21,3.55
2013-03-22,3.45
2013-03-25,3.4
2013-03-26,3.35
2013-03-28,3.4
2013-04-01,3.7
2013-04-02,3.9
2013-04-03,3.9
2013-04-04,3.55
2013-04-05,3.5
2013-04-08,3.65
2013-04-09,3.65
2013-04-10,3.6
2013-04-11,3.65
2013-04-12,3.45
2013-04-15,3.6
2013-04-16,3.6
2013-04-17,3.5
2013-04-18,3.55
2013-04-22,3.5
2013-04-23,3.45
2013-04-25,3.55
2013-04-26,3.45
2013-04-29,3.45
2013-04-30,3.35
2013-05-02,3.4
2013-05-03,3.3
2013-05-06,3.35
2013-05-07,3.5
2013-05-08,4.05
2013-05-09,4.15
2013-05-10,4.35
2013-05-11,4.75
2013-05-13,4.6
2013-05-14,4.85
2013-05-15,4.75
2013-05-16,4.4
2013-05-17,4.4
2013-05-20,4.25
2013-05-21,4.2
2013-05-22,4.75
2013-05-23,4.0
2013-06-14,3.3
2013-06-17,3.45
2013-06-18,3.45
2013-06-19,3.4
2013-06-20,3.35
2013-06-21,3.5
2013-06-24,3.35
2013-06-25,3.25
2013-06-26,3.25
2013-06-27,3.25
2013-06-28,3.4
2013-07-01,3.45
2013-07-02,3.5
2013-07-03,3.4
2013-07-04,3.55
2013-07-05,3.75
2013-07-08,3.65
2013-07-09,3.6
2013-07-10,3.45
2013-07-11,3.5
2013-07-12,3.4
2013-07-15,3.6
2013-07-16,3.45
2013-07-17,3.45
2013-07-18,3.55
2013-07-19,3.4
2013-07-22,3.45
2013-07-23,3.35
2013-07-24,3.3
2013-07-25,3.45
2013-07-26,3.45
2013-07-29,3.4
2013-07-30,3.25
2013-07-31,3.15
2013-08-01,3.2
2013-08-02,3.0
2013-08-05,3.25
2013-08-06,3.0
2013-08-07,3.25
2013-08-08,3.35
2013-08-12,3.5
2013-08-13,3.25
2013-08-14,3.25
2013-08-16,3.1
2013-08-19,3.05
2013-08-20,3.15
2013-08-21,3.0
2013-08-22,3.15
2013-08-23,3.05
2013-08-26,3.05
2013-08-27,2.9
2013-08-28,3.0
2013-08-29,2.95
2013-08-30,2.95
2013-09-02,3.1
2013-09-03,2.9
2013-09-04,3.0
2013-09-05,2.95
2013-09-06,3.1
2013-09-10,3.15
2013-09-11,3.25
2013-09-12,3.2
2013-09-13,3.1
2013-09-16,3.15
2013-09-17,3.0
2013-09-18,3.0
2013-09-19,3.05
2013-09-20,3.0
2013-09-23,2.9
2013-09-24,2.95
2013-09-25,2.95
2013-09-26,2.95
2013-09-27,2.95
2013-09-30,2.9
2013-10-01,2.9
2013-10-03,2.95
2013-10-04,3.05
2013-10-07,2.95
2013-10-08,3.05
2013-10-09,3.05
2013-10-10,3.05
2013-10-11,3.05
2013-10-14,3.05
2013-10-15,2.95
2013-10-17,3.0
2013-10-18,3.0
2013-10-21,3.0
2013-10-22,3.0
2013-10-23,3.0
2013-10-24,3.0
2013-10-25,3.0
2013-10-28,3.0
2013-10-29,2.95
2013-10-30,3.05
2013-10-31,3.0
2013-11-01,3.0
2013-11-03,3.05
2013-11-05,3.1
2013-11-06,3.15
2013-11-07,3.1
2013-11-08,3.0
2013-11-11,3.0
2013-11-12,2.9
2013-11-13,2.95
2013-11-14,2.95
2013-11-18,3.0
2013-11-19,2.95
2013-11-20,2.85
2013-11-21,2.9
2013-11-22,2.9
2013-11-25,2.9
2013-11-26,2.9
2013-11-27,2.9
2013-11-28,2.85
2013-11-29,2.8
2013-12-02,2.9
2013-12-03,2.85
2013-12-04,2.8
2013-12-05,2.8
2013-12-06,2.75
2013-12-09,2.9
2013-12-10,2.8
2013-12-11,2.7
2013-12-12,2.7
2013-12-13,2.6
2013-12-16,2.7
2013-12-17,2.55
2013-12-18,2.75
2013-12-19,2.55
2013-12-20,2.65
2013-12-23,2.75
2013-12-24,2.95
2013-12-26,3.1
2013-12-27,3.0
2013-12-30,2.95
2013-12-31,2.95
2014-01-01,3.0
2014-01-02,2.95
2014-01-03,3.0
2014-01-06,3.0
2014-01-07,3.0
2014-01-08,3.05
2014-01-09,3.15
2014-01-10,3.0
2014-01-13,2.9
2014-01-14,2.8
2014-01-15,2.85
2014-01-16,2.8
2014-01-17,2.75
2014-01-20,2.7
2014-01-21,2.7
2014-01-22,2.7
2014-01-23,2.75
2014-01-24,2.7
2014-01-27,2.35
2014-01-28,2.35
2014-01-29,2.5
2014-01-30,2.4
2014-01-31,2.5
2014-02-03,2.45
2014-02-04,2.45
2014-02-05,2.4
2014-02-06,2.4
2014-02-07,2.45
2014-02-10,2.4
2014-02-11,2.4
2014-02-12,2.4
2014-02-13,2.45
2014-02-14,2.4
2014-02-17,2.45
2014-02-18,2.4
2014-02-19,2.35
2014-02-20,2.45
2014-02-21,2.4
2014-02-24,2.35
2014-02-25,2.5
2014-02-26,2.45
2014-02-28,2.35
2014-03-03,2.35
2014-03-04,2.4
2014-03-05,2.5
2014-03-06,2.55
2014-03-07,2.4
2014-03-10,2.7
2014-03-11,2.5
2014-03-12,2.6
2014-03-13,2.5
2014-03-14,2.45
2014-03-18,2.4
2014-03-19,2.35
2014-03-20,2.35
2014-03-21,2.35
2014-03-22,2.35
2014-03-24,2.3
2014-03-25,2.35
2014-03-26,2.3
2014-03-27,2.25
2014-03-28,2.2
2014-03-31,2.3
2014-04-01,2.4
2014-04-02,2.55
2014-04-03,2.4
2014-04-04,2.5
2014-04-07,2.55
2014-04-09,2.55
2014-04-10,2.6
2014-04-11,2.65
2014-04-15,2.6
2014-04-16,2.6
2014-04-17,2.65
2014-04-21,2.75
2014-04-22,2.95
2014-04-23,2.9
2014-04-25,2.8
2014-04-28,2.75
2014-04-29,2.8
2014-04-30,2.7
2014-05-02,2.7
2014-05-05,2.7
2014-05-06,2.7
2014-05-07,2.6
2014-05-08,2.5
2014-05-09,2.7
2014-05-12,2.8
2014-05-13,2.7
2014-05-14,3.0
2014-05-15,2.8
2014-05-16,2.85
2014-05-19,3.0
2014-05-20,3.6
2014-05-21,4.15
2014-05-22,4.15
2014-05-23,4.55
2014-05-26,4.2
2014-05-27,4.1
2014-05-28,4.2
2014-05-29,4.6
2014-05-30,4.45
2014-06-02,4.6
2014-06-03,4.55
2014-06-04,4.7
2014-06-05,4.7
2014-06-30,4.4
2014-07-01,4.45
2014-07-02,4.3
2014-07-03,4.3
2014-07-04,4.4
2014-07-07,4.35
2014-07-08,4.2
2014-07-09,4.0
2014-07-10,4.0
2014-07-11,3.8
2014-07-14,3.7
2014-07-15,3.8
2014-07-16,3.85
2014-07-17,3.95
2014-07-18,3.9
2014-07-21,3.9
2014-07-22,3.85
2014-07-23,3.7
2014-07-24,3.75
2014-07-25,3.65
2014-07-28,3.65
2014-07-30,3.55
2014-07-31,3.6
2014-08-01,3.55
2014-08-04,3.65
2014-08-05,3.6
2014-08-06,3.55
2014-08-07,3.5
2014-08-08,3.45
2014-08-11,3.4
2014-08-12,3.35
2014-08-13,3.25
2014-08-14,3.2
2014-08-18,3.35
2014-08-19,3.65
2014-08-20,3.7
2014-08-21,3.55
2014-08-22,3.5
2014-08-25,3.65
2014-08-26,3.5
2014-08-27,3.5
2014-08-28,3.4
2014-09-01,3.55
2014-09-02,3.7
2014-09-03,3.6
2014-09-04,3.3
2014-09-05,3.4
2014-09-08,3.5
2014-09-09,3.45
2014-09-10,3.5
2014-09-11,3.65
2014-09-12,4.3
2014-09-15,4.2
2014-09-16,3.75
2014-09-17,3.75
2014-09-18,4.0
2014-09-19,4.35
2014-09-22,4.5
2014-09-23,4.2
2014-09-24,4.05
2014-09-25,3.85
2014-09-26,3.8
2014-09-29,4.15
2014-09-30,4.05
2014-10-01,3.9
2014-10-07,3.9
2014-10-08,3.95
2014-10-09,3.95
2014-10-10,3.85
2014-10-13,3.8
2014-10-14,3.85
2014-10-16,3.6
2014-10-17,3.6
2014-10-20,3.6
2014-10-21,3.6
2014-10-22,3.6
2014-10-23,3.65
2014-10-27,3.7
2014-10-28,3.7
2014-10-29,3.6
2014-10-30,3.6
2014-10-31,3.6
2014-11-03,3.7
2014-11-05,3.6
2014-11-07,3.65
2014-11-10,3.75
2014-11-11,3.75
2014-11-12,3.85
2014-11-13,3.65
2014-11-14,3.75
2014-11-17,3.65
2014-11-18,3.55
2014-11-19,3.5
2014-11-20,3.5
2014-11-21,3.55
2014-11-24,3.55
2014-11-25,3.4
2014-11-26,3.4
2014-11-27,3.4
2014-11-28,3.5
2014-12-01,3.3
2014-12-02,3.4
2014-12-03,3.4
2014-12-04,3.25
2014-12-05,3.2
2014-12-08,3.1
2014-12-09,3.1
2014-12-10,3.1
2014-12-11,3.15
2014-12-12,3.0
2014-12-15,3.1
2014-12-16,2.9
2014-12-17,2.8
2014-12-18,2.95
2014-12-19,2.95
2014-12-22,3.0
2014-12-23,3.0
2014-12-24,2.95
2014-12-26,2.95
2014-12-29,3.0
2014-12-30,2.95
2014-12-31,2.95
2015-01-01,3.5
2015-01-02,3.35
2015-01-05,3.5
2015-01-06,3.25
2015-01-07,3.2
2015-01-08,3.2
2015-01-09,3.2
2015-01-12,3.2
2015-01-13,3.3
2015-01-14,3.2
2015-01-15,3.15
2015-01-16,3.35
2015-01-19,3.3
2015-01-20,3.3
2015-01-21,3.2
2015-01-22,3.25
2015-01-23,3.15
2015-01-27,3.05
2015-01-28,3.25
2015-01-29,3.1
2015-01-30,3.15
2015-02-02,3.2
2015-02-03,3.25
2015-02-04,3.15
2015-02-05,3.2
2015-02-06,3.2
2015-02-09,3.05
2015-02-10,3.1
2015-02-11,3.05
2015-02-12,3.3
2015-02-13,3.3
2015-02-16,3.45
2015-02-18,3.5
2015-02-19,4.05
2015-02-20,3.95
2015-02-23,3.9
2015-02-24,3.7
2015-02-25,3.5
2015-02-26,3.65
2015-02-27,3.75
2015-02-28,3.6
2015-03-02,3.5
2015-03-03,3.65
2015-03-04,3.4
2015-03-05,3.55
2015-03-09,3.5
2015-03-10,3.4
2015-03-11,3.3
2015-03-12,3.4
2015-03-13,3.3
2015-03-16,3.0
2015-03-17,3.05
2015-03-18,3.05
2015-03-19,2.95
2015-03-20,2.9
2015-03-23,2.8
2015-03-24,2.7
2015-03-25,2.75
2015-03-26,2.65
2015-03-27,2.55
2015-03-30,2.95
2015-03-31,2.9
2015-04-01,3.0
2015-04-06,3.05
2015-04-07,3.05
2015-04-08,3.1
2015-04-09,3.25
2015-04-10,3.5
2015-04-13,3.5
2015-04-15,3.6
2015-04-16,3.35
2015-04-17,3.3
2015-04-20,3.35
2015-04-21,3.2
2015-04-22,3.25
2015-04-23,3.25
2015-04-24,3.15
2015-04-27,3.05
2015-04-28,3.05
2015-04-29,3.05
2015-04-30,3.0
2015-05-04,3.1
2015-05-05,3.05
2015-05-06,3.0
2015-05-07,2.95
2015-05-08,3.0
2015-05-11,3.0
2015-05-12,3.0
2015-05-13,2.9
2015-05-14,2.85
2015-05-15,2.85
2015-05-18,2.85
2015-05-19,2.85
2015-05-20,2.8
2015-05-21,2.95
2015-05-22,2.95
2015-05-25,3.0
2015-05-26,2.95
2015-05-27,2.9
2015-05-28,2.95
2015-05-29,3.05
2015-06-01,2.85
2015-06-02,2.75
2015-06-03,2.75
2015-06-04,2.65
2015-06-05,2.65
2015-06-08,2.55
2015-06-09,2.5
2015-06-10,2.65
2015-06-11,2.45
2015-06-12,2.65
2015-06-15,2.65
2015-06-16,2.7
2015-06-17,2.7
2015-06-18,2.75
2015-06-19,2.65
2015-06-22,2.7
2015-06-23,2.8
2015-06-24,2.75
2015-06-25,2.8
2015-06-26,2.75
2015-06-29,2.75
2015-06-30,3.15
2015-07-01,2.95
2015-07-02,2.95
2015-07-03,3.0
2015-07-06,3.1
2015-07-07,3.0
2015-07-08,3.0
2015-07-09,3.05
2015-07-10,3.0
2015-07-13,3.0
2015-07-14,2.95
2015-07-15,3.0
2015-07-16,2.9
2015-07-17,3.15
2015-07-20,3.1
2015-07-21,3.0
2015-07-22,3.05
2015-07-23,2.95
2015-07-24,2.9
2015-07-27,2.85
2015-07-28,2.85
2015-07-29,2.95
2015-07-30,3.0
2015-07-31,2.95
2015-08-03,3.0
