Date,SPICEMOBI
2013-01-01,40.65
2013-01-02,39.85
2013-01-03,39.9
2013-01-04,39.6
2013-01-07,41.2
2013-01-08,40.0
2013-01-09,39.5
2013-01-10,39.2
2013-01-11,39.5
2013-01-14,39.15
2013-01-15,39.2
2013-01-16,39.85
2013-01-17,39.0
2013-01-18,38.5
2013-01-21,38.95
2013-01-22,40.0
2013-01-23,38.75
2013-01-24,37.65
2013-01-25,36.35
2013-01-28,36.35
2013-01-29,36.05
2013-01-30,34.6
2013-01-31,33.0
2013-02-01,31.8
2013-02-04,31.7
2013-02-05,31.05
2013-02-06,31.45
2013-02-07,32.0
2013-02-08,31.9
2013-02-11,30.55
2013-02-12,29.25
2013-02-13,30.0
2013-02-14,32.1
2013-02-15,32.95
2013-02-18,31.05
2013-02-19,29.85
2013-02-20,29.25
2013-02-21,28.65
2013-02-22,29.55
2013-02-25,28.35
2013-02-26,27.65
2013-02-27,27.15
2013-02-28,27.05
2013-03-01,25.45
2013-03-04,24.5
2013-03-05,24.3
2013-03-06,24.7
2013-03-07,24.25
2013-03-08,24.45
2013-03-11,24.95
2013-03-12,26.0
2013-03-13,25.05
2013-03-14,27.4
2013-03-15,28.5
2013-03-18,28.45
2013-03-19,26.0
2013-03-20,26.0
2013-03-21,24.6
2013-03-22,25.75
2013-03-25,24.9
2013-03-26,26.45
2013-03-28,27.0
2013-04-01,26.85
2013-04-02,27.45
2013-04-03,27.0
2013-04-04,25.4
2013-04-05,26.5
2013-04-08,25.45
2013-04-09,25.55
2013-04-10,25.1
2013-04-11,24.95
2013-04-12,26.1
2013-04-15,24.7
2013-04-16,23.9
2013-04-17,23.75
2013-04-18,25.4
2013-04-22,25.2
2013-04-23,25.35
2013-04-25,24.2
2013-04-26,25.35
2013-04-29,25.15
2013-04-30,25.05
2013-05-02,24.9
2013-05-03,23.35
2013-05-06,24.25
2013-05-07,26.55
2013-05-08,25.7
2013-05-09,27.55
2013-05-10,26.15
2013-05-13,27.15
2013-05-14,30.3
2013-05-15,35.25
2013-05-16,36.35
2013-05-17,36.65
2013-05-20,38.2
2013-05-21,38.2
2013-05-22,38.0
2013-05-23,43.5
2013-05-24,40.85
2013-05-27,36.9
2013-05-28,34.2
2013-05-29,32.75
2013-05-30,31.6
2013-05-31,32.0
2013-06-03,32.35
2013-06-04,33.0
2013-06-05,33.05
2013-06-06,34.5
2013-06-07,32.8
2013-06-10,31.5
2013-06-11,30.0
2013-06-12,30.4
2013-06-13,29.15
2013-06-14,30.6
2013-06-17,32.1
2013-06-18,33.7
2013-06-19,35.35
2013-06-20,37.1
2013-06-21,38.95
2013-06-24,40.85
2013-06-25,42.85
2013-06-26,44.95
2013-06-27,47.15
2013-06-28,44.8
2013-07-01,43.0
2013-07-02,41.0
2013-07-03,41.0
2013-07-04,40.05
2013-07-05,40.15
2013-07-08,39.85
2013-07-09,41.35
2013-07-10,40.0
2013-07-11,39.45
2013-07-12,41.15
2013-07-15,41.25
2013-07-16,39.2
2013-07-17,39.6
2013-07-18,38.4
2013-07-19,36.5
2013-07-22,34.7
2013-07-23,33.0
2013-07-24,32.65
2013-07-25,31.05
2013-07-26,31.4
2013-07-29,30.0
2013-07-30,29.55
2013-07-31,29.35
2013-08-01,27.9
2013-08-02,28.95
2013-08-05,30.25
2013-08-06,28.75
2013-08-07,29.7
2013-08-08,31.0
2013-08-12,32.35
2013-08-13,33.4
2013-08-14,35.05
2013-08-16,36.5
2013-08-19,37.5
2013-08-20,38.4
2013-08-21,39.65
2013-08-22,37.7
2013-08-23,35.9
2013-08-26,37.6
2013-08-27,39.15
2013-08-28,40.4
2013-08-29,40.0
2013-08-30,41.65
2013-09-02,43.2
2013-09-03,42.5
2013-09-04,41.0
2013-09-05,40.55
2013-09-06,39.2
2013-09-10,39.2
2013-09-11,38.5
2013-09-12,38.45
2013-09-13,38.4
2013-09-16,38.0
2013-09-17,36.85
2013-09-18,37.9
2013-09-19,36.85
2013-09-20,35.85
2013-09-23,34.8
2013-09-24,34.8
2013-09-25,36.25
2013-09-26,38.0
2013-09-27,37.75
2013-09-30,37.25
2013-10-01,36.45
2013-10-03,37.1
2013-10-04,37.55
2013-10-07,38.05
2013-10-08,36.95
2013-10-09,37.0
2013-10-10,38.1
2013-10-11,38.05
2013-10-14,37.6
2013-10-15,37.3
2013-10-17,37.5
2013-10-18,37.5
2013-10-21,37.35
2013-10-22,37.55
2013-10-23,37.15
2013-10-24,36.0
2013-10-25,37.5
2013-10-28,37.85
2013-10-29,37.5
2013-10-30,37.35
2013-10-31,36.65
2013-11-01,37.0
2013-11-03,37.85
2013-11-05,36.75
2013-11-06,37.2
2013-11-07,36.45
2013-11-08,35.25
2013-11-11,35.85
2013-11-12,34.9
2013-11-13,34.9
2013-11-14,34.75
2013-11-18,37.0
2013-11-19,36.6
2013-11-20,36.05
2013-11-21,36.75
2013-11-22,37.15
2013-11-25,37.5
2013-11-26,35.0
2013-11-27,35.55
2013-11-28,34.55
2013-11-29,35.05
2013-12-02,34.65
2013-12-03,34.5
2013-12-04,34.15
2013-12-05,34.8
2013-12-06,33.25
2013-12-09,33.3
2013-12-10,34.65
2013-12-11,34.25
2013-12-12,35.45
2013-12-13,33.7
2013-12-16,33.9
2013-12-17,33.6
2013-12-18,33.7
2013-12-19,33.3
2013-12-20,32.0
2013-12-23,32.4
2013-12-24,32.4
2013-12-26,32.2
2013-12-27,31.5
2013-12-30,31.75
2013-12-31,31.6
2014-01-01,30.75
2014-01-02,30.7
2014-01-03,30.45
2014-01-06,31.1
2014-01-07,31.05
2014-01-08,31.0
2014-01-09,30.2
2014-01-10,30.7
2014-01-13,30.0
2014-01-14,30.45
2014-01-15,30.25
2014-01-16,30.0
2014-01-17,29.6
2014-01-20,29.35
2014-01-21,29.25
2014-01-22,29.1
2014-01-23,29.95
2014-01-24,28.85
2014-01-27,28.9
2014-01-28,28.2
2014-01-29,29.6
2014-01-30,28.4
2014-01-31,28.75
2014-02-03,30.6
2014-02-04,30.45
2014-02-05,32.0
2014-02-06,33.5
2014-02-07,32.75
2014-02-10,32.35
2014-02-11,31.5
2014-02-12,30.6
2014-02-13,30.85
2014-02-14,31.0
2014-02-17,29.35
2014-02-18,28.15
2014-02-19,27.05
2014-02-20,26.9
2014-02-21,27.3
2014-02-24,27.0
2014-02-25,26.5
2014-02-26,26.15
2014-02-28,26.95
2014-03-03,25.5
2014-03-04,26.4
2014-03-05,25.8
2014-03-06,26.7
2014-03-07,26.15
2014-03-10,26.4
2014-03-11,25.8
2014-03-12,26.15
2014-03-13,25.95
2014-03-14,26.4
2014-03-18,25.65
2014-03-19,25.1
2014-03-20,25.5
2014-03-21,25.5
2014-03-22,25.15
2014-03-24,25.15
2014-03-25,24.8
2014-03-26,25.7
2014-03-27,25.25
2014-03-28,25.65
2014-03-31,25.25
2014-04-01,26.05
2014-04-02,26.6
2014-04-03,26.5
2014-04-04,26.4
2014-04-07,26.2
2014-04-09,27.0
2014-04-10,27.35
2014-04-11,27.5
2014-04-15,27.25
2014-04-16,27.55
2014-04-17,27.05
2014-04-21,30.05
2014-04-22,28.6
2014-04-23,28.05
2014-04-25,28.0
2014-04-28,28.25
2014-04-29,28.0
2014-04-30,27.65
2014-05-02,27.2
2014-05-05,27.85
2014-05-06,27.15
2014-05-07,28.6
2014-05-08,28.0
2014-05-09,27.3
2014-05-12,25.95
