Date,ATLANTA
2013-01-01,39.9
2013-01-02,40.25
2013-01-03,40.25
2013-01-04,39.8
2013-01-07,39.85
2013-01-08,40.1
2013-01-09,39.35
2013-01-10,40.15
2013-01-11,39.55
2013-01-14,39.85
2013-01-15,40.85
2013-01-16,39.75
2013-01-17,41.25
2013-01-18,40.65
2013-01-21,41.9
2013-01-22,40.6
2013-01-23,44.4
2013-01-24,43.6
2013-01-25,46.05
2013-01-28,46.5
2013-01-29,46.9
2013-01-30,47.4
2013-01-31,49.05
2013-02-01,49.1
2013-02-04,50.3
2013-02-05,50.5
2013-02-06,51.35
2013-02-07,50.85
2013-02-08,48.4
2013-02-11,49.55
2013-02-12,48.05
2013-02-13,48.0
2013-02-14,47.25
2013-02-15,47.15
2013-02-18,50.55
2013-02-19,50.9
2013-02-20,50.4
2013-02-21,48.9
2013-02-22,48.75
2013-02-25,47.1
2013-02-26,46.35
2013-02-27,46.55
2013-02-28,45.65
2013-06-14,39.9
2013-06-17,39.0
2013-06-18,40.3
2013-06-19,41.85
2013-06-20,40.35
2013-06-21,39.5
2013-06-24,37.8
2013-06-25,36.55
2013-06-26,37.1
2013-06-27,37.6
2013-06-28,39.4
2013-07-01,41.15
2013-07-02,40.2
2013-07-03,38.8
2013-07-04,38.1
2013-07-05,36.95
2013-07-08,35.3
2013-07-09,35.8
2013-07-10,36.45
2013-07-11,36.4
2013-07-12,35.65
2013-07-15,35.5
2013-07-16,35.15
2013-07-17,35.45
2013-07-18,35.25
2013-07-19,34.85
2013-07-22,34.75
2013-07-23,34.7
2013-07-24,34.5
2013-07-25,35.05
2013-07-26,34.4
2013-07-29,34.45
2013-07-30,33.35
2013-07-31,31.4
2013-08-01,30.6
2013-08-02,28.0
2013-08-05,29.9
2013-08-06,29.55
2013-08-07,29.05
2013-08-08,29.1
2013-08-12,28.55
2013-08-13,28.9
2013-08-14,28.65
2013-08-16,27.9
2013-08-19,27.1
2013-08-20,27.9
2013-08-21,26.2
2013-08-22,25.3
2013-08-23,25.6
2013-08-26,27.9
2013-08-27,26.3
2013-08-28,26.0
2013-08-29,28.3
2013-08-30,31.1
2013-09-02,32.35
2013-09-03,30.6
2013-09-04,30.3
2013-09-05,30.65
2013-09-06,36.5
2013-09-10,36.75
2013-09-11,35.2
2013-09-12,37.1
2013-09-13,33.05
2013-09-16,32.7
2013-09-17,32.4
2013-09-18,32.35
2013-09-19,32.7
2013-09-20,31.95
2013-09-23,32.75
2013-09-24,31.55
2013-09-25,31.45
2013-09-26,31.2
2013-09-27,31.3
2013-09-30,30.65
2013-10-01,30.75
2013-10-03,29.9
2013-10-04,30.0
2013-10-07,29.55
2013-10-08,29.7
2013-10-09,30.25
2013-10-10,30.1
2013-10-11,30.0
2013-10-14,29.8
2013-10-15,29.65
2013-10-17,29.85
2013-10-18,29.45
2013-10-21,29.75
2013-10-22,31.6
2013-10-23,32.05
2013-10-24,31.95
2013-10-25,30.55
2013-10-28,30.45
2013-10-29,30.05
2013-10-30,30.85
2013-10-31,30.5
2013-11-01,30.85
2013-11-03,31.55
2013-11-05,32.0
2013-11-06,31.7
2013-11-07,36.9
2013-11-08,38.2
2013-11-11,37.4
2013-11-12,35.5
2013-11-13,34.0
2013-11-14,33.75
2013-11-18,34.65
2013-11-19,33.6
2013-11-20,33.55
2013-11-21,32.7
2013-11-22,33.5
2013-11-25,33.1
2013-11-26,33.05
2013-11-27,35.55
2013-11-28,35.15
2013-11-29,38.6
2013-12-02,36.95
2013-12-03,36.1
2013-12-04,36.55
2013-12-05,36.85
2013-12-06,36.95
2013-12-09,36.9
2013-12-10,36.35
2013-12-11,36.05
2013-12-12,35.95
2013-12-13,35.45
2013-12-16,35.05
2013-12-17,34.7
2013-12-18,34.45
2013-12-19,34.75
2013-12-20,34.3
2013-12-23,35.2
2013-12-24,35.8
2013-12-26,42.95
2013-12-27,41.4
2013-12-30,41.15
2013-12-31,40.25
2014-01-01,42.2
2014-01-02,40.95
2014-01-03,41.45
2014-01-06,42.15
2014-01-07,44.2
2014-01-08,45.1
2014-01-09,44.95
2014-01-10,43.2
2014-01-13,43.45
2014-01-14,43.95
2014-01-15,44.95
2014-01-16,44.6
2014-01-17,43.15
2014-01-20,43.8
2014-01-21,43.7
2014-01-22,43.75
2014-01-23,42.75
2014-01-24,41.6
2014-01-27,39.6
2014-01-28,39.95
2014-01-29,39.7
2014-01-30,39.35
2014-01-31,39.2
2014-02-03,38.8
2014-02-04,38.75
2014-02-05,38.6
2014-02-06,38.65
2014-02-07,38.6
2014-02-10,38.4
