Date,GUJALKALI
2013-01-01,147.45
2013-01-02,148.9
2013-01-03,149.25
2013-01-04,148.15
2013-01-07,150.3
2013-01-08,150.3
2013-01-09,150.85
2013-01-10,151.15
2013-01-11,147.85
2013-01-14,147.25
2013-01-15,147.2
2013-01-16,145.75
2013-01-17,143.85
2013-01-18,143.55
2013-01-21,143.65
2013-01-22,141.7
2013-01-23,141.1
2013-01-24,140.35
2013-01-25,142.1
2013-01-28,145.35
2013-01-29,139.65
2013-01-30,139.65
2013-01-31,138.5
2013-02-01,139.0
2013-02-04,137.35
2013-02-05,138.95
2013-02-06,136.2
2013-02-07,136.0
2013-02-08,135.25
2013-02-11,136.2
2013-02-12,135.3
2013-02-13,134.2
2013-02-14,136.6
2013-02-15,137.05
2013-02-18,135.8
2013-02-19,135.75
2013-02-20,138.0
2013-02-21,134.45
2013-02-22,137.15
2013-02-25,134.35
2013-02-26,133.0
2013-02-27,133.7
2013-02-28,134.65
2013-03-01,137.3
2013-03-04,140.25
2013-03-05,140.55
2013-03-06,143.9
2013-03-07,147.3
2013-03-08,150.75
2013-03-11,160.2
2013-03-12,163.0
2013-03-13,160.0
2013-03-14,160.7
2013-03-15,157.55
2013-03-18,157.5
2013-03-19,165.0
2013-03-20,174.95
2013-03-21,185.45
2013-03-22,195.1
2013-03-25,195.0
2013-03-26,205.2
2013-03-28,215.4
2013-04-01,187.35
2013-04-02,190.25
2013-04-03,186.35
2013-04-04,178.5
2013-04-05,166.1
2013-04-08,167.8
2013-04-09,173.0
2013-04-10,169.55
2013-04-11,167.6
2013-04-12,172.1
2013-04-15,174.65
2013-04-16,172.2
2013-04-17,169.85
2013-04-18,174.5
2013-04-22,177.75
2013-04-23,176.4
2013-04-25,170.95
2013-04-26,166.2
2013-04-29,167.65
2013-04-30,166.3
2013-05-02,164.65
2013-05-03,165.35
2013-05-06,171.8
2013-05-07,172.85
2013-05-08,177.8
2013-05-09,180.45
2013-05-10,180.2
2013-05-11,182.05
2013-05-13,178.05
2013-05-14,178.4
2013-05-15,181.05
2013-05-16,183.05
2013-05-17,185.6
2013-05-20,182.65
2013-05-21,186.25
2013-05-22,184.4
2013-05-23,181.95
2013-05-24,183.85
2013-05-27,182.8
2013-05-28,183.6
2013-05-29,182.55
2013-05-30,184.55
2013-05-31,181.85
2013-06-03,184.1
2013-06-04,182.0
2013-06-05,181.0
2013-06-06,181.05
2013-06-07,181.95
2013-06-10,180.95
2013-06-11,179.8
2013-06-12,180.0
2013-06-13,181.2
2013-06-14,181.0
2013-06-17,181.0
2013-06-18,180.9
2013-06-19,181.0
2013-06-20,180.05
2013-06-21,180.0
2013-06-24,180.0
2013-06-25,178.0
2013-06-26,177.85
2013-06-27,178.0
2013-06-28,178.05
2013-07-01,185.0
2013-07-02,193.35
2013-07-03,190.7
2013-07-04,193.3
2013-07-05,190.65
2013-07-08,189.25
2013-07-09,188.45
2013-07-10,184.45
2013-07-11,184.1
2013-07-12,183.3
2013-07-15,183.05
2013-07-16,182.3
2013-07-17,182.4
2013-07-18,180.85
2013-07-19,181.65
2013-07-22,182.05
2013-07-23,181.9
2013-07-24,182.1
2013-07-25,184.4
2013-07-26,181.75
2013-07-29,178.35
2013-07-30,173.6
2013-07-31,163.8
2013-08-01,163.85
2013-08-02,160.35
2013-08-05,152.7
2013-08-06,143.75
2013-08-07,150.0
2013-08-08,154.65
2013-08-12,160.0
2013-08-13,163.0
2013-08-14,161.6
2013-08-16,160.0
2013-08-19,160.3
2013-08-20,159.9
2013-08-21,160.0
2013-08-22,160.45
2013-08-23,160.05
2013-08-26,160.2
2013-08-27,160.1
2013-08-28,153.85
2013-08-29,151.05
2013-08-30,150.45
2013-09-02,151.4
2013-09-03,147.65
2013-09-04,145.6
2013-09-05,148.9
2013-09-06,148.1
2013-09-10,148.25
2013-09-11,146.2
2013-09-12,146.2
2013-09-13,145.0
2013-09-16,145.5
2013-09-17,152.75
2013-09-18,155.0
2013-09-19,157.9
2013-09-20,157.05
2013-09-23,154.1
2013-09-24,156.0
2013-09-25,154.0
2013-09-26,155.0
2013-09-27,154.05
2013-09-30,153.05
2013-10-01,151.05
2013-10-03,153.3
2013-10-04,152.55
2013-10-07,151.4
2013-10-08,152.1
2013-10-09,150.5
2013-10-10,149.9
2013-10-11,150.1
2013-10-14,148.9
2013-10-15,146.95
2013-10-17,147.4
2013-10-18,146.9
2013-10-21,145.9
2013-10-22,146.9
2013-10-23,148.45
2013-10-24,148.95
2013-10-25,148.1
2013-10-28,162.15
2013-10-29,162.55
2013-10-30,155.95
2013-10-31,161.6
2013-11-01,163.35
2013-11-03,160.2
2013-11-05,159.85
2013-11-06,155.95
2013-11-07,160.05
2013-11-08,164.25
2013-11-11,162.8
2013-11-12,156.65
2013-11-13,157.45
2013-11-14,164.05
2013-11-18,162.25
2013-11-19,166.75
2013-11-20,165.75
2013-11-21,160.1
2013-11-22,162.05
2013-11-25,160.25
2013-11-26,159.45
2013-11-27,159.95
2013-11-28,159.05
2013-11-29,159.8
2013-12-02,165.2
2013-12-03,166.0
2013-12-04,164.25
2013-12-05,162.15
2013-12-06,162.25
2013-12-09,167.2
2013-12-10,161.8
2013-12-11,158.95
2013-12-12,160.75
2013-12-13,159.05
2013-12-16,156.3
2013-12-17,156.35
2013-12-18,155.85
2013-12-19,155.9
2013-12-20,154.95
2013-12-23,154.9
2013-12-24,155.1
2013-12-26,159.05
2013-12-27,160.0
2013-12-30,161.35
2013-12-31,160.05
2014-01-01,160.4
2014-01-02,162.0
2014-01-03,163.55
2014-01-06,166.5
2014-01-07,168.1
2014-01-08,169.05
2014-01-09,179.75
2014-01-10,187.4
2014-01-13,178.35
2014-01-14,180.2
2014-01-15,179.1
2014-01-16,174.6
2014-01-17,176.75
2014-01-20,178.35
2014-01-21,172.25
2014-01-22,175.25
2014-01-23,175.6
2014-01-24,175.75
2014-01-27,175.5
2014-01-28,180.2
2014-01-29,188.0
2014-01-30,194.6
2014-01-31,198.4
2014-02-03,193.6
2014-02-04,183.35
2014-02-05,184.0
2014-02-06,180.15
2014-02-07,189.1
2014-02-10,193.45
2014-02-11,185.6
2014-02-12,186.9
2014-02-13,181.55
2014-02-14,179.3
2014-02-17,178.55
2014-02-18,178.35
2014-02-19,177.5
2014-02-20,174.35
2014-02-21,173.55
2014-02-24,172.95
2014-02-25,173.9
2014-02-26,173.25
2014-02-28,170.55
2014-03-03,167.1
2014-03-04,167.25
2014-03-05,168.45
2014-03-06,167.6
2014-03-07,168.35
2014-03-10,167.8
2014-03-11,167.7
2014-03-12,168.5
2014-03-13,167.1
2014-03-14,165.85
2014-03-18,164.5
2014-03-19,164.4
2014-03-20,165.95
2014-03-21,175.6
2014-03-22,180.95
2014-03-24,175.05
2014-03-25,175.4
2014-03-26,172.25
2014-03-27,170.4
2014-03-28,171.6
2014-03-31,181.95
2014-04-01,183.95
2014-04-02,190.55
2014-04-03,192.95
2014-04-04,189.8
2014-04-07,191.55
2014-04-09,190.85
2014-04-10,190.0
2014-04-11,189.9
2014-04-15,188.75
2014-04-16,186.25
2014-04-17,184.15
2014-04-21,186.8
2014-04-22,182.3
2014-04-23,182.3
2014-04-25,182.25
2014-04-28,179.95
2014-04-29,179.5
2014-04-30,176.05
2014-05-02,176.8
2014-05-05,176.65
2014-05-06,176.8
2014-05-07,175.15
2014-05-08,173.65
2014-05-09,174.9
2014-05-12,178.15
2014-05-13,177.6
2014-05-14,181.35
2014-05-15,179.0
2014-05-16,175.0
2014-05-19,184.6
2014-05-20,184.45
2014-05-21,189.15
2014-05-22,220.15
2014-05-23,228.9
2014-05-26,211.05
2014-05-27,203.0
2014-05-28,204.95
2014-05-29,209.3
2014-05-30,203.3
2014-06-02,200.7
2014-06-03,201.5
2014-06-04,201.45
2014-06-05,206.55
2014-06-06,210.85
2014-06-09,209.0
2014-06-10,206.95
2014-06-11,206.35
2014-06-12,209.1
2014-06-13,203.15
2014-06-16,205.55
2014-06-17,205.25
2014-06-18,203.25
2014-06-19,201.05
2014-06-20,196.0
2014-06-23,205.85
2014-06-24,206.5
2014-06-25,206.4
2014-06-26,199.85
2014-06-27,202.35
2014-06-30,201.4
2014-07-01,206.8
2014-07-02,205.75
2014-07-03,201.55
2014-07-04,200.75
2014-07-07,199.8
2014-07-08,194.55
2014-07-09,189.75
2014-07-10,190.25
2014-07-11,184.35
2014-07-14,187.1
2014-07-15,189.3
2014-07-16,194.05
2014-07-17,196.3
2014-07-18,196.85
2014-07-21,203.9
2014-07-22,208.65
2014-07-23,204.5
2014-07-24,210.65
2014-07-25,202.9
2014-07-28,199.85
2014-07-30,200.8
2014-07-31,208.35
2014-08-01,203.95
2014-08-04,203.0
2014-08-05,202.1
2014-08-06,199.9
2014-08-07,200.5
2014-08-08,192.8
2014-08-11,192.3
2014-08-12,193.9
2014-08-13,188.1
2014-08-14,190.55
2014-08-18,196.7
2014-08-19,197.15
2014-08-20,195.6
2014-08-21,197.4
2014-08-22,198.1
2014-08-25,200.8
2014-08-26,194.6
2014-08-27,193.8
2014-08-28,193.95
2014-09-01,196.15
2014-09-02,206.45
2014-09-03,206.6
2014-09-04,203.4
2014-09-05,203.65
2014-09-08,214.7
2014-09-09,212.55
2014-09-10,217.2
2014-09-11,226.1
2014-09-12,217.95
2014-09-15,219.7
2014-09-16,202.3
2014-09-17,202.6
2014-09-18,209.9
2014-09-19,209.65
2014-09-22,209.1
2014-09-23,203.8
2014-09-24,203.05
2014-09-25,195.1
2014-09-26,200.3
2014-09-29,204.2
2014-09-30,203.95
2014-10-01,203.15
2014-10-07,198.45
2014-10-08,200.55
2014-10-09,202.7
2014-10-10,199.3
2014-10-13,198.25
2014-10-14,198.1
2014-10-16,190.2
2014-10-17,188.05
2014-10-20,192.3
2014-10-21,195.7
2014-10-22,199.25
2014-10-23,200.15
2014-10-27,196.75
2014-10-28,194.25
2014-10-29,193.5
2014-10-30,193.7
2014-10-31,198.35
2014-11-03,197.9
2014-11-05,197.8
2014-11-07,196.2
2014-11-10,195.3
2014-11-11,193.45
2014-11-12,193.9
2014-11-13,193.0
2014-11-14,192.75
2014-11-17,193.35
2014-11-18,195.55
2014-11-19,192.9
2014-11-20,191.65
2014-11-21,194.65
2014-11-24,193.55
2014-11-25,188.5
2014-11-26,191.3
2014-11-27,190.85
2014-11-28,192.5
2014-12-01,189.4
2014-12-02,186.2
2014-12-03,189.25
2014-12-04,192.35
2014-12-05,189.05
2014-12-08,186.5
2014-12-09,184.95
2014-12-10,186.25
2014-12-11,181.85
2014-12-12,181.35
2014-12-15,177.8
2014-12-16,172.9
2014-12-17,171.9
2014-12-18,171.85
2014-12-19,170.75
2014-12-22,173.0
2014-12-23,170.6
2014-12-24,170.25
2014-12-26,171.9
2014-12-29,171.65
2014-12-30,170.1
2014-12-31,177.35
2015-01-01,180.95
2015-01-02,183.7
2015-01-05,186.0
2015-01-06,177.45
2015-01-07,176.6
2015-01-08,178.85
2015-01-09,177.1
2015-01-12,178.0
2015-01-13,179.25
2015-01-14,177.55
2015-01-15,191.65
2015-01-16,188.3
2015-01-19,185.8
2015-01-20,188.85
2015-01-21,190.55
2015-01-22,188.8
2015-01-23,191.7
2015-01-27,192.25
2015-01-28,193.75
2015-01-29,191.9
2015-01-30,193.1
2015-02-02,197.9
2015-02-03,196.55
2015-02-04,193.7
2015-02-05,187.45
2015-02-06,176.5
2015-02-09,174.6
2015-02-10,175.1
2015-02-11,181.25
2015-02-12,184.65
2015-02-13,187.75
2015-02-16,192.7
2015-02-18,187.1
2015-02-19,184.85
2015-02-20,189.65
2015-02-23,185.65
2015-02-24,184.15
2015-02-25,180.65
2015-02-26,181.5
2015-02-27,185.05
2015-02-28,180.85
2015-03-02,179.25
2015-03-03,180.0
2015-03-04,180.7
2015-03-05,177.35
2015-03-09,174.95
2015-03-10,174.4
2015-03-11,169.9
2015-03-12,170.6
2015-03-13,168.55
2015-03-16,172.3
2015-03-17,169.4
2015-03-18,166.95
2015-03-19,167.1
2015-03-20,163.95
2015-03-23,160.85
2015-03-24,164.95
2015-03-25,161.55
2015-03-26,157.55
2015-03-27,157.75
2015-03-30,160.2
2015-03-31,159.9
2015-04-01,169.15
