Date,BANARISUG
2013-01-01,931.75
2013-01-02,929.6
2013-01-03,930.0
2013-01-04,925.0
2013-01-07,924.95
2013-01-08,901.8
2013-01-09,912.35
2013-01-10,900.2
2013-01-11,900.0
2013-01-14,900.05
2013-01-15,900.1
2013-01-16,900.0
2013-01-17,900.0
2013-01-18,900.0
2013-01-21,900.2
2013-01-22,900.0
2013-01-23,900.0
2013-01-24,900.0
2013-01-25,900.0
2013-01-28,901.0
2013-01-29,901.75
2013-01-30,901.0
2013-01-31,900.0
2013-02-01,900.0
2013-02-04,900.05
2013-02-05,900.0
2013-02-06,914.85
2013-02-07,912.0
2013-02-08,900.0
2013-02-11,900.0
2013-02-12,900.0
2013-02-13,900.0
2013-02-14,900.25
2013-02-15,900.1
2013-02-18,914.9
2013-02-19,911.0
2013-02-20,909.0
2013-02-21,901.2
2013-02-22,900.15
2013-02-25,901.35
2013-02-26,900.0
2013-02-27,900.0
2013-02-28,900.0
2013-03-01,902.9
2013-03-04,900.0
2013-03-05,900.0
2013-03-06,908.35
2013-03-07,902.2
2013-03-08,900.05
2013-03-11,911.9
2013-03-12,902.45
2013-03-13,901.35
2013-03-14,901.0
2013-03-15,900.25
2013-03-18,902.6
2013-03-19,900.05
2013-03-20,900.05
2013-03-21,900.0
2013-03-22,900.0
2013-03-25,875.1
2013-03-26,850.4
2013-03-28,862.15
2013-04-01,864.65
2013-04-02,861.85
2013-04-03,852.5
2013-04-04,889.45
2013-04-05,894.75
2013-04-10,850.1
2013-04-11,850.0
2013-04-12,850.0
2013-04-15,850.0
2013-04-16,850.0
2013-04-17,860.0
2013-04-18,850.0
2013-04-22,850.0
2013-04-23,850.05
2013-04-25,850.0
2013-04-26,850.0
2013-04-29,861.0
2013-04-30,850.0
2013-05-02,850.0
2013-05-03,850.0
2013-05-06,850.1
2013-05-10,860.0
2013-05-13,850.05
2013-05-14,850.0
2013-05-15,850.0
2013-05-16,850.0
2013-05-17,850.0
2013-05-20,898.0
2013-05-21,870.0
2013-05-22,865.05
2013-05-23,874.0
2013-05-24,850.05
2013-05-27,852.0
2013-05-28,850.0
2013-05-29,860.0
2013-05-30,851.0
2013-05-31,850.0
2013-06-03,850.0
2013-06-04,850.0
2013-06-05,850.0
2013-06-06,850.0
2013-06-07,850.0
2013-06-11,850.0
2013-06-12,850.0
2013-06-13,825.0
2013-06-17,825.0
2013-06-18,826.0
2013-06-19,826.0
2013-06-20,826.0
2013-06-24,826.0
2013-06-25,825.0
2013-06-26,824.5
2013-06-27,825.0
2013-06-28,825.0
2013-07-01,825.0
2013-07-03,825.0
2013-07-04,825.0
2013-07-05,825.0
2013-07-08,825.0
2013-07-09,825.0
2013-07-12,830.0
2013-07-15,826.0
2013-07-16,825.0
