Date,IDFC
2013-01-01,173.65
2013-01-02,178.9
2013-01-03,180.95
2013-01-04,183.5
2013-01-07,183.9
2013-01-08,180.4
2013-01-09,177.9
2013-01-10,179.65
2013-01-11,174.0
2013-01-14,176.1
2013-01-15,176.15
2013-01-16,171.8
2013-01-17,173.35
2013-01-18,176.05
2013-01-21,177.85
2013-01-22,176.4
2013-01-23,171.75
2013-01-24,166.35
2013-01-25,169.65
2013-01-28,171.45
2013-01-29,171.3
2013-01-30,168.35
2013-01-31,169.7
2013-02-01,167.85
2013-02-04,158.75
2013-02-05,157.95
2013-02-06,159.8
2013-02-07,162.35
2013-02-08,161.85
2013-02-11,157.9
2013-02-12,155.25
2013-02-13,157.65
2013-02-14,154.7
2013-02-15,158.05
2013-02-18,160.6
2013-02-19,163.4
2013-02-20,160.05
2013-02-21,155.2
2013-02-22,155.95
2013-02-25,157.1
2013-02-26,152.5
2013-02-27,156.85
2013-02-28,149.3
2013-03-01,146.0
2013-03-04,144.2
2013-03-05,147.45
2013-03-06,154.1
2013-03-07,153.9
2013-03-08,160.25
2013-03-11,157.8
2013-03-12,156.55
2013-03-13,154.45
2013-03-14,156.25
2013-03-15,157.45
2013-03-18,152.0
2013-03-19,147.5
2013-03-20,141.4
2013-03-21,136.55
2013-03-22,143.15
2013-03-25,139.6
2013-03-26,139.85
2013-03-28,143.6
2013-04-01,142.3
2013-04-02,147.0
2013-04-03,143.7
2013-04-04,143.85
2013-04-05,140.95
2013-04-08,140.85
2013-04-09,141.8
2013-04-10,145.2
2013-04-11,142.9
2013-04-12,144.4
2013-04-15,146.6
2013-04-16,154.1
2013-04-17,153.9
2013-04-18,161.25
2013-04-22,159.15
2013-04-23,156.4
2013-04-25,158.8
2013-04-26,155.45
2013-04-29,156.85
2013-04-30,152.95
2013-05-02,156.75
2013-05-03,151.3
2013-05-06,150.25
2013-05-07,154.2
2013-05-08,155.0
2013-05-09,154.2
2013-05-10,153.6
2013-05-11,153.95
2013-05-13,149.85
2013-05-14,151.25
2013-05-15,158.05
2013-05-16,163.35
2013-05-17,163.85
2013-05-20,161.1
2013-05-21,159.85
2013-05-22,158.9
2013-05-23,154.25
2013-05-24,155.25
2013-05-27,157.05
2013-05-28,157.8
2013-05-29,155.45
2013-05-30,153.05
2013-05-31,144.7
2013-06-03,146.15
2013-06-04,147.3
2013-06-05,147.0
2013-06-06,148.45
2013-06-07,147.4
2013-06-10,144.45
2013-06-11,139.75
2013-06-12,142.6
2013-06-13,138.75
2013-06-14,143.25
2013-06-17,144.7
2013-06-18,142.8
2013-06-19,144.15
2013-06-20,136.4
2013-06-21,136.35
2013-06-24,134.3
2013-06-25,132.7
2013-06-26,128.45
2013-06-27,125.95
2013-06-28,128.15
2013-07-01,129.55
2013-07-02,132.05
2013-07-03,124.15
2013-07-04,124.1
2013-07-05,129.8
2013-07-08,126.3
2013-07-09,127.65
2013-07-10,128.15
2013-07-11,130.5
2013-07-12,134.85
2013-07-15,137.85
2013-07-16,127.9
2013-07-17,127.65
2013-07-18,127.9
2013-07-19,125.95
2013-07-22,124.7
2013-07-23,128.6
2013-07-24,117.55
2013-07-25,116.6
2013-07-26,115.8
2013-07-29,110.6
2013-07-30,112.15
2013-07-31,109.5
2013-08-01,105.25
2013-08-02,103.55
2013-08-05,105.8
2013-08-06,102.95
2013-08-07,106.35
2013-08-08,107.1
2013-08-12,108.25
2013-08-13,112.4
2013-08-14,112.0
2013-08-16,106.75
2013-08-19,101.05
2013-08-20,103.25
2013-08-21,100.45
2013-08-22,101.5
2013-08-23,103.75
2013-08-26,94.75
2013-08-27,79.1
2013-08-28,79.85
2013-08-29,82.25
2013-08-30,80.5
2013-09-02,83.5
2013-09-03,79.3
2013-09-04,79.95
2013-09-05,85.1
2013-09-06,87.45
2013-09-10,89.15
2013-09-11,92.25
2013-09-12,94.85
2013-09-13,95.1
2013-09-16,94.35
2013-09-17,92.55
2013-09-18,95.1
2013-09-19,102.55
2013-09-20,99.05
2013-09-23,93.3
2013-09-24,92.0
2013-09-25,90.05
2013-09-26,90.9
2013-09-27,88.85
2013-09-30,88.05
2013-10-01,90.85
2013-10-03,94.5
2013-10-04,93.35
2013-10-07,95.7
2013-10-08,93.85
2013-10-09,96.8
2013-10-10,97.7
2013-10-11,97.85
2013-10-14,96.45
2013-10-15,93.15
2013-10-17,93.05
2013-10-18,96.4
2013-10-21,101.4
2013-10-22,102.3
2013-10-23,102.5
2013-10-24,104.95
2013-10-25,102.65
2013-10-28,100.1
2013-10-29,102.85
2013-10-30,102.65
2013-10-31,105.75
2013-11-01,112.95
2013-11-03,113.75
2013-11-05,112.25
2013-11-06,110.4
2013-11-07,107.35
2013-11-08,106.05
2013-11-11,103.0
2013-11-12,102.3
2013-11-13,101.35
2013-11-14,104.3
2013-11-18,107.05
2013-11-19,106.5
2013-11-20,106.2
2013-11-21,103.2
2013-11-22,101.45
2013-11-25,103.35
2013-11-26,101.6
2013-11-27,100.75
2013-11-28,102.15
2013-11-29,103.95
2013-12-02,106.8
2013-12-03,107.85
2013-12-04,105.4
2013-12-05,112.8
2013-12-06,112.65
2013-12-09,115.0
2013-12-10,111.65
2013-12-11,109.5
2013-12-12,107.25
2013-12-13,103.35
2013-12-16,104.3
2013-12-17,104.35
2013-12-18,106.2
2013-12-19,103.9
2013-12-20,104.85
2013-12-23,106.25
2013-12-24,106.5
2013-12-26,106.3
2013-12-27,106.05
2013-12-30,104.9
2013-12-31,109.6
