Date,ALKYLAMINE
2013-01-01,147.4
2013-01-02,156.9
2013-01-03,153.2
2013-01-04,155.0
2013-01-07,152.05
2013-01-08,153.55
2013-01-09,154.5
2013-01-10,159.95
2013-01-11,161.3
2013-01-14,193.55
2013-01-15,197.15
2013-01-16,193.35
2013-01-17,184.7
2013-01-18,188.85
2013-01-21,188.15
2013-01-22,183.35
2013-01-23,177.95
2013-01-24,178.0
2013-01-25,177.55
2013-01-28,181.6
2013-01-29,178.15
2013-01-30,173.5
2013-01-31,174.15
2013-02-01,173.0
2013-02-04,165.85
2013-02-05,169.25
2013-02-06,170.0
2013-02-07,167.05
2013-02-08,167.85
2013-02-11,163.1
2013-02-12,162.0
2013-02-13,165.4
2013-02-14,160.2
2013-02-15,158.4
2013-02-18,145.7
2013-02-19,143.85
2013-02-20,146.0
2013-02-21,148.8
2013-02-22,149.35
2013-02-25,144.5
2013-02-26,142.0
2013-02-27,147.15
2013-02-28,145.0
2013-03-01,153.3
2013-03-04,150.15
2013-03-06,155.0
2013-03-07,155.0
2013-03-08,152.8
2013-03-11,160.1
2013-03-12,160.05
2013-03-13,159.0
2013-03-14,152.25
2013-03-15,157.7
2013-03-18,159.95
2013-03-19,155.95
2013-03-20,159.9
2013-03-21,157.6
2013-03-22,159.45
2013-03-25,154.95
2013-03-26,151.9
2013-03-28,152.0
2013-04-01,150.0
2013-04-02,148.4
2013-04-03,146.35
2013-04-04,148.95
2013-04-05,150.0
2013-04-08,146.55
2013-04-09,146.2
2013-04-10,144.05
2013-04-11,150.0
2013-04-12,146.45
2013-04-15,147.75
2013-04-16,147.0
2013-04-18,151.0
2013-04-22,150.0
2013-04-29,150.0
2013-04-30,155.0
2013-05-02,147.8
2013-05-03,146.35
2013-05-06,151.3
2013-05-07,152.55
2013-05-08,149.45
2013-05-09,146.15
2013-05-10,143.65
2013-05-11,150.0
2013-05-13,146.05
2013-05-14,147.0
2013-05-15,150.2
2013-05-16,145.2
2013-05-20,143.6
2013-05-21,145.0
2013-05-22,148.0
2013-05-23,144.75
2013-05-24,149.95
2013-05-27,143.9
2013-05-28,139.4
2013-05-29,139.1
2013-05-30,140.05
2013-05-31,141.0
2013-06-04,141.0
2013-06-06,143.9
