Date,BFINVEST
2013-01-01,43.2
2013-01-02,44.75
2013-01-03,45.8
2013-01-04,45.6
2013-01-07,48.05
2013-01-08,47.95
2013-01-09,47.5
2013-01-10,45.8
2013-01-11,45.7
2013-01-14,46.15
2013-01-15,46.15
2013-01-16,44.2
2013-01-17,44.55
2013-01-18,44.2
2013-01-21,43.55
2013-01-22,43.6
2013-01-23,42.95
2013-01-24,42.7
2013-01-25,41.9
2013-01-28,43.0
2013-01-29,42.9
2013-01-30,42.0
2013-01-31,42.95
2013-02-01,42.5
2013-02-04,43.75
2013-02-05,42.2
2013-02-06,42.0
2013-02-07,40.35
2013-02-08,39.75
2013-02-11,40.5
2013-02-12,41.65
2013-02-13,42.1
2013-02-14,41.85
2013-02-15,43.2
2013-02-18,43.85
2013-02-19,44.45
2013-02-20,45.6
2013-02-21,45.25
2013-02-22,45.0
2013-02-25,45.0
2013-02-26,44.5
2013-02-27,43.05
2013-02-28,42.05
2013-03-01,42.1
2013-03-04,43.05
2013-03-05,42.9
2013-03-06,44.55
2013-03-07,44.35
2013-03-08,47.2
2013-03-11,47.55
2013-03-12,44.55
2013-03-13,46.0
2013-03-14,45.65
2013-03-15,49.65
2013-03-18,48.8
2013-03-19,50.65
2013-03-20,49.7
2013-03-21,46.15
2013-03-22,48.95
2013-03-25,45.15
2013-03-26,43.0
2013-03-28,42.3
2013-04-01,44.9
2013-04-02,46.0
2013-04-03,45.35
2013-04-04,43.4
2013-04-05,43.1
2013-04-08,42.5
2013-04-09,43.0
2013-04-10,42.6
2013-04-11,43.5
2013-04-12,44.3
2013-04-15,43.55
2013-04-16,43.7
2013-04-17,44.4
2013-04-18,45.7
2013-04-22,44.0
2013-04-23,43.0
2013-04-25,45.1
2013-04-26,43.65
2013-04-29,44.0
2013-04-30,44.75
2013-05-02,44.5
2013-05-03,43.5
2013-05-06,42.6
2013-05-07,42.7
2013-05-08,45.55
2013-05-09,45.15
2013-05-10,48.05
2013-05-11,47.0
2013-05-13,45.7
2013-05-14,45.05
2013-05-15,44.5
2013-05-16,44.15
2013-05-17,43.95
2013-05-20,43.3
2013-05-21,43.2
2013-05-22,41.95
2013-05-23,41.0
2013-05-24,41.0
2013-05-27,40.95
2013-05-28,40.25
2013-05-29,40.05
2013-05-30,41.65
2013-05-31,40.8
2013-06-03,42.75
2013-06-04,43.1
2013-06-05,42.05
2013-06-06,42.9
2013-06-07,42.55
2013-06-10,42.95
2013-06-11,42.5
2013-06-12,41.35
2013-06-13,41.0
2013-06-14,40.55
2013-06-17,40.5
2013-06-18,41.65
2013-06-19,41.6
2013-06-20,41.25
2013-06-21,41.35
2013-06-24,39.85
2013-06-25,42.35
2013-06-26,40.1
2013-06-27,41.3
2013-06-28,42.0
2013-07-01,41.55
2013-07-02,41.9
2013-07-03,41.45
2013-07-04,41.25
2013-07-05,42.05
2013-07-08,41.0
2013-07-09,41.0
2013-07-10,41.6
2013-07-12,42.6
2013-07-15,43.1
2013-07-16,42.0
2013-07-18,43.0
2013-07-19,40.05
2013-07-22,40.9
2013-07-23,39.1
2013-07-24,37.5
2013-07-25,35.5
2013-07-26,37.0
2013-07-29,38.05
2013-07-30,42.0
2013-07-31,39.3
2013-08-01,39.8
2013-08-02,39.75
2013-08-05,37.4
2013-08-06,38.45
2013-08-07,36.0
2013-08-08,37.0
2013-08-12,37.95
2013-08-14,36.05
2013-08-19,33.3
2013-08-22,30.0
2013-08-26,32.0
2013-08-29,30.05
2013-08-30,30.55
2013-09-03,30.0
2013-09-05,30.5
2013-09-06,29.1
2013-09-10,29.0
2013-09-11,30.15
2013-09-12,31.75
2013-09-13,29.2
2013-09-16,32.5
2013-09-17,30.5
2013-09-18,30.25
2013-09-19,31.05
2013-09-20,30.6
2013-09-23,29.5
2013-09-25,30.0
2013-09-26,35.8
2013-09-27,30.05
2013-09-30,30.6
2013-10-01,33.0
2013-10-03,32.9
2013-10-04,32.0
2013-10-08,32.0
2013-10-09,32.25
2013-10-11,32.0
2013-10-14,36.0
2013-10-15,35.35
2013-10-17,35.95
2013-10-18,34.2
2013-10-21,34.95
2013-10-22,36.0
2013-10-23,35.25
2013-10-24,35.1
2013-10-25,35.5
2013-10-28,41.1
2013-10-29,41.95
2013-10-30,42.0
2013-10-31,40.05
2013-11-01,40.0
2013-11-03,45.0
2013-11-05,43.0
2013-11-06,39.9
2013-11-07,37.9
2013-11-08,37.0
2013-11-11,38.0
2013-11-12,35.25
2013-11-13,36.25
2013-11-14,39.0
2013-11-18,37.5
2013-11-19,38.25
2013-11-20,38.05
2013-11-21,37.65
2013-11-22,37.9
2013-11-25,39.0
2013-11-26,38.8
2013-11-27,38.95
2013-11-28,37.5
2013-11-29,39.5
2013-12-03,37.35
2013-12-05,37.15
2013-12-06,37.05
2013-12-09,38.7
2013-12-10,39.0
2013-12-11,39.0
2013-12-12,39.7
2013-12-13,40.0
2013-12-16,41.0
2013-12-17,42.0
2013-12-18,42.0
2013-12-19,41.0
2013-12-20,41.5
2013-12-23,44.95
2013-12-24,46.0
2013-12-26,43.5
2013-12-27,45.7
2013-12-30,44.55
2013-12-31,45.8
2014-01-01,44.0
2014-01-02,45.0
2014-01-03,44.1
2014-01-06,44.5
2014-01-07,47.6
2014-01-08,51.0
2014-01-09,53.4
2014-01-10,54.65
2014-01-13,48.65
2014-01-14,48.05
2014-01-15,47.75
2014-01-16,47.55
2014-01-17,45.75
2014-01-20,43.95
2014-01-21,43.0
2014-01-22,43.15
2014-01-23,43.3
2014-01-24,42.25
2014-01-27,41.0
2014-01-28,40.7
2014-01-29,39.9
2014-01-30,40.85
2014-01-31,41.0
2014-02-03,41.5
2014-02-04,40.65
2014-02-05,42.15
2014-02-06,41.5
2014-02-07,40.7
2014-02-10,40.6
2014-02-11,40.3
2014-02-12,39.5
2014-02-13,37.9
2014-02-14,38.7
2014-02-17,40.0
2014-02-18,38.7
2014-02-19,39.3
2014-02-20,41.2
2014-02-21,41.4
2014-02-24,41.75
2014-02-25,40.65
2014-02-26,40.35
2014-02-28,40.75
2014-03-03,39.55
2014-03-04,39.9
2014-03-05,40.25
2014-03-06,41.35
2014-03-07,46.25
2014-03-10,43.65
2014-03-11,44.05
2014-03-12,43.3
2014-03-13,41.6
2014-03-14,42.25
2014-03-18,40.8
2014-03-19,41.55
2014-03-20,41.95
2014-03-21,41.6
2014-03-22,45.7
2014-03-24,43.7
2014-03-25,45.45
2014-03-26,45.3
2014-03-27,54.35
2014-03-28,61.35
2014-03-31,66.95
2014-04-01,65.4
2014-04-02,64.1
2014-04-03,61.75
2014-04-04,61.85
2014-04-07,60.75
2014-04-09,63.8
2014-04-10,61.85
2014-04-11,62.15
2014-04-15,61.0
2014-04-16,59.5
2014-04-17,61.65
2014-04-21,61.2
2014-04-22,62.0
2014-04-23,61.25
2014-04-25,59.45
2014-04-28,59.2
2014-04-29,59.25
2014-04-30,55.8
2014-05-02,55.35
2014-05-05,54.75
2014-05-06,53.1
2014-05-07,52.15
2014-05-08,53.6
2014-05-09,52.65
2014-05-12,51.5
2014-05-13,52.3
2014-05-14,51.85
2014-05-15,51.35
2014-05-16,51.8
2014-05-19,58.4
2014-05-20,62.7
2014-05-21,66.7
2014-05-22,67.45
2014-05-23,66.15
2014-05-26,63.6
2014-05-27,61.75
2014-05-28,70.4
2014-05-29,67.8
2014-05-30,67.1
2014-06-02,76.5
2014-06-03,76.25
2014-06-04,82.45
2014-06-05,83.85
2014-06-06,81.7
2014-06-09,80.1
2014-06-10,89.75
2014-06-11,91.45
2014-06-12,87.05
2014-06-13,80.7
2014-06-16,79.75
2014-06-17,81.8
2014-06-18,84.2
2014-06-19,81.9
2014-06-20,81.95
2014-06-23,80.9
2014-06-24,82.95
2014-06-25,84.2
2014-06-26,83.2
2014-06-27,83.65
2014-06-30,85.65
2014-07-01,87.95
2014-07-02,90.75
2014-07-03,89.75
2014-07-04,88.15
2014-07-07,86.45
2014-07-08,78.45
2014-07-09,75.55
2014-07-10,77.75
2014-07-11,74.05
2014-07-14,75.65
2014-07-15,90.75
2014-07-16,91.7
2014-07-17,93.35
2014-07-18,91.35
2014-07-21,94.45
2014-07-22,91.45
2014-07-23,88.95
2014-07-24,86.25
2014-07-25,80.75
2014-07-28,80.45
2014-07-30,81.6
2014-07-31,82.55
2014-08-01,81.6
2014-08-04,89.5
2014-08-05,87.6
2014-08-06,88.6
2014-08-07,88.05
2014-08-08,82.25
2014-08-11,86.45
2014-08-12,86.65
2014-08-13,82.3
2014-08-14,81.9
2014-08-18,82.65
2014-08-19,83.6
2014-08-20,84.25
2014-08-21,84.15
2014-08-22,87.65
2014-08-25,86.4
2014-08-26,85.05
2014-08-27,86.65
2014-08-28,93.8
2014-09-01,112.55
2014-09-02,106.35
2014-09-03,105.8
2014-09-04,111.65
2014-09-05,113.2
2014-09-08,116.6
2014-09-09,113.85
2014-09-10,111.35
2014-09-11,112.55
2014-09-12,112.55
2014-09-15,110.55
2014-09-16,102.45
2014-09-17,104.4
2014-09-18,107.65
2014-09-19,103.55
2014-09-22,103.8
2014-09-23,101.0
2014-09-24,99.3
2014-09-25,99.1
2014-09-26,99.4
2014-09-29,99.9
2014-09-30,100.65
2014-10-01,101.0
2014-10-07,99.95
2014-10-08,102.2
2014-10-09,105.55
2014-10-10,102.1
2014-10-13,109.6
2014-10-14,112.05
2014-10-16,103.15
2014-10-17,103.65
2014-10-20,107.0
2014-10-21,106.75
2014-10-22,104.75
2014-10-23,105.8
2014-10-27,105.45
2014-10-28,104.1
2014-10-29,106.5
2014-10-30,106.7
2014-10-31,111.4
2014-11-03,116.0
2014-11-05,116.05
2014-11-07,119.7
2014-11-10,123.7
2014-11-11,123.75
2014-11-12,121.45
2014-11-13,116.55
2014-11-14,114.5
2014-11-17,117.05
2014-11-18,117.6
2014-11-19,115.6
2014-11-20,115.85
2014-11-21,112.95
2014-11-24,116.15
2014-11-25,112.8
2014-11-26,111.8
2014-11-27,111.8
2014-11-28,109.5
2014-12-01,109.45
2014-12-02,108.1
2014-12-03,112.75
2014-12-04,115.65
2014-12-05,116.65
2014-12-08,112.85
2014-12-09,110.35
2014-12-10,111.1
2014-12-11,108.6
2014-12-12,108.3
2014-12-15,106.7
2014-12-16,101.2
2014-12-17,102.5
2014-12-18,101.55
2014-12-19,101.45
2014-12-22,121.7
2014-12-23,120.45
2014-12-24,118.75
2014-12-26,118.95
2014-12-29,115.35
2014-12-30,112.95
2014-12-31,112.1
2015-01-01,116.25
2015-01-02,114.35
2015-01-05,114.0
2015-01-06,108.85
2015-01-07,108.05
2015-01-08,110.85
2015-01-09,109.5
2015-01-12,112.4
2015-01-13,113.35
2015-01-14,109.75
2015-01-15,108.55
2015-01-16,109.85
2015-01-19,109.45
2015-01-20,109.4
2015-01-21,107.55
2015-01-22,106.7
2015-01-23,107.05
2015-01-27,106.35
2015-01-28,105.35
2015-01-29,105.85
2015-01-30,107.7
2015-02-02,108.8
2015-02-03,103.85
2015-02-04,102.3
2015-02-05,102.1
2015-02-06,100.95
2015-02-09,101.05
2015-02-10,101.0
2015-02-11,102.7
2015-02-12,110.2
2015-02-13,106.75
2015-02-16,104.45
2015-02-18,103.45
2015-02-19,124.1
2015-02-20,141.15
2015-02-23,132.95
2015-02-24,156.25
2015-02-25,171.85
2015-02-26,173.75
2015-02-27,179.55
2015-02-28,173.45
2015-03-02,172.8
2015-03-03,174.0
2015-03-04,175.7
2015-03-05,173.3
2015-03-09,181.05
2015-03-10,188.45
2015-03-11,184.4
2015-03-12,184.35
2015-03-13,184.4
2015-03-16,184.55
2015-03-17,184.2
2015-03-18,178.05
2015-03-19,176.65
2015-03-20,171.45
2015-03-23,165.5
2015-03-24,162.0
2015-03-25,160.25
2015-03-26,148.8
2015-03-27,139.8
2015-03-30,153.75
2015-03-31,168.3
2015-04-01,172.7
2015-04-06,189.95
2015-04-07,185.05
2015-04-08,188.3
2015-04-09,187.4
2015-04-10,196.75
2015-04-13,197.75
2015-04-15,195.45
2015-04-16,195.15
2015-04-17,190.5
2015-04-20,184.4
2015-04-21,181.55
2015-04-22,181.85
2015-04-23,174.95
2015-04-24,166.25
2015-04-27,157.95
2015-04-28,164.6
2015-04-29,161.55
2015-04-30,161.0
2015-05-04,172.2
2015-05-05,171.4
2015-05-06,163.2
2015-05-07,152.45
2015-05-08,160.3
2015-05-11,164.4
2015-05-12,156.6
2015-05-13,163.85
2015-05-14,164.65
2015-05-15,162.95
2015-05-18,162.7
2015-05-19,161.4
2015-05-20,162.35
2015-05-21,161.05
2015-05-22,163.3
2015-05-25,161.95
2015-05-26,159.3
2015-05-27,156.6
2015-05-28,156.65
2015-05-29,158.95
2015-06-01,156.5
2015-06-02,151.75
2015-06-03,145.65
2015-06-04,150.0
2015-06-05,167.4
2015-06-08,155.15
2015-06-09,154.1
2015-06-10,154.9
2015-06-11,148.25
2015-06-12,147.15
2015-06-15,149.0
2015-06-16,150.7
2015-06-17,152.05
2015-06-18,150.95
2015-06-19,153.1
2015-06-22,155.0
2015-06-23,151.9
2015-06-24,150.6
2015-06-25,148.75
2015-06-26,152.35
2015-06-29,143.45
2015-06-30,141.35
2015-07-01,146.15
2015-07-02,146.45
2015-07-03,145.3
2015-07-06,142.8
2015-07-07,145.55
2015-07-08,139.95
2015-07-09,152.1
2015-07-10,147.8
2015-07-13,149.75
2015-07-14,153.65
2015-07-15,153.55
2015-07-16,156.25
2015-07-17,153.45
2015-07-20,153.1
2015-07-21,151.3
2015-07-22,155.0
2015-07-23,151.0
2015-07-24,151.1
2015-07-27,146.55
2015-07-28,145.15
2015-07-29,150.1
2015-07-30,152.85
2015-07-31,151.45
2015-08-03,157.3
2015-08-04,155.4
2015-08-05,159.65
2015-08-06,174.25
2015-08-07,174.75
2015-08-10,174.35
2015-08-11,159.8
2015-08-12,154.75
2015-08-13,152.6
2015-08-14,154.8
2015-08-17,155.75
2015-08-18,159.05
2015-08-19,166.5
2015-08-20,156.4
2015-08-21,155.1
2015-08-24,134.75
2015-08-25,127.4
2015-08-26,128.5
2015-08-27,130.8
2015-08-28,129.5
2015-08-31,127.4
2015-09-01,124.35
2015-09-02,120.8
2015-09-03,134.4
2015-09-04,125.7
2015-09-07,127.75
2015-09-08,132.05
2015-09-09,137.45
2015-09-10,139.15
2015-09-11,150.7
2015-09-14,141.15
2015-09-15,140.1
2015-09-16,136.4
2015-09-18,132.0
2015-09-21,127.25
2015-09-22,128.75
2015-09-23,129.8
2015-09-24,128.9
2015-09-28,127.45
2015-09-29,124.35
2015-09-30,124.7
2015-10-01,126.6
2015-10-05,129.15
2015-10-06,126.6
2015-10-07,127.9
2015-10-08,130.95
2015-10-09,132.3
2015-10-12,131.25
2015-10-13,130.6
2015-10-14,130.4
2015-10-15,129.25
2015-10-16,127.95
2015-10-19,129.85
2015-10-20,129.1
2015-10-21,128.65
2015-10-23,129.2
2015-10-26,127.5
2015-10-27,152.85
2015-10-28,151.6
2015-10-29,149.75
2015-10-30,142.3
2015-11-02,141.35
2015-11-03,142.75
2015-11-04,140.75
2015-11-05,135.9
2015-11-06,132.95
2015-11-09,133.65
2015-11-10,135.9
2015-11-11,137.55
2015-11-13,132.5
2015-11-16,133.65
2015-11-17,134.45
2015-11-18,131.3
2015-11-19,132.1
2015-11-20,131.3
2015-11-23,132.05
2015-11-24,131.5
2015-11-26,132.55
2015-11-27,131.35
2015-11-30,137.55
2015-12-01,136.05
2015-12-02,134.65
2015-12-03,143.7
2015-12-04,140.45
2015-12-07,136.6
2015-12-08,132.55
2015-12-09,128.1
2015-12-10,130.6
2015-12-11,133.35
2015-12-14,132.45
2015-12-15,133.25
2015-12-16,132.65
2015-12-17,137.2
2015-12-18,140.95
2015-12-21,138.95
2015-12-22,141.05
2015-12-23,140.9
2015-12-24,146.8
2015-12-28,148.75
2015-12-29,148.65
2015-12-30,145.1
2015-12-31,146.5
2016-01-01,155.1
2016-01-04,147.25
2016-01-05,146.55
2016-01-06,146.1
2016-01-07,139.7
2016-01-08,141.9
2016-01-11,141.15
2016-01-12,139.8
2016-01-13,136.4
2016-01-14,134.1
2016-01-15,126.65
2016-01-18,114.7
2016-01-19,117.75
2016-01-20,113.3
2016-01-21,113.8
2016-01-22,119.0
2016-01-25,121.1
2016-01-27,120.35
2016-01-28,122.1
2016-01-29,124.0
2016-02-01,123.4
2016-02-02,120.65
2016-02-03,115.8
2016-02-04,114.95
2016-02-05,115.3
2016-02-08,115.55
2016-02-09,110.1
2016-02-10,107.35
2016-02-11,99.8
2016-02-12,87.25
2016-02-15,96.7
2016-02-16,95.65
2016-02-17,92.9
2016-02-18,95.15
2016-02-19,92.3
2016-02-22,110.75
2016-02-23,128.4
2016-02-24,122.55
2016-02-25,120.95
2016-02-26,126.05
2016-02-29,117.5
2016-03-01,123.05
2016-03-02,123.0
2016-03-03,127.2
2016-03-04,125.35
2016-03-08,125.8
2016-03-09,131.2
2016-03-10,130.55
2016-03-11,128.6
2016-03-14,132.75
2016-03-15,133.2
2016-03-16,131.95
2016-03-17,132.05
2016-03-18,130.75
2016-03-21,131.35
2016-03-22,129.6
2016-03-23,126.9
2016-03-28,122.45
2016-03-29,115.7
2016-03-30,122.95
2016-03-31,121.0
2016-04-01,121.95
2016-04-04,122.2
2016-04-05,119.05
2016-04-06,120.6
2016-04-07,118.4
2016-04-08,121.35
2016-04-11,120.85
2016-04-12,122.65
2016-04-13,123.15
2016-04-18,122.7
2016-04-20,123.5
2016-04-21,121.75
2016-04-22,120.9
2016-04-25,119.45
2016-04-26,120.45
2016-04-27,122.9
2016-04-28,119.8
2016-04-29,119.85
2016-05-02,119.8
2016-05-03,119.15
2016-05-04,116.7
2016-05-05,117.65
2016-05-06,117.25
2016-05-09,118.0
2016-05-10,118.45
2016-05-11,117.5
2016-05-12,118.65
2016-05-13,119.2
2016-05-16,116.55
2016-05-17,118.45
2016-05-18,118.65
2016-05-19,117.0
2016-05-20,114.2
2016-05-23,111.65
2016-05-24,110.65
2016-05-25,112.45
2016-05-26,112.7
2016-05-27,113.25
2016-05-30,113.85
2016-05-31,112.95
2016-06-01,115.35
2016-06-02,113.95
2016-06-03,111.35
2016-06-06,109.9
2016-06-07,111.3
2016-06-08,113.8
2016-06-09,112.5
2016-06-10,112.8
2016-06-13,112.2
2016-06-14,111.6
2016-06-15,113.4
2016-06-16,111.2
2016-06-17,117.05
2016-06-20,118.3
2016-06-21,117.85
2016-06-22,116.55
2016-06-23,115.35
2016-06-24,110.05
2016-06-27,109.95
2016-06-28,112.4
2016-06-29,113.2
2016-06-30,113.05
2016-07-01,119.9
2016-07-04,117.15
2016-07-05,117.75
2016-07-07,116.75
2016-07-08,123.45
2016-07-11,122.85
2016-07-12,119.1
2016-07-13,117.3
2016-07-14,117.85
2016-07-15,116.1
2016-07-18,115.35
2016-07-19,115.35
2016-07-20,115.6
2016-07-21,114.5
2016-07-22,114.8
2016-07-25,117.75
2016-07-26,118.3
2016-07-27,120.5
2016-07-28,120.85
2016-07-29,119.55
2016-08-01,118.15
2016-08-02,118.05
2016-08-03,118.95
2016-08-04,123.5
2016-08-05,136.3
2016-08-08,143.6
2016-08-09,142.3
2016-08-10,134.45
2016-08-11,127.65
2016-08-12,125.1
2016-08-16,124.5
2016-08-17,148.8
2016-08-18,144.55
2016-08-19,165.2
2016-08-22,170.65
2016-08-23,158.8
2016-08-24,176.5
2016-08-25,176.2
2016-08-26,168.3
2016-08-29,168.9
2016-08-30,164.3
2016-08-31,166.9
2016-09-01,163.1
2016-09-02,164.05
2016-09-06,160.05
2016-09-07,168.8
2016-09-08,169.9
2016-09-09,165.95
2016-09-12,157.65
2016-09-14,162.05
2016-09-15,167.75
2016-09-16,167.25
2016-09-19,178.85
2016-09-20,170.5
2016-09-21,170.0
2016-09-22,175.25
2016-09-23,174.15
2016-09-26,172.2
2016-09-27,172.35
2016-09-28,172.3
2016-09-29,155.6
2016-09-30,163.15
2016-10-03,176.85
2016-10-04,181.8
2016-10-05,177.2
2016-10-06,171.45
2016-10-07,169.6
2016-10-10,169.7
