Date,GULFPETRO
2013-01-01,27.1
2013-01-02,27.0
2013-01-03,27.6
2013-01-04,27.4
2013-01-07,27.8
2013-01-08,27.05
2013-01-09,27.15
2013-01-10,27.4
2013-01-11,27.2
2013-01-14,27.35
2013-01-15,27.35
2013-01-16,27.2
2013-01-17,26.85
2013-01-18,27.35
2013-01-21,27.15
2013-01-22,26.85
2013-01-23,26.55
2013-01-24,26.15
2013-01-25,26.15
2013-01-28,26.0
2013-01-29,26.45
2013-01-30,26.05
2013-01-31,24.2
2013-02-01,23.5
2013-02-04,24.55
2013-02-05,25.35
2013-02-06,24.85
2013-02-07,24.9
2013-02-08,24.15
2013-02-11,23.85
2013-02-12,22.65
2013-02-13,23.0
2013-02-14,23.0
2013-02-15,21.5
2013-02-18,19.9
2013-02-19,21.65
2013-02-20,21.0
2013-02-21,21.8
2013-02-22,21.35
2013-02-25,21.85
2013-02-26,20.75
2013-02-27,19.6
2013-02-28,19.5
2013-03-01,18.4
2013-03-04,19.75
2013-03-05,19.45
2013-03-06,19.5
2013-03-07,19.4
2013-03-08,19.75
2013-03-11,20.0
2013-03-12,20.1
2013-03-13,19.6
2013-03-14,18.85
2013-03-15,19.55
2013-03-18,20.15
2013-03-19,18.8
2013-03-20,18.25
2013-03-21,17.5
2013-03-22,16.95
2013-03-25,15.65
2013-03-26,15.3
2013-03-28,15.5
2013-04-01,15.65
2013-04-02,17.55
2013-04-03,18.05
2013-04-04,17.05
2013-04-05,16.05
2013-04-08,16.5
2013-04-09,16.05
2013-04-10,16.85
2013-04-11,16.3
2013-04-12,16.2
2013-04-15,16.1
2013-04-16,16.4
2013-04-17,16.7
2013-04-18,16.25
2013-04-22,17.1
2013-04-23,16.95
2013-04-25,17.95
2013-04-26,16.95
2013-04-29,16.95
2013-04-30,16.9
2013-05-02,16.65
2013-05-03,16.7
2013-05-06,16.55
2013-05-07,16.9
2013-05-08,16.7
2013-05-09,16.5
2013-05-10,16.65
2013-05-11,16.25
2013-05-13,16.75
2013-05-14,16.3
2013-05-15,16.75
2013-05-16,16.6
2013-05-17,16.8
2013-05-20,16.75
2013-05-21,18.35
2013-05-22,20.4
2013-05-23,19.0
2013-05-24,22.8
2013-05-27,23.05
2013-05-28,23.0
2013-05-29,22.8
2013-05-30,22.8
2013-05-31,22.4
2013-06-03,22.9
2013-06-04,23.0
2013-06-05,21.95
2013-06-06,21.7
