Date,KHANDSE
2014-12-03,16.5
2014-12-04,16.5
2014-12-05,16.9
2014-12-23,16.5
2014-12-24,16.9
2014-12-30,16.85
2015-01-01,16.9
2015-01-02,17.0
2015-01-05,17.1
2015-01-06,16.5
2015-01-14,17.05
2015-01-16,17.75
2015-01-22,18.0
2015-01-23,17.5
2015-01-29,18.0
2015-01-30,17.85
2015-02-06,18.1
2015-04-20,18.5
2015-04-22,18.95
2015-06-01,18.05
2015-06-02,17.15
2015-06-09,16.6
2015-06-10,16.65
2015-06-11,16.85
2015-06-16,16.75
2015-06-22,16.85
2015-06-23,16.8
2015-06-24,16.75
2015-06-25,16.25
2015-06-29,16.85
2015-07-01,16.65
2015-07-07,16.65
2015-07-08,17.0
2015-07-09,16.75
2015-07-17,16.95
2015-07-21,16.9
2015-07-22,17.65
2015-07-23,18.1
2015-07-27,18.5
2015-07-29,19.2
2015-07-31,18.25
2015-08-03,18.45
2015-08-04,17.55
2015-08-05,17.75
2015-08-06,17.5
2015-08-07,17.2
2015-08-21,16.95
2015-09-08,17.75
2015-09-14,17.95
2015-09-21,17.55
2015-09-22,18.25
2015-09-23,18.5
2015-10-06,17.6
2015-10-07,17.85
2015-10-09,17.45
2015-10-13,17.35
2015-10-23,18.15
2015-11-03,18.05
2015-11-05,18.8
2015-11-11,19.3
2015-11-13,19.4
2015-11-16,19.75
2015-11-17,19.7
2015-11-18,18.95
2015-11-19,18.75
2015-11-20,18.9
2015-11-23,19.15
2015-11-24,19.0
2015-11-26,19.0
2015-12-09,19.9
2015-12-11,18.95
2015-12-16,18.15
2015-12-17,17.5
2015-12-18,17.0
2015-12-21,17.8
2015-12-22,17.9
2015-12-23,17.75
2015-12-24,18.15
2015-12-29,19.0
2016-01-01,18.05
2016-01-04,17.25
2016-01-05,17.85
2016-01-11,17.5
2016-01-25,16.65
2016-01-29,15.85
2016-02-01,16.5
2016-02-02,16.9
2016-03-02,16.1
2016-03-03,15.3
2016-03-04,15.3
2016-03-11,15.95
2016-03-15,16.7
2016-03-21,17.5
2016-03-23,17.0
2016-03-31,16.15
2016-04-04,16.25
2016-04-11,17.0
2016-04-18,17.3
2016-04-21,18.1
2016-05-06,19.0
2016-05-09,18.95
2016-05-11,19.5
2016-05-12,20.0
2016-05-20,19.0
2016-05-27,18.05
2016-06-06,18.7
2016-06-16,19.45
2016-06-21,18.5
2016-06-22,17.6
2016-06-24,18.25
2016-06-27,17.9
2016-06-28,17.05
2016-06-30,17.75
2016-07-05,16.9
2016-07-07,16.1
2016-07-19,15.3
2016-07-20,15.3
2016-07-21,15.3
2016-07-22,15.5
2016-07-25,16.2
2016-07-26,15.4
2016-07-27,15.5
2016-07-28,16.25
2016-07-29,16.95
2016-08-01,16.15
2016-08-02,15.4
2016-08-04,16.15
2016-08-09,16.9
2016-08-11,16.7
2016-08-12,15.9
2016-08-16,16.5
2016-08-17,17.25
2016-08-19,17.75
2016-08-22,16.9
2016-08-23,17.5
2016-08-24,18.0
2016-08-26,18.75
2016-08-29,19.5
2016-08-30,18.6
2016-08-31,18.5
2016-09-01,19.35
2016-09-02,18.55
2016-09-06,18.8
2016-10-14,18.0
2016-10-18,17.95
2016-10-21,17.55
2016-10-24,17.85
2016-10-25,17.95
2016-10-26,17.95
2016-10-27,18.0
2016-10-28,17.9
2016-10-30,17.95
2016-11-02,18.5
2016-11-03,17.6
2016-11-04,17.0
2016-11-07,16.4
2016-11-09,17.0
2016-11-10,16.15
2016-11-11,15.4
2016-11-17,15.5
2016-11-22,16.25
2016-11-24,17.05
2016-11-25,17.9
2016-11-28,17.95
2016-12-02,17.45
2016-12-05,17.95
2016-12-07,17.85
2016-12-09,18.0
2016-12-14,18.0
2016-12-16,17.85
2016-12-21,18.0
2016-12-30,18.0
2017-01-04,17.95
2017-01-05,17.95
2017-01-06,17.95
2017-01-10,17.4
2017-01-12,18.0
2017-01-13,18.0
2017-01-16,17.95
2017-01-17,17.1
2017-01-18,17.9
2017-01-24,17.9
2017-01-25,17.05
2017-01-27,17.75
2017-01-30,17.85
2017-01-31,17.85
2017-02-01,17.75
2017-02-02,17.25
2017-02-03,17.75
2017-02-13,16.9
2017-02-16,17.35
2017-02-17,17.45
2017-02-20,17.45
2017-02-21,17.85
2017-02-22,17.95
2017-02-23,17.45
2017-02-27,17.45
2017-03-01,17.0
2017-03-02,17.0
2017-03-03,17.5
2017-03-06,17.5
2017-03-09,16.7
2017-03-14,17.5
2017-03-15,16.65
2017-03-16,17.2
2017-03-20,16.35
2017-03-23,15.6
2017-03-27,15.25
2017-03-28,16.0
2017-03-29,15.3
2017-03-30,16.0
2017-03-31,16.8
2017-04-05,17.0
2017-04-10,16.15
2017-04-11,16.5
2017-04-12,16.0
2017-04-13,16.65
2017-04-17,17.2
2017-04-18,17.5
2017-04-19,17.05
2017-04-20,16.25
2017-04-21,16.0
2017-04-25,16.8
2017-04-26,17.0
2017-04-27,17.0
2017-04-28,17.5
2017-05-02,17.15
2017-05-04,17.35
2017-05-05,17.5
2017-05-08,17.3
2017-05-09,16.55
2017-05-10,17.0
2017-05-12,17.45
2017-05-15,16.75
2017-05-16,17.15
2017-05-17,17.0
2017-05-18,16.55
2017-05-22,15.85
2017-05-26,15.65
2017-06-05,15.25
2017-06-06,16.0
2017-06-07,15.25
2017-06-08,15.1
2017-06-09,15.0
2017-06-12,15.0
2017-06-13,15.0
2017-06-14,14.4
2017-06-15,14.55
2017-06-16,15.0
2017-06-20,14.55
2017-06-21,14.5
2017-06-27,14.0
2017-06-30,13.5
2017-07-03,14.15
2017-07-06,14.85
2017-07-07,15.45
2017-07-10,16.2
2017-07-11,15.4
2017-07-12,15.1
2017-07-13,15.0
2017-07-18,15.0
2017-07-20,14.75
2017-07-21,15.4
2017-07-24,14.85
2017-07-25,15.55
2017-07-26,15.0
2017-07-27,15.0
2017-07-28,15.0
2017-07-31,15.75
2017-08-01,15.0
2017-08-02,14.95
2017-08-04,15.65
2017-08-07,16.0
2017-08-08,15.2
2017-08-10,14.75
2017-08-11,14.75
2017-08-14,15.15
2017-08-16,15.5
2017-08-21,15.15
2017-08-22,15.75
2017-08-23,15.0
2017-08-30,15.4
2017-08-31,15.25
2017-09-01,15.0
2017-09-05,15.0
2017-09-06,15.65
2017-09-07,15.7
2017-09-08,15.45
2017-09-11,15.0
2017-09-12,14.95
2017-09-13,15.15
2017-09-14,15.25
2017-09-15,15.15
2017-09-18,14.45
2017-09-19,15.15
2017-09-20,15.75
2017-09-21,16.5
2017-09-22,16.0
2017-09-25,16.8
2017-09-26,16.85
2017-09-27,16.05
2017-09-28,15.25
2017-09-29,14.8
2017-10-03,15.25
2017-10-04,14.5
2017-10-06,14.05
2017-10-09,14.0
2017-10-10,14.45
2017-10-11,14.8
2017-10-12,14.1
2017-10-13,14.75
2017-10-16,14.15
2017-10-17,14.75
2017-10-18,14.8
2017-10-19,15.3
2017-10-23,15.3
2017-10-24,14.8
2017-10-25,15.5
2017-10-26,15.25
2017-10-27,14.6
2017-10-30,15.2
2017-10-31,14.95
2017-11-01,14.7
2017-11-02,14.0
2017-11-03,14.55
2017-11-06,14.1
2017-11-07,14.65
2017-11-08,13.95
2017-11-09,14.0
2017-11-10,13.4
2017-11-13,13.15
2017-11-14,12.7
2017-11-15,13.0
2017-11-16,12.75
2017-11-17,13.0
2017-11-20,13.5
2017-11-21,12.95
2017-11-22,13.0
2017-11-23,13.55
2017-11-24,13.2
2017-11-27,13.75
2017-11-28,13.3
2017-11-29,13.95
2017-11-30,14.6
2017-12-01,15.3
2017-12-04,16.05
2017-12-05,16.85
2017-12-06,17.65
2017-12-07,18.5
2017-12-08,19.4
2017-12-11,20.35
2017-12-12,21.35
2017-12-13,22.4
2017-12-14,23.5
2017-12-15,24.65
2017-12-18,25.85
2017-12-19,27.1
2017-12-20,28.45
