Date,GOLDIAM
2013-01-01,28.2
2013-01-02,28.75
2013-01-03,29.8
2013-01-04,28.7
2013-01-07,28.85
2013-01-08,29.2
2013-01-09,28.85
2013-01-10,28.6
2013-01-11,28.1
2013-01-14,27.85
2013-01-15,27.75
2013-01-16,27.0
2013-01-17,26.9
2013-01-18,26.85
2013-01-21,26.5
2013-01-22,26.95
2013-01-23,27.4
2013-01-24,26.45
2013-01-25,27.1
2013-01-28,27.05
2013-01-29,26.25
2013-01-30,26.3
2013-01-31,26.3
2013-02-01,26.7
2013-02-04,26.5
2013-02-05,24.35
2013-02-06,24.9
2013-02-07,25.1
2013-02-08,25.65
2013-02-11,25.15
2013-02-12,25.5
2013-02-13,25.0
2013-02-14,24.9
2013-02-15,24.5
2013-02-18,25.0
2013-02-19,24.65
2013-02-20,26.25
2013-02-21,25.4
2013-02-22,25.7
2013-02-25,24.1
2013-02-26,23.65
2013-02-27,23.0
2013-02-28,23.1
2013-03-01,23.0
2013-03-04,22.0
2013-03-05,22.05
2013-03-06,22.85
2013-03-07,23.0
2013-03-08,23.05
2013-03-11,23.5
2013-03-12,23.0
2013-03-13,23.25
2013-03-14,22.75
2013-03-15,22.5
2013-03-18,22.5
2013-03-19,22.0
2013-03-20,21.6
2013-03-21,21.2
2013-03-22,20.3
2013-03-25,20.0
2013-03-26,18.85
2013-03-28,20.25
2013-04-01,20.3
2013-04-02,20.6
2013-04-04,20.4
2013-04-05,21.25
2013-04-08,20.4
2013-04-09,20.4
2013-04-10,19.8
2013-04-11,20.0
2013-04-12,20.95
2013-04-15,20.15
2013-04-16,22.7
2013-04-17,23.1
2013-04-18,22.6
2013-04-22,22.1
2013-04-23,22.85
2013-04-25,22.0
2013-04-26,22.1
2013-04-29,23.35
2013-04-30,22.5
2013-05-02,23.5
2013-05-03,22.0
2013-05-06,22.1
2013-05-07,23.55
2013-05-08,23.35
2013-05-09,22.4
2013-05-10,22.8
2013-05-11,22.1
2013-05-13,22.45
2013-05-15,22.6
2013-05-16,22.0
2013-05-17,21.45
2013-05-20,23.7
2013-05-21,22.6
2013-05-22,23.25
2013-05-23,21.9
2013-05-24,21.55
2013-05-27,21.35
2013-05-28,21.05
2013-05-29,21.3
2013-05-30,21.3
2013-05-31,20.6
2013-06-03,20.4
2013-06-04,20.0
2013-06-05,19.3
2013-06-06,19.3
2013-06-07,20.05
2013-06-10,20.0
2013-06-11,20.0
2013-06-12,20.05
2013-06-13,19.6
2013-06-14,19.5
2013-06-18,19.3
2013-06-20,19.4
2013-06-21,19.8
2013-06-24,19.15
2013-06-25,19.45
2013-06-26,19.85
2013-06-27,20.45
2013-06-28,19.9
2013-07-01,19.65
2013-07-02,20.25
2013-07-03,19.7
2013-07-04,20.0
2013-07-05,20.95
2013-07-08,20.25
2013-07-09,21.45
2013-07-10,20.5
2013-07-11,19.95
2013-07-12,20.0
2013-07-15,19.55
2013-07-16,19.95
2013-07-17,19.75
2013-07-18,19.6
2013-07-19,19.85
2013-07-22,21.55
2013-07-23,20.85
2013-07-24,22.0
2013-07-25,20.55
2013-07-26,20.3
2013-07-29,20.75
2013-07-30,21.0
2013-07-31,21.0
2013-08-01,20.9
2013-08-02,20.6
2013-08-05,19.15
2013-08-06,18.05
2013-08-07,18.25
2013-08-08,18.65
2013-08-12,19.6
2013-08-13,20.0
2013-08-14,19.5
2013-08-16,19.35
2013-08-19,19.05
2013-08-20,18.65
2013-08-21,18.65
2013-08-22,18.8
2013-08-23,19.5
2013-08-26,19.25
2013-08-27,19.05
2013-08-28,19.85
2013-08-29,19.05
2013-08-30,18.9
2013-09-02,19.8
2013-09-03,18.75
2013-09-04,18.95
2013-09-05,19.0
2013-09-06,19.5
2013-09-10,19.7
2013-09-11,20.7
2013-09-12,20.4
2013-09-13,20.15
2013-09-16,19.2
2013-09-17,20.5
2013-09-18,20.25
2013-09-19,20.2
2013-09-20,20.0
2013-09-23,19.75
2013-09-24,20.75
2013-09-25,20.9
2013-09-26,21.85
2013-09-27,21.7
2013-09-30,21.6
2013-10-01,21.65
2013-10-03,21.6
2013-10-04,21.0
2013-10-07,24.55
2013-10-08,23.7
2013-10-09,23.85
2013-10-10,23.9
2013-10-11,23.05
2013-10-14,23.05
2013-10-15,22.05
2013-10-17,22.0
2013-10-18,23.15
2013-10-21,23.75
2013-10-22,23.8
2013-10-23,23.4
2013-10-24,23.75
2013-10-25,23.05
2013-10-28,22.05
2013-10-29,22.45
2013-10-30,22.05
2013-10-31,22.6
2013-11-01,22.35
2013-11-03,23.45
2013-11-05,22.25
2013-11-06,21.9
2013-11-07,22.55
2013-11-08,22.2
2013-11-11,21.7
2013-11-12,21.5
2013-11-13,22.0
2013-11-14,21.45
2013-11-18,21.4
2013-11-19,21.2
2013-11-20,21.75
2013-11-21,21.95
2013-11-22,21.5
2013-11-25,22.3
2013-11-26,22.15
2013-11-27,22.1
2013-11-28,22.2
2013-11-29,22.35
2013-12-02,22.1
2013-12-03,22.1
2013-12-04,22.05
2013-12-05,22.2
2013-12-06,22.1
2013-12-09,21.9
2013-12-10,21.6
2013-12-11,21.5
2013-12-12,21.5
2013-12-13,21.0
2013-12-16,20.65
2013-12-17,20.5
2013-12-18,20.75
2013-12-19,20.6
2013-12-20,20.25
2013-12-23,20.7
2013-12-24,20.6
2013-12-26,21.5
2013-12-27,21.65
2013-12-30,21.25
2013-12-31,21.15
2014-01-01,21.4
2014-01-02,22.0
2014-01-03,21.95
2014-01-06,22.0
2014-01-07,24.35
2014-01-08,24.2
2014-01-09,23.15
2014-01-10,22.85
2014-01-13,22.65
2014-01-14,22.7
2014-01-15,22.3
2014-01-16,22.6
2014-01-17,22.0
2014-01-20,21.85
2014-01-21,21.55
2014-01-22,22.0
2014-01-23,22.05
2014-01-24,21.45
2014-01-27,21.4
2014-01-28,20.85
2014-01-29,20.5
2014-01-30,20.5
2014-01-31,20.65
2014-02-03,20.6
2014-02-04,20.5
2014-02-05,20.65
2014-02-06,21.55
2014-02-07,21.05
2014-02-10,21.25
2014-02-11,21.05
2014-02-12,21.05
2014-02-13,21.35
2014-02-14,20.7
2014-02-17,20.65
2014-02-18,20.65
