Date,BATAINDIA
2013-01-01,875.2
2013-01-02,898.6
2013-01-03,883.5
2013-01-04,878.3
2013-01-07,879.8
2013-01-08,884.0
2013-01-09,874.65
2013-01-10,874.9
2013-01-11,855.2
2013-01-14,856.6
2013-01-15,850.9
2013-01-16,836.3
2013-01-17,819.95
2013-01-18,818.25
2013-01-21,820.1
2013-01-22,807.35
2013-01-23,790.05
2013-01-24,765.4
2013-01-25,806.55
2013-01-28,807.3
2013-01-29,789.15
2013-01-30,790.75
2013-01-31,787.3
2013-02-01,784.05
2013-02-04,777.15
2013-02-05,763.6
2013-02-06,758.95
2013-02-07,778.25
2013-02-08,789.6
2013-02-11,791.65
2013-02-12,792.9
2013-02-13,796.65
2013-02-14,779.7
2013-02-15,780.0
2013-02-18,774.95
2013-02-19,785.95
2013-02-20,769.65
2013-02-21,750.4
2013-02-22,769.35
2013-02-25,785.35
2013-02-26,758.0
2013-02-27,773.8
2013-02-28,747.55
2013-03-01,756.05
2013-03-04,756.6
2013-03-05,787.65
2013-03-06,774.7
2013-03-07,783.55
2013-03-08,783.35
2013-03-11,775.45
2013-03-12,778.2
2013-03-13,756.65
2013-03-14,750.7
2013-03-15,742.7
2013-03-18,736.45
2013-03-19,714.7
2013-03-20,696.95
2013-03-21,701.15
2013-03-22,718.2
2013-03-25,721.05
2013-03-26,710.1
2013-03-28,718.35
2013-04-01,723.25
2013-04-02,742.6
2013-04-03,723.3
2013-04-04,713.15
2013-04-05,715.0
2013-04-08,717.3
2013-04-09,719.65
2013-04-10,716.8
2013-04-11,735.55
2013-04-12,725.3
2013-04-15,753.55
2013-04-16,749.8
2013-04-17,749.1
2013-04-18,757.0
2013-04-22,751.75
2013-04-23,729.9
2013-04-25,703.5
2013-04-26,713.9
2013-04-29,707.7
2013-04-30,746.0
2013-05-02,745.45
2013-05-03,771.85
2013-05-06,776.55
2013-05-07,785.85
2013-05-08,800.65
2013-05-09,803.75
2013-05-10,806.45
2013-05-11,811.05
2013-05-13,798.75
2013-05-14,810.2
2013-05-15,815.85
2013-05-16,810.65
2013-05-17,815.25
2013-05-20,815.65
2013-05-21,808.35
2013-05-22,806.05
2013-05-23,798.75
